zip,ruca,population,median_household_income,within_10_miles_count
29929,Suburban,"1,041","$51,765",0.0
29932,Suburban,184,,0.0
29934,Suburban,612,"$45,192",0.0
29935,Urban,"3,825","$57,478",2.0
29936,Suburban,"12,708","$38,615",0.0
29939,Suburban,180,"$38,281",0.0
29940,Suburban,"4,350","$45,902",0.0
29941,Suburban,143,"$101,591",0.0
29943,Suburban,603,"$35,425",0.0
29944,Suburban,"4,122","$37,101",0.0
29945,Suburban,"4,419","$46,528",0.0
30002,Urban,"6,025","$79,091",9.0
30004,Urban,"66,315","$129,724",5.0
30005,Urban,"40,309","$152,326",6.0
30008,Urban,"35,023","$60,739",7.0
30009,Urban,"19,922","$136,384",5.0
30011,Urban,"18,377","$73,195",2.0
30012,Urban,"33,140","$51,001",3.0
30013,Urban,"25,205","$69,137",4.0
30014,Urban,"39,551","$59,442",2.0
30016,Urban,"57,834","$65,141",2.0
30017,Urban,"24,782","$104,761",8.0
30018,Suburban,89,"$80,288",2.0
30019,Urban,"47,152","$103,700",4.0
30021,Urban,"25,987","$42,481",11.0
30022,Urban,"65,433","$129,303",7.0
30024,Urban,"83,818","$127,374",7.0
30025,Suburban,"10,811","$86,573",1.0
30028,Urban,"32,232","$115,816",3.0
30030,Urban,"31,856","$112,145",8.0
30032,Urban,"45,107","$45,436",7.0
30033,Urban,"31,144","$94,124",11.0
30034,Urban,"44,450","$54,828",7.0
30035,Urban,"22,793","$46,169",9.0
30038,Urban,"40,902","$61,050",4.0
30039,Urban,"48,485","$81,425",9.0
30040,Urban,"75,151","$114,900",4.0
30041,Urban,"72,535","$124,517",4.0
30043,Urban,"88,458","$81,640",9.0
30044,Urban,"99,613","$68,644",10.0
30045,Urban,"45,465","$81,867",8.0
30046,Urban,"39,763","$54,018",9.0
30047,Urban,"67,842","$76,498",13.0
30052,Urban,"73,299","$81,222",5.0
30054,Suburban,"12,294","$68,226",3.0
30055,Suburban,"3,857","$78,284",0.0
30056,Suburban,"2,358","$65,625",0.0
30058,Urban,"62,716","$59,549",7.0
30060,Urban,"39,490","$53,414",8.0
30062,Urban,"63,418","$115,953",7.0
30064,Urban,"49,178","$101,060",8.0
30066,Urban,"58,846","$101,080",7.0
30067,Urban,"45,584","$64,149",9.0
30068,Urban,"33,554","$131,155",8.0
30070,Urban,108,"$30,000",3.0
30071,Urban,"25,602","$54,835",9.0
30072,Urban,655,"$64,688",11.0
30075,Urban,"55,529","$137,925",6.0
30076,Urban,"47,070","$98,646",6.0
30078,Urban,"41,311","$81,438",9.0
30079,Urban,"4,042","$55,784",10.0
30080,Urban,"53,270","$77,728",7.0
30082,Urban,"26,161","$96,381",7.0
30083,Urban,"61,522","$45,964",12.0
30084,Urban,"38,784","$73,309",13.0
30087,Urban,"37,933","$86,143",13.0
30088,Urban,"30,762","$53,508",10.0
30090,Urban,0,,8.0
30092,Urban,"36,526","$66,062",11.0
30093,Urban,"52,048","$47,288",13.0
30094,Urban,"34,248","$74,867",4.0
30096,Urban,"68,709","$63,084",10.0
30097,Urban,"45,646","$111,966",8.0
30101,Urban,"62,337","$93,591",4.0
30102,Urban,"44,289","$76,648",5.0
30103,Urban,"14,387","$64,255",1.0
30104,Suburban,"5,082","$60,554",2.0
30105,Suburban,"2,158","$59,063",0.0
30106,Urban,"23,401","$60,226",5.0
30107,Suburban,"16,089","$88,258",1.0
30108,Suburban,"7,611","$47,235",0.0
30110,Suburban,"14,386","$59,379",1.0
30111,Urban,0,,7.0
30113,Suburban,"5,235","$68,108",1.0
30114,Urban,"56,623","$83,142",1.0
30115,Urban,"49,719","$97,887",2.0
30116,Suburban,"23,951","$63,809",1.0
30117,Suburban,"36,311","$48,801",1.0
30118,Suburban,984,,1.0
30120,Urban,"41,212","$68,743",1.0
30121,Urban,"25,199","$63,839",1.0
30122,Urban,"25,716","$52,955",6.0
30124,Suburban,"2,970","$70,233",1.0
30125,Suburban,"23,384","$45,664",1.0
30126,Urban,"43,134","$84,756",7.0
30127,Urban,"73,312","$88,981",5.0
30132,Urban,"46,387","$86,831",1.0
30134,Urban,"44,552","$59,126",2.0
30135,Urban,"66,599","$80,193",1.0
30137,Urban,"2,137","$55,859",3.0
30139,Suburban,"4,620","$58,034",0.0
30141,Urban,"23,573","$76,635",2.0
30143,Suburban,"24,681","$75,261",1.0
30144,Urban,"58,952","$79,839",7.0
30145,Suburban,"8,752","$69,797",1.0
30147,Suburban,"5,000","$52,375",3.0
30148,Suburban,905,"$80,761",0.0
30149,Urban,"2,021","$181,136",2.0
30152,Urban,"43,972","$108,546",7.0
30153,Suburban,"17,836","$50,010",2.0
30157,Urban,"49,757","$75,915",1.0
30161,Urban,"34,529","$49,613",2.0
30165,Urban,"41,330","$55,448",1.0
30168,Urban,"24,737","$52,450",5.0
30170,Suburban,"3,016","$69,819",1.0
30171,Suburban,"2,603","$71,071",0.0
30173,Suburban,"6,825","$44,032",1.0
30175,Suburban,"5,523","$61,953",1.0
30176,Suburban,"7,686","$47,374",1.0
30177,Suburban,"1,393",,1.0
30178,Urban,"3,654","$59,305",1.0
30179,Urban,"18,370","$70,569",2.0
30180,Urban,"39,825","$80,649",1.0
30182,Suburban,"3,472","$39,979",1.0
30183,Suburban,"6,480","$88,977",1.0
30184,Suburban,"6,875","$79,271",1.0
30185,Suburban,"3,836","$51,167",0.0
30187,Suburban,"7,529","$77,206",2.0
30188,Urban,"64,836","$90,923",5.0
30189,Urban,"40,471","$94,829",5.0
30204,Suburban,"13,931","$51,995",0.0
30205,Suburban,"3,329","$110,711",1.0
30206,Suburban,"3,573","$76,847",0.0
30213,Urban,"43,651","$72,817",2.0
30214,Urban,"31,396","$78,173",6.0
30215,Urban,"37,826","$103,583",3.0
30216,Suburban,"1,997","$47,132",0.0
30217,Suburban,"9,262","$54,366",0.0
30218,Suburban,"1,406","$58,781",0.0
30220,Suburban,"5,025","$67,270",0.0
30222,Suburban,"5,214","$51,823",0.0
30223,Urban,"36,119","$47,181",1.0
30224,Urban,"28,445","$62,785",1.0
30228,Urban,"48,687","$70,228",2.0
30229,Urban,39,"$23,971",0.0
30230,Suburban,"9,742","$47,799",2.0
30233,Suburban,"25,676","$60,600",1.0
30234,Suburban,"1,668","$44,440",1.0
30236,Urban,"51,544","$58,994",7.0
30238,Urban,"41,966","$55,999",6.0
30240,Urban,"31,025","$50,615",2.0
30241,Urban,"23,909","$47,263",2.0
30248,Urban,"30,756","$74,778",2.0
30250,Urban,607,,4.0
30251,Suburban,"2,046","$50,893",0.0
30252,Urban,"47,886","$91,220",3.0
30253,Urban,"59,328","$74,817",3.0
30256,Suburban,"2,607","$73,068",0.0
30257,Suburban,"4,007","$58,688",0.0
30258,Suburban,"2,873","$51,031",0.0
30259,Suburban,"3,731","$84,567",1.0
30260,Urban,"28,395","$51,594",7.0
30263,Urban,"59,163","$68,446",1.0
30265,Urban,"35,940","$98,125",2.0
30268,Urban,"10,942","$57,541",0.0
30269,Urban,"38,881","$102,880",1.0
30272,Urban,0,,6.0
30273,Urban,"17,522","$60,180",4.0
30274,Urban,"33,218","$48,014",10.0
30275,Urban,247,"$44,505",1.0
30276,Suburban,"17,887","$91,199",1.0
30277,Urban,"22,142","$106,008",2.0
30281,Urban,"71,047","$60,385",4.0
30284,Suburban,6,,3.0
30285,Suburban,656,"$50,781",1.0
30286,Urban,"23,848","$43,041",1.0
30288,Urban,"9,588","$59,722",9.0
30289,Suburban,0,,1.0
30290,Urban,"8,876","$97,536",3.0
30291,Urban,"23,693","$38,268",4.0
30292,Suburban,"6,002","$63,281",0.0
30293,Suburban,"2,032","$47,500",0.0
30294,Urban,"41,037","$69,876",7.0
30295,Suburban,"4,886","$75,188",0.0
30296,Urban,"27,457","$54,418",7.0
30297,Urban,"28,629","$38,506",8.0
30303,Urban,"6,106","$27,813",6.0
30305,Urban,"26,398","$97,169",6.0
30306,Urban,"24,769","$112,245",5.0
30307,Urban,"20,712","$136,452",7.0
30308,Urban,"22,802","$69,724",7.0
30309,Urban,"27,469","$95,296",6.0
30310,Urban,"26,979","$39,719",4.0
30311,Urban,"33,334","$40,742",5.0
30312,Urban,"23,801","$66,386",7.0
30313,Urban,"11,894","$69,579",6.0
30314,Urban,"23,987","$29,287",5.0
30315,Urban,"35,324","$30,631",9.0
30316,Urban,"34,810","$82,645",7.0
30317,Urban,"14,258","$91,733",8.0
30318,Urban,"58,839","$60,033",6.0
30319,Urban,"43,244","$119,434",8.0
30322,Urban,"2,605",,7.0
30324,Urban,"30,128","$80,738",5.0
30326,Urban,"7,207","$95,536",8.0
30327,Urban,"22,932","$162,412",6.0
30328,Urban,"37,279","$93,555",8.0
30329,Urban,"26,891","$61,620",10.0
30331,Urban,"63,330","$56,780",3.0
30332,Urban,"2,708",,6.0
30334,Urban,0,,6.0
30336,Urban,327,"$46,033",4.0
30337,Urban,"12,559","$44,882",7.0
30338,Urban,"38,553","$110,760",9.0
30339,Urban,"33,230","$88,296",7.0
30340,Urban,"30,345","$51,586",11.0
30341,Urban,"33,131","$70,086",9.0
30342,Urban,"32,480","$107,135",7.0
30344,Urban,"35,380","$49,135",6.0
30345,Urban,"24,823","$96,238",11.0
30346,Urban,"4,711","$78,326",10.0
30349,Urban,"80,047","$55,737",6.0
30350,Urban,"37,635","$74,532",8.0
30354,Urban,"15,323","$48,013",8.0
30360,Urban,"15,866","$81,204",8.0
30363,Urban,"3,783","$81,138",6.0
30401,Suburban,"13,693","$42,239",1.0
30410,Rural,"1,537","$52,375",1.0
30411,Rural,"3,816","$33,750",0.0
30412,Rural,109,,0.0
30413,Rural,"1,489","$60,962",0.0
30414,Suburban,41,,0.0
30415,Suburban,"5,716","$57,335",2.0
30417,Suburban,"11,105","$50,803",0.0
30420,Rural,"1,921","$46,162",0.0
30421,Rural,"2,750","$48,327",0.0
30423,Suburban,58,,0.0
30425,Suburban,"1,324","$54,668",0.0
30426,Suburban,"1,094","$72,606",0.0
30427,Suburban,"10,332","$54,990",0.0
30428,Rural,"3,818","$31,172",0.0
30429,Suburban,204,,0.0
30434,Suburban,"5,241","$37,944",0.0
30436,Urban,"11,672","$41,528",1.0
30439,Rural,"10,524","$37,039",0.0
30441,Suburban,"1,843","$48,397",0.0
30442,Suburban,"8,595","$29,121",0.0
30445,Rural,"3,471","$32,500",0.0
30446,Suburban,"1,657","$64,961",0.0
30448,Suburban,27,"$99,375",1.0
30449,Suburban,46,,0.0
30450,Suburban,"2,018","$45,417",0.0
30451,Rural,38,"$48,906",0.0
30452,Suburban,"1,488","$45,132",2.0
30453,Suburban,"9,807","$40,707",0.0
30454,Urban,437,"$41,845",0.0
30455,Suburban,530,"$40,865",0.0
30456,Suburban,"1,936","$45,417",0.0
30457,Suburban,"5,007","$31,979",0.0
30458,Urban,"48,031","$44,067",2.0
30460,Urban,108,,2.0
30461,Urban,"16,617","$66,197",2.0
30464,Suburban,222,"$83,125",0.0
30467,Rural,"11,780","$40,948",0.0
30470,Suburban,"1,012","$60,893",0.0
30471,Suburban,"4,515","$34,853",1.0
30473,Rural,"2,674","$54,259",0.0
30474,Urban,"16,983","$46,575",1.0
30477,Rural,"2,843","$34,880",0.0
30501,Urban,"31,121","$55,412",4.0
30504,Urban,"26,638","$58,050",4.0
30506,Urban,"45,327","$86,093",4.0
30507,Urban,"30,009","$57,375",4.0
30510,Suburban,"9,025","$46,235",1.0
30511,Suburban,"3,316","$69,429",1.0
30512,Rural,"22,733","$53,393",1.0
30513,Rural,"12,363","$51,967",1.0
30516,Rural,"2,688","$60,403",1.0
30517,Urban,"15,825","$102,235",1.0
30518,Urban,"55,708","$83,329",5.0
30519,Urban,"55,350","$95,961",4.0
30520,Suburban,"5,367","$70,712",0.0
30521,Rural,"5,183","$56,563",0.0
30522,Suburban,682,"$64,830",1.0
30523,Suburban,"12,562","$67,419",2.0
30525,Suburban,"7,556","$46,224",1.0
30527,Suburban,"3,936","$74,969",1.0
30528,Suburban,"24,001","$65,386",2.0
30529,Suburban,"12,009","$60,717",1.0
30530,Suburban,"7,831","$57,315",1.0
30531,Suburban,"10,996","$60,250",2.0
30533,Suburban,"26,983","$63,571",1.0
30534,Suburban,"29,695","$76,447",1.0
30535,Suburban,"8,416","$46,830",2.0
30536,Suburban,"9,505","$59,882",1.0
30537,Rural,"1,172","$50,688",1.0
30538,Suburban,"3,434","$49,773",0.0
30539,Suburban,225,"$24,018",1.0
30540,Suburban,"19,621","$62,670",1.0
30541,Rural,"1,383","$68,185",1.0
30542,Urban,"37,193","$82,679",5.0
30543,Urban,"6,107","$69,262",0.0
30545,Suburban,893,"$67,656",1.0
30546,Rural,"7,720","$54,951",0.0
30547,Rural,"2,889","$80,227",1.0
30548,Urban,"23,006","$104,730",1.0
30549,Urban,"29,191","$82,164",0.0
30552,Suburban,"1,600","$49,019",1.0
30553,Rural,"8,019","$54,676",0.0
30554,Suburban,"8,227","$60,378",0.0
30555,Suburban,"2,676","$37,464",1.0
30557,Suburban,"4,652","$64,736",0.0
30558,Suburban,"4,951","$50,950",1.0
30559,Rural,"4,507","$48,643",1.0
30560,Rural,"4,230","$48,286",1.0
30562,Rural,778,"$50,476",1.0
30563,Suburban,"6,438","$66,712",1.0
30564,Suburban,"4,447","$65,625",4.0
30565,Suburban,"3,959","$52,184",1.0
30566,Urban,"8,590","$59,579",4.0
30567,Suburban,"3,691","$60,068",0.0
30568,Rural,"1,948","$65,714",1.0
30571,Suburban,"3,227","$60,714",2.0
30572,Rural,"1,010","$55,074",0.0
30573,Suburban,88,,1.0
30575,Suburban,"2,039","$72,958",0.0
30576,Suburban,"3,189","$54,035",1.0
30577,Urban,"22,052","$48,633",0.0
30581,Rural,232,,1.0
30582,Rural,"5,001","$49,583",0.0
30597,Suburban,"1,192",,1.0
30598,Urban,7,,0.0
30601,Urban,"23,186","$32,687",3.0
30602,Urban,"1,613",,3.0
30605,Urban,"42,473","$44,252",3.0
30606,Urban,"47,448","$52,566",3.0
30607,Urban,"10,769","$53,785",3.0
30609,Urban,"3,933",,3.0
30619,Suburban,"1,392","$62,623",1.0
30620,Suburban,"13,262","$70,168",1.0
30621,Suburban,"5,571","$99,236",1.0
30622,Urban,"11,684","$107,287",2.0
30623,Suburban,107,"$87,679",0.0
30624,Suburban,"3,878","$60,673",0.0
30625,Suburban,"2,209","$69,351",1.0
30627,Suburban,"2,577","$48,385",0.0
30628,Suburban,"6,707","$59,888",1.0
30629,Suburban,"5,228","$53,472",0.0
30630,Suburban,"2,613","$43,750",1.0
30631,Rural,"1,645","$39,448",0.0
30633,Suburban,"8,213","$46,270",0.0
30634,Suburban,"1,713","$32,476",1.0
30635,Rural,"15,223","$38,704",1.0
30639,Suburban,0,,0.0
30641,Suburban,"1,602","$53,676",1.0
30642,Suburban,"13,601","$73,564",0.0
30643,Suburban,"15,634","$49,201",1.0
30646,Suburban,"7,092","$56,117",0.0
30648,Suburban,"2,939","$67,772",0.0
30650,Suburban,"13,484","$69,677",1.0
30655,Suburban,"26,925","$60,283",1.0
30656,Suburban,"17,510","$77,431",1.0
30660,Suburban,"1,117","$58,333",0.0
30662,Suburban,"8,371","$42,217",0.0
30663,Suburban,"3,066","$65,300",1.0
30664,Rural,13,"$44,531",0.0
30665,Suburban,218,"$21,406",0.0
30666,Suburban,"9,748","$64,289",2.0
30667,Suburban,806,"$34,808",0.0
30668,Suburban,"2,255","$51,500",0.0
30669,Suburban,"3,149","$43,934",0.0
30673,Suburban,"6,661","$41,036",0.0
30677,Urban,"20,229","$93,246",3.0
30678,Suburban,"1,311","$47,328",0.0
30680,Suburban,"46,657","$68,471",1.0
30683,Urban,"7,702","$65,685",3.0
30701,Urban,"41,355","$50,331",1.0
30705,Suburban,"33,347","$55,668",1.0
30707,Urban,"16,986","$59,391",1.0
30708,Suburban,289,"$48,681",0.0
30710,Urban,"7,106","$64,730",0.0
30711,Suburban,"3,547","$53,250",0.0
30720,Urban,"26,725","$59,539",3.0
30721,Urban,"53,180","$42,820",3.0
30724,Suburban,38,,1.0
30725,Urban,"4,588","$60,675",5.0
30726,Urban,0,,7.0
30728,Suburban,"19,283","$43,596",1.0
30730,Suburban,"1,822","$45,724",0.0
30731,Rural,"2,323","$34,978",0.0
30733,Suburban,"2,451",,1.0
30734,Suburban,"3,042","$46,146",0.0
30735,Suburban,"7,220","$52,461",1.0
30736,Urban,"43,284","$73,700",3.0
30738,Urban,"3,712","$49,693",0.0
30739,Suburban,"7,031","$72,594",2.0
30740,Urban,"8,238","$62,095",3.0
30741,Urban,"28,639","$42,416",9.0
30742,Urban,"7,539","$41,298",7.0
30746,Suburban,"1,228","$76,307",1.0
30747,Urban,"14,496","$37,481",1.0
30750,Urban,"4,173","$90,625",3.0
30751,Suburban,148,,0.0
30752,Suburban,"8,885","$43,463",0.0
30753,Urban,"8,560","$42,565",1.0
30755,Suburban,"10,775","$62,650",2.0
30756,Urban,24,"$14,167",1.0
30757,Suburban,"1,964","$39,882",1.0
30802,Urban,"6,568","$73,656",0.0
30803,Suburban,"1,136","$59,375",0.0
30805,Suburban,"2,204","$46,310",0.0
30807,Suburban,250,"$48,611",1.0
30808,Suburban,"4,427","$49,647",1.0
30809,Urban,"51,985","$116,881",7.0
30810,Suburban,"2,096","$59,375",0.0
30812,Urban,330,,3.0
30813,Urban,"45,178","$76,879",7.0
30814,Suburban,"11,201","$67,672",2.0
30815,Urban,"42,342","$57,039",2.0
30816,Suburban,"1,783","$32,269",1.0
30817,Suburban,"7,389","$43,865",0.0
30818,Rural,538,"$80,924",0.0
30820,Suburban,921,"$38,197",0.0
30821,Suburban,"1,017","$39,053",0.0
30822,Suburban,0,,0.0
30823,Suburban,"1,262","$54,776",0.0
30824,Suburban,"17,006","$50,217",1.0
30828,Suburban,"3,739","$36,028",0.0
30830,Suburban,"14,934","$49,581",1.0
30833,Rural,"3,942","$39,844",0.0
30901,Urban,"17,143","$20,239",6.0
30904,Urban,"27,125","$39,026",9.0
30905,Urban,"7,933","$51,333",8.0
30906,Urban,"61,719","$39,624",3.0
30907,Urban,"47,655","$74,277",10.0
30909,Urban,"42,498","$58,447",10.0
30912,Urban,0,,8.0
31001,Suburban,"4,501","$34,583",0.0
31002,Suburban,"3,332","$52,216",0.0
31003,Suburban,87,"$24,808",0.0
31004,Suburban,0,,1.0
31005,Urban,"20,791","$100,306",4.0
31006,Suburban,"4,527","$37,986",0.0
31007,Rural,774,"$41,964",0.0
31008,Urban,"20,955","$64,925",3.0
31009,Suburban,"1,582","$40,972",0.0
31011,Suburban,664,"$64,432",1.0
31012,Suburban,"2,590","$60,875",1.0
31014,Suburban,"12,784","$46,479",1.0
31015,Urban,"19,401","$40,833",1.0
31016,Suburban,"1,998","$48,250",0.0
31017,Suburban,"1,576","$58,873",0.0
31018,Suburban,"2,785","$34,611",0.0
31019,Suburban,"2,899","$48,611",1.0
31020,Suburban,"1,362","$28,339",0.0
31021,Urban,"27,821","$42,184",1.0
31022,Suburban,"1,808","$46,629",1.0
31023,Suburban,"14,153","$39,368",1.0
31024,Rural,"20,644","$55,516",1.0
31025,Suburban,999,"$128,542",1.0
31027,Urban,"10,202","$39,573",0.0
31028,Urban,"6,170","$63,798",4.0
31029,Suburban,"16,524","$64,181",1.0
31030,Suburban,"17,461","$48,438",2.0
31031,Suburban,"6,488","$37,350",0.0
31032,Suburban,"15,141","$65,115",1.0
31033,Suburban,"2,531","$77,813",0.0
31034,Urban,166,,1.0
31035,Suburban,"1,003","$43,500",1.0
31036,Suburban,"10,348","$45,683",0.0
31037,Suburban,"3,008","$45,417",0.0
31038,Suburban,945,"$60,385",0.0
31039,Suburban,0,,0.0
31041,Rural,885,"$28,490",0.0
31042,Rural,"1,437","$33,024",0.0
31044,Suburban,"2,878","$41,786",0.0
31045,Suburban,27,,0.0
31046,Suburban,"3,365","$70,511",1.0
31047,Urban,"16,375","$104,525",4.0
31049,Suburban,"1,731","$50,000",0.0
31050,Suburban,831,"$44,210",0.0
31051,Rural,82,,0.0
31052,Suburban,"9,462","$79,410",2.0
31054,Rural,"1,384","$52,031",0.0
31055,Suburban,"6,118","$45,590",0.0
31057,Suburban,"1,495","$20,918",0.0
31058,Suburban,"1,633","$31,923",0.0
31060,Suburban,"1,777","$48,462",0.0
31061,Urban,"41,678","$49,827",1.0
31062,Urban,59,,1.0
31063,Suburban,"4,707","$46,808",0.0
31064,Suburban,"9,550","$49,688",0.0
31065,Suburban,"1,573","$65,486",0.0
31066,Suburban,"1,299","$64,779",0.0
31067,Suburban,227,"$64,375",0.0
31068,Suburban,"4,990","$25,417",0.0
31069,Urban,"22,927","$63,067",1.0
31070,Suburban,"1,017","$76,875",0.0
31071,Suburban,"1,294","$40,859",0.0
31072,Suburban,"1,083","$55,070",0.0
31075,Suburban,"2,702","$41,429",0.0
31076,Suburban,"2,736","$39,079",0.0
31077,Suburban,"1,166","$34,405",0.0
31078,Suburban,"3,034","$33,971",0.0
31079,Rural,"2,627","$44,750",0.0
31081,Suburban,22,,0.0
31082,Suburban,"10,255","$39,896",1.0
31083,Suburban,427,"$48,846",0.0
31084,Suburban,0,,1.0
31085,Suburban,"1,150","$37,500",0.0
31087,Suburban,"8,922","$35,066",0.0
31088,Urban,"56,997","$73,879",5.0
31089,Suburban,"4,238","$37,500",1.0
31090,Suburban,"1,188","$43,125",0.0
31091,Suburban,"4,185","$57,566",0.0
31092,Suburban,"5,430","$36,813",0.0
31093,Urban,"26,498","$41,902",4.0
31094,Suburban,710,"$50,787",1.0
31096,Suburban,"7,353","$43,652",0.0
31097,Suburban,"1,437","$59,275",0.0
31098,Urban,"3,721","$76,817",4.0
31201,Urban,"7,240","$22,788",2.0
31204,Urban,"30,715","$37,318",3.0
31206,Urban,"27,238","$27,250",3.0
31207,Urban,"1,728",,3.0
31210,Urban,"34,106","$67,470",3.0
31211,Urban,"15,008","$39,803",3.0
31213,Urban,0,,3.0
31216,Urban,"17,533","$62,688",2.0
31217,Urban,"16,950","$39,201",2.0
31220,Urban,"15,393","$75,524",2.0
31301,Urban,"3,915","$42,917",3.0
31302,Suburban,"8,084","$54,550",3.0
31303,Suburban,"2,501","$46,136",0.0
31305,Suburban,"5,183","$48,558",0.0
31307,Suburban,"1,432","$74,939",1.0
31308,Suburban,"8,394","$57,485",0.0
31309,Suburban,615,"$47,240",2.0
31312,Suburban,"23,175","$84,857",0.0
31313,Urban,"41,967","$50,526",3.0
31314,Urban,"1,740",,3.0
31315,Urban,"7,952","$48,842",3.0
31316,Suburban,"12,363","$56,541",0.0
31318,Suburban,400,"$88,382",1.0
31320,Suburban,"8,710","$61,513",0.0
31321,Suburban,"7,859","$61,616",0.0
31322,Urban,"26,399","$82,597",3.0
31323,Suburban,"1,562","$41,234",3.0
31324,Suburban,"31,978","$94,756",2.0
31326,Suburban,"22,290","$68,101",1.0
31327,Suburban,18,,0.0
31328,Suburban,"3,483","$101,317",1.0
31329,Suburban,"9,313","$59,861",0.0
31331,Suburban,"5,963","$50,244",0.0
31333,Urban,174,,3.0
31401,Urban,"19,833","$46,294",5.0
31404,Urban,"33,495","$42,500",4.0
31405,Urban,"38,145","$51,504",6.0
31406,Urban,"34,676","$57,464",4.0
31407,Urban,"20,750","$87,352",3.0
31408,Urban,"11,336","$43,806",5.0
31409,Urban,726,,6.0
31410,Urban,"24,151","$84,360",3.0
31411,Urban,"9,085","$102,643",4.0
31415,Urban,"11,935","$32,644",7.0
31419,Urban,"56,947","$59,590",4.0
31421,Rural,0,,4.0
31501,Urban,"14,258","$36,098",2.0
31503,Urban,"22,421","$44,722",2.0
31510,Suburban,"9,344","$41,096",0.0
31512,Suburban,"1,931","$54,063",0.0
31513,Suburban,"15,723","$37,793",1.0
31516,Suburban,"15,477","$50,878",2.0
31518,Suburban,756,"$34,500",0.0
31519,Suburban,"3,640","$41,092",0.0
31520,Urban,"21,864","$32,552",2.0
31522,Suburban,"17,250","$94,952",2.0
31523,Urban,"14,182","$79,275",2.0
31524,Urban,0,,2.0
31525,Urban,"29,792","$59,353",2.0
31527,Urban,"1,182","$62,038",0.0
31532,Suburban,594,"$34,688",0.0
31533,Urban,"16,810","$43,209",1.0
31535,Urban,"12,185","$53,226",1.0
31537,Suburban,"9,996","$44,934",0.0
31539,Suburban,"14,543","$39,384",1.0
31542,Suburban,"2,592","$43,681",0.0
31543,Suburban,"4,326","$21,869",0.0
31544,Suburban,659,"$36,992",0.0
31545,Urban,"15,445","$38,079",1.0
31546,Urban,"8,870","$59,203",1.0
31547,Suburban,"1,534",,1.0
31548,Suburban,"22,717","$60,862",1.0
31549,Suburban,"2,287","$29,354",1.0
31550,Urban,597,,0.0
31551,Suburban,879,"$40,529",0.0
31552,Urban,943,"$37,479",0.0
31553,Suburban,"4,777","$40,903",0.0
31554,Suburban,"7,641","$45,731",1.0
31555,Suburban,"2,786","$49,137",0.0
31556,Suburban,63,,0.0
31557,Suburban,"3,637","$50,969",0.0
31558,Suburban,"21,725","$63,849",3.0
31560,Suburban,"2,733","$40,208",0.0
31561,Suburban,103,,2.0
31562,Suburban,"2,463","$49,821",0.0
31563,Suburban,"1,508","$54,128",0.0
31564,Urban,0,,0.0
31565,Suburban,"2,301","$55,787",0.0
31566,Suburban,"4,184","$40,258",0.0
31567,Suburban,"1,252","$47,742",0.0
31568,Suburban,459,"$52,880",0.0
31569,Suburban,"5,469","$62,663",0.0
31599,Urban,0,,1.0
31601,Urban,"31,972","$28,226",2.0
31602,Urban,"35,837","$47,821",3.0
31605,Urban,"23,839","$59,594",3.0
31606,Suburban,"3,575","$38,859",3.0
31620,Suburban,"11,236","$47,337",1.0
31622,Suburban,"1,667","$48,750",0.0
31623,Suburban,367,,0.0
31624,Suburban,"1,342",,0.0
31625,Suburban,"1,283","$74,361",0.0
31626,Suburban,"3,266","$44,665",0.0
31627,Suburban,224,"$38,125",1.0
31629,Suburban,"1,232","$54,583",0.0
31630,Suburban,569,"$16,866",0.0
31631,Suburban,470,"$63,422",0.0
31632,Urban,"13,896","$76,922",3.0
31634,Suburban,"5,277","$46,842",0.0
31635,Suburban,"7,133","$32,983",0.0
31636,Suburban,"10,121","$53,632",0.0
31637,Suburban,"2,916","$55,500",0.0
31638,Suburban,"1,165","$19,939",0.0
31639,Suburban,"10,523","$43,873",0.0
31641,Suburban,"1,731","$41,667",1.0
31642,Rural,"4,721","$42,569",0.0
31643,Suburban,"9,433","$38,598",0.0
31645,Suburban,"4,534","$54,286",0.0
31647,Suburban,"3,405","$47,557",1.0
31648,Suburban,815,"$39,453",0.0
31649,Suburban,910,,0.0
31650,Suburban,"3,473","$31,808",0.0
31698,Urban,796,,3.0
31699,Urban,728,,2.0
31701,Urban,"18,105","$32,609",4.0
31704,Suburban,146,,2.0
31705,Urban,"31,241","$33,428",3.0
31707,Urban,"23,900","$43,733",4.0
31709,Urban,"16,631","$38,012",1.0
31711,Suburban,712,"$46,736",1.0
31712,Suburban,"1,515","$67,188",1.0
31714,Suburban,"6,021","$34,797",0.0
31716,Suburban,"2,757","$48,964",0.0
31719,Urban,"8,060","$33,323",1.0
31720,Suburban,286,"$27,250",0.0
31721,Urban,"20,094","$70,072",2.0
31722,Rural,771,"$44,798",0.0
31727,Suburban,0,,2.0
31730,Suburban,"8,103","$39,125",1.0
31733,Suburban,"1,218","$64,259",2.0
31735,Suburban,517,"$35,500",0.0
31738,Suburban,"2,031","$56,711",1.0
31743,Suburban,112,"$25,208",0.0
31744,Suburban,"3,078","$64,116",0.0
31747,Rural,171,"$48,750",1.0
31749,Suburban,"2,446","$40,304",0.0
31750,Urban,"18,415","$35,186",1.0
31753,Suburban,101,,1.0
31756,Suburban,"1,317","$38,185",0.0
31757,Urban,"11,498","$70,594",1.0
31763,Urban,"27,998","$72,530",0.0
31764,Suburban,"1,743","$74,940",1.0
