zip,ruca,population,median_household_income,within_10_miles_count
87501,Urban,"14,637","$71,468",2.0
87505,Urban,"31,885","$68,760",2.0
87506,Suburban,"15,481","$69,717",0.0
87507,Urban,"51,780","$56,342",2.0
87508,Suburban,"18,587","$78,624",2.0
87510,Suburban,915,"$50,353",0.0
87511,Suburban,"2,587","$51,726",1.0
87512,Rural,177,,0.0
87513,Rural,826,"$47,227",0.0
87514,Rural,"1,816","$53,893",0.0
87515,Rural,131,"$146,111",0.0
87516,Suburban,59,,0.0
87517,Rural,328,,0.0
87518,Rural,0,,0.0
87519,Rural,905,"$68,762",0.0
87520,Rural,"1,372","$39,563",0.0
87521,Urban,808,,0.0
87522,Suburban,"3,301","$47,021",1.0
87523,Suburban,185,,0.0
87524,Rural,388,,0.0
87525,Rural,79,"$66,167",0.0
87527,Suburban,631,"$38,839",0.0
87528,Rural,"3,340","$45,560",0.0
87529,Urban,"4,938","$55,452",1.0
87530,Suburban,898,"$20,820",0.0
87531,Suburban,175,"$59,063",0.0
87532,Suburban,"20,115","$51,100",1.0
87535,Suburban,"1,482","$41,403",0.0
87537,Suburban,"2,328","$34,453",1.0
87538,Suburban,251,"$22,457",0.0
87539,Suburban,378,,0.0
87540,Suburban,866,"$58,628",0.0
87543,Urban,45,,0.0
87544,Suburban,"13,453","$117,408",0.0
87547,Suburban,"5,716","$135,500",0.0
87548,Suburban,376,"$57,460",0.0
87549,Rural,"1,023",,0.0
87551,Rural,137,,0.0
87552,Suburban,"2,410","$39,740",0.0
87553,Rural,"1,527","$35,313",0.0
87554,Suburban,0,,0.0
87556,Rural,"2,904","$54,183",0.0
87557,Urban,"5,413","$43,057",1.0
87558,Rural,"1,071",,0.0
87560,Suburban,"1,595","$28,897",0.0
87562,Suburban,522,,0.0
87564,Rural,110,,0.0
87565,Suburban,324,,0.0
87566,Suburban,"3,120","$50,000",1.0
87567,Suburban,704,"$30,288",1.0
87569,Suburban,603,,0.0
87571,Urban,"11,695","$48,152",1.0
87573,Suburban,14,,0.0
87575,Rural,"1,027",,0.0
87577,Rural,161,"$20,694",0.0
87578,Suburban,379,,0.0
87579,Rural,"1,059","$75,440",0.0
87580,Rural,269,,0.0
87581,Suburban,25,,0.0
87582,Suburban,"1,032","$86,173",0.0
87583,Suburban,482,"$18,789",0.0
87701,Urban,"18,331","$37,640",0.0
87710,Rural,"1,436","$56,985",0.0
87711,Suburban,956,"$26,250",0.0
87712,Rural,300,,0.0
87713,Rural,250,"$97,614",0.0
87714,Rural,"1,033","$30,982",0.0
87715,Rural,557,"$20,341",0.0
87718,Rural,494,"$34,107",0.0
87722,Rural,945,"$46,121",0.0
87723,Rural,328,"$73,594",0.0
87724,Suburban,22,,0.0
87728,Rural,596,"$43,125",0.0
87729,Rural,80,"$25,313",0.0
87730,Suburban,15,,0.0
87731,Suburban,570,,1.0
87732,Rural,823,"$30,284",0.0
87733,Suburban,94,"$38,750",0.0
87734,Rural,244,"$25,224",0.0
87735,Rural,43,,0.0
87736,Rural,65,,0.0
87740,Suburban,"6,968","$36,530",0.0
87742,Suburban,262,"$72,545",0.0
87743,Suburban,314,"$35,050",0.0
87745,Suburban,880,"$39,250",0.0
87746,Suburban,61,"$91,176",0.0
87747,Rural,"1,575","$57,153",0.0
87749,Rural,92,,0.0
87750,Rural,0,,0.0
87752,Rural,587,"$39,510",0.0
87753,Rural,46,,0.0
87801,Suburban,"9,568","$46,199",0.0
87820,Rural,195,"$50,573",0.0
87821,Rural,839,"$30,781",0.0
87823,Suburban,335,,0.0
87824,Rural,84,"$60,870",0.0
87825,Rural,"2,528","$25,603",1.0
87827,Rural,172,,0.0
87828,Suburban,789,"$24,894",0.0
87829,Rural,770,"$42,885",0.0
87830,Rural,863,"$32,321",0.0
87831,Suburban,219,"$38,281",0.0
87832,Suburban,146,,0.0
87901,Suburban,"6,243","$28,819",1.0
87930,Suburban,573,"$46,926",0.0
87931,Suburban,777,"$42,016",0.0
87933,Suburban,201,,0.0
87935,Suburban,"1,747","$47,736",1.0
87936,Rural,160,"$18,925",0.0
87937,Rural,"3,864","$40,673",0.0
87939,Suburban,197,"$103,092",0.0
87940,Rural,448,,0.0
87941,Rural,732,"$18,258",0.0
87942,Suburban,"1,260","$34,280",1.0
87943,Suburban,180,"$40,938",0.0
88001,Urban,"38,524","$31,332",4.0
88002,Rural,"1,366","$72,143",0.0
88003,Urban,479,,4.0
88004,Urban,"1,198",,0.0
88005,Urban,"28,647","$46,491",4.0
88007,Urban,"24,233","$59,878",0.0
88008,Urban,"11,003","$63,446",5.0
88009,Rural,46,,0.0
88011,Urban,"30,223","$67,250",4.0
88012,Urban,"31,276","$53,874",0.0
88020,Rural,779,"$52,500",0.0
88021,Urban,"15,413","$38,632",1.0
88022,Urban,837,"$37,222",1.0
88023,Suburban,"2,197","$35,917",1.0
88024,Urban,763,"$38,029",0.0
88025,Suburban,100,,0.0
88026,Urban,"1,700","$31,750",1.0
88027,Suburban,709,"$37,440",0.0
88028,Suburban,237,"$35,000",0.0
88029,Suburban,"1,143","$26,417",0.0
88030,Urban,"24,139","$34,852",0.0
88034,Suburban,27,,0.0
88038,Rural,404,"$91,402",0.0
88039,Rural,616,"$43,036",0.0
88040,Suburban,63,,0.0
88041,Rural,"1,426","$38,424",0.0
88042,Suburban,352,,0.0
88043,Suburban,"1,732","$38,375",1.0
88044,Suburban,"2,791","$43,947",0.0
88045,Rural,"3,198","$39,344",0.0
88046,Urban,757,"$51,731",4.0
88047,Suburban,"1,477","$40,538",3.0
88048,Suburban,"3,116","$46,266",0.0
88049,Rural,733,,0.0
88051,Suburban,97,,0.0
88052,Urban,168,,1.0
88053,Rural,168,,1.0
88055,Suburban,41,,0.0
88056,Rural,186,"$58,388",0.0
88061,Urban,"17,683","$40,229",1.0
88063,Urban,"11,522","$23,233",6.0
88065,Suburban,738,"$48,889",1.0
88072,Suburban,"2,782","$34,713",0.0
88081,Suburban,"16,310","$33,992",2.0
88101,Urban,"46,158","$50,806",1.0
88103,Urban,0,,1.0
88112,Urban,277,"$53,625",0.0
88113,Rural,195,"$58,500",0.0
88114,Rural,48,,0.0
88115,Rural,15,,0.0
88116,Suburban,420,"$56,458",0.0
88118,Suburban,309,"$51,302",0.0
88119,Rural,"1,792","$32,014",0.0
88120,Urban,340,"$60,938",0.0
88121,Rural,184,"$40,313",0.0
88124,Suburban,856,"$50,813",0.0
88125,Rural,77,,0.0
88126,Rural,12,,0.0
88130,Urban,"17,795","$47,694",1.0
88132,Rural,295,"$48,125",0.0
88134,Rural,118,"$44,375",0.0
88135,Urban,"1,256","$55,729",2.0
88136,Rural,26,"$70,750",0.0
88201,Urban,"26,634","$58,995",0.0
88203,Urban,"30,045","$40,125",1.0
88210,Urban,"18,785","$60,903",0.0
88220,Urban,"39,557","$71,588",0.0
88230,Rural,"4,827","$42,391",0.0
88231,Suburban,"3,480","$71,042",0.0
88232,Rural,"2,547","$55,568",0.0
88240,Urban,"41,204","$58,931",0.0
88242,Urban,"7,583","$77,534",1.0
88244,Suburban,"1,378",,0.0
88250,Suburban,298,,0.0
88252,Rural,"2,156","$56,641",0.0
88253,Rural,937,"$76,806",0.0
88254,Suburban,52,,0.0
88255,Suburban,53,,0.0
88256,Suburban,"2,118","$51,875",0.0
88260,Urban,"15,314","$65,203",0.0
88262,Rural,12,,0.0
88263,Suburban,172,"$112,083",0.0
88264,Rural,0,,0.0
88265,Suburban,143,,1.0
88267,Rural,"1,425","$51,429",0.0
88268,Urban,0,,0.0
88301,Rural,"1,364","$37,125",0.0
88310,Urban,"37,138","$48,096",1.0
88311,Urban,"1,057","$20,982",1.0
88312,Suburban,"2,616","$60,403",1.0
88314,Suburban,222,,0.0
88316,Suburban,"2,260","$63,229",0.0
88317,Suburban,"2,060","$49,143",0.0
88318,Rural,314,"$62,500",0.0
88321,Rural,441,"$70,680",0.0
88323,Suburban,0,,0.0
88324,Suburban,100,,0.0
88325,Suburban,"1,563","$67,500",1.0
88330,Suburban,"4,128","$49,044",1.0
88336,Suburban,328,"$40,977",0.0
88337,Urban,"1,843","$52,344",1.0
88338,Suburban,169,,0.0
88339,Suburban,670,"$68,301",0.0
88340,Rural,"4,005","$34,963",0.0
88341,Suburban,642,"$55,400",0.0
88342,Suburban,0,,0.0
88343,Suburban,13,,0.0
88344,Suburban,41,"$98,194",0.0
88345,Suburban,"8,415","$46,440",1.0
88346,Suburban,"2,841","$28,669",1.0
88347,Suburban,33,,0.0
88348,Suburban,755,,0.0
88349,Suburban,0,,0.0
88350,Suburban,175,,0.0
88351,Suburban,201,"$53,713",0.0
88352,Suburban,"4,496","$53,160",0.0
88353,Suburban,383,"$22,656",0.0
88354,Suburban,112,,0.0
88355,Suburban,117,,1.0
88401,Suburban,"6,536","$32,585",0.0
88410,Rural,137,"$30,500",0.0
88411,Rural,134,"$70,625",0.0
88414,Rural,97,,0.0
88415,Rural,"3,225","$38,633",0.0
88416,Suburban,149,,0.0
88417,Suburban,75,,0.0
88418,Rural,522,"$56,471",0.0
88419,Rural,83,"$70,625",0.0
88421,Suburban,19,,0.0
88422,Rural,95,"$50,556",0.0
88424,Rural,62,,0.0
88426,Rural,"1,261","$28,850",0.0
88427,Rural,104,"$51,250",0.0
88430,Rural,162,"$33,750",0.0
88431,Suburban,139,,0.0
88434,Rural,250,"$32,396",0.0
88435,Suburban,"3,613","$36,621",0.0
88436,Rural,61,,0.0
88439,Suburban,0,,0.0
89001,Suburban,"1,378","$75,612",0.0
89002,Urban,"37,287","$88,425",3.0
89003,Rural,762,,0.0
89004,Suburban,299,"$66,328",3.0
89005,Suburban,"14,875","$69,620",1.0
89007,Urban,949,"$101,645",1.0
89008,Suburban,890,"$33,698",0.0
89010,Rural,448,"$36,417",0.0
89011,Urban,"31,071","$81,736",6.0
89012,Urban,"38,356","$81,896",9.0
89013,Rural,233,"$42,188",0.0
89014,Urban,"41,429","$65,719",11.0
89015,Urban,"39,872","$60,301",4.0
89017,Suburban,35,,0.0
89018,Suburban,794,"$54,181",0.0
89019,Urban,"2,117",,0.0
89020,Rural,"1,696","$31,948",0.0
89021,Suburban,"3,214","$78,750",0.0
89022,Suburban,0,,0.0
89025,Rural,867,"$51,549",0.0
89026,Rural,0,,0.0
89027,Urban,"17,588","$61,019",1.0
89029,Urban,"8,482","$42,719",2.0
89030,Urban,"53,763","$41,049",17.0
89031,Urban,"72,377","$70,876",14.0
89032,Urban,"47,881","$64,659",16.0
89034,Urban,"2,431","$77,810",1.0
89039,Rural,231,"$41,111",0.0
89040,Suburban,"4,382","$68,924",0.0
89042,Suburban,"1,078","$82,738",0.0
89043,Suburban,"1,219","$62,481",0.0
89044,Urban,"25,614","$99,987",5.0
89045,Suburban,"2,345","$70,979",0.0
89046,Rural,363,"$34,875",0.0
89047,Rural,195,"$75,250",0.0
89048,Suburban,"24,277","$49,137",1.0
89049,Rural,"2,496","$32,645",0.0
89052,Urban,"57,966","$90,064",11.0
89054,Urban,338,,5.0
89060,Suburban,"11,556","$51,268",0.0
89061,Suburban,"6,771","$60,848",1.0
89070,Suburban,"5,525",,2.0
89074,Urban,"51,609","$81,799",12.0
89081,Urban,"39,820","$74,297",12.0
89084,Urban,"32,143","$86,311",9.0
89085,Urban,"3,869","$110,863",9.0
89086,Urban,"6,499","$52,103",9.0
89101,Urban,"43,572","$31,175",18.0
89102,Urban,"37,633","$40,565",22.0
89103,Urban,"51,966","$43,401",19.0
89104,Urban,"39,781","$42,583",19.0
89106,Urban,"25,477","$33,292",20.0
89107,Urban,"37,342","$43,569",19.0
89108,Urban,"73,315","$51,161",14.0
89109,Urban,"6,355","$39,680",23.0
89110,Urban,"67,361","$46,558",12.0
89113,Urban,"34,227","$78,636",11.0
89115,Urban,"65,713","$43,114",12.0
89117,Urban,"54,663","$62,059",13.0
89118,Urban,"22,701","$64,779",15.0
89119,Urban,"50,847","$41,298",18.0
89120,Urban,"24,418","$58,675",15.0
89121,Urban,"66,455","$46,004",18.0
89122,Urban,"51,772","$49,463",12.0
89123,Urban,"60,823","$74,538",14.0
89124,Urban,616,"$93,690",0.0
89128,Urban,"37,124","$63,657",14.0
89129,Urban,"54,770","$82,439",12.0
89130,Urban,"34,439","$78,518",12.0
89131,Urban,"51,053","$104,688",9.0
89134,Urban,"23,152","$70,335",13.0
89135,Urban,"29,706","$105,087",11.0
89138,Urban,"19,971","$140,362",9.0
89139,Urban,"42,898","$85,248",12.0
89141,Urban,"37,596","$98,454",7.0
89142,Urban,"34,008","$53,658",12.0
89143,Urban,"13,602","$86,393",7.0
89144,Urban,"19,796","$93,078",11.0
89145,Urban,"24,737","$66,612",14.0
89146,Urban,"19,756","$51,438",18.0
89147,Urban,"56,463","$63,086",12.0
89148,Urban,"61,289","$83,224",8.0
89149,Urban,"41,668","$88,059",10.0
89156,Urban,"30,740","$56,315",8.0
89158,Urban,406,"$117,500",2.0
89161,Urban,534,,3.0
89166,Urban,"27,060","$97,591",0.0
89169,Urban,"20,864","$32,050",22.0
89178,Urban,"38,928","$92,471",6.0
89179,Urban,"11,880","$100,840",0.0
89183,Urban,"41,126","$69,125",9.0
89191,Urban,537,,6.0
89301,Suburban,"7,320","$65,260",0.0
89310,Suburban,149,,0.0
89311,Suburban,204,"$62,500",0.0
89314,Suburban,219,"$45,625",0.0
89315,Suburban,71,,0.0
89316,Rural,"1,060","$83,750",0.0
89317,Suburban,453,"$70,329",0.0
89318,Suburban,876,"$45,378",0.0
89319,Suburban,211,,0.0
89402,Urban,162,"$250,001",0.0
89403,Suburban,"16,550","$73,574",0.0
89404,Urban,17,,0.0
89405,Suburban,156,,0.0
89406,Urban,"24,973","$61,776",0.0
89408,Suburban,"22,971","$77,659",1.0
89409,Suburban,111,"$58,958",0.0
89410,Urban,"11,009","$73,100",1.0
89411,Rural,948,"$110,750",2.0
89412,Suburban,98,,0.0
89413,Rural,710,"$81,422",0.0
89414,Suburban,143,,0.0
89415,Suburban,"3,165","$46,083",0.0
89418,Rural,228,,0.0
89419,Rural,"5,407","$60,313",0.0
89420,Suburban,80,,0.0
89421,Urban,421,"$20,972",0.0
89422,Suburban,158,"$24,727",0.0
89423,Suburban,"10,783","$88,953",2.0
89424,Suburban,333,"$62,664",0.0
89425,Urban,799,"$62,462",0.0
89426,Urban,151,,0.0
89427,Suburban,"1,142","$29,444",0.0
89428,Urban,96,"$85,341",1.0
89429,Suburban,"7,462","$49,107",0.0
89430,Suburban,82,"$135,526",0.0
89431,Urban,"40,711","$54,775",6.0
89433,Urban,"23,596","$56,390",5.0
89434,Urban,"27,478","$73,196",3.0
89436,Urban,"46,321","$97,633",3.0
89437,Suburban,0,,0.0
89438,Suburban,32,,0.0
89439,Urban,"1,462","$70,536",1.0
89440,Suburban,784,"$116,156",0.0
89441,Urban,"12,721","$111,979",3.0
89442,Suburban,920,"$52,969",1.0
89444,Rural,"3,029","$50,508",0.0
89445,Urban,"16,522","$70,873",0.0
89446,Urban,133,,0.0
89447,Suburban,"8,398","$39,122",0.0
89448,Urban,"1,875","$106,607",0.0
89449,Urban,"2,897","$63,567",0.0
89450,Urban,0,,0.0
89451,Urban,"9,493","$132,227",0.0
89460,Urban,"14,133","$72,080",1.0
89496,Urban,104,,0.0
89501,Urban,"4,097","$37,736",6.0
89502,Urban,"45,840","$53,180",5.0
89503,Urban,"30,350","$58,678",5.0
89506,Urban,"44,476","$73,608",2.0
89508,Urban,"14,687","$80,305",0.0
89509,Urban,"36,063","$68,248",6.0
89510,Suburban,"1,224","$71,944",0.0
89511,Urban,"28,807","$111,410",2.0
89512,Urban,"27,999","$41,763",5.0
89519,Urban,"8,904","$137,830",4.0
89521,Urban,"36,301","$111,423",2.0
89523,Urban,"35,738","$89,448",4.0
89557,Urban,163,,0.0
89701,Urban,"28,957","$63,094",2.0
89703,Urban,"10,241","$71,276",2.0
89704,Urban,"4,397","$90,343",1.0
89705,Urban,"5,203","$71,602",2.0
89706,Urban,"20,489","$56,033",2.0
89801,Urban,"25,938","$80,950",0.0
89815,Suburban,"15,918","$105,399",0.0
89820,Suburban,"5,621","$93,141",0.0
89821,Rural,508,"$44,911",0.0
89822,Suburban,"2,177","$72,813",0.0
89823,Urban,392,"$54,423",0.0
89825,Rural,"1,130","$27,432",0.0
89826,Rural,0,,0.0
89828,Suburban,312,,0.0
89830,Suburban,34,,0.0
89831,Rural,26,,0.0
89832,Rural,"1,125","$37,292",0.0
89833,Rural,148,"$82,986",0.0
89834,Rural,89,,0.0
89835,Rural,"1,477","$52,083",0.0
89883,Suburban,"4,635","$54,150",0.0
90001,Urban,"58,245","$52,806",9.0
90002,Urban,"54,384","$46,159",11.0
90003,Urban,"75,190","$47,733",9.0
90004,Urban,"59,621","$54,947",1.0
90005,Urban,"36,910","$44,913",1.0
90006,Urban,"57,136","$41,068",1.0
90007,Urban,"41,270","$33,222",2.0
90008,Urban,"31,046","$49,379",1.0
90010,Urban,"4,313","$76,547",1.0
90011,Urban,"109,511","$47,126",4.0
90012,Urban,"39,709","$53,278",2.0
90013,Urban,"13,413","$22,291",3.0
90014,Urban,"8,547","$31,332",1.0
90015,Urban,"24,228","$53,062",1.0
90016,Urban,"45,884","$53,659",1.0
90017,Urban,"28,433","$44,607",1.0
90018,Urban,"51,388","$55,275",2.0
90019,Urban,"61,061","$61,616",0.0
90020,Urban,"38,124","$51,013",1.0
90021,Urban,"2,724","$25,364",5.0
90022,Urban,"65,110","$57,464",8.0
90023,Urban,"45,732","$48,293",7.0
90024,Urban,"50,611","$67,422",0.0
90025,Urban,"44,608","$100,453",0.0
90026,Urban,"65,921","$70,436",1.0
90027,Urban,"44,678","$78,356",1.0
90028,Urban,"29,887","$52,814",1.0
90029,Urban,"35,037","$50,822",1.0
90031,Urban,"38,533","$53,319",3.0
90032,Urban,"45,298","$65,761",3.0
90033,Urban,"47,495","$49,734",4.0
90034,Urban,"53,321","$88,490",1.0
90035,Urban,"26,411","$101,570",0.0
90036,Urban,"37,596","$87,868",1.0
90037,Urban,"68,885","$45,128",3.0
90038,Urban,"27,995","$51,096",1.0
90039,Urban,"28,839","$99,226",1.0
90040,Urban,"11,844","$56,948",9.0
90041,Urban,"28,956","$95,811",2.0
90042,Urban,"59,658","$81,853",2.0
90043,Urban,"44,272","$60,599",4.0
90044,Urban,"100,225","$43,388",10.0
90045,Urban,"41,411","$115,943",4.0
90046,Urban,"48,749","$77,162",2.0
90047,Urban,"51,494","$62,399",7.0
90048,Urban,"20,504","$102,567",1.0
90049,Urban,"35,853","$143,000",0.0
90052,Urban,0,,6.0
90056,Urban,"7,956","$105,744",2.0
90057,Urban,"47,604","$43,796",2.0
90058,Urban,"3,659","$33,146",7.0
90059,Urban,"41,315","$47,682",13.0
90061,Urban,"29,992","$50,427",12.0
90062,Urban,"34,277","$56,500",3.0
90063,Urban,"52,954","$57,026",5.0
90064,Urban,"25,161","$109,357",0.0
90065,Urban,"46,432","$80,386",2.0
90066,Urban,"54,913","$90,983",1.0
90067,Urban,"2,483","$109,704",0.0
90068,Urban,"21,127","$90,733",2.0
90069,Urban,"20,185","$98,440",1.0
90071,Urban,28,,1.0
90073,Urban,881,,0.0
90077,Urban,"7,729","$200,625",2.0
90079,Urban,0,,1.0
90089,Urban,"3,498",,3.0
90094,Urban,"11,426","$166,667",2.0
90095,Urban,0,,0.0
90201,Urban,"96,605","$49,554",9.0
90210,Urban,"19,627","$154,740",2.0
90211,Urban,"9,202","$89,946",1.0
90212,Urban,"10,999","$91,663",0.0
90220,Urban,"51,480","$65,337",13.0
90221,Urban,"50,660","$57,610",14.0
90222,Urban,"33,729","$63,843",13.0
90230,Urban,"33,620","$96,837",1.0
90232,Urban,"15,342","$105,932",1.0
90240,Urban,"26,590","$91,518",15.0
90241,Urban,"44,701","$75,111",15.0
90242,Urban,"43,002","$75,005",14.0
90245,Urban,"17,243","$126,683",4.0
90247,Urban,"48,646","$65,598",11.0
90248,Urban,"11,472","$69,645",11.0
90249,Urban,"25,929","$69,670",7.0
90250,Urban,"96,730","$65,935",6.0
90254,Urban,"19,787","$144,388",5.0
90255,Urban,"72,488","$53,929",8.0
90260,Urban,"33,794","$76,236",6.0
90262,Urban,"67,210","$61,941",14.0
90263,Urban,"1,913",,0.0
90265,Urban,"16,868","$175,607",1.0
90266,Urban,"35,585","$169,586",5.0
90270,Urban,"25,415","$54,631",9.0
90272,Urban,"21,282","$212,115",0.0
90274,Urban,"24,890","$186,144",5.0
90275,Urban,"42,417","$158,952",4.0
90277,Urban,"36,409","$111,859",5.0
90278,Urban,"42,841","$132,479",5.0
90280,Urban,"93,207","$59,713",12.0
90290,Urban,"5,114","$135,262",1.0
90291,Urban,"25,685","$105,871",1.0
90292,Urban,"23,951","$137,813",1.0
90293,Urban,"12,812","$110,884",2.0
90301,Urban,"38,500","$55,111",6.0
90302,Urban,"29,278","$62,794",3.0
90303,Urban,"23,415","$65,077",7.0
90304,Urban,"26,103","$50,052",6.0
90305,Urban,"15,254","$80,281",7.0
90401,Urban,"7,482","$90,682",0.0
90402,Urban,"12,046","$139,667",0.0
90403,Urban,"24,525","$113,204",0.0
90404,Urban,"23,460","$74,591",0.0
90405,Urban,"27,367","$97,010",0.0
90501,Urban,"43,450","$80,816",8.0
90502,Urban,"18,110","$89,206",8.0
90503,Urban,"44,744","$105,142",5.0
90504,Urban,"33,022","$97,289",6.0
90505,Urban,"37,533","$101,043",5.0
90506,Urban,0,,6.0
90601,Urban,"30,955","$86,268",13.0
90602,Urban,"25,907","$55,328",15.0
90603,Urban,"21,236","$109,485",18.0
90604,Urban,"39,926","$88,342",18.0
90605,Urban,"42,600","$83,667",17.0
90606,Urban,"32,583","$82,377",14.0
90620,Urban,"47,104","$104,701",19.0
90621,Urban,"36,385","$76,101",19.0
90623,Urban,"15,703","$105,632",20.0
90630,Urban,"50,543","$109,051",21.0
90631,Urban,"69,601","$93,045",16.0
90638,Urban,"46,335","$97,838",21.0
90639,Urban,"2,103",,20.0
90640,Urban,"62,941","$66,460",10.0
90650,Urban,"103,427","$83,217",17.0
90660,Urban,"62,383","$78,056",12.0
90670,Urban,"17,446","$76,397",18.0
90680,Urban,"30,500","$71,473",17.0
90701,Urban,"16,390","$83,321",22.0
90703,Urban,"49,989","$115,272",22.0
90704,Suburban,"3,940","$77,644",0.0
90706,Urban,"79,070","$70,236",16.0
90710,Urban,"27,998","$68,537",6.0
90712,Urban,"31,701","$108,877",16.0
90713,Urban,"29,113","$112,118",19.0
90715,Urban,"21,174","$79,941",19.0
90716,Urban,"14,050","$66,537",18.0
90717,Urban,"21,727","$85,728",5.0
90720,Urban,"23,660","$118,531",15.0
90723,Urban,"53,938","$60,493",15.0
90731,Urban,"62,647","$61,144",5.0
90732,Urban,"21,582","$105,297",4.0
90740,Urban,"24,721","$75,019",10.0
90742,Urban,470,"$91,250",9.0
90743,Urban,487,"$154,750",9.0
90744,Urban,"57,030","$55,141",6.0
90745,Urban,"58,327","$93,759",9.0
90746,Urban,"28,067","$96,939",12.0
90747,Urban,35,,12.0
90755,Urban,"11,813","$79,260",11.0
90802,Urban,"39,036","$62,720",5.0
90803,Urban,"32,631","$98,428",9.0
90804,Urban,"37,953","$55,647",10.0
90805,Urban,"96,840","$57,232",13.0
90806,Urban,"41,571","$60,172",11.0
90807,Urban,"32,994","$81,622",12.0
90808,Urban,"39,723","$118,814",17.0
90810,Urban,"37,451","$67,687",10.0
90813,Urban,"56,420","$44,867",7.0
90814,Urban,"19,166","$84,195",9.0
90815,Urban,"43,092","$102,939",12.0
90822,Urban,117,,11.0
90831,Urban,0,,5.0
90840,Urban,0,,11.0
91001,Urban,"36,867","$114,668",0.0
91006,Urban,"32,499","$113,817",6.0
91007,Urban,"33,689","$87,339",5.0
91008,Urban,774,"$167,500",6.0
91010,Urban,"27,008","$88,357",6.0
91011,Urban,"20,621","$187,297",1.0
91016,Urban,"41,507","$88,285",6.0
91020,Urban,"7,869","$59,412",1.0
91024,Urban,"11,253","$116,884",4.0
91030,Urban,"26,837","$115,088",2.0
91040,Urban,"21,289","$98,044",3.0
91042,Urban,"26,686","$73,115",0.0
91046,Urban,194,,1.0
91101,Urban,"19,542","$79,154",2.0
91103,Urban,"26,909","$73,705",1.0
91104,Urban,"37,619","$85,049",2.0
91105,Urban,"12,888","$143,892",1.0
91106,Urban,"23,589","$84,153",2.0
91107,Urban,"33,148","$111,084",3.0
91108,Urban,"12,755","$170,223",3.0
91125,Urban,925,,6.0
91201,Urban,"22,807","$59,432",1.0
91202,Urban,"22,757","$82,476",1.0
91203,Urban,"16,557","$66,245",1.0
91204,Urban,"18,738","$63,443",1.0
91205,Urban,"36,367","$48,888",1.0
91206,Urban,"32,570","$82,664",1.0
91207,Urban,"11,488","$103,505",1.0
91208,Urban,"15,316","$107,000",1.0
91210,Urban,244,"$105,536",1.0
91214,Urban,"32,009","$116,201",1.0
91301,Urban,"25,737","$142,177",1.0
91302,Urban,"26,241","$146,521",1.0
91303,Urban,"29,965","$66,494",5.0
91304,Urban,"54,264","$74,987",3.0
91306,Urban,"49,260","$77,597",5.0
91307,Urban,"25,773","$125,343",4.0
91311,Urban,"41,188","$101,623",4.0
91316,Urban,"28,182","$79,858",4.0
91320,Urban,"44,356","$130,893",1.0
91321,Suburban,"35,231","$74,424",5.0
91324,Urban,"29,328","$88,003",4.0
91325,Urban,"35,355","$73,119",4.0
91326,Urban,"36,079","$130,322",6.0
91330,Urban,"3,017",,4.0
91331,Urban,"102,553","$72,089",4.0
91335,Urban,"78,205","$68,163",4.0
91340,Urban,"35,918","$67,638",4.0
91342,Urban,"92,764","$84,312",3.0
91343,Urban,"64,519","$71,380",4.0
91344,Urban,"54,465","$104,640",5.0
91345,Urban,"18,752","$85,659",4.0
91350,Suburban,"42,252","$122,399",3.0
91351,Suburban,"33,131","$90,671",3.0
91352,Urban,"45,900","$65,085",3.0
91354,Suburban,"33,461","$136,229",3.0
91355,Suburban,"31,469","$104,637",3.0
91356,Urban,"29,968","$90,886",4.0
91360,Urban,"42,984","$99,229",2.0
91361,Urban,"19,454","$122,305",1.0
91362,Urban,"36,587","$127,279",3.0
91364,Urban,"28,264","$116,443",2.0
91367,Urban,"44,931","$98,803",3.0
91371,Urban,0,,4.0
91377,Urban,"13,561","$143,153",4.0
91381,Suburban,"20,193","$144,476",4.0
91384,Suburban,"28,693","$119,866",0.0
91387,Suburban,"45,295","$100,523",2.0
91390,Suburban,"19,772","$133,150",1.0
91401,Urban,"38,974","$65,458",3.0
91402,Urban,"68,076","$51,485",4.0
91403,Urban,"26,061","$104,499",3.0
91405,Urban,"55,751","$54,391",4.0
91406,Urban,"54,404","$64,875",4.0
91411,Urban,"23,902","$67,430",4.0
91423,Urban,"31,901","$97,727",3.0
91436,Urban,"16,970","$157,898",3.0
91501,Urban,"19,493","$78,630",3.0
91502,Urban,"12,044","$52,906",3.0
91504,Urban,"27,592","$89,219",3.0
91505,Urban,"32,884","$94,610",3.0
91506,Urban,"19,449","$83,217",3.0
91601,Urban,"34,786","$61,761",3.0
91602,Urban,"20,465","$83,866",3.0
91604,Urban,"32,680","$124,271",3.0
91605,Urban,"52,661","$56,403",3.0
91606,Urban,"43,381","$57,146",3.0
91607,Urban,"30,921","$80,871",3.0
91608,Urban,16,,3.0
91701,Urban,"39,019","$105,044",5.0
91702,Urban,"61,684","$74,175",6.0
91706,Urban,"73,652","$72,737",7.0
91708,Urban,"14,179","$98,161",5.0
91709,Urban,"78,333","$109,318",8.0
91710,Urban,"82,192","$89,375",7.0
91711,Urban,"36,841","$112,430",8.0
91722,Urban,"35,714","$86,583",7.0
91723,Urban,"18,398","$73,977",9.0
91724,Urban,"29,309","$90,799",9.0
91730,Urban,"69,787","$76,750",6.0
91731,Urban,"28,244","$52,758",7.0
