ruca,great_circle_distance,origin,destination
Rural,23.902515441222143,"44.332498,-88.922821","44.175178,-88.49266"
Rural,49.99412582745589,"47.44111,-95.97611","47.495427,-94.908745"
Rural,67.99978210149145,"43.571029,-91.635822","43.684931,-92.986364"
Rural,43.53365196586453,"44.460411,-96.246374","44.950727,-95.689617"
Rural,49.14905054925218,"44.451051,-89.146915","45.16238,-89.140861"
Rural,85.15527926056903,"42.295703,-74.563088","41.405841,-73.418284"
Rural,71.68923018894928,"39.874071,-94.153677","38.914467,-94.664311"
Rural,61.58699381039129,"45.32563,-67.69028","44.840448,-68.749303"
Rural,45.52105823961634,"44.146196,-123.681581","44.627023,-123.051311"
Rural,62.679197355207464,"45.655005,-117.511052","45.668683,-118.808925"
Rural,39.893010029689776,"38.182708,-112.232857","38.748326,-112.084784"
Rural,64.5303202199635,"45.838396,-96.141993","46.452898,-95.126816"
Rural,74.73129548854034,"47.484243,-105.758852","46.403426,-105.819044"
Rural,67.31381973563168,"34.468787,-109.742654","35.041915,-110.701571"
Rural,55.0545755442641,"40.620578,-98.096849","40.878174,-97.101521"
Rural,36.05344506423222,"36.838205,-92.322251","37.00161,-91.702391"
Rural,33.6434483698546,"39.14932,-108.169723","39.524271,-107.768057"
Rural,52.53695880703097,"46.300853,-101.673608","46.846649,-100.903448"
Rural,52.64121047601172,"36.45729,-91.8732","36.248771,-90.963321"
Rural,66.92457995010076,"47.457667,-99.649702","46.858098,-100.768499"
Rural,88.6120605418527,"34.46926,-96.21639","35.221473,-97.482096"
Rural,35.871316805318386,"32.782264,-95.44337","32.275403,-95.310071"
Rural,80.7344347239789,"42.723092,-109.582132","41.580639,-109.251294"
Rural,55.122899840155064,"40.997896,-107.33877","41.78954,-107.206883"
Rural,86.5862313275803,"44.894112,-90.790684","46.047843,-91.488382"
Rural,28.25125497498339,"44.692039,-95.62058","44.54305,-95.085641"
Rural,86.4082441749158,"40.8475,-101.3885","40.744891,-99.742081"
Rural,51.37240428391847,"41.355729,-79.381225","42.096775,-79.300006"
Rural,78.45681787053907,"36.55062,-84.96772","35.718851,-84.01055"
Rural,79.98722866012507,"40.365,-96.1964","40.827846,-97.593898"
Rural,77.98410314256577,"45.33218,-97.19564","44.950727,-95.689617"
Rural,45.29593310947702,"39.83337,-87.24974","39.859216,-86.396527"
Rural,79.64913039123161,"38.146395,-84.107655","37.068463,-84.623445"
Rural,64.20420704894563,"37.357438,-96.373849","37.695277,-97.465371"
Rural,38.726735186252554,"34.597982,-93.803388","34.468609,-93.141375"
Rural,77.19631986445653,"46.007211,-84.276199","45.033143,-83.495091"
Rural,67.34520427753195,"43.18479,-102.72695","44.097873,-103.198245"
Rural,84.68798932159338,"39.022942,-103.457864","39.590671,-104.8618"
Rural,84.50153346206724,"37.099564,-83.346784","36.005364,-84.026897"
Rural,72.36078491452228,"44.118138,-68.362517","44.343201,-69.789987"
Rural,55.93660652308037,"35.116966,-82.827217","34.629653,-83.615221"
Rural,36.64048595657068,"39.803063,-85.43711","39.887621,-86.118975"
Rural,82.92379171177056,"38.387403,-83.558464","37.742656,-84.844234"
Rural,36.48320721617825,"42.667802,-77.413496","43.192244,-77.497393"
Rural,34.12610258370942,"46.021715,-84.42845","45.5939,-84.782548"
Rural,74.01989796511045,"30.008,-96.44747","30.151709,-95.220623"
Rural,47.621970744190826,"38.22702,-78.176806","38.13621,-79.046"
Rural,21.05524820859659,"44.781928,-92.283761","44.563096,-92.581984"
Rural,35.98414927507621,"32.75171,-113.9891","32.673532,-114.601067"
Rural,25.913406967548926,"42.11037,-73.35511","42.466405,-73.195733"
Rural,51.337362893341314,"42.55645,-78.15279","42.87614,-77.239889"
Rural,62.76603198643442,"40.79334,-95.758636","40.640626,-96.940129"
Rural,59.746143981985426,"47.99239,-108.65884","48.563676,-109.634238"
Rural,72.84042742874735,"42.662619,-92.911151","43.290134,-91.753263"
Rural,34.48423001737987,"48.567814,-103.153622","48.181972,-103.630221"
Rural,45.48875586903051,"34.88489,-76.34047","35.125525,-77.088628"
Rural,44.940179563756196,"30.873669,-91.676232","30.462099,-91.090682"
Rural,89.47848597203249,"39.667948,-91.858547","40.708714,-92.867416"
Rural,20.65370008633377,"35.755242,-115.289723","36.022562,-115.1246"
Rural,48.68269847680168,"36.75823,-83.032536","37.140751,-83.772959"
Rural,76.57628388372521,"39.613008,-120.285676","39.127095,-121.574208"
Rural,74.74900144283605,"36.347987,-104.792032","36.015385,-106.067471"
Rural,53.10967285273456,"41.236242,-95.041216","41.177653,-96.059955"
Rural,85.36409172237387,"32.058222,-99.686094","32.207476,-98.237789"
Rural,83.4615131182232,"40.080405,-123.783948","40.584108,-122.343651"
Rural,84.63347374105926,"46.607188,-93.30756","46.923742,-95.035089"
Rural,42.565612559029496,"45.366794,-68.49299","44.774419,-68.73254"
Rural,89.06546280820653,"37.521432,-102.433241","37.067048,-100.91685"
Rural,79.65469844090438,"47.54222,-98.23815","46.864166,-96.865751"
Rural,68.27692759003936,"42.33342,-74.80766","43.078407,-75.691179"
Rural,55.80052837198277,"64.296151,-149.149549","64.849256,-147.778866"
Rural,85.68916848669393,"41.989264,-77.347725","41.032026,-78.40078"
Rural,89.31552720295312,"42.697108,-92.7981","41.597146,-93.714016"
Rural,79.22477873201235,"32.031119,-100.131927","31.10958,-99.331084"
Rural,59.017483254604585,"37.84371,-82.40931","38.625606,-81.971523"
Rural,39.558875958979414,"46.53744,-88.60653","47.109662,-88.578564"
Rural,29.837893680211735,"35.045745,-86.25541","34.657472,-86.485773"
Rural,80.67949026333832,"43.402135,-72.583854","42.785416,-73.941726"
Rural,80.35590239696474,"46.369616,-102.326958","46.791788,-100.750279"
Rural,27.28149655258388,"40.217382,-104.712141","39.916668,-105.046505"
Rural,85.07965024412032,"39.79948,-88.46228","40.683771,-89.584929"
Rural,81.67896333934613,"34.49425,-85.84775","33.86734,-84.636234"
Rural,37.62297898527478,"47.300776,-113.548481","47.684289,-114.120577"
Rural,61.476074105864726,"36.507508,-101.780668","37.067048,-100.91685"
Rural,57.4343299960134,"44.049183,-71.653505","43.227473,-71.479927"
Rural,69.12703246407565,"42.613957,-115.841917","42.590107,-114.483067"
Rural,79.10594876334525,"43.251263,-98.736404","44.333032,-98.216923"
Rural,88.80941812991547,"44.21534,-71.79953","42.956069,-71.443843"
Rural,54.9141498873865,"31.77211,-91.82152","32.518487,-92.144103"
Rural,57.28680856866891,"34.41753,-112.71212","33.642245,-112.357486"
Rural,59.60303534714327,"37.354327,-82.723005","37.140751,-83.772959"
Rural,58.15564695098417,"42.337003,-98.239908","42.906833,-97.398033"
Rural,55.617270282669104,"43.696853,-97.18593","42.906833,-97.398033"
Rural,85.74764694584098,"48.00598,-98.000193","48.111545,-96.150057"
Rural,82.30462202651135,"38.085205,-120.471841","38.68073,-121.787969"
Rural,69.68689341868597,"29.853852,-83.442125","29.663987,-82.301084"
Rural,50.36628119685436,"65.15041,-149.34971","64.849256,-147.778866"
Rural,69.20731072295067,"45.16664,-90.80763","46.047843,-91.488382"
Rural,45.12529129753074,"38.836933,-123.527323","38.528448,-122.789879"
Rural,60.0155366836569,"36.50812,-89.81925","37.363879,-89.632975"
Rural,82.41286896984069,"44.16701,-71.9662","43.401057,-70.699664"
Rural,67.43164168098421,"33.471532,-100.802023","32.972014,-99.799777"
Rural,84.410836799966,"38.853733,-78.141239","37.755331,-77.459659"
Rural,54.5090936815771,"39.27593,-105.686535","39.702041,-104.826212"
Rural,70.66993433677689,"35.84093,-108.75064","35.140423,-107.835279"
Rural,89.13170882118591,"39.690908,-103.137281","39.790989,-104.8099"
Rural,74.30417275845573,"37.435812,-105.57348","38.221352,-104.643569"
Rural,81.38496502722207,"45.038164,-96.311044","45.723427,-94.947014"
Rural,46.99693870928263,"43.002936,-71.908029","42.373038,-71.558804"
Rural,47.31902893839491,"37.11422,-89.19785","37.785686,-89.028097"
Rural,70.40997771448805,"39.367286,-123.8042","38.931208,-122.616521"
Rural,81.91597446381041,"37.257171,-82.100073","38.441203,-82.023298"
Rural,83.95302514486596,"43.18475,-84.11497","43.04913,-82.460779"
Rural,44.40359761845206,"44.467,-74.17293","44.662874,-75.032053"
Rural,48.579760390896894,"38.4636,-86.313139","37.767971,-86.443094"
Rural,51.458218721151106,"43.707657,-71.301681","43.623467,-72.324645"
Rural,56.670953550600984,"31.026188,-92.616008","31.750484,-93.06688"
Rural,31.30561612511046,"47.701979,-119.86123","47.30394,-119.540802"
Rural,68.81852387862286,"42.23416,-95.72223","41.402497,-94.986783"
Rural,55.22244658161271,"38.582138,-80.936783","37.805492,-81.176898"
Rural,47.452699036228246,"44.15619,-68.66669","44.840448,-68.749303"
Rural,43.08720612749587,"36.789007,-94.105994","36.166269,-94.146945"
Rural,58.32582944108439,"46.987609,-94.726405","47.201771,-93.526986"
Rural,44.98554065580523,"43.360006,-73.224211","43.377971,-72.328907"
Rural,66.5487379854124,"35.936934,-76.203339","36.882858,-76.428811"
Rural,67.48217403841767,"37.62649,-82.14819","37.555005,-83.377471"
Rural,86.28955261174234,"34.584628,-88.248391","34.793284,-86.750871"
Rural,73.84136357152879,"44.35792,-84.41343","45.350236,-84.973224"
Rural,84.28776045752899,"43.546515,-92.532554","44.738907,-92.891615"
Rural,67.024725789007,"37.160405,-82.798143","36.439471,-83.608734"
Rural,47.598784810140124,"47.91139,-96.03833","47.887512,-97.065271"
Rural,88.08787503142204,"36.56623,-81.75956","36.817577,-83.318316"
Rural,39.333234346602005,"34.881773,-118.856562","35.434701,-119.022235"
Rural,60.813602812598475,"43.16369,-73.07233","42.34171,-72.643733"
Rural,67.67255773514991,"34.535704,-90.369304","35.226289,-89.522641"
Rural,73.46433894457738,"35.345882,-87.775459","34.830588,-86.638833"
Rural,71.6755204255215,"30.041719,-96.711265","30.076749,-95.513374"
Rural,79.08991323016515,"42.413508,-74.61939","42.898803,-73.20969"
Rural,15.444149452953924,"43.698922,-112.173195","43.493181,-112.052548"
Rural,63.677088162518025,"43.470444,-97.999352","43.472446,-96.729415"
Rural,47.34088757106138,"48.659128,-122.867603","48.15109,-122.175068"
Rural,38.89153999013063,"33.10921,-116.67308","32.674872,-117.099468"
Rural,83.93593490276353,"37.589246,-82.945214","38.319786,-81.714216"
Rural,57.73741997310605,"44.508365,-92.232594","44.097942,-93.249733"
Rural,80.04944138051232,"48.953774,-102.622651","48.194732,-101.299693"
Rural,86.2675636501741,"38.83539,-79.36671","37.977403,-78.209143"
Rural,62.70536620877203,"37.26622,-82.43487","36.359142,-82.398521"
Rural,23.844932571280353,"46.23988,-116.62431","46.422941,-117.048011"
Rural,88.26343233974401,"45.91718,-89.2443","47.109662,-88.578564"
Rural,49.91402131425157,"44.07952,-69.48505","44.78028,-69.730883"
Rural,82.62385394798913,"37.54671,-87.98391","38.671884,-88.498597"
Rural,43.474706250245255,"45.10723,-85.35007","45.5939,-84.782548"
Rural,74.18952921992806,"35.907585,-120.937371","34.920615,-120.41845"
Rural,60.15557221848423,"48.693099,-97.884115","48.098401,-98.841827"
Rural,71.02086201570421,"41.153855,-83.941281","40.230417,-83.345817"
Rural,87.29021732005191,"43.517272,-88.73346","42.266192,-88.973371"
Rural,78.72423552574787,"42.213156,-73.090434","41.366669,-72.067493"
Rural,13.791067524024673,"41.293525,-101.604569","41.113501,-101.719149"
Rural,84.83247808028469,"34.34064,-97.43447","35.564935,-97.547485"
Rural,60.26144562961687,"36.80534,-93.46658","37.060526,-94.509957"
Rural,58.08191594773644,"38.237176,-83.584351","37.899099,-84.561968"
Rural,82.14065770267923,"41.883058,-112.138837","40.71967,-111.813153"
Rural,87.16684991572545,"39.885826,-96.295457","41.143541,-96.165659"
Rural,68.81616520651464,"45.155829,-98.426714","44.887106,-97.069882"
Rural,56.85073119538502,"46.058634,-97.633282","45.456105,-98.436419"
Rural,63.65897389309656,"21.163056,-157.0766","21.39113,-158.034572"
Rural,32.247317434339145,"35.224143,-102.421407","34.998062,-101.922275"
Rural,47.84036406166479,"38.296853,-111.413774","38.748326,-112.084784"
Rural,76.98907904070799,"43.248825,-97.538733","42.531713,-96.374643"
Rural,13.561348752506055,"47.910133,-98.75889","48.098401,-98.841827"
Rural,17.642908262071877,"42.586201,-114.829856","42.590107,-114.483067"
Rural,81.62465923073587,"47.30532,-68.15198","46.143148,-67.842563"
Rural,62.259123349163005,"38.243856,-112.223742","37.654563,-113.088224"
Rural,43.86100493720665,"44.848241,-72.619812","44.692522,-73.486674"
Rural,75.12729823112332,"38.327723,-103.953208","38.088643,-102.60328"
Rural,50.2055443174827,"48.272077,-102.547886","48.181972,-103.630221"
Rural,70.1263406749758,"45.0697,-99.76984","45.456105,-98.436419"
Rural,84.47615325917927,"38.545388,-92.760087","38.615239,-94.321556"
Rural,81.2284918747882,"37.64542,-77.82833","37.3227,-79.252972"
Rural,75.09077573481467,"42.388741,-91.089374","42.264874,-89.628926"
Rural,79.12702637674484,"44.713688,-119.090832","45.850378,-119.289105"
Rural,81.42446037101907,"39.22351,-123.76863","39.519386,-122.292996"
Rural,74.40168034582337,"44.564953,-94.891273","44.856262,-93.432516"
Rural,13.684391698802528,"47.698291,-122.943809","47.757027,-122.662615"
Rural,88.66248850823062,"28.452822,-98.166012","29.668954,-98.634512"
Rural,81.89820788844446,"39.681367,-96.862609","40.858333,-96.678423"
Rural,86.07643465836738,"44.578092,-83.591419","45.350236,-84.973224"
Rural,40.67519009677163,"41.90808,-90.59541","42.487456,-90.73627"
Rural,82.40634900738145,"43.536342,-95.983538","44.296139,-94.707251"
Rural,78.66998845248334,"42.421312,-94.821328","42.4343,-96.363804"
Rural,49.261329195228676,"31.686225,-91.86778","31.93625,-92.653495"
Rural,57.733772772011484,"39.598963,-97.86117","38.785496,-97.614718"
Rural,82.28769752197617,"48.86381,-117.37247","47.713809,-116.907039"
Rural,87.8505376555438,"46.13801,-93.47079","44.896676,-93.077997"
Rural,87.1668157902583,"37.28344,-89.13646","38.389091,-88.367146"
Rural,54.68726074817523,"46.806274,-99.594248","46.791788,-100.750279"
Rural,72.2321803942539,"37.462582,-92.090859","37.06015,-93.303198"
Rural,81.10984460244408,"36.1092,-97.89867","36.288449,-96.460998"
Rural,71.82284864006093,"37.94439,-111.44226","36.905494,-111.487003"
Rural,89.38197592701191,"42.496734,-84.24306","41.362965,-85.080454"
Rural,85.52614285510315,"39.76696,-99.03175","40.885465,-98.336171"
Rural,54.79316675404097,"48.747919,-104.468029","48.181972,-103.630221"
Rural,72.61932924941466,"30.936504,-91.73539","30.246067,-92.65597"
Rural,44.09211864810865,"47.282101,-68.388783","46.697447,-68.013818"
Rural,54.30181865290671,"48.05098,-119.9034","47.30394,-119.540802"
Rural,27.603652839870257,"36.03812,-88.27366","35.654528,-88.411407"
Rural,60.00302041197531,"34.373145,-83.491925","34.656318,-84.488276"
Rural,58.5492041133827,"36.492269,-90.048069","35.818962,-90.685321"
Rural,88.2008705343754,"44.87913,-96.84868","43.603284,-96.789711"
Rural,81.68952638309045,"45.509715,-94.963049","45.100494,-93.385906"
Rural,62.25505227747088,"40.989171,-111.451001","40.09649,-111.612016"
Rural,62.0437556150999,"41.26645,-79.84061","42.15937,-79.967999"
Rural,28.559577974556365,"45.762075,-89.157339","45.889657,-89.721551"
Rural,55.37625054671856,"44.289833,-76.02621","44.662874,-75.032053"
Rural,81.6972064446142,"36.965547,-88.266684","37.720234,-87.121713"
Rural,46.41001566349467,"44.660627,-67.469196","44.52479,-68.392958"
Rural,65.64575984383472,"43.72694,-101.98404","44.097873,-103.198245"
Rural,89.62878689885146,"44.659815,-97.573152","43.541182,-96.658448"
Rural,27.975813401614506,"42.2811,-93.17159","42.05207,-93.622077"
Rural,75.0452903937151,"40.484136,-96.96829","40.6242,-98.385897"
Rural,56.213539916780725,"31.882997,-101.030277","32.691018,-100.91789"
Rural,80.5121997119044,"47.409962,-104.959584","46.403426,-105.819044"
Rural,63.04167949063706,"34.88866,-100.7593","35.179676,-101.815423"
Rural,20.015742401857842,"42.858254,-94.9984","43.12513,-95.152458"
Rural,63.32683089443169,"45.1847,-88.47372","44.268165,-88.477635"
Rural,74.71666152645858,"45.255099,-120.140937","45.712003,-121.538916"
Rural,68.20440532614056,"36.688587,-81.361748","35.703314,-81.286688"
Rural,71.55299057503699,"45.821216,-91.462771","45.153637,-90.333444"
Rural,50.13823585148762,"43.92913,-95.94724","43.516781,-96.773492"
Rural,79.82084627865618,"35.045233,-85.930195","35.273508,-87.315417"
Rural,27.46620248459389,"43.33451,-75.74796","43.095391,-75.312218"
Rural,59.626144456620914,"37.626146,-112.083565","36.905494,-111.487003"
Rural,62.45653828978797,"40.645896,-96.169603","40.163578,-97.173597"
Rural,77.58692208981951,"43.72868,-72.61899","42.664403,-73.110318"
Rural,17.123766412414067,"31.82958,-89.403302","31.709197,-89.148491"
Rural,87.34174972648633,"45.00374,-120.75227","45.493068,-122.407866"
Rural,83.82797395964703,"40.883043,-87.394076","41.863792,-88.345892"
Rural,57.596036642559234,"45.163452,-98.319296","44.333032,-98.216923"
Rural,69.53861092916827,"41.83851,-115.96537","40.840442,-115.792789"
Rural,37.54019387431092,"32.88483,-100.12649","32.478296,-99.698226"
Rural,77.58703880830969,"32.388235,-87.26262","33.448237,-86.821089"
Rural,74.04819234935717,"40.44028,-95.37776","40.858333,-96.678423"
Rural,70.3609994860509,"39.907206,-96.758998","40.657915,-95.856996"
Rural,71.20065943183951,"39.18706,-75.85883","38.780236,-77.076863"
Rural,41.65225744100534,"36.925116,-98.29243","36.406557,-97.909162"
Rural,47.21736549770258,"41.114446,-97.591433","40.640626,-96.940129"
Rural,46.63064831301953,"44.29082,-98.42426","43.685351,-98.009872"
Rural,53.747738435810774,"38.74955,-76.273704","38.929915,-77.245205"
Rural,73.72442048006322,"38.270602,-107.302888","37.869875,-106.046711"
Rural,70.07257909004073,"40.179541,-96.097374","41.191947,-96.176259"
Rural,71.15432747631954,"47.18946,-103.22213","48.181972,-103.630221"
Rural,84.54090103290315,"37.768978,-95.24453","38.885154,-94.605503"
Rural,53.659529134818975,"43.3072,-96.43198","42.531713,-96.374643"
Rural,53.16063660957376,"34.989694,-99.24543","34.61907,-98.424271"
Rural,63.48479503301732,"44.667478,-95.576938","44.314379,-96.766072"
Rural,30.271343629208626,"47.798489,-98.364994","48.098401,-98.841827"
Rural,76.97448999788463,"47.23001,-102.77019","48.181972,-103.630221"
Rural,87.48432895267175,"29.693191,-83.37638","30.859303,-83.947653"
Rural,73.09056142460214,"34.17843,-97.59253","35.226849,-97.421077"
Rural,43.88246137467387,"42.8472,-92.5363","42.502975,-93.262283"
Rural,87.4736350888136,"37.27034,-95.55248","36.04747,-95.961015"
Rural,77.4006222305581,"38.45918,-102.29213","37.997895,-103.591688"
Rural,25.300404253561517,"43.059931,-108.879125","43.042571,-108.378586"
Rural,81.9777568721426,"44.26203,-68.2339","44.78028,-69.730883"
Rural,70.51297355534717,"42.120097,-91.029004","42.458433,-92.330572"
Rural,72.06710967407165,"45.758528,-97.927389","46.283907,-96.629733"
Rural,27.10782073551079,"37.163948,-119.665194","36.778373,-119.755966"
Rural,77.6015184948586,"33.83094,-93.12628","33.470485,-94.404148"
Rural,83.69433132084808,"33.901277,-100.857208","32.691018,-100.91789"
Rural,61.822271369839214,"40.068525,-102.392973","39.334282,-101.728322"
Rural,22.292012420435533,"48.51307,-101.22071","48.194732,-101.299693"
Rural,42.67700666508406,"37.848391,-107.680381","38.449034,-107.863536"
Rural,70.64790127919315,"45.572758,-95.573436","46.283907,-96.629733"
Rural,78.3245885375011,"43.62729,-75.41129","42.49684,-75.52696"
Rural,88.77431461489844,"43.346574,-91.277117","43.684931,-92.986364"
Rural,89.35257193721522,"39.117823,-76.223193","38.306496,-77.513833"
Rural,50.79113787624593,"48.569892,-104.570289","48.181972,-103.630221"
Rural,89.40363555097473,"39.020792,-99.888083","37.987052,-100.882631"
Rural,38.74117011805713,"37.191239,-101.798749","36.691172,-101.481419"
Rural,68.17201035254018,"41.774725,-73.401908","42.745696,-73.638746"
Rural,56.03793394664513,"41.025579,-107.569976","41.78954,-107.206883"
Rural,72.2583387702108,"35.30545,-76.78854","35.43158,-78.061684"
Rural,51.88798479016045,"37.561682,-121.249449","37.714929,-122.177851"
Rural,83.95856715003656,"43.68536,-71.11673","42.472132,-71.023298"
Rural,64.00827111588414,"34.43733,-94.55744","35.266094,-95.061902"
Rural,14.553580649716565,"41.134894,-79.666595","41.188719,-79.3961"
Rural,16.08435628425041,"37.865358,-79.0804","38.067357,-78.933632"
Rural,48.61705994800726,"35.266039,-76.577201","35.567055,-77.357617"
Rural,84.94571389550168,"39.6723,-123.49375","40.780687,-124.190529"
Rural,89.36942772480812,"33.325458,-108.871953","34.199967,-110.018355"
Rural,87.19044373522259,"37.22065,-83.05517","36.335952,-84.17869"
Rural,38.787524587733785,"43.867295,-82.800293","43.49794,-83.384879"
Rural,83.16756823448145,"46.45828,-110.31325","47.491168,-111.219167"
Rural,72.6427904023254,"47.814152,-96.005263","46.881818,-96.722503"
Rural,81.97056592868498,"36.933184,-91.89891","37.640175,-93.096383"
Rural,61.963220489896,"36.483566,-81.331343","37.152305,-80.584922"
Rural,25.044419800567102,"47.45833,-96.82028","47.791326,-96.607845"
Rural,63.845168324175035,"38.328969,-120.223837","38.662594,-121.32486"
Rural,86.39589941331374,"41.85193,-94.55831","41.315695,-96.068543"
Rural,32.24576298893814,"37.6618,-75.83049","38.074307,-75.553987"
Rural,81.06915893487594,"43.125465,-109.981117","43.042571,-108.378586"
Rural,56.38900434864196,"43.993479,-95.763493","44.296139,-94.707251"
Rural,60.972285297986154,"42.624833,-75.652767","42.682171,-74.455423"
Rural,44.5352473534049,"41.825532,-86.684816","42.385414,-86.254341"
Rural,68.10106630613139,"44.91068,-120.72282","45.712003,-121.538916"
Rural,32.399553804568974,"40.3964,-97.83588","40.827846,-97.593898"
Rural,46.3718948315041,"40.379736,-97.905641","40.943969,-98.384746"
Rural,71.13736368073606,"39.897521,-93.934987","38.92284,-94.364344"
Rural,54.94786188114808,"40.237813,-97.903047","40.943969,-98.384746"
Rural,76.74590564762714,"45.563556,-94.946428","45.126237,-93.493649"
Rural,77.64289833385297,"46.545655,-117.10797","47.658445,-117.337866"
Rural,83.15015218921233,"37.54346,-80.68257","37.354076,-79.18557"
Rural,58.63211210651641,"48.82723,-100.4457","48.194732,-101.299693"
Rural,51.59096345600351,"37.761293,-106.981852","37.869875,-106.046711"
Rural,23.31661827609164,"41.203527,-91.207463","40.979147,-91.541916"
Rural,83.05244844488858,"40.232006,-97.028942","41.214266,-96.114693"
Rural,63.55892374831604,"39.541125,-100.567722","39.334282,-101.728322"
Rural,39.711006612221375,"43.324031,-78.367151","43.193671,-77.59852"
Rural,88.33002513756753,"32.302397,-87.678612","33.340856,-86.791324"
Rural,67.44668478313578,"31.493332,-93.464539","32.228363,-92.708211"
Rural,83.14178636331073,"35.81545,-110.20715","35.528462,-108.768624"
Rural,86.99144003909943,"34.69694,-98.94888","35.496729,-97.760385"
Rural,42.923938529517606,"46.475105,-89.222897","46.469644,-90.124916"
Rural,76.08418305568384,"39.824325,-79.306409","39.156231,-78.172111"
Rural,77.93089870205614,"37.62149,-82.24403","36.956277,-81.099122"
Rural,60.92753166205952,"41.323904,-86.150818","41.128691,-85.007449"
Rural,87.04467207198721,"34.780008,-90.332582","36.030201,-90.52322"
Rural,19.71673688455193,"41.829003,-90.740567","41.557553,-90.622693"
Rural,65.3737119931972,"41.10862,-97.31115","40.6242,-98.385897"
Rural,49.03691868024353,"40.643077,-92.069754","40.814206,-91.16084"
Rural,25.914515268515302,"39.91389,-97.5381","39.550762,-97.660163"
Rural,52.4399332033021,"37.75622,-81.86012","37.359538,-81.043884"
Rural,56.87149433081099,"42.10776,-94.23857","42.502975,-93.262283"
Rural,18.752116098008777,"48.191085,-96.998433","47.930803,-97.113484"
Rural,30.39204089668757,"48.634598,-101.297326","48.194732,-101.299693"
Rural,40.717266519133204,"37.264851,-120.231843","36.793249,-119.789195"
Rural,77.42958812843383,"42.19327,-73.550028","41.745546,-72.16826"
Rural,76.04564505684414,"41.987377,-70.047163","41.71958,-71.480411"
Rural,31.832326580794497,"42.8783,-94.62053","43.12513,-95.152458"
Rural,39.328801214017105,"42.638454,-93.248148","42.701681,-92.478781"
Rural,29.957702101741027,"45.20923,-68.42669","44.840448,-68.749303"
Rural,88.36930216708413,"44.050715,-94.41548","44.950727,-95.689617"
Rural,82.64353437816686,"43.970736,-73.721139","42.785416,-73.941726"
Rural,69.95636779039947,"28.48055,-98.35029","29.490231,-98.436445"
Rural,74.50814871394736,"46.288105,-94.563773","46.291795,-96.124359"
Rural,54.31578323568095,"33.73397,-101.00625","33.489465,-101.903376"
Rural,53.28508188600049,"44.46728,-75.23049","44.849297,-74.288642"
Rural,67.37914889388792,"35.60385,-114.26782","36.194854,-115.22543"
Rural,72.94468880490378,"27.39517,-98.35577","27.896583,-97.30695"
Rural,70.78345518909957,"43.034025,-91.393408","42.031878,-91.681999"
Rural,80.1914498110728,"44.04206,-85.712873","42.882525,-85.782115"
Rural,52.49421499152114,"37.000918,-86.93744","37.754268,-87.061347"
Rural,84.36175702676448,"46.780865,-89.114601","45.80811,-88.046546"
Rural,83.71978517715088,"32.055007,-108.62913","32.832655,-109.730236"
Rural,36.13222630879747,"36.322566,-91.957651","36.275168,-92.603848"
Rural,63.8172831213352,"44.55017,-94.543258","44.781221,-93.285866"
Rural,86.92144851149567,"42.872702,-98.701552","42.02376,-97.44331"
Rural,62.845350117775226,"46.23995,-93.27245","45.591346,-94.189051"
Rural,82.15835874568303,"43.41396,-71.98508","42.23337,-71.791556"
Rural,71.97148447438532,"39.469659,-93.337526","39.250907,-94.654743"
Rural,38.37974978789462,"38.265465,-92.734795","38.540698,-92.119099"
Rural,55.42892105309401,"28.097783,-97.206225","28.878015,-96.993934"
Rural,30.209523900700667,"42.605453,-74.820584","43.023795,-74.993868"
Rural,32.504340345206074,"42.276339,-73.335896","42.605913,-73.790796"
Rural,54.49024218152412,"48.655093,-102.679499","48.181972,-103.630221"
Rural,71.77674178732563,"31.412142,-95.990369","32.275403,-95.310071"
Rural,60.22272826056354,"38.121657,-105.14766","38.94983,-104.800264"
Rural,88.07131079606593,"37.751214,-86.45371","36.520684,-86.036562"
Rural,68.56387532927529,"39.12816,-79.08142","38.13621,-79.046"
Rural,44.13697536967746,"31.78326,-99.631855","32.409678,-99.779611"
Rural,51.966628522696425,"31.76524,-96.329922","31.521725,-97.165805"
Rural,84.98160134737043,"48.77178,-98.464102","47.930803,-97.113484"
Rural,87.38277410212707,"38.4865,-80.30063","39.404761,-81.418832"
Rural,41.706322172613305,"40.882185,-88.844393","40.728071,-89.615421"
Rural,61.28742214710839,"47.485913,-123.920555","47.060415,-122.773441"
Rural,63.34592306710471,"44.97488,-116.86294","45.335262,-118.058403"
Rural,30.26376811055892,"35.91896,-92.3271","36.356824,-92.341212"
Rural,74.61487210564775,"43.467179,-72.488285","43.333963,-71.013296"
Rural,78.85657972058166,"44.82311,-70.33951","44.774419,-68.73254"
Rural,56.73416787538498,"36.97586,-105.53112","37.138757,-104.522632"
Rural,88.1957322066157,"35.180623,-87.786778","35.775204,-86.399693"
Rural,87.34642102317035,"44.002201,-94.814932","44.650064,-93.29742"
Rural,22.298666226853086,"48.43414,-96.16419","48.111545,-96.150057"
Rural,70.3951487723007,"42.530505,-97.260393","43.472446,-96.729415"
Rural,85.89384111432096,"42.533852,-98.975603","42.02376,-97.44331"
Rural,69.1948241353752,"48.420411,-97.774812","47.791326,-96.607845"
Rural,60.78037054293455,"38.486559,-120.86184","37.963395,-121.762081"
Rural,69.35039004594081,"42.86,-90.17985","42.316045,-89.034079"
