zip,ruca,city,state_name,population,county,median_household_income,latitude,longitude
18370,Suburban,Swiftwater,Pennsylvania,"1,120",Monroe,"$85,570",41.09537,-75.32491
18371,Suburban,Tamiment,Pennsylvania,665,Pike,"$69,761",41.14232,-75.02712
18372,Urban,Tannersville,Pennsylvania,"2,532",Monroe,"$87,778",41.04009,-75.30574
18403,Urban,Archbald,Pennsylvania,"6,825",Lackawanna,"$64,402",41.487598,-75.533403
18405,Suburban,Beach Lake,Pennsylvania,"2,309",Wayne,"$61,196",41.582471,-75.130121
18407,Urban,Carbondale,Pennsylvania,"14,562",Lackawanna,"$52,511",41.583122,-75.505612
18411,Urban,Clarks Summit,Pennsylvania,"23,002",Lackawanna,"$85,669",41.463694,-75.681992
18413,Urban,Clifford,Pennsylvania,53,Susquehanna,,41.64897,-75.5988
18414,Urban,Dalton,Pennsylvania,"5,488",Lackawanna,"$73,207",41.539797,-75.719723
18415,Suburban,Damascus,Pennsylvania,"1,468",Wayne,"$66,645",41.74353,-75.124268
18417,Suburban,Equinunk,Pennsylvania,946,Wayne,"$60,764",41.797309,-75.206086
18419,Suburban,Factoryville,Pennsylvania,"4,529",Wyoming,"$51,140",41.562365,-75.782573
18420,Suburban,Fleetville,Pennsylvania,169,Lackawanna,"$76,696",41.59813,-75.71463
18421,Urban,Forest City,Pennsylvania,"4,633",Susquehanna,"$59,158",41.652272,-75.531325
18424,Suburban,Gouldsboro,Pennsylvania,"5,161",Lackawanna,"$57,344",41.24453,-75.45602
18425,Suburban,Greeley,Pennsylvania,"1,011",Pike,"$61,000",41.41594,-75.022543
18426,Suburban,Greentown,Pennsylvania,"3,530",Pike,"$55,495",41.320734,-75.199395
18428,Suburban,Hawley,Pennsylvania,"12,250",Pike,"$61,374",41.482733,-75.24019
18430,Suburban,Herrick Center,Pennsylvania,75,Susquehanna,"$56,250",41.756459,-75.472457
18431,Suburban,Honesdale,Pennsylvania,"12,518",Wayne,"$52,168",41.564258,-75.265643
18433,Urban,Jermyn,Pennsylvania,"6,840",Lackawanna,"$69,905",41.53091,-75.54546
18434,Urban,Jessup,Pennsylvania,"3,869",Lackawanna,"$52,643",41.46869,-75.56213
18435,Rural,Lackawaxen,Pennsylvania,"1,023",Pike,"$88,727",41.48203,-74.986
18436,Suburban,Lake Ariel,Pennsylvania,"12,805",Wayne,"$69,528",41.452686,-75.321884
18437,Suburban,Lake Como,Pennsylvania,159,Wayne,"$72,563",41.84981,-75.33684
18438,Suburban,Lakeville,Pennsylvania,"1,183",Wayne,"$53,295",41.43814,-75.27657
18439,Suburban,Lakewood,Pennsylvania,472,Wayne,"$73,500",41.828081,-75.396741
18440,Urban,La Plume,Pennsylvania,37,Lackawanna,,41.551585,-75.767583
18441,Suburban,Lenoxville,Pennsylvania,415,Susquehanna,"$65,000",41.656057,-75.61395
18443,Suburban,Milanville,Pennsylvania,380,Wayne,"$69,792",41.667024,-75.118513
18444,Suburban,Moscow,Pennsylvania,"14,133",Lackawanna,"$78,467",41.321625,-75.538602
18445,Suburban,Newfoundland,Pennsylvania,"2,437",Wayne,"$44,205",41.30731,-75.3199
18446,Suburban,Nicholson,Pennsylvania,"3,361",Susquehanna,"$59,414",41.627612,-75.786129
18447,Urban,Olyphant,Pennsylvania,"10,299",Lackawanna,"$58,128",41.513448,-75.607166
18451,Suburban,Paupack,Pennsylvania,560,Pike,"$47,067",41.3962,-75.19629
18452,Urban,Peckville,Pennsylvania,"5,145",Lackawanna,"$51,964",41.48841,-75.58296
18453,Suburban,Pleasant Mount,Pennsylvania,"1,236",Wayne,"$56,750",41.73981,-75.43435
18454,Suburban,Poyntelle,Pennsylvania,94,Wayne,"$54,688",41.82064,-75.4199
18455,Suburban,Preston Park,Pennsylvania,114,Wayne,"$47,589",41.8812,-75.35601
18456,Suburban,Prompton,Pennsylvania,223,Wayne,"$56,042",41.58286,-75.32518
18457,Rural,Rowland,Pennsylvania,123,Pike,,41.4712,-75.04211
18458,Suburban,Shohola,Pennsylvania,"3,617",Pike,"$76,165",41.414928,-74.934461
18460,Suburban,South Sterling,Pennsylvania,179,Wayne,"$26,094",41.249931,-75.313104
18461,Suburban,Starlight,Pennsylvania,203,Wayne,"$35,694",41.90509,-75.33101
18462,Suburban,Starrucca,Pennsylvania,554,Wayne,"$59,483",41.89529,-75.42428
18463,Suburban,Sterling,Pennsylvania,242,Wayne,"$86,786",41.357556,-75.396934
18464,Suburban,Tafton,Pennsylvania,"1,550",Pike,"$100,313",41.40453,-75.18295
18465,Suburban,Thompson,Pennsylvania,"1,206",Susquehanna,"$53,750",41.84015,-75.531898
18466,Urban,Tobyhanna,Pennsylvania,"17,492",Monroe,"$66,603",41.17703,-75.41796
18469,Suburban,Tyler Hill,Pennsylvania,405,Wayne,"$59,018",41.69509,-75.10795
18470,Suburban,Union Dale,Pennsylvania,"1,901",Susquehanna,"$63,482",41.698964,-75.529304
18471,Urban,Waverly,Pennsylvania,529,Lackawanna,"$109,519",41.523812,-75.690608
18472,Suburban,Waymart,Pennsylvania,"7,343",Wayne,"$61,591",41.613395,-75.371218
18473,Suburban,White Mills,Pennsylvania,360,Wayne,"$26,790",41.5262,-75.20351
18503,Urban,Scranton,Pennsylvania,"1,230",Lackawanna,"$35,699",41.410079,-75.666784
18504,Urban,Scranton,Pennsylvania,"20,536",Lackawanna,"$50,531",41.421572,-75.691955
18505,Urban,Scranton,Pennsylvania,"21,643",Lackawanna,"$45,030",41.386203,-75.651527
18507,Urban,Moosic,Pennsylvania,"5,480",Lackawanna,"$65,956",41.35341,-75.73825
18508,Urban,Scranton,Pennsylvania,"11,292",Lackawanna,"$41,461",41.439979,-75.66843
18509,Urban,Scranton,Pennsylvania,"14,336",Lackawanna,"$47,531",41.42908,-75.647633
18510,Urban,Scranton,Pennsylvania,"13,310",Lackawanna,"$43,019",41.407379,-75.636613
18512,Urban,Scranton,Pennsylvania,"12,811",Lackawanna,"$56,571",41.43503,-75.610332
18517,Urban,Taylor,Pennsylvania,"5,210",Lackawanna,"$63,408",41.382529,-75.713185
18518,Urban,Old Forge,Pennsylvania,"8,494",Lackawanna,"$62,615",41.372779,-75.730836
18519,Urban,Scranton,Pennsylvania,"5,242",Lackawanna,"$60,328",41.463118,-75.629099
18602,Suburban,Bear Creek,Pennsylvania,386,Luzerne,"$145,000",41.183232,-75.750771
18603,Urban,Berwick,Pennsylvania,"19,524",Columbia,"$53,900",41.056142,-76.299844
18610,Urban,Blakeslee,Pennsylvania,"4,385",Monroe,"$71,433",41.09259,-75.59269
18612,Urban,Dallas,Pennsylvania,"18,382",Luzerne,"$91,410",41.346088,-75.98638
18614,Rural,Dushore,Pennsylvania,"1,831",Sullivan,"$47,727",41.524261,-76.397554
18615,Suburban,Falls,Pennsylvania,"1,757",Wyoming,"$68,558",41.447109,-75.855544
18616,Suburban,Forksville,Pennsylvania,765,Sullivan,"$55,833",41.48702,-76.60217
18617,Urban,Glen Lyon,Pennsylvania,"1,461",Luzerne,"$30,698",41.17936,-76.07813
18618,Urban,Harveys Lake,Pennsylvania,"3,627",Luzerne,"$76,625",41.38341,-76.02465
18619,Suburban,Hillsgrove,Pennsylvania,137,Sullivan,"$48,958",41.44397,-76.70718
18621,Suburban,Hunlock Creek,Pennsylvania,"5,991",Luzerne,"$65,297",41.28317,-76.064414
18622,Suburban,Huntington Mills,Pennsylvania,159,Luzerne,"$93,304",41.201232,-76.273515
18623,Suburban,Laceyville,Pennsylvania,"2,332",Bradford,"$59,167",41.632632,-76.154464
18624,Rural,Lake Harmony,Pennsylvania,433,Carbon,,41.048947,-75.60858
18625,Suburban,Lake Winola,Pennsylvania,108,Wyoming,"$62,083",41.50674,-75.85297
18626,Rural,Laporte,Pennsylvania,547,Sullivan,"$74,500",41.432901,-76.516887
18627,Suburban,Lehman,Pennsylvania,0,Luzerne,,41.316584,-76.021037
18628,Rural,Lopez,Pennsylvania,211,Sullivan,"$33,438",41.45785,-76.33355
18629,Suburban,Mehoopany,Pennsylvania,"1,813",Wyoming,"$54,519",41.56341,-76.06048
18630,Suburban,Meshoppen,Pennsylvania,"2,898",Susquehanna,"$73,125",41.61424,-76.04659
18631,Urban,Mifflinville,Pennsylvania,904,Columbia,"$46,250",41.03069,-76.29958
18632,Rural,Mildred,Pennsylvania,578,Sullivan,"$59,700",41.47813,-76.37827
18634,Urban,Nanticoke,Pennsylvania,"13,281",Luzerne,"$50,474",41.20536,-76.00492
18635,Suburban,Nescopeck,Pennsylvania,"3,622",Luzerne,"$68,750",41.049051,-76.189182
18636,Suburban,Noxen,Pennsylvania,"1,524",Wyoming,"$58,355",41.42147,-76.05854
18640,Urban,Pittston,Pennsylvania,"16,150",Luzerne,"$47,593",41.29823,-75.738725
18641,Urban,Pittston,Pennsylvania,"6,924",Luzerne,"$56,155",41.342515,-75.722968
18642,Urban,Duryea,Pennsylvania,"3,814",Luzerne,"$71,939",41.356348,-75.773181
18643,Urban,Pittston,Pennsylvania,"12,728",Luzerne,"$64,947",41.370822,-75.840422
18644,Urban,Wyoming,Pennsylvania,"7,703",Luzerne,"$64,803",41.31175,-75.83742
18651,Urban,Plymouth,Pennsylvania,"8,816",Luzerne,"$42,623",41.24036,-75.94464
18655,Suburban,Shickshinny,Pennsylvania,"5,395",Luzerne,"$62,532",41.151321,-76.108103
18656,Suburban,Sweet Valley,Pennsylvania,"2,170",Luzerne,"$65,049",41.288634,-76.142277
18657,Suburban,Tunkhannock,Pennsylvania,"11,247",Wyoming,"$69,618",41.566386,-75.975715
18660,Suburban,Wapwallopen,Pennsylvania,"3,342",Luzerne,"$70,179",41.142698,-76.039935
18661,Suburban,White Haven,Pennsylvania,"4,994",Luzerne,"$59,601",41.06064,-75.77408
18701,Urban,Wilkes Barre,Pennsylvania,"3,582",Luzerne,"$30,840",41.243648,-75.885029
18702,Urban,Wilkes Barre,Pennsylvania,"42,772",Luzerne,"$48,213",41.230482,-75.757447
18704,Urban,Kingston,Pennsylvania,"30,742",Luzerne,"$55,843",41.27843,-75.905842
18705,Urban,Wilkes Barre,Pennsylvania,"15,334",Luzerne,"$54,891",41.261699,-75.849123
18706,Urban,Wilkes Barre,Pennsylvania,"16,113",Luzerne,"$56,024",41.203365,-75.914623
18707,Urban,Mountain Top,Pennsylvania,"16,185",Luzerne,"$91,806",41.166401,-75.961432
18708,Urban,Shavertown,Pennsylvania,"8,472",Luzerne,"$82,261",41.3198,-75.93798
18709,Urban,Luzerne,Pennsylvania,"2,825",Luzerne,"$40,641",41.28603,-75.89509
18801,Rural,Montrose,Pennsylvania,"7,983",Susquehanna,"$62,679",41.84414,-75.831862
18810,Urban,Athens,Pennsylvania,"5,792",Bradford,"$51,102",41.9573,-76.518
18812,Suburban,Brackney,Pennsylvania,"1,564",Susquehanna,"$82,697",41.9898,-75.92686
18814,Suburban,Burlington,Pennsylvania,193,Bradford,"$39,545",41.7798,-76.60745
18816,Suburban,Dimock,Pennsylvania,61,Susquehanna,,41.757157,-75.915633
18817,Suburban,East Smithfield,Pennsylvania,131,Bradford,"$80,417",41.86452,-76.6255
18818,Suburban,Friendsville,Pennsylvania,"1,209",Susquehanna,"$57,120",41.91702,-76.04548
18820,Suburban,Gibson,Pennsylvania,81,Susquehanna,"$148,684",41.820346,-75.80463
18821,Urban,Great Bend,Pennsylvania,"1,157",Susquehanna,"$54,671",41.973758,-75.744802
18822,Urban,Hallstead,Pennsylvania,"3,163",Susquehanna,"$52,228",41.960544,-75.748053
18823,Suburban,Harford,Pennsylvania,169,Susquehanna,,41.77831,-75.69009
18824,Suburban,Hop Bottom,Pennsylvania,"1,227",Susquehanna,"$69,643",41.702924,-75.767941
18825,Suburban,Jackson,Pennsylvania,172,Susquehanna,"$56,750",41.807883,-75.607728
18826,Suburban,Kingsley,Pennsylvania,"1,451",Susquehanna,"$73,814",41.766724,-75.732669
18828,Suburban,Lawton,Pennsylvania,238,Susquehanna,"$49,167",41.806724,-76.096165
18829,Suburban,Le Raysville,Pennsylvania,704,Bradford,"$70,515",41.83869,-76.18021
18830,Suburban,Little Meadows,Pennsylvania,532,Susquehanna,"$53,828",41.99063,-76.13076
18831,Suburban,Milan,Pennsylvania,"1,017",Bradford,"$66,071",41.880928,-76.585448
18832,Rural,Monroeton,Pennsylvania,"1,720",Bradford,"$45,625",41.713484,-76.487176
18833,Rural,New Albany,Pennsylvania,"2,024",Bradford,"$57,554",41.599586,-76.442518
18834,Suburban,New Milford,Pennsylvania,"3,261",Susquehanna,"$63,629",41.890486,-75.688114
18837,Suburban,Rome,Pennsylvania,"2,677",Bradford,"$64,830",41.85841,-76.34077
18840,Urban,Sayre,Pennsylvania,"11,068",Bradford,"$53,300",41.97819,-76.599403
18842,Suburban,South Gibson,Pennsylvania,162,Susquehanna,"$66,250",41.73425,-75.63019
18843,Rural,South Montrose,Pennsylvania,229,Susquehanna,"$48,393",41.7973,-75.89131
18844,Suburban,Springville,Pennsylvania,"1,720",Susquehanna,"$83,899",41.69097,-75.905239
18845,Suburban,Stevensville,Pennsylvania,498,Bradford,"$49,750",41.76063,-76.17632
18846,Rural,Sugar Run,Pennsylvania,671,Bradford,"$69,722",41.61813,-76.23771
18847,Suburban,Susquehanna,Pennsylvania,"5,287",Susquehanna,"$49,891",41.957087,-75.664856
18848,Suburban,Towanda,Pennsylvania,"8,860",Bradford,"$47,766",41.76758,-76.44272
18850,Suburban,Ulster,Pennsylvania,"1,999",Bradford,"$54,205",41.813972,-76.549572
18851,Suburban,Warren Center,Pennsylvania,610,Bradford,"$64,688",41.93785,-76.18076
18853,Rural,Wyalusing,Pennsylvania,"4,084",Bradford,"$63,417",41.668617,-76.265169
18854,Suburban,Wysox,Pennsylvania,"1,584",Bradford,"$67,813",41.77452,-76.39938
18901,Urban,Doylestown,Pennsylvania,"27,996",Bucks,"$107,988",40.31011,-75.12989
18902,Urban,Doylestown,Pennsylvania,"22,285",Bucks,"$145,917",40.322455,-75.114682
18912,Urban,Buckingham,Pennsylvania,188,Bucks,"$250,001",40.32372,-75.05989
18913,Urban,Carversville,Pennsylvania,243,Bucks,"$250,001",40.38649,-75.06267
18914,Urban,Chalfont,Pennsylvania,"21,287",Bucks,"$124,443",40.288277,-75.201848
18915,Urban,Colmar,Pennsylvania,"1,268",Montgomery,"$123,452",40.272756,-75.256285
18917,Urban,Dublin,Pennsylvania,"2,222",Bucks,"$83,125",40.375008,-75.204464
18920,Suburban,Erwinna,Pennsylvania,320,Bucks,"$123,000",40.50066,-75.07267
18921,Suburban,Ferndale,Pennsylvania,210,Bucks,"$211,364",40.328645,-75.10278
18923,Urban,Fountainville,Pennsylvania,"1,430",Bucks,"$86,154",40.359341,-75.173921
18925,Urban,Furlong,Pennsylvania,"6,567",Bucks,"$186,214",40.283176,-75.064112
18927,Urban,Hilltown,Pennsylvania,299,Bucks,"$250,001",40.323533,-75.254829
18929,Urban,Jamison,Pennsylvania,"9,718",Bucks,"$154,826",40.254157,-75.08854
18930,Suburban,Kintnersville,Pennsylvania,"2,343",Bucks,"$103,229",40.54199,-75.207252
18932,Urban,Line Lexington,Pennsylvania,260,Bucks,"$64,375",40.299561,-75.254097
18933,Urban,Lumberville,Pennsylvania,88,Bucks,,40.328645,-75.10278
18935,Urban,Milford Square,Pennsylvania,317,Bucks,"$235,893",40.437016,-75.403473
18936,Urban,Montgomeryville,Pennsylvania,287,Montgomery,"$238,268",40.24733,-75.24379
18938,Urban,New Hope,Pennsylvania,"14,115",Bucks,"$133,320",40.357492,-74.998605
18940,Urban,Newtown,Pennsylvania,"29,664",Bucks,"$145,141",40.263042,-74.955535
18942,Suburban,Ottsville,Pennsylvania,"2,554",Bucks,"$94,051",40.463447,-75.167341
18944,Urban,Perkasie,Pennsylvania,"27,076",Bucks,"$112,205",40.390196,-75.233253
18946,Urban,Pineville,Pennsylvania,530,Bucks,"$185,865",40.271104,-75.062204
18947,Urban,Pipersville,Pennsylvania,"6,258",Bucks,"$120,680",40.43014,-75.1172
18950,Suburban,Point Pleasant,Pennsylvania,60,Bucks,,40.445221,-75.074432
18951,Urban,Quakertown,Pennsylvania,"36,595",Bucks,"$84,512",40.44177,-75.34157
18954,Urban,Richboro,Pennsylvania,"10,081",Bucks,"$137,011",40.224658,-75.001662
18955,Urban,Richlandtown,Pennsylvania,"1,473",Bucks,"$77,321",40.47963,-75.314639
18960,Urban,Sellersville,Pennsylvania,"11,963",Bucks,"$91,549",40.360473,-75.317521
18962,Urban,Silverdale,Pennsylvania,329,Bucks,"$81,602",40.344529,-75.268738
18964,Urban,Souderton,Pennsylvania,"13,993",Montgomery,"$84,115",40.288379,-75.341026
18966,Urban,Southampton,Pennsylvania,"36,658",Bucks,"$103,234",40.186758,-75.007099
18969,Urban,Telford,Pennsylvania,"15,505",Montgomery,"$85,748",40.325792,-75.380495
18970,Urban,Trumbauersville,Pennsylvania,692,Bucks,"$93,750",40.41066,-75.37823
18972,Suburban,Upper Black Eddy,Pennsylvania,"3,116",Bucks,"$90,956",40.529063,-75.124333
18974,Urban,Warminster,Pennsylvania,"42,544",Bucks,"$87,130",40.217062,-75.072803
18976,Urban,Warrington,Pennsylvania,"22,325",Bucks,"$112,035",40.244807,-75.142587
18977,Urban,Washington Crossing,Pennsylvania,"4,595",Bucks,"$194,477",40.284947,-74.877828
18980,Urban,Wycombe,Pennsylvania,176,Bucks,"$97,019",40.274185,-75.020499
19001,Urban,Abington,Pennsylvania,"17,690",Montgomery,"$94,484",40.123805,-75.114767
19002,Urban,Ambler,Pennsylvania,"30,952",Montgomery,"$124,478",40.180876,-75.215621
19003,Urban,Ardmore,Pennsylvania,"14,146",Delaware,"$108,655",39.998811,-75.30793
19004,Urban,Bala Cynwyd,Pennsylvania,"9,942",Montgomery,"$127,482",40.013811,-75.228224
19006,Urban,Huntingdon Valley,Pennsylvania,"23,337",Montgomery,"$110,430",40.1284,-75.060665
19007,Urban,Bristol,Pennsylvania,"22,290",Bucks,"$61,979",40.115859,-74.853608
19008,Urban,Broomall,Pennsylvania,"20,585",Delaware,"$117,039",39.972965,-75.365635
19009,Urban,Bryn Athyn,Pennsylvania,"1,090",Montgomery,"$116,528",40.135012,-75.062292
19010,Urban,Bryn Mawr,Pennsylvania,"21,629",Delaware,"$132,813",40.023624,-75.329727
19012,Urban,Cheltenham,Pennsylvania,"6,842",Montgomery,"$107,123",40.059161,-75.104468
19013,Urban,Chester,Pennsylvania,"34,084",Delaware,"$34,767",39.848163,-75.378098
19014,Urban,Aston,Pennsylvania,"21,093",Delaware,"$93,358",39.864907,-75.432958
19015,Urban,Brookhaven,Pennsylvania,"16,663",Delaware,"$71,355",39.86928,-75.38241
19017,Urban,Chester Heights,Pennsylvania,261,Delaware,"$218,056",39.892229,-75.460142
19018,Urban,Clifton Heights,Pennsylvania,"23,336",Delaware,"$63,442",39.921562,-75.29503
19020,Urban,Bensalem,Pennsylvania,"56,866",Bucks,"$71,995",40.10455,-74.95128
19021,Urban,Croydon,Pennsylvania,"9,832",Bucks,"$63,125",40.090878,-74.887554
19022,Urban,Crum Lynne,Pennsylvania,"3,934",Delaware,"$38,824",39.86144,-75.337023
19023,Urban,Darby,Pennsylvania,"22,459",Delaware,"$50,245",39.917562,-75.269628
19025,Urban,Dresher,Pennsylvania,"6,459",Montgomery,"$164,000",40.14094,-75.16684
19026,Urban,Drexel Hill,Pennsylvania,"31,073",Delaware,"$77,039",39.94914,-75.30362
19027,Urban,Elkins Park,Pennsylvania,"19,281",Montgomery,"$89,484",40.07501,-75.131518
19029,Urban,Essington,Pennsylvania,"3,984",Delaware,"$48,869",39.86206,-75.29713
19030,Urban,Fairless Hills,Pennsylvania,"12,621",Bucks,"$83,110",40.17837,-74.85248
19031,Urban,Flourtown,Pennsylvania,"4,748",Montgomery,"$114,167",40.106805,-75.215071
19032,Urban,Folcroft,Pennsylvania,"6,738",Delaware,"$55,039",39.895162,-75.278829
19033,Urban,Folsom,Pennsylvania,"7,674",Delaware,"$87,703",39.890962,-75.327282
19034,Urban,Fort Washington,Pennsylvania,"6,960",Montgomery,"$142,857",40.130959,-75.207437
19035,Urban,Gladwyne,Pennsylvania,"3,956",Montgomery,"$250,001",40.04486,-75.280686
19036,Urban,Glenolden,Pennsylvania,"13,082",Delaware,"$66,684",39.902512,-75.29268
19038,Urban,Glenside,Pennsylvania,"32,697",Montgomery,"$107,366",40.101109,-75.17802
19040,Urban,Hatboro,Pennsylvania,"21,927",Montgomery,"$96,105",40.182406,-75.106265
19041,Urban,Haverford,Pennsylvania,"6,535",Delaware,"$144,205",40.002911,-75.321632
19043,Urban,Holmes,Pennsylvania,"2,535",Delaware,"$80,462",39.899562,-75.307731
19044,Urban,Horsham,Pennsylvania,"17,064",Montgomery,"$86,639",40.191808,-75.150577
19046,Urban,Jenkintown,Pennsylvania,"18,716",Montgomery,"$105,846",40.09796,-75.107767
19047,Urban,Langhorne,Pennsylvania,"33,699",Bucks,"$101,566",40.179971,-74.912096
19050,Urban,Lansdowne,Pennsylvania,"28,680",Delaware,"$56,620",39.93817,-75.27185
19052,Urban,Lenni,Pennsylvania,602,Delaware,"$76,429",39.894161,-75.445589
19053,Urban,Feasterville Trevose,Pennsylvania,"27,718",Bucks,"$87,441",40.15468,-74.990378
19054,Urban,Levittown,Pennsylvania,"17,872",Bucks,"$95,956",40.174246,-74.821857
19055,Urban,Levittown,Pennsylvania,"13,766",Bucks,"$76,435",40.145759,-74.841107
19056,Urban,Levittown,Pennsylvania,"16,115",Bucks,"$90,706",40.147709,-74.880059
19057,Urban,Levittown,Pennsylvania,"17,916",Bucks,"$90,818",40.140815,-74.85404
19060,Urban,Garnet Valley,Pennsylvania,"11,007",Delaware,"$153,656",39.877178,-75.469384
19061,Urban,Marcus Hook,Pennsylvania,"20,101",Delaware,"$75,009",39.81928,-75.41853
19063,Urban,Media,Pennsylvania,"37,386",Delaware,"$107,030",39.918804,-75.399118
19064,Urban,Springfield,Pennsylvania,"25,067",Delaware,"$119,788",39.931858,-75.341583
19066,Urban,Merion Station,Pennsylvania,"5,409",Montgomery,"$208,229",40.003412,-75.249476
19067,Urban,Morrisville,Pennsylvania,"52,862",Bucks,"$118,427",40.208408,-74.82914
19070,Urban,Morton,Pennsylvania,"6,714",Delaware,"$78,775",39.907762,-75.325182
19072,Urban,Narberth,Pennsylvania,"10,782",Montgomery,"$157,917",40.020911,-75.259975
19073,Urban,Newtown Square,Pennsylvania,"20,756",Delaware,"$120,833",39.955409,-75.40172
19074,Urban,Norwood,Pennsylvania,"5,920",Delaware,"$90,568",39.888412,-75.29818
19075,Urban,Oreland,Pennsylvania,"7,693",Montgomery,"$100,369",40.113809,-75.185219
19076,Urban,Prospect Park,Pennsylvania,"6,474",Delaware,"$63,579",39.885984,-75.307231
19078,Urban,Ridley Park,Pennsylvania,"11,553",Delaware,"$88,475",39.878212,-75.323082
19079,Urban,Sharon Hill,Pennsylvania,"9,292",Delaware,"$60,940",39.901112,-75.267628
19081,Urban,Swarthmore,Pennsylvania,"10,712",Delaware,"$109,440",39.897162,-75.344083
19082,Urban,Upper Darby,Pennsylvania,"43,270",Delaware,"$50,865",39.960411,-75.270393
19083,Urban,Havertown,Pennsylvania,"36,901",Delaware,"$108,665",39.974861,-75.312081
19085,Urban,Villanova,Pennsylvania,"10,333",Delaware,"$250,001",40.027909,-75.369458
19086,Urban,Wallingford,Pennsylvania,"12,729",Delaware,"$127,910",39.896711,-75.370385
19087,Urban,Wayne,Pennsylvania,"33,717",Chester,"$151,113",40.061872,-75.402461
19090,Urban,Willow Grove,Pennsylvania,"20,031",Montgomery,"$87,665",40.157452,-75.124753
19094,Urban,Woodlyn,Pennsylvania,"4,771",Delaware,"$75,917",39.876862,-75.346083
19095,Urban,Wyncote,Pennsylvania,"7,691",Montgomery,"$93,088",40.08561,-75.151569
19096,Urban,Wynnewood,Pennsylvania,"15,107",Montgomery,"$149,830",40.00289,-75.27074
19102,Urban,Philadelphia,Pennsylvania,"5,108",Philadelphia,"$115,597",39.952562,-75.166472
19103,Urban,Philadelphia,Pennsylvania,"25,368",Philadelphia,"$83,988",39.952896,-75.174298
19104,Urban,Philadelphia,Pennsylvania,"52,126",Philadelphia,"$30,734",39.960912,-75.19668
19106,Urban,Philadelphia,Pennsylvania,"14,211",Philadelphia,"$126,287",39.950004,-75.150071
19107,Urban,Philadelphia,Pennsylvania,"14,984",Philadelphia,"$62,280",39.951735,-75.158654
19108,Urban,Philadelphia,Pennsylvania,77,Philadelphia,"$206,979",39.959812,-75.161622
19109,Urban,Philadelphia,Pennsylvania,0,Philadelphia,,39.949612,-75.163722
19111,Urban,Philadelphia,Pennsylvania,"68,452",Philadelphia,"$55,569",40.06317,-75.081317
19112,Urban,Philadelphia,Pennsylvania,0,Philadelphia,,39.892213,-75.179623
19113,Urban,Philadelphia,Pennsylvania,0,Delaware,,39.870768,-75.253247
19114,Urban,Philadelphia,Pennsylvania,"31,815",Philadelphia,"$70,838",40.069361,-75.000264
19115,Urban,Philadelphia,Pennsylvania,"35,901",Philadelphia,"$62,044",40.07841,-75.045065
19116,Urban,Philadelphia,Pennsylvania,"33,573",Philadelphia,"$59,390",40.104709,-75.006771
19118,Urban,Philadelphia,Pennsylvania,"10,743",Philadelphia,"$86,475",40.07231,-75.203371
19119,Urban,Philadelphia,Pennsylvania,"29,206",Philadelphia,"$72,685",40.053348,-75.191112
19120,Urban,Philadelphia,Pennsylvania,"73,896",Philadelphia,"$44,195",40.031611,-75.119019
19121,Urban,Philadelphia,Pennsylvania,"34,702",Philadelphia,"$29,691",39.983212,-75.174172
19122,Urban,Philadelphia,Pennsylvania,"22,080",Philadelphia,"$43,981",39.977462,-75.141271
19123,Urban,Philadelphia,Pennsylvania,"18,071",Philadelphia,"$83,008",39.964441,-75.145526
19124,Urban,Philadelphia,Pennsylvania,"71,496",Philadelphia,"$38,293",40.021561,-75.093668
19125,Urban,Philadelphia,Pennsylvania,"24,948",Philadelphia,"$89,505",39.977262,-75.13292
19126,Urban,Philadelphia,Pennsylvania,"18,269",Philadelphia,"$54,936",40.055181,-75.137275
19127,Urban,Philadelphia,Pennsylvania,"5,522",Philadelphia,"$81,042",40.024761,-75.222473
19128,Urban,Philadelphia,Pennsylvania,"38,840",Philadelphia,"$80,803",40.048484,-75.227934
19129,Urban,Philadelphia,Pennsylvania,"11,551",Philadelphia,"$81,641",40.013014,-75.185402
19130,Urban,Philadelphia,Pennsylvania,"29,378",Philadelphia,"$92,097",39.967935,-75.176073
19131,Urban,Philadelphia,Pennsylvania,"44,791",Philadelphia,"$42,309",39.996811,-75.207774
19132,Urban,Philadelphia,Pennsylvania,"32,802",Philadelphia,"$26,041",39.996262,-75.170855
19133,Urban,Philadelphia,Pennsylvania,"25,893",Philadelphia,"$27,811",39.992562,-75.13732
19134,Urban,Philadelphia,Pennsylvania,"59,590",Philadelphia,"$37,821",39.994662,-75.107969
19135,Urban,Philadelphia,Pennsylvania,"36,304",Philadelphia,"$46,311",40.02211,-75.048534
19136,Urban,Philadelphia,Pennsylvania,"37,193",Philadelphia,"$56,752",40.044661,-75.020665
19137,Urban,Philadelphia,Pennsylvania,"8,470",Philadelphia,"$52,034",39.993169,-75.072044
19138,Urban,Philadelphia,Pennsylvania,"33,197",Philadelphia,"$44,455",40.056261,-75.16117
19139,Urban,Philadelphia,Pennsylvania,"45,642",Philadelphia,"$32,531",39.961352,-75.229334
19140,Urban,Philadelphia,Pennsylvania,"54,831",Philadelphia,"$27,006",40.014861,-75.128302
19141,Urban,Philadelphia,Pennsylvania,"33,641",Philadelphia,"$34,651",40.037575,-75.145697
19142,Urban,Philadelphia,Pennsylvania,"29,993",Philadelphia,"$37,621",39.921746,-75.233277
