zip,ruca,city,state_name,population,county,median_household_income,latitude,longitude
45166,Suburban,Reesville,Ohio,69,Clinton,,39.480543,-83.677197
45167,Urban,Ripley,Ohio,"3,416",Brown,"$59,886",38.758164,-83.822146
45168,Suburban,Russellville,Ohio,"1,295",Brown,"$66,518",38.84798,-83.767404
45169,Suburban,Sabina,Ohio,"4,432",Clinton,"$52,818",39.48867,-83.63687
45171,Suburban,Sardinia,Ohio,"5,324",Brown,"$58,980",39.005468,-83.799563
45172,Suburban,Sinking Spring,Ohio,294,Highland,"$92,986",39.07382,-83.385303
45174,Urban,Terrace Park,Ohio,"2,023",Hamilton,"$183,352",39.15923,-84.30716
45176,Suburban,Williamsburg,Ohio,"10,250",Clermont,"$55,097",39.013595,-84.050406
45177,Urban,Wilmington,Ohio,"22,011",Clinton,"$54,792",39.444985,-83.824424
45202,Urban,Cincinnati,Ohio,"15,293",Hamilton,"$80,178",39.109356,-84.502584
45203,Urban,Cincinnati,Ohio,"2,828",Hamilton,"$29,514",39.10886,-84.531993
45204,Urban,Cincinnati,Ohio,"6,680",Hamilton,"$35,564",39.106537,-84.553193
45205,Urban,Cincinnati,Ohio,"18,314",Hamilton,"$31,241",39.11161,-84.577994
45206,Urban,Cincinnati,Ohio,"10,231",Hamilton,"$45,530",39.12616,-84.482642
45207,Urban,Cincinnati,Ohio,"7,363",Hamilton,"$39,384",39.14311,-84.468842
45208,Urban,Cincinnati,Ohio,"18,317",Hamilton,"$125,347",39.13786,-84.434891
45209,Urban,Cincinnati,Ohio,"10,692",Hamilton,"$77,845",39.153022,-84.426671
45211,Urban,Cincinnati,Ohio,"37,399",Hamilton,"$46,736",39.158409,-84.602646
45212,Urban,Cincinnati,Ohio,"21,424",Hamilton,"$49,465",39.16419,-84.452189
45213,Urban,Cincinnati,Ohio,"11,795",Hamilton,"$63,071",39.180214,-84.420441
45214,Urban,Cincinnati,Ohio,"9,536",Hamilton,"$22,955",39.115007,-84.534356
45215,Urban,Cincinnati,Ohio,"31,022",Hamilton,"$63,548",39.235279,-84.461949
45216,Urban,Cincinnati,Ohio,"9,209",Hamilton,"$41,780",39.200309,-84.485893
45217,Urban,Cincinnati,Ohio,"6,317",Hamilton,"$55,000",39.166109,-84.495893
45218,Urban,Cincinnati,Ohio,"3,913",Hamilton,"$69,625",39.263764,-84.518217
45219,Urban,Cincinnati,Ohio,"19,436",Hamilton,"$32,800",39.12851,-84.515191
45220,Urban,Cincinnati,Ohio,"14,375",Hamilton,"$45,605",39.145559,-84.520093
45223,Urban,Cincinnati,Ohio,"12,237",Hamilton,"$45,105",39.17081,-84.549528
45224,Urban,Cincinnati,Ohio,"21,504",Hamilton,"$50,339",39.199058,-84.525094
45225,Urban,Cincinnati,Ohio,"9,899",Hamilton,"$17,722",39.144309,-84.548944
45226,Urban,Cincinnati,Ohio,"5,973",Hamilton,"$91,023",39.110111,-84.43088
45227,Urban,Cincinnati,Ohio,"18,874",Hamilton,"$60,471",39.153872,-84.385808
45229,Urban,Cincinnati,Ohio,"13,997",Hamilton,"$31,063",39.153559,-84.490043
45230,Urban,Cincinnati,Ohio,"27,628",Hamilton,"$78,447",39.071262,-84.37584
45231,Urban,Cincinnati,Ohio,"42,808",Hamilton,"$60,853",39.247498,-84.53483
45232,Urban,Cincinnati,Ohio,"8,080",Hamilton,"$22,033",39.181109,-84.51166
45233,Urban,Cincinnati,Ohio,"15,024",Hamilton,"$94,950",39.110994,-84.659396
45236,Urban,Cincinnati,Ohio,"24,349",Hamilton,"$72,615",39.210001,-84.395046
45237,Urban,Cincinnati,Ohio,"21,669",Hamilton,"$41,784",39.19069,-84.447342
45238,Urban,Cincinnati,Ohio,"48,218",Hamilton,"$56,978",39.109209,-84.610845
45239,Urban,Cincinnati,Ohio,"29,208",Hamilton,"$53,142",39.203625,-84.580623
45240,Urban,Cincinnati,Ohio,"28,312",Hamilton,"$62,350",39.284509,-84.529331
45241,Urban,Cincinnati,Ohio,"23,270",Hamilton,"$90,270",39.263837,-84.409191
45242,Urban,Cincinnati,Ohio,"21,992",Hamilton,"$106,629",39.244659,-84.345489
45243,Urban,Cincinnati,Ohio,"16,278",Hamilton,"$151,371",39.18481,-84.344758
45244,Urban,Cincinnati,Ohio,"28,109",Hamilton,"$96,215",39.119102,-84.350974
45245,Urban,Cincinnati,Ohio,"20,880",Clermont,"$65,271",39.059266,-84.276304
45246,Urban,Cincinnati,Ohio,"13,530",Hamilton,"$63,571",39.283858,-84.474394
45247,Urban,Cincinnati,Ohio,"23,246",Hamilton,"$87,750",39.220761,-84.641752
45248,Urban,Cincinnati,Ohio,"24,006",Hamilton,"$74,659",39.165158,-84.662509
45249,Urban,Cincinnati,Ohio,"14,131",Hamilton,"$96,578",39.269226,-84.330686
45251,Urban,Cincinnati,Ohio,"20,940",Hamilton,"$68,287",39.267157,-84.599285
45252,Urban,Cincinnati,Ohio,"5,111",Hamilton,"$97,017",39.272557,-84.632143
45255,Urban,Cincinnati,Ohio,"21,752",Hamilton,"$74,940",39.058412,-84.339639
45267,Urban,Cincinnati,Ohio,4,Hamilton,,39.166759,-84.53822
45301,Urban,Alpha,Ohio,276,Greene,"$98,684",39.71173,-84.02327
45302,Rural,Anna,Ohio,"4,601",Shelby,"$79,599",40.407239,-84.203271
45303,Suburban,Ansonia,Ohio,"2,209",Darke,"$60,403",40.214675,-84.653188
45304,Suburban,Arcanum,Ohio,"7,315",Darke,"$61,793",39.99005,-84.55329
45305,Urban,Bellbrook,Ohio,"11,048",Greene,"$107,718",39.63562,-84.07077
45306,Rural,Botkins,Ohio,"2,303",Shelby,"$71,850",40.46783,-84.1805
45307,Suburban,Bowersville,Ohio,299,Greene,"$49,375",39.58062,-83.72492
45308,Suburban,Bradford,Ohio,"4,629",Darke,"$61,097",40.13227,-84.43078
45309,Urban,Brookville,Ohio,"11,680",Montgomery,"$67,465",39.83672,-84.41134
45310,Rural,Burkettsville,Ohio,218,Mercer,"$72,321",40.354106,-84.643532
45311,Suburban,Camden,Ohio,"6,335",Preble,"$59,898",39.640948,-84.647001
45312,Suburban,Casstown,Ohio,"1,068",Miami,"$66,071",40.066567,-84.08161
45314,Suburban,Cedarville,Ohio,"6,300",Greene,"$79,095",39.747459,-83.759973
45315,Urban,Clayton,Ohio,"4,121",Montgomery,"$85,526",39.854454,-84.340345
45316,Suburban,Clifton,Ohio,128,Clark,"$74,375",39.797001,-83.8256
45317,Suburban,Conover,Ohio,"1,080",Champaign,"$100,266",40.137029,-84.046873
45318,Suburban,Covington,Ohio,"5,254",Miami,"$56,137",40.11727,-84.35384
45319,Urban,Donnelsville,Ohio,313,Clark,"$62,250",39.918936,-83.944909
45320,Suburban,Eaton,Ohio,"15,508",Preble,"$57,142",39.77485,-84.674889
45321,Suburban,Eldorado,Ohio,"1,139",Preble,"$59,000",39.872177,-84.681067
45322,Urban,Englewood,Ohio,"21,494",Montgomery,"$64,820",39.877005,-84.331945
45323,Urban,Enon,Ohio,"5,114",Clark,"$70,750",39.857967,-83.933431
45324,Urban,Fairborn,Ohio,"40,944",Greene,"$55,779",39.82089,-84.01938
45325,Suburban,Farmersville,Ohio,"2,521",Montgomery,"$73,824",39.6795,-84.42911
45326,Suburban,Fletcher,Ohio,"1,316",Miami,"$76,464",40.144491,-84.100988
45327,Suburban,Germantown,Ohio,"9,000",Montgomery,"$79,703",39.62876,-84.403005
45328,Suburban,Gettysburg,Ohio,561,Darke,"$51,806",40.114729,-84.493439
45330,Suburban,Gratis,Ohio,859,Preble,"$68,333",39.64783,-84.52717
45331,Urban,Greenville,Ohio,"22,354",Darke,"$49,277",40.156478,-84.649068
45332,Suburban,Hollansburg,Ohio,664,Darke,"$39,957",39.993964,-84.783714
45333,Suburban,Houston,Ohio,"1,701",Shelby,"$83,889",40.248489,-84.345612
45334,Suburban,Jackson Center,Ohio,"2,048",Shelby,"$58,750",40.434921,-84.058495
45335,Suburban,Jamestown,Ohio,"6,996",Greene,"$71,073",39.674084,-83.766709
45336,Rural,Kettlersville,Ohio,85,Shelby,"$60,000",40.441325,-84.262602
45337,Suburban,Laura,Ohio,"1,874",Miami,"$77,083",39.985177,-84.399364
45338,Suburban,Lewisburg,Ohio,"4,741",Preble,"$58,185",39.780916,-84.567331
45339,Suburban,Ludlow Falls,Ohio,"1,189",Miami,"$77,045",40.005764,-84.351781
45340,Suburban,Maplewood,Ohio,326,Shelby,"$61,250",40.364305,-84.056464
45341,Urban,Medway,Ohio,"3,736",Clark,"$45,111",39.878918,-84.021827
45342,Urban,Miamisburg,Ohio,"36,087",Montgomery,"$70,855",39.641658,-84.27464
45344,Urban,New Carlisle,Ohio,"16,606",Clark,"$63,317",39.959249,-83.986855
45345,Suburban,New Lebanon,Ohio,"6,555",Montgomery,"$65,234",39.74533,-84.38495
45346,Suburban,New Madison,Ohio,"2,192",Darke,"$61,759",39.982103,-84.705736
45347,Urban,New Paris,Ohio,"4,047",Preble,"$57,266",39.85699,-84.79329
45348,Rural,New Weston,Ohio,818,Darke,"$81,875",40.316833,-84.633911
45349,Suburban,North Hampton,Ohio,314,Clark,"$71,250",39.989309,-83.938933
45350,Rural,North Star,Ohio,59,Darke,"$113,750",40.324339,-84.57374
45351,Rural,Osgood,Ohio,346,Darke,"$86,458",40.340616,-84.496342
45352,Suburban,Palestine,Ohio,217,Darke,"$46,875",40.050323,-84.745706
45353,Urban,Pemberton,Ohio,197,Shelby,"$58,269",40.29522,-84.032272
45354,Suburban,Phillipsburg,Ohio,656,Montgomery,"$54,911",39.905385,-84.402785
45356,Urban,Piqua,Ohio,"24,779",Miami,"$53,317",40.123618,-84.228811
45358,Suburban,Pitsburg,Ohio,300,Darke,"$55,000",39.987043,-84.486582
45359,Suburban,Pleasant Hill,Ohio,"1,903",Miami,"$63,281",40.050483,-84.348699
45360,Suburban,Port Jefferson,Ohio,438,Shelby,"$36,429",40.330713,-84.092589
45361,Suburban,Potsdam,Ohio,302,Miami,"$51,875",39.963492,-84.414484
45362,Rural,Rossburg,Ohio,"1,216",Darke,"$57,743",40.287621,-84.637078
45363,Suburban,Russia,Ohio,"1,680",Shelby,"$79,474",40.23449,-84.40939
45365,Urban,Sidney,Ohio,"29,325",Shelby,"$63,775",40.293558,-84.209198
45368,Suburban,South Charleston,Ohio,"4,215",Clark,"$62,797",39.854349,-83.66528
45369,Suburban,South Vienna,Ohio,"4,206",Clark,"$75,900",39.957723,-83.614481
45370,Suburban,Spring Valley,Ohio,"3,080",Greene,"$123,036",39.608285,-84.025972
45371,Urban,Tipp City,Ohio,"22,175",Miami,"$79,567",39.941967,-84.16626
45372,Suburban,Tremont City,Ohio,299,Clark,"$49,643",40.013871,-83.83325
45373,Urban,Troy,Ohio,"37,211",Miami,"$74,214",40.062621,-84.226398
45377,Urban,Vandalia,Ohio,"14,614",Montgomery,"$71,034",39.89061,-84.19883
45378,Suburban,Verona,Ohio,497,Preble,"$52,500",39.90339,-84.48551
45380,Suburban,Versailles,Ohio,"5,852",Darke,"$76,390",40.25304,-84.523891
45381,Suburban,West Alexandria,Ohio,"5,692",Preble,"$68,889",39.750097,-84.537597
45382,Suburban,West Manchester,Ohio,"1,124",Preble,"$71,923",39.88133,-84.621617
45383,Urban,West Milton,Ohio,"6,325",Miami,"$55,462",39.96255,-84.328
45384,Urban,Wilberforce,Ohio,"2,348",Greene,"$80,455",39.712811,-83.878088
45385,Urban,Xenia,Ohio,"39,178",Greene,"$63,150",39.684731,-83.90813
45387,Suburban,Yellow Springs,Ohio,"5,399",Greene,"$72,206",39.80645,-83.88687
45388,Rural,Yorkshire,Ohio,755,Darke,"$104,042",40.321853,-84.484466
45389,Rural,Christiansburg,Ohio,499,Champaign,"$66,023",40.0564,-84.025444
45390,Suburban,Union City,Ohio,"3,202",Darke,"$53,717",40.211787,-84.758818
45402,Urban,Dayton,Ohio,"10,447",Montgomery,"$37,566",39.756658,-84.181639
45403,Urban,Dayton,Ohio,"13,523",Montgomery,"$32,750",39.764658,-84.150738
45404,Urban,Dayton,Ohio,"10,715",Montgomery,"$32,397",39.794958,-84.163589
45405,Urban,Dayton,Ohio,"19,363",Montgomery,"$36,177",39.789857,-84.217391
45406,Urban,Dayton,Ohio,"19,830",Montgomery,"$35,294",39.782457,-84.239391
45409,Urban,Dayton,Ohio,"16,224",Montgomery,"$71,831",39.723809,-84.185439
45410,Urban,Dayton,Ohio,"16,442",Montgomery,"$39,018",39.748008,-84.156938
45414,Urban,Dayton,Ohio,"20,392",Montgomery,"$47,438",39.805957,-84.199737
45415,Urban,Dayton,Ohio,"13,119",Montgomery,"$65,948",39.834756,-84.252292
45416,Urban,Dayton,Ohio,"4,873",Montgomery,"$53,920",39.801057,-84.257792
45417,Urban,Dayton,Ohio,"28,059",Montgomery,"$30,822",39.75344,-84.245841
45419,Urban,Dayton,Ohio,"16,262",Montgomery,"$81,413",39.713376,-84.167179
45420,Urban,Dayton,Ohio,"24,249",Montgomery,"$50,835",39.717059,-84.134172
45423,Urban,Dayton,Ohio,0,Montgomery,,39.750471,-84.268593
45424,Urban,Dayton,Ohio,"50,798",Montgomery,"$71,610",39.835257,-84.112288
45426,Urban,Dayton,Ohio,"13,933",Montgomery,"$39,647",39.798187,-84.321119
45428,Urban,Dayton,Ohio,285,Montgomery,,39.746656,-84.259292
45429,Urban,Dayton,Ohio,"26,618",Montgomery,"$71,082",39.684059,-84.163337
45430,Urban,Dayton,Ohio,"6,910",Greene,"$89,874",39.709159,-84.104836
45431,Urban,Dayton,Ohio,"26,630",Greene,"$73,134",39.764189,-84.076154
45432,Urban,Dayton,Ohio,"14,786",Greene,"$71,260",39.739492,-84.085195
45433,Urban,Dayton,Ohio,"1,835",Greene,"$64,112",39.815235,-84.052634
45434,Urban,Dayton,Ohio,"12,371",Greene,"$127,354",39.721385,-84.031824
45435,Urban,Dayton,Ohio,130,Greene,,39.750471,-84.268593
45439,Urban,Dayton,Ohio,"12,235",Montgomery,"$47,475",39.699728,-84.219336
45440,Urban,Dayton,Ohio,"22,507",Greene,"$74,971",39.675548,-84.121086
45449,Urban,Dayton,Ohio,"18,946",Montgomery,"$50,506",39.665109,-84.24009
45458,Urban,Dayton,Ohio,"36,487",Montgomery,"$98,558",39.606209,-84.169519
45459,Urban,Dayton,Ohio,"27,616",Montgomery,"$77,802",39.646371,-84.171733
45469,Urban,Dayton,Ohio,293,Montgomery,,39.740509,-84.178939
45501,Urban,Springfield,Ohio,0,Clark,,39.927059,-83.813228
45502,Suburban,Springfield,Ohio,"17,179",Clark,"$75,990",39.860825,-83.752812
45503,Urban,Springfield,Ohio,"32,669",Clark,"$50,971",39.963784,-83.77139
45504,Urban,Springfield,Ohio,"16,397",Clark,"$57,188",39.946846,-83.867291
45505,Urban,Springfield,Ohio,"20,464",Clark,"$39,601",39.906009,-83.7482
45506,Urban,Springfield,Ohio,"13,624",Clark,"$43,410",39.907948,-83.836862
45601,Urban,Chillicothe,Ohio,"56,915",Ross,"$51,015",39.337384,-82.991332
45612,Suburban,Bainbridge,Ohio,"4,335",Ross,"$48,309",39.244298,-83.219712
45613,Suburban,Beaver,Ohio,"3,082",Pike,"$39,010",39.03063,-82.82434
45614,Suburban,Bidwell,Ohio,"4,897",Gallia,"$62,163",38.92307,-82.276201
45616,Suburban,Blue Creek,Ohio,"1,734",Adams,"$48,875",38.77757,-83.33019
45617,Suburban,Bourneville,Ohio,0,Ross,,39.280388,-83.158991
45618,Suburban,Cherry Fork,Ohio,0,Adams,,38.885494,-83.616413
45619,Urban,Chesapeake,Ohio,"7,364",Lawrence,"$64,242",38.482955,-82.450548
45620,Suburban,Cheshire,Ohio,694,Gallia,"$66,569",38.960269,-82.141796
45621,Urban,Coalton,Ohio,389,Jackson,"$39,005",39.11368,-82.61127
45622,Suburban,Creola,Ohio,326,Vinton,,39.354339,-82.503012
45623,Suburban,Crown City,Ohio,"3,408",Gallia,"$55,461",38.59092,-82.28293
45624,Suburban,Cynthiana,Ohio,0,Pike,,39.17368,-83.34852
45628,Suburban,Frankfort,Ohio,"5,438",Ross,"$69,801",39.387165,-83.182591
45629,Suburban,Franklin Furnace,Ohio,"3,009",Scioto,"$52,031",38.650439,-82.802128
45630,Suburban,Friendship,Ohio,467,Scioto,,38.699141,-83.091559
45631,Urban,Gallipolis,Ohio,"13,288",Gallia,"$45,822",38.793762,-82.2692
45634,Rural,Hamden,Ohio,"1,873",Vinton,"$43,235",39.178317,-82.503194
45636,Suburban,Haverhill,Ohio,271,Scioto,"$82,163",38.5848,-82.83211
45638,Urban,Ironton,Ohio,"21,081",Lawrence,"$44,956",38.53675,-82.68294
45640,Urban,Jackson,Ohio,"15,732",Jackson,"$54,760",39.03738,-82.628954
45642,Suburban,Jasper,Ohio,0,Pike,,39.047033,-83.054463
45644,Suburban,Kingston,Ohio,"4,617",Ross,"$61,722",39.424824,-82.862234
45645,Suburban,Kitts Hill,Ohio,"2,963",Lawrence,"$43,704",38.562503,-82.545723
45646,Suburban,Latham,Ohio,599,Pike,,39.081031,-83.312422
45647,Suburban,Londonderry,Ohio,"2,811",Vinton,"$60,754",39.292098,-82.795487
45648,Suburban,Lucasville,Ohio,"11,507",Scioto,"$53,566",38.888422,-82.98132
45650,Suburban,Lynx,Ohio,421,Adams,"$91,250",38.73906,-83.42617
45651,Rural,McArthur,Ohio,"5,304",Vinton,"$54,974",39.280013,-82.47532
45652,Suburban,McDermott,Ohio,"3,497",Scioto,"$29,738",38.852654,-83.135398
45653,Suburban,Minford,Ohio,"3,487",Scioto,"$56,989",38.85896,-82.86212
45654,Suburban,New Plymouth,Ohio,884,Vinton,"$47,154",39.332256,-82.379663
45656,Suburban,Oak Hill,Ohio,"6,729",Jackson,"$50,432",38.89396,-82.5735
45657,Suburban,Otway,Ohio,"1,496",Scioto,"$55,663",38.875128,-83.159778
45658,Suburban,Patriot,Ohio,"2,754",Gallia,"$59,306",38.765791,-82.390542
45659,Suburban,Pedro,Ohio,"2,788",Lawrence,"$37,990",38.674554,-82.614563
45660,Rural,Peebles,Ohio,"7,611",Adams,"$41,067",38.94896,-83.40575
45661,Suburban,Piketon,Ohio,"7,042",Pike,"$46,679",39.043707,-83.12101
45662,Urban,Portsmouth,Ohio,"27,538",Scioto,"$36,286",38.793214,-82.930576
45663,Suburban,West Portsmouth,Ohio,"6,359",Scioto,"$37,169",38.749539,-83.133477
45669,Urban,Proctorville,Ohio,"9,763",Lawrence,"$59,534",38.49585,-82.364902
45671,Suburban,Rarden,Ohio,348,Scioto,"$43,750",38.957722,-83.236465
45672,Suburban,Ray,Ohio,"1,252",Vinton,,39.230553,-82.66956
45673,Suburban,Richmond Dale,Ohio,337,Ross,"$31,974",39.20201,-82.81378
45674,Suburban,Rio Grande,Ohio,956,Gallia,"$53,542",38.881447,-82.378213
45677,Suburban,Scioto Furnace,Ohio,56,Scioto,,38.794115,-82.755455
45678,Suburban,Scottown,Ohio,"1,051",Lawrence,"$45,268",38.598567,-82.385511
45679,Suburban,Seaman,Ohio,"2,763",Adams,"$43,750",38.957941,-83.535617
45680,Urban,South Point,Ohio,"12,458",Lawrence,"$43,070",38.41786,-82.58627
45681,Suburban,South Salem,Ohio,"1,575",Ross,"$53,672",39.328523,-83.242873
45682,Suburban,South Webster,Ohio,"1,977",Scioto,"$37,083",38.819687,-82.727978
45684,Suburban,Stout,Ohio,"1,823",Adams,"$47,237",38.663964,-83.379076
45685,Suburban,Thurman,Ohio,"1,629",Jackson,,38.870525,-82.406298
45686,Suburban,Vinton,Ohio,"3,704",Gallia,"$46,222",38.961601,-82.345709
45688,Rural,Waterloo,Ohio,308,Lawrence,"$36,875",38.719009,-82.535141
45690,Suburban,Waverly,Ohio,"13,873",Pike,"$48,484",39.12674,-82.98546
45692,Urban,Wellston,Ohio,"8,367",Jackson,"$47,639",39.116467,-82.553489
45693,Suburban,West Union,Ohio,"8,911",Adams,"$45,741",38.82346,-83.504048
45694,Urban,Wheelersburg,Ohio,"12,593",Scioto,"$57,239",38.7383,-82.84206
45695,Suburban,Wilkesville,Ohio,765,Vinton,"$42,795",39.141589,-82.36824
45696,Suburban,Willow Wood,Ohio,741,Lawrence,"$31,786",38.590602,-82.456062
45697,Suburban,Winchester,Ohio,"6,051",Adams,"$68,985",38.9163,-83.580733
45698,Suburban,Zaleski,Ohio,460,Vinton,"$56,250",39.283031,-82.397708
45699,Suburban,Lucasville,Ohio,"1,337",Scioto,,38.793335,-82.96046
45701,Urban,Athens,Ohio,"34,895",Athens,"$45,392",39.339279,-82.013803
45710,Suburban,Albany,Ohio,"5,142",Meigs,"$65,104",39.240816,-82.177096
45711,Suburban,Amesville,Ohio,"1,040",Athens,"$52,356",39.410743,-81.936397
45714,Urban,Belpre,Ohio,"9,127",Washington,"$53,327",39.27396,-81.5729
45715,Suburban,Beverly,Ohio,"2,433",Morgan,"$43,030",39.54785,-81.63957
45716,Suburban,Buchtel,Ohio,457,Athens,"$40,417",39.46201,-82.18181
45719,Suburban,Chauncey,Ohio,744,Athens,"$30,985",39.400154,-82.130241
45720,Suburban,Chester,Ohio,0,Meigs,,39.085629,-81.921443
45721,Suburban,Coal Run,Ohio,33,Washington,,39.565488,-81.584377
45723,Suburban,Coolville,Ohio,"3,631",Athens,"$54,912",39.246862,-81.830623
45724,Suburban,Cutler,Ohio,"2,382",Washington,"$58,160",39.35424,-81.79013
45727,Suburban,Dexter City,Ohio,781,Noble,"$30,927",39.65785,-81.47207
45729,Suburban,Fleming,Ohio,"1,909",Washington,"$79,821",39.39174,-81.61068
45732,Suburban,Glouster,Ohio,"4,309",Athens,"$43,210",39.475277,-82.063319
45734,Suburban,Graysville,Ohio,320,Monroe,"$28,393",39.663015,-81.182232
45735,Suburban,Guysville,Ohio,"1,444",Athens,"$45,042",39.249339,-81.922005
45739,Suburban,Hockingport,Ohio,45,Athens,,39.197888,-81.744573
45740,Suburban,Jacksonville,Ohio,322,Athens,"$39,792",39.478091,-82.076656
45741,Suburban,Langsville,Ohio,412,Meigs,"$2,499",39.069673,-82.24991
45742,Suburban,Little Hocking,Ohio,"3,233",Washington,"$77,838",39.26063,-81.69985
45743,Suburban,Long Bottom,Ohio,"1,218",Meigs,"$47,692",39.071167,-81.839685
45744,Suburban,Lowell,Ohio,"2,338",Washington,"$50,781",39.538823,-81.47884
45745,Suburban,Lower Salem,Ohio,"1,370",Noble,"$44,276",39.561107,-81.39676
45746,Suburban,Macksburg,Ohio,259,Washington,"$35,577",39.6323,-81.45651
45750,Urban,Marietta,Ohio,"26,695",Washington,"$50,382",39.413446,-81.351051
45760,Suburban,Middleport,Ohio,"3,730",Meigs,"$40,399",39.00175,-82.04875
45761,Suburban,Millfield,Ohio,"1,325",Athens,"$36,908",39.379936,-82.088793
45764,Suburban,Nelsonville,Ohio,"7,917",Hocking,"$48,537",39.45868,-82.23182
45766,Suburban,New Marshfield,Ohio,"1,189",Athens,"$44,006",39.32507,-82.21793
45767,Suburban,New Matamoras,Ohio,"2,725",Washington,"$48,377",39.523303,-81.064116
45768,Suburban,Newport,Ohio,"1,597",Washington,"$72,155",39.393315,-81.225093
45769,Suburban,Pomeroy,Ohio,"6,276",Meigs,"$45,845",39.07866,-82.069422
45770,Suburban,Portland,Ohio,912,Meigs,,38.981015,-81.812092
45771,Suburban,Racine,Ohio,"3,562",Meigs,"$45,677",38.984835,-81.892503
45772,Suburban,Reedsville,Ohio,"1,435",Meigs,"$52,750",39.13447,-81.835405
45773,Suburban,Reno,Ohio,142,Washington,,39.458516,-81.267304
45775,Suburban,Rutland,Ohio,"1,925",Meigs,"$56,552",39.090877,-82.148554
45776,Suburban,Shade,Ohio,896,Meigs,"$46,397",39.214673,-82.018739
45778,Suburban,Stewart,Ohio,936,Athens,"$39,750",39.362514,-81.906878
45779,Suburban,Syracuse,Ohio,760,Meigs,"$58,333",38.99758,-81.97403
45780,Urban,The Plains,Ohio,"2,791",Athens,"$49,950",39.36547,-82.13437
45782,Suburban,Trimble,Ohio,434,Athens,"$41,106",39.484517,-82.080528
45783,Suburban,Tuppers Plains,Ohio,236,Meigs,,39.168349,-81.842313
45784,Suburban,Vincent,Ohio,"3,365",Washington,"$64,271",39.367877,-81.665232
45786,Suburban,Waterford,Ohio,"2,797",Washington,"$54,549",39.538788,-81.639888
45788,Suburban,Whipple,Ohio,"1,003",Washington,"$71,830",39.5223,-81.41456
45789,Suburban,Wingett Run,Ohio,147,Washington,,39.544391,-81.245804
45801,Urban,Lima,Ohio,"21,788",Allen,"$41,216",40.772147,-84.0471
45804,Urban,Lima,Ohio,"14,962",Allen,"$38,329",40.709622,-84.061155
45805,Urban,Lima,Ohio,"23,726",Allen,"$58,180",40.733043,-84.169749
45806,Urban,Lima,Ohio,"11,265",Allen,"$74,391",40.654217,-84.150781
45807,Urban,Lima,Ohio,"11,761",Allen,"$70,270",40.795463,-84.138298
45808,Suburban,Beaverdam,Ohio,384,Allen,"$72,250",40.831419,-83.975831
45809,Suburban,Gomer,Ohio,83,Allen,"$101,250",40.84505,-84.18717
45810,Suburban,Ada,Ohio,"7,714",Hardin,"$54,653",40.7695,-83.82271
45812,Suburban,Alger,Ohio,"1,876",Hardin,"$38,984",40.679192,-83.795649
45813,Suburban,Antwerp,Ohio,"3,538",Paulding,"$61,458",41.186851,-84.727141
45814,Suburban,Arlington,Ohio,"2,753",Hancock,"$62,453",40.908204,-83.617612
45815,Rural,Belmore,Ohio,91,Putnam,"$61,750",41.153855,-83.941281
45816,Suburban,Benton Ridge,Ohio,593,Hancock,"$68,750",41.003087,-83.793147
45817,Suburban,Bluffton,Ohio,"6,236",Allen,"$75,313",40.89533,-83.88883
45819,Suburban,Buckland,Ohio,271,Auglaize,"$56,071",40.62408,-84.260275
45820,Suburban,Cairo,Ohio,723,Allen,"$61,625",40.830388,-84.085154
45821,Suburban,Cecil,Ohio,746,Paulding,"$61,324",41.223404,-84.571519
45822,Urban,Celina,Ohio,"19,290",Mercer,"$62,118",40.556645,-84.628714
45826,Rural,Chickasaw,Ohio,297,Mercer,"$71,250",40.43699,-84.49329
45827,Rural,Cloverdale,Ohio,"2,002",Putnam,"$80,139",41.003391,-84.298718
45828,Suburban,Coldwater,Ohio,"6,866",Mercer,"$74,605",40.476443,-84.68752
45830,Rural,Columbus Grove,Ohio,"5,332",Putnam,"$71,767",40.97793,-84.15053
45831,Suburban,Continental,Ohio,"3,706",Putnam,"$64,833",41.104335,-84.236754
45832,Suburban,Convoy,Ohio,"3,207",Van Wert,"$67,581",40.896997,-84.716607
45833,Suburban,Delphos,Ohio,"10,816",Allen,"$60,997",40.794444,-84.311596
45835,Suburban,Dola,Ohio,473,Hardin,"$66,250",40.761389,-83.702404
45836,Suburban,Dunkirk,Ohio,"1,417",Hardin,"$54,063",40.78922,-83.64326
45838,Suburban,Elgin,Ohio,100,Van Wert,"$78,375",40.74255,-84.47579
45840,Urban,Findlay,Ohio,"54,624",Hancock,"$57,370",41.015219,-83.664786
45841,Suburban,Jenera,Ohio,936,Hancock,"$70,720",40.885048,-83.722963
45843,Suburban,Forest,Ohio,"3,733",Hardin,"$60,745",40.80172,-83.51048
45844,Rural,Fort Jennings,Ohio,"2,808",Putnam,"$80,652",40.922538,-84.295652
45845,Suburban,Fort Loramie,Ohio,"3,062",Shelby,"$67,917",40.35144,-84.37384
45846,Rural,Fort Recovery,Ohio,"4,453",Mercer,"$81,862",40.452405,-84.7169
45848,Suburban,Glandorf,Ohio,99,Putnam,"$68,438",41.096421,-84.112031
45849,Suburban,Grover Hill,Ohio,991,Paulding,"$62,250",41.032277,-84.479422
45850,Suburban,Harrod,Ohio,"3,652",Allen,"$71,681",40.70644,-83.92133
45851,Suburban,Haviland,Ohio,623,Paulding,"$82,708",41.03321,-84.60076
