zip,15_min,30_min,45_min,60_min
12860,0,1,3,5
12861,1,2,4,8
12862,0,0,3,7
12863,2,11,15,21
12864,0,0,0,6
12865,0,3,7,20
12866,1,11,16,21
12870,0,1,3,6
12871,1,9,15,21
12872,0,1,2,6
12873,0,3,10,21
12874,0,1,4,5
12878,2,3,9,17
12883,1,1,5,8
12884,1,9,15,21
12885,0,3,7,13
12886,0,0,4,7
12887,0,2,5,10
12901,2,3,4,6
12903,2,3,4,6
12910,1,2,4,4
12911,1,3,3,5
12912,0,2,5,5
12913,0,0,2,5
12914,0,2,3,4
12915,0,1,4,6
12916,1,2,3,5
12917,1,1,2,4
12918,1,1,4,5
12919,0,2,2,4
12920,0,1,2,5
12921,1,2,4,4
12922,0,0,1,5
12923,0,2,3,6
12924,0,2,5,5
12926,1,1,2,4
12927,0,0,1,6
12928,0,1,2,6
12929,1,2,4,5
12930,0,2,3,5
12932,0,0,3,5
12933,0,2,3,5
12934,0,2,3,6
12935,1,2,4,5
12936,0,3,4,6
12937,0,2,3,5
12939,0,0,1,5
12941,0,0,2,5
12942,0,0,3,5
12943,0,0,3,4
12944,0,2,4,5
12945,0,0,3,6
12946,0,0,4,6
12950,0,3,3,6
12952,0,2,4,6
12953,1,2,4,7
12955,0,2,4,6
12956,0,1,4,7
12957,1,3,3,5
12958,0,2,4,4
12959,0,2,4,4
12960,1,1,4,7
12961,1,1,4,7
12962,1,3,4,5
12964,0,1,3,4
12965,0,3,4,5
12966,1,2,3,5
12967,1,3,4,5
12969,1,1,4,6
12970,0,0,1,4
12972,1,2,4,5
12973,0,0,1,3
12974,0,2,4,7
12975,1,3,3,5
12976,0,0,2,5
12977,0,0,3,6
12978,0,2,4,6
12979,0,2,2,4
12980,0,1,3,5
12981,1,1,4,6
12983,0,0,2,6
12985,1,3,4,5
12986,0,0,2,7
12987,0,0,3,5
12989,0,0,2,6
12992,1,2,4,4
12993,0,1,3,5
12996,0,1,4,4
12997,0,0,2,5
12998,0,1,4,7
13020,0,7,14,24
13021,3,13,19,31
13024,3,14,19,31
13026,0,3,11,21
13027,8,11,17,29
13028,3,8,13,20
13029,6,10,17,25
13030,6,11,17,23
13031,7,13,18,28
13032,4,10,15,24
13033,1,10,14,23
13034,2,8,17,25
13035,1,7,14,21
13036,3,8,12,19
13037,2,8,15,22
13039,6,10,16,26
13040,1,2,10,23
13041,6,10,16,27
13042,3,8,13,19
13044,2,9,13,19
13045,1,8,18,27
13051,1,6,14,24
13052,0,6,13,23
13053,2,3,12,21
13054,2,8,12,18
13057,6,11,18,25
13060,3,8,15,22
13061,0,2,11,18
13062,2,9,18,25
13063,1,7,15,23
13065,2,5,16,27
13066,6,11,17,27
13068,2,3,14,21
13069,6,10,16,27
13071,0,4,9,23
13072,0,4,15,21
13073,2,4,15,22
13074,2,7,12,22
13076,3,7,12,19
13077,1,5,15,26
13078,5,10,18,27
13080,3,9,15,23
13081,0,4,10,21
13082,3,8,13,20
13083,0,5,12,15
13084,2,8,15,23
13087,1,5,14,25
13088,7,11,17,27
13090,7,11,17,27
13092,1,5,15,24
13101,1,8,18,27
13102,2,2,15,21
13103,3,8,12,20
13104,5,11,17,26
13108,5,13,19,28
13110,2,9,14,25
13111,1,9,15,23
13112,3,9,14,23
13113,2,10,15,23
13114,3,7,13,18
13115,4,9,15,27
13116,6,12,17,27
13117,2,8,18,24
13118,0,4,10,22
13119,2,8,15,22
13120,5,10,18,26
13121,2,5,11,19
13122,0,6,13,23
13123,2,9,14,19
13124,0,2,8,17
13126,2,8,14,25
13131,1,7,13,18
13132,4,8,12,21
13134,1,7,13,20
13135,5,8,12,21
13136,0,2,8,17
13138,1,8,15,23
13140,2,9,16,23
13141,1,6,15,24
13142,0,3,10,14
13143,0,4,15,18
13144,0,7,12,15
13145,0,4,12,15
13146,2,9,17,24
13147,1,6,16,27
13148,4,12,23,28
13152,2,9,16,23
13153,2,8,15,24
13154,0,4,15,21
13155,0,1,5,18
13156,2,7,15,22
13157,2,8,14,19
13158,1,4,14,25
13159,0,7,14,24
13160,2,7,17,26
13162,2,8,14,19
13163,1,9,14,19
13164,7,12,18,28
13165,5,12,24,29
13166,2,11,17,23
13167,3,9,12,20
13202,6,12,18,27
13203,6,12,18,27
13204,6,12,18,28
13205,6,12,18,26
13206,6,11,18,26
13207,6,12,18,27
13208,6,12,18,26
13209,7,11,17,26
13210,7,12,18,27
13211,6,11,18,26
13212,7,10,17,26
13214,6,11,18,27
13215,5,11,20,27
13219,6,11,18,28
13224,6,11,18,26
13244,6,12,18,27
13290,6,12,18,27
13301,0,3,6,13
13302,0,5,13,17
13303,1,5,10,17
13304,2,5,8,17
13305,1,3,3,11
13308,2,7,13,19
13309,0,2,6,12
13310,0,3,9,15
13312,1,1,6,12
13313,0,7,10,17
13314,0,7,10,18
13315,0,3,8,12
13316,0,4,12,16
13317,2,5,14,24
13318,2,6,10,17
13319,5,6,15,20
13320,1,3,8,17
13321,5,6,15,21
13322,3,8,13,22
13323,5,7,14,21
13324,1,4,8,15
13325,0,2,5,13
13326,1,4,8,13
13327,1,3,3,10
13328,2,5,13,19
13329,0,4,8,13
13331,0,1,1,8
13332,0,3,12,19
13333,1,3,8,13
13334,0,1,10,18
13335,0,2,7,12
13337,0,3,7,12
13338,0,4,6,14
13339,1,5,12,22
13340,3,6,10,17
13342,0,2,7,13
13343,1,1,6,14
13345,1,1,7,13
13346,0,5,14,20
13348,0,2,7,11
13350,1,5,10,16
13352,1,4,8,16
13353,0,1,7,15
13354,3,5,10,19
13355,0,6,11,19
13357,2,5,11,17
13360,0,0,1,5
13361,2,5,11,14
13363,1,4,11,18
13364,0,7,10,18
13365,1,5,10,16
13367,1,2,4,13
13368,0,1,5,12
13402,1,7,14,19
13403,5,5,15,23
13404,1,3,5,14
13406,2,5,9,17
13407,2,5,11,17
13408,0,4,12,16
13409,1,6,13,19
13410,1,5,12,22
13411,1,2,9,19
13413,5,6,16,21
13415,0,2,7,12
13416,2,4,9,17
13417,5,6,16,21
13418,0,6,10,18
13420,0,0,1,8
13421,5,10,18,24
13424,5,6,15,23
13425,2,6,13,19
13428,1,5,15,23
13431,1,4,8,16
13433,0,2,8,14
13435,1,4,8,17
13436,0,0,0,1
13437,0,4,14,16
13438,0,5,6,17
13439,2,6,11,14
13440,4,7,13,23
13441,4,8,13,23
13450,1,3,8,16
13452,0,3,7,17
13454,1,5,8,18
13455,1,5,10,17
13456,5,7,15,20
13457,1,5,10,14
13459,2,5,14,23
13460,0,1,7,15
13461,4,10,17,23
13464,0,1,7,18
13468,1,2,8,13
13469,5,5,14,23
13470,0,5,9,21
13471,1,7,13,19
13472,0,1,4,9
13473,0,1,6,12
13475,2,6,11,19
13476,4,8,16,22
13477,4,8,16,22
13478,3,7,12,18
13480,1,5,10,19
13482,0,3,8,11
13483,0,6,14,16
13484,0,1,11,18
13485,0,6,10,19
13486,1,5,9,18
13488,1,3,6,15
13489,0,1,8,15
13490,4,5,12,20
13491,1,5,10,17
13492,5,6,16,21
13493,0,7,14,16
13494,0,3,6,14
13495,5,6,16,21
13501,4,6,15,21
13502,4,6,14,20
13601,2,3,6,15
13602,3,3,4,12
13603,2,3,5,12
13605,1,3,7,12
13606,2,3,6,12
13607,0,1,3,5
13608,0,3,5,5
13611,0,3,8,12
13612,3,3,6,15
13613,0,2,4,4
13614,0,1,3,6
13615,2,3,5,13
13616,2,3,3,9
13617,1,3,4,6
13618,0,2,2,7
13619,3,3,5,15
13620,1,3,4,12
13621,2,3,4,4
13622,2,2,3,7
13623,0,0,3,5
13624,0,2,3,5
13625,1,3,4,6
13626,3,3,3,14
13628,3,3,4,13
13630,0,2,3,6
13632,2,2,3,7
13633,0,1,3,6
13634,2,2,4,9
13635,0,2,5,7
13636,0,3,8,13
13637,2,3,3,7
13638,3,3,4,14
13639,0,0,4,6
13640,0,1,2,4
13641,0,2,2,4
13642,0,2,5,6
13643,3,3,4,13
13645,1,2,3,7
13646,0,1,4,6
13647,1,3,4,5
13648,0,2,5,6
13649,0,2,3,4
13650,0,3,7,12
13651,1,2,6,12
13652,0,2,3,7
13654,1,2,3,7
13655,0,2,3,4
13656,1,2,4,6
13658,2,3,3,5
13659,0,3,9,14
13660,1,3,3,4
13661,0,3,9,14
13662,2,4,4,4
13664,0,1,2,5
13665,2,3,5,10
13666,0,0,2,6
13667,2,3,4,4
13668,2,3,4,4
13669,1,3,4,7
13670,0,0,2,6
13672,1,2,4,4
13673,1,3,4,6
13674,0,4,9,15
13675,0,2,3,5
13676,1,3,4,4
13678,2,3,4,4
13679,0,1,3,5
13680,1,2,3,7
13681,0,2,3,6
13682,2,3,5,12
13683,0,2,3,5
13684,0,2,4,7
13685,1,2,4,9
13687,1,2,4,6
13690,0,0,2,6
13691,1,2,4,5
13692,0,2,2,4
13693,1,2,4,7
13694,0,3,3,4
13695,0,0,2,5
13696,1,2,4,4
13697,0,2,4,4
13699,1,2,3,7
13730,0,4,5,16
13731,0,1,7,15
13732,3,6,13,19
13733,0,1,4,8
13734,1,6,9,14
13736,0,5,8,19
13738,2,8,17,27
13739,0,1,3,9
13740,0,1,3,9
13743,0,6,9,16
13744,2,5,10,24
13746,1,4,7,16
13747,1,4,7,17
13748,2,4,12,19
13750,1,3,5,21
13751,1,3,5,18
13752,0,1,6,14
13753,1,1,5,17
13754,0,1,6,14
13755,0,1,5,15
13756,0,0,3,11
13757,1,1,4,8
13760,2,6,10,22
13774,0,0,3,13
13775,0,2,3,8
13776,0,2,3,11
13777,2,5,8,16
13778,0,4,6,19
13780,1,1,4,11
13782,0,1,5,15
13783,0,0,4,12
13784,2,4,11,18
13786,0,3,9,22
13787,1,3,5,12
13788,0,1,3,18
13790,2,6,12,20
13795,2,3,12,16
13796,1,3,7,15
13797,0,5,8,18
13801,1,3,8,20
13802,2,4,8,16
13803,1,5,11,22
13804,0,2,4,15
13806,1,1,4,7
13807,1,5,8,14
13808,0,2,5,12
13809,0,2,3,11
13810,0,3,7,11
13811,2,5,8,16
13812,1,5,10,14
13813,0,3,6,14
13814,1,2,12,19
13815,1,2,10,18
13820,2,4,9,23
13825,1,2,5,14
13826,0,3,8,13
13827,4,7,11,20
13830,1,1,5,12
13832,0,1,5,17
13833,2,3,7,13
13834,1,4,7,16
13835,1,4,9,19
13838,1,2,4,15
13839,0,2,5,14
13841,0,4,6,19
13842,0,1,3,16
13843,1,2,3,13
13844,0,1,6,18
13846,1,1,4,10
13847,0,2,5,13
13849,2,2,5,14
13850,2,6,11,18
13856,1,2,4,12
13859,1,2,5,13
13860,1,3,5,18
13861,2,5,9,22
13862,1,5,6,15
13863,0,4,8,20
13864,1,7,8,17
13865,0,2,7,14
13901,2,6,11,21
13902,2,6,11,20
13903,2,5,13,17
13904,2,3,11,19
13905,2,6,11,21
14001,5,11,15,21
14004,9,12,18,26
14005,2,10,19,23
14006,3,9,15,21
14008,1,9,12,18
14009,0,6,15,23
14011,2,10,18,24
14012,0,2,10,17
14013,2,11,17,21
14020,4,15,22,26
14024,0,1,10,21
14025,4,11,17,23
14026,8,12,16,24
14027,1,5,12,19
14028,1,8,11,17
14029,0,2,8,17
14030,1,5,16,22
14031,9,13,17,23
14032,9,12,17,23
14033,2,8,13,21
14034,1,5,14,18
14035,1,5,14,18
14036,1,10,17,23
14037,1,10,15,24
14039,1,3,15,23
14040,1,10,17,24
14041,0,4,11,19
14042,1,4,14,20
14043,8,12,15,24
14047,4,10,14,22
14048,1,4,17,23
14051,7,11,16,20
14052,2,10,15,22
14054,1,5,16,22
14055,1,6,14,20
14056,6,15,20,26
14057,4,10,15,22
14058,3,10,19,24
14059,7,12,17,25
14060,0,1,7,16
14061,0,5,11,19
14062,1,4,12,20
14063,2,5,18,22
14065,0,3,12,22
14066,1,3,17,25
14067,1,9,13,19
14068,8,12,15,21
14069,1,7,14,20
14070,1,4,12,19
14072,8,8,13,17
14075,6,11,15,22
14080,1,7,15,21
14081,0,3,9,17
14082,0,7,16,24
14083,0,8,15,24
14085,6,10,15,21
14086,8,12,17,25
14091,2,5,14,19
14092,6,8,13,16
14094,5,9,12,18
14098,0,3,11,18
14101,1,4,11,18
14102,3,11,14,23
14103,1,9,17,20
14105,2,10,13,20
14108,1,8,11,17
14109,6,8,12,15
14111,2,7,14,19
14112,5,10,15,21
14113,1,8,16,25
14120,8,10,14,18
14125,2,11,18,22
14126,1,7,11,17
14127,6,12,16,24
14129,0,4,13,19
14130,0,1,7,21
14131,3,7,10,14
14132,4,8,10,14
14134,1,5,14,22
14135,1,4,13,20
14136,1,4,11,20
14138,0,3,7,16
14139,1,9,15,23
14141,1,4,15,20
14143,2,8,19,24
14145,0,8,14,24
14150,8,11,14,20
14166,1,2,9,20
14167,1,8,17,25
14168,0,5,13,18
14169,2,10,14,23
14170,4,8,14,21
14171,1,4,12,19
14172,2,7,10,14
14173,1,5,15,22
14174,4,8,10,15
14201,8,10,13,20
14202,8,11,13,20
14203,8,11,13,20
14204,8,10,14,21
14206,8,11,15,21
14207,8,10,14,19
14208,8,10,14,21
14209,8,10,14,21
14210,8,11,14,21
14211,8,12,14,21
14212,8,11,14,21
14213,8,10,14,20
14214,8,11,14,21
14215,8,12,14,21
14216,8,10,14,20
14217,8,10,14,20
14218,7,12,15,23
14219,7,12,14,22
14220,8,12,14,21
14221,8,12,15,22
14222,8,10,14,21
14223,8,11,14,20
14224,8,11,15,22
14225,8,12,15,23
14226,8,12,15,21
14227,8,12,15,24
14228,8,10,14,19
14260,7,10,15,21
14261,8,11,14,20
14301,6,8,13,15
14302,6,8,13,15
14303,6,8,13,15
14304,7,8,14,17
14305,6,8,13,16
14411,1,3,15,19
14413,1,9,17,23
14414,2,11,15,25
14415,3,8,19,28
14416,2,10,18,24
14418,0,6,17,24
14420,2,9,15,23
14422,3,9,18,24
14423,2,11,17,25
14424,5,12,20,29
14425,8,12,19,29
14427,0,2,6,23
14428,4,11,16,25
14432,4,10,16,29
14433,0,4,15,22
14435,1,8,15,25
14437,1,3,13,26
14441,0,4,11,23
14445,8,13,16,26
14450,8,12,17,28
14453,9,14,17,29
14454,1,10,15,27
14456,5,11,25,30
14462,1,6,15,27
14463,3,7,17,28
14464,1,7,12,21
14466,1,9,16,25
14467,8,14,16,28
14468,6,10,17,24
14469,3,10,15,21
14470,2,7,17,23
14471,0,8,16,21
14472,5,10,16,22
14475,4,11,16,20
14476,2,7,15,21
14477,2,5,17,21
14478,0,5,14,23
14479,1,6,17,21
14480,1,11,16,27
14481,2,6,18,28
14482,3,10,18,25
14485,3,11,16,23
14486,2,10,17,25
14487,1,9,16,25
14489,5,15,22,30
14502,8,12,18,28
14504,5,10,14,29
14505,2,10,15,24
14506,6,11,15,20
14507,1,8,18,22
14510,2,4,16,27
14511,8,12,22,27
14512,0,2,14,20
14513,7,12,21,29
14514,8,12,20,26
14515,5,12,17,26
14516,0,2,14,20
14517,0,3,6,22
14519,7,11,18,25
14521,0,5,10,22
14522,4,10,14,26
14525,0,5,15,24
14526,8,12,17,27
14527,0,5,16,27
14529,0,2,8,18
14530,2,3,19,27
14532,4,8,17,28
14533,2,8,18,25
14534,7,14,17,30
14536,0,1,7,22
14537,5,10,15,27
14539,2,8,18,25
14541,2,7,16,26
14542,4,14,19,24
14543,5,11,16,24
14544,2,7,18,24
14545,1,6,14,27
14546,9,13,20,27
14548,5,11,13,26
14549,1,2,10,23
14550,1,3,18,26
14551,1,8,16,23
14555,1,9,17,20
14556,1,2,12,22
14557,2,8,18,24
14559,6,12,20,26
14560,0,5,17,24
14561,2,6,15,28
14564,10,12,18,31
14568,4,10,14,24
14569,1,4,18,25
14571,1,4,16,20
14572,0,2,8,18
14580,6,11,18,27
14585,4,11,16,22
14586,8,14,19,29
14588,1,7,13,27
14589,1,10,15,23
14590,0,3,14,18
14591,1,3,15,22
14592,2,9,19,25
14604,7,13,15,26
14605,7,13,15,26
14606,7,13,17,27
14607,7,13,15,27
14608,7,14,15,26
14609,7,13,15,28
14610,7,13,15,28
14611,7,14,15,27
14612,7,12,16,26
14613,7,12,15,25
14614,7,13,15,26
14615,7,12,15,26
14616,7,12,15,26
14617,7,12,15,25
14618,7,14,15,28
14619,7,14,15,28
14620,7,14,15,26
14621,7,13,15,26
14622,7,13,15,28
14623,8,14,16,29
14624,8,13,18,28
14625,7,13,16,27
14626,7,13,17,27
14627,7,14,15,26
14642,5,12,16,26
14701,3,6,14,22
14706,2,3,5,13
14707,0,3,4,10
14708,0,2,3,10
14709,0,1,6,10
14710,1,4,11,17
14711,0,0,6,10
14712,3,7,14,22
14714,0,1,5,11
14715,0,2,4,12
14716,1,2,10,20
14717,0,0,6,12
14718,1,2,10,20
14719,0,1,7,15
14720,3,6,14,23
14721,1,2,4,10
14722,0,3,7,14
14723,0,4,8,20
14724,0,5,10,13
14726,0,2,8,13
14727,0,1,4,10
14728,1,5,11,17
14729,1,4,12,19
14731,0,3,6,13
14732,1,4,9,19
14733,2,7,13,24
14735,0,1,5,17
14736,0,5,10,11
14737,0,3,10,18
14738,2,5,9,17
14739,0,3,5,14
14740,1,4,10,18
14741,1,3,8,18
14742,3,6,14,23
14743,2,3,11,20
14744,0,0,6,12
14747,1,5,9,18
14748,2,3,7,15
14750,3,6,14,22
14752,1,2,10,20
14753,2,3,6,12
14754,1,2,4,11
14755,0,3,7,13
14756,3,7,14,23
14757,0,3,8,13
14760,2,3,10,17
14767,2,6,10,17
14769,1,3,10,20
14770,2,3,8,16
14772,0,6,8,18
14774,0,2,4,12
14775,0,2,8,11
14777,0,0,6,12
14778,2,2,5,13
14779,2,4,7,15
14781,0,4,10,13
14782,2,4,11,20
14783,0,4,7,15
14784,1,3,10,20
14785,1,5,12,17
14787,0,5,9,18
14788,2,3,8,19
14801,1,5,7,11
14802,1,1,5,15
14803,1,1,5,17
14804,1,1,6,19
14805,1,3,8,16
14806,0,1,4,11
14807,1,2,8,22
14808,0,1,10,19
14809,0,1,6,15
14810,0,4,10,21
14812,3,4,11,18
14813,0,2,7,15
14814,3,6,11,20
14815,1,4,10,20
14816,5,7,12,20
14817,1,7,10,20
14818,2,5,11,23
14819,1,2,6,15
14820,1,4,6,14
14821,1,4,9,17
14822,1,3,8,26
14823,1,2,7,20
14824,0,5,7,14
14825,2,5,9,13
14826,0,1,8,19
14827,3,7,9,21
14830,3,7,8,19
14836,0,3,4,21
14837,0,2,10,20
14838,1,5,9,15
14839,0,1,4,9
14840,0,3,7,18
14841,1,6,12,24
14842,0,2,10,20
14843,1,3,12,25
14845,4,6,13,21
14846,0,3,5,21
14847,0,6,13,27
14850,3,8,16,26
14853,3,9,16,25
14854,1,4,14,24
14855,0,2,5,9
14856,0,3,10,22
14858,1,4,7,12
14859,1,6,9,14
14860,0,4,10,22
14861,2,6,9,14
14864,2,5,11,15
14865,1,4,8,15
14867,2,6,11,19
14869,1,4,8,16
14870,3,7,9,20
14871,4,6,10,16
14872,3,5,9,15
14873,0,1,10,19
14874,0,5,14,22
14877,0,1,3,9
14878,1,5,13,23
14879,1,4,11,18
14880,0,2,7,11
14881,2,5,12,20
14882,1,5,15,24
14883,0,7,9,15
14884,1,3,7,26
14885,0,1,4,8
14886,2,4,13,23
14889,1,5,9,17
14891,1,4,12,19
14892,2,8,10,20
14893,1,6,14,22
14894,3,6,10,16
14895,0,2,4,11
14897,0,1,5,10
14898,0,3,5,12
14901,4,7,10,17
14903,4,6,11,18
14904,4,6,10,16
14905,4,6,10,17
15001,8,21,36,51
15003,10,20,35,51
15004,4,13,27,41
15005,8,22,35,51
15006,13,23,36,48
15007,12,23,38,49
15009,8,23,34,56
15010,8,23,33,57
15012,2,15,28,40
15014,8,21,36,46
15015,13,23,37,48
15017,11,25,34,47
15018,12,21,34,46
15019,4,16,27,41
15020,7,16,29,39
15021,4,14,27,41
15022,4,13,27,41
15024,10,23,34,49
15025,13,22,34,48
15026,5,15,29,43
15027,9,22,34,52
15028,11,24,34,46
15030,11,22,34,47
15031,11,23,34,46
15033,5,17,28,40
15034,12,25,32,46
15035,11,24,33,47
15037,5,19,30,38
15038,10,22,35,46
15042,9,22,34,53
15043,4,13,26,45
15044,12,21,40,49
15045,13,23,33,47
15046,12,20,37,50
15047,11,23,34,47
15049,11,23,34,48
15050,5,13,26,44
15051,12,22,34,48
15052,5,15,26,45
15053,4,15,27,43
15054,4,13,27,42
15055,8,24,34,46
15056,12,20,38,49
15057,10,22,35,48
15059,6,20,36,56
15060,10,22,35,47
15061,8,22,33,54
15062,3,16,28,40
15063,5,18,27,39
15064,11,23,34,46
15065,7,21,35,46
15066,9,23,32,56
15067,7,16,27,40
15068,9,21,36,46
15071,11,23,35,45
15072,3,16,27,40
15074,9,23,33,55
15075,13,22,35,48
15076,13,22,36,49
15077,5,13,27,45
15078,3,15,27,42
15081,10,20,37,51
15082,11,23,35,48
15083,10,21,35,45
15084,8,21,34,47
15085,12,24,32,46
15086,10,22,37,48
15087,5,16,28,40
15088,11,23,34,47
15089,11,21,33,44
15090,13,22,38,47
15101,13,23,34,50
15102,11,26,35,47
15104,12,24,32,49
15106,11,24,35,47
15108,12,22,38,49
15110,12,25,33,46
15112,12,24,32,48
15116,12,23,34,51
15120,13,26,33,49
15122,13,25,33,47
15123,11,25,35,49
15126,10,22,35,48
15129,11,24,35,46
15131,14,24,33,46
15132,11,23,32,46
15133,12,23,33,48
15135,10,22,34,47
15136,11,23,36,50
15137,11,24,33,47
15139,11,23,34,48
15140,12,24,32,47
15142,11,24,35,47
15143,11,22,38,49
15144,10,23,34,49
15145,11,24,33,49
15146,11,24,33,48
15147,11,24,33,48
15148,11,24,32,47
15201,11,23,33,48
15202,11,22,36,50
15203,13,26,32,49
15204,11,23,36,48
15205,11,23,36,48
15206,12,24,32,48
15207,13,26,32,49
15208,12,24,33,49
15209,12,23,34,49
15210,13,27,33,49
15211,12,25,34,49
15212,11,24,33,48
15213,13,24,32,49
15214,11,24,34,51
15215,12,24,33,49
15216,11,26,34,47
15217,12,25,33,49
15218,12,25,32,49
15219,12,25,32,49
15220,10,25,36,49
15221,12,26,33,49
15222,12,25,33,48
15223,12,23,33,49
15224,12,24,32,48
15225,10,22,37,49
15226,11,26,34,49
15227,12,26,34,48
15228,11,27,34,47
15229,11,23,35,50
15232,12,24,32,48
15233,12,24,35,49
15234,10,26,34,49
15235,11,24,33,49
15236,13,23,36,48
15237,11,23,35,50
15238,12,24,34,49
15239,10,23,36,48
15241,10,26,34,47
15243,11,27,34,47
15260,13,24,32,49
15275,12,22,36,50
15282,11,25,35,49
15290,12,24,35,49
15301,8,22,34,44
15310,0,7,20,31
15311,3,13,27,39
15312,3,14,22,39
15313,4,13,28,41
15314,3,14,27,40
15315,3,10,20,34
15316,1,9,17,29
15317,9,24,33,46
15320,3,10,24,36
15321,8,23,34,47
15322,2,11,27,38
15323,2,13,25,37
15324,4,14,28,41
15325,4,10,25,37
15327,4,10,20,36
15329,2,12,27,36
15330,6,15,30,40
15331,3,12,27,41
15332,9,24,35,47
15333,3,11,26,41
15334,3,10,20,36
15337,2,7,21,35
15338,4,10,23,36
15340,4,17,27,38
15341,1,8,23,36
15342,8,24,31,46
15344,2,9,25,37
15345,3,13,28,39
15346,2,11,26,37
15347,9,24,32,45
15348,4,12,27,39
15349,3,10,20,34
15350,9,23,34,46
15351,3,9,23,36
15352,0,7,17,29
15353,1,8,23,35
15357,3,10,25,37
15358,3,13,28,41
15359,1,9,24,35
15360,4,13,28,41
15361,5,17,27,40
15362,2,7,19,31
15363,10,23,32,45
15364,1,9,24,36
15365,2,14,27,37
15366,5,15,28,41
15367,9,24,34,46
15368,4,12,26,41
15370,2,8,25,36
15376,1,9,21,36
15377,1,8,20,34
15378,4,16,27,39
15379,2,12,23,39
15380,1,8,21,31
15401,5,17,30,44
15410,3,9,23,37
15411,0,2,11,23
15412,4,15,27,40
15413,4,12,25,40
15416,4,17,31,43
15417,4,13,26,42
15419,3,13,26,42
15420,5,12,25,39
15421,0,3,13,26
15422,4,12,27,40
15423,3,13,28,42
15424,0,2,11,22
15425,6,18,30,43
15427,3,13,27,41
15428,6,19,32,44
15429,4,13,26,40
15430,6,19,32,44
15431,4,17,30,42
15432,3,15,27,40
15433,4,12,27,39
15434,3,14,27,41
15435,4,11,25,39
15436,7,15,27,43
15437,0,4,14,25
15438,4,14,26,40
15440,0,5,13,24
15442,4,13,26,43
15443,4,10,25,39
15444,4,12,26,42
15445,4,18,27,43
15446,0,6,13,29
15447,4,10,25,37
15448,4,15,26,42
15449,4,12,26,39
15450,4,13,27,39
15451,3,10,18,35
15454,3,9,23,36
15455,5,18,31,43
15456,4,18,30,42
15458,3,9,23,37
15459,0,4,12,24
15460,3,8,21,36
15461,4,9,22,36
15462,0,6,13,30
15463,4,12,25,38
15464,0,3,17,29
15465,4,17,31,43
15466,3,13,27,42
15467,4,9,20,36
15468,4,11,25,39
15469,0,6,14,29
15470,0,2,14,25
15472,5,17,30,42
15473,4,14,25,41
15474,3,10,18,35
15475,5,12,24,39
15476,3,9,23,37
15477,4,13,27,40
15478,2,8,21,36
15479,4,15,25,40
15480,4,12,26,39
15482,4,14,25,41
15483,4,14,27,40
15484,6,16,30,41
15486,5,18,32,44
15488,4,13,26,39
15489,4,18,31,44
15490,0,7,15,30
15492,4,14,28,41
15501,1,10,21,36
15502,4,12,27,37
15510,1,9,20,37
15520,1,6,18,31
15521,1,6,13,25
15522,1,5,7,26
15530,1,4,13,24
15531,2,6,17,29
15532,0,2,7,19
15533,0,1,10,18
15534,0,4,7,27
15535,0,1,7,18
15536,0,1,9,19
15537,1,3,12,24
15538,0,4,10,25
15539,1,6,12,25
15540,0,1,9,22
15541,2,11,19,37
15542,0,2,9,20
15544,1,8,18,32
15545,0,3,5,27
15546,2,6,17,30
15547,2,7,17,30
15550,1,5,8,26
15551,0,5,17,32
15552,0,2,7,20
15554,1,6,12,23
15555,1,6,18,31
15557,1,6,16,29
15558,0,2,5,19
15559,1,5,11,24
15560,1,4,14,23
15561,1,7,18,32
15562,0,2,6,18
15563,2,7,15,28
15564,1,3,7,25
15565,1,2,10,20
15601,10,22,30,45
15610,3,11,22,35
15611,10,22,31,48
15612,9,18,30,45
15613,10,19,33,44
15615,12,23,34,45
15616,7,20,31,46
15617,11,22,33,49
15618,4,12,28,40
15619,7,21,29,47
15620,6,19,31,41
15622,0,5,14,31
15623,11,22,31,47
15624,7,20,29,47
15625,11,22,33,48
15626,9,21,31,47
15627,6,16,29,43
15628,2,10,22,34
15629,10,19,33,44
15631,8,18,31,44
15632,11,23,31,46
15633,7,21,29,47
15634,10,22,31,46
15635,7,21,29,47
15636,10,22,30,47
15637,12,22,33,46
15638,6,18,29,41
15639,10,21,32,46
15640,12,21,34,44
15641,8,20,35,48
15642,10,23,34,46
15644,10,22,31,46
15646,2,11,21,33
15647,11,22,34,44
15650,6,20,30,42
15655,3,10,21,33
15656,7,20,36,48
15658,3,10,21,35
15660,12,21,35,45
15661,6,20,30,41
15662,6,20,29,46
15663,10,22,33,47
15665,10,23,31,46
15666,7,18,31,45
15668,12,24,33,47
15670,5,13,26,36
15671,5,12,22,34
15672,10,22,32,47
15673,10,19,33,44
15674,8,19,30,45
15675,9,22,31,47
15676,8,19,28,44
15677,3,8,20,34
15678,12,22,34,46
15679,11,22,33,46
15680,2,12,28,40
15681,3,11,26,37
15682,3,13,29,47
15683,8,17,31,45
15684,4,14,28,38
15686,2,11,26,40
15687,2,10,20,36
15688,9,21,30,45
15689,8,19,30,45
15690,10,19,34,44
15691,11,23,34,47
15692,11,22,33,45
15693,6,18,30,42
15695,4,15,26,40
15696,6,18,30,42
15697,8,20,31,46
15698,4,17,27,38
15701,4,12,24,41
15705,3,12,25,42
15710,1,7,17,28
15711,1,2,8,18
15712,1,5,14,29
15713,5,15,30,41
