zip,15_min,30_min,45_min,60_min
80101,0,0,1,16
80102,0,21,40,48
80103,0,1,20,43
80104,14,40,51,54
80105,0,0,7,28
80106,4,24,41,54
80107,3,18,46,52
80108,18,41,52,56
80109,14,41,51,55
80110,34,38,43,61
80111,31,37,46,60
80112,28,38,50,60
80113,34,38,44,61
80116,7,37,51,55
80117,1,9,37,51
80118,2,19,42,52
80120,31,37,45,60
80121,32,37,45,60
80122,30,38,49,60
80123,32,38,43,61
80124,26,38,51,58
80125,7,32,42,54
80126,27,38,51,58
80127,22,38,47,58
80128,30,37,45,60
80129,27,38,50,59
80130,27,38,51,58
80131,9,32,44,54
80132,14,21,42,56
80133,12,23,43,56
80134,23,38,53,57
80135,1,21,49,54
80136,0,5,38,45
80137,9,34,41,51
80138,19,37,52,56
80202,35,39,44,59
80203,35,39,44,60
80204,35,39,44,59
80205,35,39,44,59
80206,35,39,44,60
80207,35,39,44,59
80209,36,39,45,60
80210,35,39,45,61
80211,35,39,45,58
80212,34,39,45,58
80214,34,39,44,59
80215,33,39,44,58
80216,35,39,46,58
80218,35,39,45,60
80219,36,39,43,60
80220,35,39,44,60
80221,33,38,46,53
80222,35,38,45,61
80223,36,39,45,60
80224,35,39,45,61
80226,34,39,45,60
80227,34,39,43,61
80228,32,39,44,60
80229,34,39,46,52
80230,34,39,44,60
80231,34,38,46,61
80232,34,39,43,60
80233,34,39,46,51
80234,30,40,46,50
80235,34,38,43,61
80236,34,38,44,61
80237,32,38,45,61
80238,34,39,44,59
80239,34,39,46,58
80241,29,42,46,50
80246,35,39,44,61
80247,34,39,45,61
80249,29,39,45,53
80260,34,39,46,52
80264,35,39,44,59
80266,35,39,44,59
80290,35,39,44,59
80293,35,39,44,59
80294,35,39,44,59
80301,16,40,45,47
80302,6,30,45,48
80303,20,38,45,48
80304,14,35,45,47
80305,18,37,46,48
80310,17,37,45,47
80401,24,38,43,59
80403,21,38,46,51
80419,29,38,44,58
80420,0,1,2,4
80421,0,3,36,54
80422,1,19,39,48
80423,0,1,2,4
80424,1,2,3,14
80425,0,15,42,54
80426,0,0,2,5
80427,1,18,38,48
80428,0,1,2,2
80430,0,1,1,1
80432,0,0,1,8
80433,1,23,41,54
80434,0,0,0,2
80435,1,3,14,40
80436,0,1,22,41
80438,0,1,17,40
80439,4,30,40,47
80440,0,0,1,6
80442,0,1,19,41
80443,2,2,4,25
80444,0,2,15,40
80446,0,0,1,21
80447,0,0,0,25
80448,0,3,17,45
80449,0,0,1,4
80451,0,0,2,22
80452,1,12,39,45
80453,10,35,39,50
80454,9,35,40,51
80455,0,16,38,46
80456,0,0,3,22
80457,8,34,40,48
80459,0,0,2,3
80461,0,2,2,5
80463,0,0,2,4
80465,24,37,43,60
80466,0,16,38,47
80467,1,1,2,4
80468,0,0,2,6
80469,0,1,2,4
80470,0,9,42,54
80471,0,22,40,47
80473,0,0,1,1
80474,0,13,36,47
80475,0,3,31,52
80476,0,2,10,37
80478,0,1,13,39
80479,0,1,2,5
80480,0,0,1,1
80481,0,10,35,46
80482,0,2,23,44
80483,0,1,3,5
80487,1,2,2,2
80498,2,2,3,23
80501,13,36,44,47
80503,10,34,44,47
80504,15,40,45,47
80510,0,6,30,44
80512,0,5,8,23
80513,10,23,42,47
80514,9,31,44,46
80515,0,7,20,39
80516,19,43,45,47
80517,0,4,12,33
80520,7,30,44,46
80521,5,9,21,40
80524,6,10,18,36
80525,7,10,26,46
80526,7,10,25,46
80528,8,10,29,47
80530,8,30,44,46
80532,0,7,13,35
80534,9,21,43,48
80535,5,9,19,36
80536,0,5,12,15
80537,7,19,37,46
80538,9,14,31,47
80540,0,5,27,43
80542,3,21,42,45
80543,9,17,37,47
80544,15,38,45,47
80545,0,0,6,12
80546,7,9,18,36
80547,7,10,26,47
80549,1,7,12,15
80550,8,11,30,48
80601,28,41,46,48
80602,28,41,46,48
80603,5,34,46,47
80610,0,7,11,21
80611,0,0,3,13
80612,0,2,9,12
80615,3,7,15,35
80620,5,15,39,47
80621,3,28,44,47
80622,0,3,9,24
80623,8,24,43,49
80624,2,7,14,42
80631,5,13,37,47
80634,9,15,35,47
80640,33,39,46,53
80642,1,24,44,47
80643,0,12,42,47
80644,2,7,23,44
80645,4,18,41,49
80646,2,9,18,40
80648,0,5,9,13
80649,0,1,4,29
80650,0,7,11,25
80651,0,7,31,45
80652,0,2,28,46
80653,1,1,4,12
80654,0,1,1,17
80701,1,1,4,27
80705,1,1,4,24
80720,0,0,1,2
80721,0,0,1,2
80722,1,1,3,3
80723,1,1,2,3
80726,0,1,2,2
80727,0,0,0,1
80728,1,2,2,3
80729,0,0,1,9
80731,0,0,1,2
80732,0,0,2,7
80733,0,2,2,2
80734,0,0,0,3
80735,0,0,0,1
80736,0,2,2,3
80737,0,0,2,2
80740,0,0,1,1
80741,1,2,2,3
80742,0,0,2,4
80743,0,0,1,2
80744,0,0,2,3
80745,0,2,2,3
80746,0,0,0,3
80747,0,1,2,2
80749,0,0,1,3
80750,1,2,2,5
80751,1,2,3,3
80754,0,1,2,3
80755,0,0,0,1
80757,0,0,1,1
80758,0,0,0,0
80759,0,0,0,1
80801,0,0,0,1
80802,0,0,0,1
80804,0,0,0,0
80805,0,0,1,1
80807,0,1,1,1
80808,0,11,16,30
80809,12,14,20,39
80810,0,0,0,2
80812,0,0,0,0
80813,0,12,15,23
80814,1,13,17,41
80815,0,0,0,0
80816,1,8,16,41
80817,12,19,20,26
80818,0,0,0,0
80819,7,14,19,45
80820,0,0,3,16
80821,0,0,0,0
80822,0,0,0,1
80823,0,0,0,0
80824,0,0,0,1
80825,0,0,0,1
80826,0,0,0,0
80827,0,0,3,21
80828,0,0,0,1
80829,14,16,23,46
80830,0,0,0,13
80831,13,16,28,50
80832,0,2,17,32
80833,0,1,14,21
80834,0,0,0,0
80835,0,0,2,24
80836,0,0,0,1
80840,12,16,23,47
80860,0,9,16,22
80861,0,0,0,0
80862,0,0,0,0
80863,2,15,23,49
80864,0,3,17,21
80902,12,19,21,29
80903,14,17,22,43
80904,14,17,25,47
80905,14,17,22,44
80906,14,17,22,41
80907,14,17,26,46
80908,9,16,23,47
80909,14,17,24,44
80910,14,17,22,40
80911,12,19,21,35
80913,12,19,21,35
80914,14,17,22,41
80915,14,16,24,44
80916,14,17,22,40
80917,14,16,27,46
80918,14,16,29,47
80919,14,16,32,50
80920,14,16,35,51
80921,13,18,41,56
80922,14,16,27,47
80923,14,16,30,48
80924,14,16,35,51
80925,11,16,20,24
80926,12,19,20,26
80927,14,16,29,47
80928,0,13,18,21
80929,12,14,21,34
80930,7,13,20,27
80938,14,16,27,46
80939,14,15,26,44
80951,14,16,27,45
81001,4,7,17,20
81003,4,8,17,20
81004,4,4,7,20
81005,4,5,14,19
81006,4,5,18,20
81007,4,14,19,19
81008,5,17,19,21
81019,0,4,5,9
81020,0,1,1,3
81021,0,0,1,2
81022,2,4,5,17
81023,0,5,5,15
81024,1,1,1,1
81025,1,4,16,20
81027,0,0,1,2
81029,0,0,0,0
81030,1,1,1,2
81033,0,1,1,5
81036,0,0,1,1
81039,0,1,1,5
81040,0,0,0,6
81041,0,1,1,1
81043,0,1,1,1
81044,0,1,2,2
81045,0,0,1,2
81046,1,1,1,1
81047,0,0,1,1
81049,0,0,0,1
81050,1,1,1,5
81052,1,1,1,2
81054,0,2,2,2
81055,0,0,0,1
81057,1,1,2,2
81058,0,1,4,5
81059,0,0,1,5
81062,0,0,3,6
81063,0,0,1,5
81064,0,0,0,0
81067,1,1,1,4
81069,0,2,5,8
81071,0,0,1,1
81073,0,0,0,1
81076,0,1,1,1
81077,1,1,1,5
81081,0,1,1,1
81082,1,1,1,1
81084,0,0,0,1
81087,0,0,0,1
81089,0,0,3,6
81090,0,0,0,1
81091,0,1,1,1
81092,1,1,1,2
81101,0,0,1,1
81120,0,0,0,2
81121,0,0,2,4
81122,1,2,3,5
81123,0,0,0,1
81124,0,0,0,2
81125,1,1,1,2
81126,0,0,0,1
81128,0,1,1,2
81129,0,0,0,3
81130,0,0,1,2
81131,0,1,1,3
81132,0,0,1,2
81133,0,0,0,2
81136,1,1,1,2
81137,0,1,3,5
81138,0,0,0,1
81140,0,0,0,1
81141,0,0,0,2
81143,0,1,2,3
81144,0,1,1,2
81146,0,1,1,1
81147,1,1,2,2
81148,0,0,0,3
81149,0,0,2,3
81151,0,0,0,1
81152,0,0,0,2
81154,0,0,2,2
81155,0,1,2,4
81201,1,1,2,4
81210,0,0,1,2
81211,0,1,1,4
81212,1,2,18,21
81220,0,1,3,3
81221,1,5,16,21
81222,0,1,3,3
81223,0,1,2,4
81224,0,1,1,2
81225,0,0,1,2
81226,1,5,14,21
81227,1,1,2,4
81228,0,0,3,4
81230,1,1,2,4
81232,0,0,3,6
81233,0,1,2,3
81235,0,0,0,2
81236,0,1,2,3
81237,0,1,2,3
81239,0,1,2,3
81240,0,2,14,19
81241,0,2,2,3
81242,1,1,2,4
81243,0,0,2,3
81244,1,3,16,21
81248,0,1,2,3
81251,0,0,3,5
81252,0,0,2,7
81253,0,1,5,10
81301,1,1,5,5
81303,1,2,4,5
81320,0,0,1,1
81321,1,1,2,4
81323,1,1,2,4
81324,0,0,1,1
81325,0,0,0,1
81326,0,2,4,5
81327,1,1,1,4
81328,0,1,2,4
81330,0,1,4,4
81331,0,1,1,2
81332,0,0,2,3
81334,1,1,3,4
81335,0,1,1,2
81401,1,2,3,6
81403,1,2,2,6
81410,1,2,5,7
81411,0,0,0,0
81413,1,1,6,8
81415,0,1,2,3
81416,1,2,5,6
81418,1,2,5,8
81419,0,1,2,8
81422,0,0,0,2
81423,0,0,1,3
81424,0,0,0,4
81425,2,2,4,6
81426,0,0,0,3
81427,0,0,1,1
81428,0,0,2,7
81429,0,0,0,1
81430,0,0,1,2
81431,0,0,1,2
81432,0,1,1,3
81433,0,0,0,3
81434,0,0,2,5
81435,0,0,1,2
81501,3,4,4,6
81503,3,4,6,6
81504,3,4,5,6
81505,3,3,4,6
81506,3,4,5,6
81507,3,4,4,6
81520,3,4,5,7
81521,3,3,4,6
81522,0,0,3,4
81523,1,3,4,4
81524,0,3,3,5
81525,0,3,3,4
81526,3,4,6,7
81527,0,3,4,5
81601,1,2,3,6
81610,0,0,0,1
81611,0,0,3,5
81612,0,0,3,5
81615,0,0,2,5
81620,1,2,3,6
81621,0,1,3,5
81623,1,1,3,3
81624,0,0,5,7
81625,1,1,2,2
81630,0,2,4,6
81631,0,2,3,5
81632,1,2,3,5
81633,0,0,0,1
81635,0,1,5,6
81637,0,2,3,5
81638,0,1,1,2
81639,0,2,2,2
81640,0,0,0,1
81641,0,0,1,3
81642,0,1,3,4
81643,0,3,5,7
81645,1,2,2,4
81646,0,0,5,7
81647,2,2,2,4
81648,0,0,0,0
81649,1,2,2,4
81650,1,2,4,7
81652,1,2,2,6
81653,0,0,1,2
81654,0,1,2,4
81655,1,2,2,4
81656,0,1,2,5
81657,2,2,2,4
82001,2,4,10,12
82005,2,3,9,11
82007,2,2,10,12
82009,2,2,3,9
82050,0,0,3,3
82051,0,1,1,3
82052,0,3,6,10
82053,0,2,2,6
82054,0,2,2,9
82055,0,0,1,1
82058,0,0,0,2
82059,0,3,8,11
82060,0,2,2,8
82061,0,3,3,4
82063,0,0,1,2
82070,1,1,1,3
82072,1,1,3,6
82073,1,1,3,6
82081,0,0,2,4
82082,0,0,2,8
82083,0,0,1,2
82084,0,1,4,8
82190,0,0,0,0
82201,0,0,0,2
82210,0,0,2,3
82212,0,0,0,1
82213,0,0,0,0
82214,0,0,0,0
82215,0,0,0,0
82217,0,0,1,3
82218,0,0,1,1
82219,0,0,0,0
82221,0,0,1,3
82222,0,0,0,0
82223,0,0,0,1
82224,0,0,0,0
82225,0,0,0,0
82227,0,0,0,0
82229,0,0,0,0
82240,0,1,1,1
82242,0,0,0,0
82243,0,0,1,1
82244,0,0,1,1
82301,1,1,1,1
82310,0,0,0,1
82321,0,0,1,1
82322,0,0,1,1
82323,0,0,1,1
82324,0,0,1,2
82325,0,0,0,2
82327,0,0,1,1
82329,0,0,0,2
82331,0,0,1,1
82332,0,0,1,2
82334,1,1,1,1
82335,0,1,1,1
82336,0,0,0,1
82401,0,0,0,1
82410,0,0,0,1
82411,0,0,1,1
82412,0,0,1,1
82414,1,1,1,1
82420,0,0,0,1
82421,0,0,1,1
82422,0,0,1,1
82423,0,0,0,2
82426,0,0,0,1
82428,0,0,0,1
82430,0,0,0,1
82431,0,0,0,1
82432,0,0,0,0
82433,0,1,1,1
82434,0,0,0,1
82435,0,1,1,1
82440,0,1,1,1
82441,0,0,0,1
82442,0,0,0,1
82443,0,0,0,1
82450,0,1,1,1
82501,1,1,1,1
82510,1,1,1,1
82512,0,0,0,1
82513,0,0,0,0
82514,0,0,1,1
82515,0,1,1,1
82516,0,0,1,1
82520,1,1,1,1
82523,0,1,1,1
82601,2,2,2,2
82604,1,2,2,2
82609,2,2,2,2
82620,0,1,2,3
82630,0,0,0,3
82633,0,0,1,2
82635,0,0,2,2
82636,2,2,2,2
82637,0,2,2,2
82638,0,0,0,3
82639,0,0,0,0
82640,0,0,0,2
82642,0,0,1,1
82643,0,0,2,2
82644,2,2,2,2
82646,0,1,2,2
82648,0,0,2,2
82649,0,1,1,1
82701,0,0,0,2
82710,0,0,1,1
82711,0,0,1,1
82712,0,1,1,2
82714,0,0,0,2
82716,1,1,1,1
82718,0,1,1,1
82720,0,0,0,2
82721,0,0,1,2
82723,0,0,0,1
82725,0,0,1,2
82727,1,1,1,1
82729,0,0,1,1
82730,0,0,0,1
82731,0,1,1,1
82732,0,0,1,1
82801,1,1,1,1
82831,0,0,2,2
82832,1,1,1,1
82833,1,1,1,1
82834,0,0,0,2
82835,0,1,1,2
82836,0,1,1,1
82837,0,0,1,2
82838,0,1,1,1
82839,1,1,1,1
82842,1,1,1,1
82844,1,1,1,1
82845,1,1,1,1
82901,1,1,1,1
82922,0,0,0,0
82923,0,0,0,0
82925,0,0,0,0
82929,0,1,1,2
82930,0,1,2,5
82932,0,0,1,1
82933,0,0,1,1
82934,0,1,1,2
82935,1,1,1,1
82936,0,0,0,2
82937,0,0,1,1
82938,0,0,2,3
82939,0,0,1,1
82941,0,0,0,0
82942,0,1,1,1
82943,1,1,1,1
82944,0,0,1,1
82945,0,1,1,1
83001,0,0,0,2
83011,0,0,0,0
83012,0,0,0,0
83013,0,0,0,0
83014,0,0,1,2
83025,0,0,0,1
83101,0,0,1,1
83110,0,0,0,0
83111,0,0,0,0
83112,0,0,0,0
83113,0,0,0,0
83114,0,0,0,0
83115,0,0,0,0
83116,0,0,1,1
83118,0,0,0,0
83119,0,0,0,0
83120,0,0,0,0
83121,0,0,1,1
83122,0,0,0,0
83123,0,0,0,0
83124,0,0,0,1
83126,0,0,0,0
83127,0,0,0,0
83128,0,0,0,0
83201,2,2,3,3
83202,2,2,3,3
83203,2,2,3,3
83204,1,2,2,4
83209,1,2,3,3
83210,0,1,2,3
83211,0,0,2,3
83212,0,1,1,2
83213,0,0,0,1
83214,0,1,2,3
83215,0,0,1,3
83217,0,0,1,2
83218,2,2,4,4
83220,0,0,0,2
83221,1,3,3,4
83223,0,0,2,2
83226,0,0,0,0
83227,0,0,0,0
83228,0,0,2,3
83232,0,0,2,3
83233,0,0,0,2
83234,0,0,1,4
83235,0,0,0,0
83236,2,2,4,4
83237,0,2,3,6
83238,0,0,0,0
83239,0,0,0,0
83241,0,0,0,2
83243,0,0,0,3
83244,0,0,0,0
83245,1,2,2,3
83246,0,1,2,3
83250,0,1,2,2
83251,0,0,0,0
83252,0,0,0,3
83253,0,0,0,0
83254,0,0,0,2
83255,0,0,0,0
83261,0,0,0,2
83262,1,2,3,3
83263,0,0,2,4
83271,0,0,1,3
83272,0,0,2,2
83274,1,2,4,4
83276,0,0,1,3
83277,0,2,2,3
83278,0,0,0,0
83281,0,0,2,4
83283,0,0,0,2
83285,0,0,0,3
83286,0,1,2,3
83287,0,0,2,3
83301,2,2,3,3
83302,0,1,2,3
83311,0,1,1,3
83312,0,0,1,1
83313,0,0,1,3
83314,0,1,3,3
83316,0,2,2,3
83318,1,2,3,3
83320,0,0,0,3
83321,0,0,2,2
83322,0,0,0,2
83323,0,1,1,4
83324,0,2,3,3
83325,0,2,3,3
83327,0,0,0,2
83328,2,2,3,3
83330,0,2,2,4
83332,0,2,2,4
83333,0,0,0,2
83334,2,3,3,3
83335,0,2,3,3
83336,1,3,3,3
83337,0,0,1,2
83338,2,3,3,3
83340,0,0,0,0
83341,2,3,3,3
83342,0,0,1,1
83344,0,2,3,3
83346,0,1,2,3
83347,1,3,3,3
83348,0,0,1,3
83349,0,0,2,3
83350,1,1,3,3
83352,0,0,2,3
83353,0,0,0,0
83354,0,0,0,0
83355,1,2,2,4
83401,2,3,3,4
83402,1,3,4,4
83404,1,3,4,4
83406,1,3,4,4
83414,0,0,1,1
83420,0,1,1,2
83421,0,1,2,2
83422,0,0,1,2
83423,0,0,1,2
83424,0,0,1,2
83425,0,0,2,3
83427,1,3,4,4
83428,0,0,2,3
83429,0,0,0,1
83431,1,2,3,4
83433,0,0,0,1
83434,0,2,3,4
83435,0,0,0,2
83436,0,1,2,2
83438,0,0,1,1
83440,1,2,3,3
83442,1,2,3,3
83443,0,2,3,3
83444,0,2,3,3
83445,1,1,2,2
83446,0,0,0,1
83448,1,1,2,3
83449,0,0,2,3
83450,0,0,2,3
83451,1,1,2,2
83452,0,0,1,2
83454,2,3,3,4
83455,0,0,1,2
83460,1,2,3,3
83462,0,0,0,0
83463,0,0,0,0
83464,0,0,0,0
83465,0,0,0,0
83466,0,0,0,0
83467,0,0,0,0
83468,0,0,0,0
83469,0,0,0,0
83501,1,3,3,3
83520,0,0,3,3
83522,0,0,0,1
83523,0,0,1,3
83524,0,2,3,3
83525,0,0,0,0
83526,0,0,1,2
83530,0,0,0,1
83533,0,0,0,1
83535,0,3,3,3
83536,0,0,0,1
83537,0,3,3,3
83539,0,0,0,0
83540,1,3,3,3
83541,0,2,3,3
83542,0,0,0,0
83543,0,0,0,3
83544,0,0,2,3
83545,0,1,3,3
83546,0,0,0,1
83547,0,0,0,0
83548,0,0,2,3
83549,0,0,0,0
83552,0,0,0,0
83553,0,0,0,2
83554,0,0,0,1
83555,0,0,1,3
83602,0,0,11,12
83604,0,0,1,1
83605,7,12,12,12
83607,5,12,12,12
83610,0,0,0,1
83611,0,0,0,0
83612,0,0,0,0
83615,0,0,0,0
83616,11,12,12,13
83617,0,12,12,12
83619,1,10,12,12
83622,0,0,6,12
83623,0,1,1,3
83624,0,0,1,11
83626,4,12,12,12
83627,0,1,1,2
83628,1,8,12,12
83629,0,6,12,12
83631,0,0,7,12
83632,0,0,0,1
83633,0,0,1,3
83634,8,11,12,13
83636,0,12,12,12
83637,0,0,0,6
83638,0,0,0,0
83639,2,11,11,13
83641,2,11,11,13
83642,11,11,13,13
83643,0,0,0,1
83644,7,12,12,12
83645,0,0,1,5
83646,11,11,13,13
83647,1,1,9,12
83648,1,1,2,12
83650,0,1,11,12
83651,8,11,12,13
83654,0,0,0,0
83655,1,6,12,12
83656,3,12,12,12
83657,0,0,6,12
83660,0,6,12,12
83661,1,10,12,12
83666,0,4,11,13
83669,11,11,12,13
83670,0,8,12,12
83672,0,1,1,12
83676,2,9,12,12
83677,0,0,0,0
83686,8,11,12,13
83687,11,11,12,13
83702,9,11,13,13
83703,10,11,13,13
83704,11,11,13,13
83705,10,11,13,13
83706,9,11,13,13
83709,11,11,13,13
83712,8,11,13,13
83713,11,11,13,13
83714,11,11,13,13
83716,4,11,12,13
83720,9,12,13,13
83725,9,12,13,13
83801,1,5,10,10
83802,0,1,1,2
83803,0,4,8,10
83804,0,3,9,10
83805,0,0,1,1
83806,0,0,3,4
83808,0,1,3,7
83809,0,3,8,10
83810,1,4,6,10
83811,0,0,1,5
83812,0,0,2,6
83813,0,3,8,10
83814,3,8,10,10
83815,4,9,10,10
83821,0,0,1,2
83822,0,1,8,10
83823,0,1,3,4
83824,0,1,8,12
83825,1,2,6,11
83826,0,0,0,1
83827,0,0,1,4
83830,0,0,2,9
83832,3,3,3,3
83833,0,6,9,12
83834,0,2,3,9
83835,3,9,10,10
83836,0,1,1,5
83837,1,1,4,7
83839,1,2,5,9
83840,1,1,4,11
83841,1,4,9,11
83842,0,4,8,12
83843,2,3,3,7
83844,3,3,3,6
83845,0,0,1,1
83846,0,1,1,3
83847,0,1,1,2
83848,0,0,1,2
83849,1,1,3,6
83850,1,1,4,8
83851,0,0,11,12
83852,1,1,4,11
83854,7,8,10,10
83855,0,2,3,12
83856,0,2,8,11
83857,0,2,3,9
83858,3,7,10,10
83860,1,1,5,10
83861,0,1,7,11
83864,1,1,4,11
83866,0,1,4,9
83867,1,1,2,5
83868,1,1,4,9
83869,0,6,10,10
83870,0,1,10,12
83871,0,3,3,4
83872,2,2,3,8
83873,1,1,2,4
83874,0,1,2,5
83876,0,4,9,11
84001,0,0,1,2
84002,0,0,1,2
84003,22,31,34,39
84004,25,31,37,39
84005,16,30,32,39
84006,20,30,39,40
84007,0,0,1,1
84008,1,1,1,1
84009,22,31,39,40
84010,20,33,37,43
84013,12,28,31,38
84014,17,28,36,43
84015,9,20,32,39
84017,0,1,17,37
84018,0,8,27,39
84020,23,31,38,39
84021,0,0,0,2
84022,0,1,8,28
84023,0,0,1,2
84024,0,2,20,36
84025,16,29,36,43
84026,0,1,1,1
84027,0,0,1,13
84028,0,0,2,4
84029,1,12,27,39
84031,0,0,1,10
84032,2,26,33,40
84033,0,2,23,38
84034,0,0,0,0
84035,1,1,1,1
84036,2,7,31,40
84037,10,28,36,42
84038,0,0,2,6
84039,1,1,1,1
84040,9,23,37,40
84041,9,25,36,41
84042,19,30,32,40
84043,21,31,34,39
84044,19,33,39,40
84045,20,30,34,39
84046,0,0,0,2
84047,24,33,39,41
84049,12,30,35,40
84050,4,13,30,39
84051,0,0,0,1
84052,0,0,1,2
84053,0,1,1,1
84054,22,33,38,43
84055,0,2,14,37
84056,9,21,33,39
84057,18,30,31,40
84058,17,30,31,39
84059,10,19,30,35
84060,9,28,40,41
84061,0,2,25,39
84062,21,30,34,39
84063,0,0,1,1
84064,0,0,3,6
84065,23,31,39,40
84066,0,0,1,2
84067,10,17,31,39
84069,0,4,25,35
84070,23,33,39,40
84071,1,17,28,38
84072,0,0,0,8
84073,0,0,0,2
84074,1,20,32,39
84075,9,22,33,39
84076,0,1,1,1
84078,1,1,1,2
84080,0,0,19,28
84081,21,32,39,40
84082,7,27,31,41
84083,0,0,0,0
84084,22,33,39,40
84085,0,1,1,1
84086,0,1,2,13
84087,18,31,36,43
84088,22,32,39,40
84092,24,32,39,41
84093,22,33,39,41
84094,23,32,39,41
84095,22,31,39,40
84096,22,31,39,40
84097,15,29,31,40
84098,10,29,40,41
84101,20,35,40,42
84102,20,35,40,42
84103,21,34,39,43
84104,20,35,40,41
84105,19,35,40,41
84106,19,34,39,41
84107,22,34,39,41
84108,18,35,40,42
84109,19,33,39,41
84111,20,35,40,42
84112,20,35,40,42
84113,20,35,40,42
84114,23,33,39,41
84115,19,34,39,41
84116,21,33,38,43
84117,23,34,39,41
84118,21,33,39,40
84119,20,34,39,41
84120,19,34,39,41
84121,24,32,39,41
84123,23,33,39,41
84124,22,34,39,41
84128,19,34,39,40
84129,20,35,40,42
84138,23,34,39,41
84150,23,33,39,41
84180,20,35,40,42
84301,1,5,11,12
84302,5,11,12,25
84304,2,3,11,13
84305,0,2,3,11
84306,2,3,8,11
84307,1,8,11,16
84308,1,2,3,10
84309,1,3,11,12
84310,2,12,16,31
84311,0,3,6,11
84312,0,3,6,11
84313,0,0,0,0
84314,1,5,11,12
84315,10,15,31,39
84316,0,0,3,11
84317,3,10,21,33
84318,2,3,11,13
84319,3,9,12,20
84320,0,2,3,8
84321,3,5,11,13
84322,3,8,12,20
84324,6,11,13,30
84325,3,5,11,13
84326,3,7,12,16
84327,2,3,8,12
84328,3,7,12,17
84329,0,0,0,0
84330,0,2,3,8
84331,0,0,3,5
84332,3,5,11,14
84333,2,2,4,11
84334,0,3,6,11
84335,2,4,11,13
84336,0,0,0,3
84337,0,3,10,12
84338,2,3,6,11
84339,3,9,12,20
84340,8,12,18,32
84341,2,4,11,13
84401,10,15,32,38
84403,10,18,32,39
84404,9,12,27,37
84405,9,19,31,39
84408,10,16,32,39
84414,9,12,24,36
84501,1,1,2,6
84511,0,0,0,1
84512,0,0,0,1
84513,0,1,2,2
84515,0,0,3,4
84516,0,0,2,2
84518,0,1,2,2
84520,0,1,1,1
84521,0,1,1,2
84522,0,0,1,3
84523,0,0,2,2
84525,0,0,0,1
84526,1,1,4,11
84528,0,0,2,2
84529,1,1,1,6
84530,0,0,0,0
84531,0,0,0,0
84532,0,0,0,0
84533,0,0,0,0
84534,0,0,1,1
84535,0,0,0,0
84536,0,0,0,0
84537,0,1,2,2
84539,0,1,1,1
84540,0,0,0,3
84542,1,1,2,6
84601,11,28,31,39
84602,19,30,32,39
84604,14,29,31,40
84606,11,26,31,38
84620,0,1,2,2
84621,0,2,2,2
84622,0,2,2,2
84623,1,1,5,9
84624,0,0,1,2
84626,1,10,20,31
84627,1,1,1,7
84628,0,4,17,30
84629,0,3,8,13
84630,0,1,2,3
84631,0,1,1,2
84632,0,2,7,12
84633,1,9,18,31
84634,0,2,2,2
84635,0,0,0,2
84636,0,0,1,2
84637,0,1,1,1
84638,0,0,2,7
84639,0,1,4,12
84640,0,0,1,5
84642,1,1,2,6
84643,0,1,2,3
84644,0,0,0,0
84645,1,4,11,29
84646,1,1,6,10
84647,1,1,6,10
84648,0,5,11,22
84649,0,0,1,3
84651,7,16,31,33
84652,0,1,2,2
84653,6,11,28,33
84654,0,1,2,2
84655,4,10,21,32
84656,0,0,2,2
84657,1,1,2,2
84660,8,17,31,33
84662,1,1,4,9
84663,10,21,30,35
84664,10,19,31,33
84665,1,1,2,4
84667,1,1,4,10
84701,1,1,1,2
84710,0,0,1,2
84711,1,1,1,2
84712,0,0,0,1
84713,0,0,1,2
84714,0,1,4,4
84715,0,0,0,1
84716,0,0,0,0
84718,0,0,0,0
84719,1,1,1,3
84720,1,3,4,4
84721,1,1,3,4
84722,0,3,4,5
84723,0,0,0,1
84724,1,1,1,1
84725,0,0,4,5
84726,0,0,0,0
84728,0,0,0,0
84729,0,0,2,4
84730,1,1,1,2
84731,0,0,0,2
84732,0,0,1,1
84733,2,3,5,5
84734,0,0,0,0
84735,0,0,1,1
84736,0,0,0,1
84737,3,3,4,5
84738,3,4,5,5
84739,0,1,1,1
84740,0,0,1,1
84741,0,0,0,5
84742,1,3,4,4
84743,0,0,1,1
84744,0,1,1,1
84745,2,3,4,5
84746,2,3,4,5
84747,0,0,1,1
84749,0,0,1,1
84750,0,1,1,1
84751,0,0,0,1
84752,0,0,0,1
84753,0,0,2,4
84754,1,1,1,1
84755,0,0,2,4
84756,0,1,4,5
84757,0,3,4,4
84758,0,0,2,4
84759,0,0,1,1
84760,0,1,1,2
84761,0,1,1,2
84762,0,1,1,4
84763,0,2,4,4
84764,0,0,0,1
84765,3,4,5,5
84766,0,1,1,1
84767,0,2,4,4
84770,3,3,5,5
84772,1,1,1,3
84773,0,0,0,1
84774,1,4,4,5
84775,0,0,0,1
84776,0,0,0,0
84779,1,3,4,5
84780,3,3,5,5
84781,0,3,4,5
84782,3,4,5,5
84783,3,3,5,5
84784,0,1,3,4
84790,3,4,5,5
85003,53,64,67,67
85004,53,64,67,67
85006,52,64,67,67
85007,52,64,66,67
85008,50,64,67,68
85009,48,64,66,67
85012,52,64,67,68
85013,52,64,67,68
85014,54,64,67,68
85015,50,63,67,67
85016,53,64,67,68
85017,46,63,67,67
85018,53,64,67,68
85019,44,63,66,67
85020,50,63,67,68
