origin,destination,ruca,great_circle_distance,travel_time
"36.507508,-101.780668","37.067048,-100.91685",Rural,61.476074105864726,71
"42.496949,-83.291078","42.366431,-83.336498",Urban,9.310651955741069,24
"31.27632,-82.73431","30.450669,-81.706827",Suburban,83.4733300817996,99
"43.443662,-82.663858","42.482083,-83.4715",Rural,77.9843146865852,118
"32.781246,-96.878831","32.731518,-97.794855",Urban,53.33719326522987,56
"41.94618,-77.68638","42.87614,-77.239889",Rural,68.17141671474133,110
"38.88142,-84.665597","39.526847,-85.74237",Urban,72.88464528225101,98
"48.00598,-98.000193","48.111545,-96.150057",Rural,85.74764694584098,103
"36.6136,-79.276568","35.785833,-78.870003",Suburban,61.52153804394407,89
"33.85344,-91.02789","32.854041,-91.392422",Suburban,72.18551342400124,95
"28.17612,-80.59005","28.604576,-81.394324",Urban,57.15096424370801,72
"39.212456,-76.951498","39.162097,-76.612027",Urban,18.50974571904685,29
"35.923959,-87.810501","35.551069,-88.81098",Suburban,61.74206118727426,79
"37.179115,-80.351482","37.3227,-79.252972",Urban,61.224420546236075,88
"38.041293,-81.064784","37.754372,-81.222356",Urban,21.605845990659457,36
"43.738561,-76.04818","43.01799,-77.436918",Suburban,85.68712109623074,105
"40.675283,-73.800696","40.645233,-75.488167",Urban,88.46898892809178,123
"40.402532,-78.255764","40.051574,-79.070594",Rural,49.351894065023146,81
"38.98882,-81.713983","37.805492,-81.176898",Suburban,86.7783026777465,114
"37.216477,-85.772032","37.822772,-85.447805",Suburban,45.50328153984913,67
"44.289677,-96.540249","44.314379,-96.766072",Suburban,11.296162094493395,17
"38.037321,-121.216156","37.947523,-122.384032",Urban,63.894683911128126,95
"33.496664,-80.582264","33.033792,-80.06387",Suburban,43.814535810935794,58
"32.066996,-92.169835","31.277866,-92.451636",Suburban,56.98607098086742,68
"37.580055,-95.29892","37.222425,-95.743132",Rural,34.713792808831656,61
"32.928037,-97.283914","33.056151,-96.697168",Urban,35.136227064488466,52
"32.239196,-86.036354","32.962819,-87.168937",Suburban,82.7383617862365,103
"39.575518,-80.666712","40.515607,-80.224145",Suburban,69.04311280012753,124
"47.4808,-111.753303","46.593553,-111.990866",Suburban,62.31514411347081,83
"37.238357,-100.316583","37.067048,-100.91685",Rural,35.111483595316315,47
"40.866412,-72.80456","40.373726,-74.319249",Urban,86.42270561067872,130
"29.813555,-81.946556","29.142507,-81.033577",Suburban,71.86968957880933,99
"34.01859,-82.50434","33.550128,-82.086198",Suburban,40.30190835962978,56
"47.501425,-100.895863","48.194732,-101.299693",Rural,51.432456389678734,62
"41.787434,-96.005056","42.781841,-96.187651",Rural,69.33798989673014,84
"40.183933,-80.995856","40.386894,-79.824297",Suburban,63.32084825929654,89
"45.012261,-87.266031","44.5263,-88.091438",Rural,52.59905700464714,69
"20.883783,-156.462641","20.877913,-156.455167",Urban,0.6303087894913207,3
"41.14724,-91.66072","40.708714,-92.867416",Suburban,69.89968667408492,106
"48.002188,-117.828964","47.658445,-117.337866",Suburban,32.908465286125264,83
"33.148807,-91.310103","32.522714,-92.642823",Rural,88.64110866772182,125
"38.945805,-100.970176","37.986189,-100.836248",Rural,66.69781964020522,82
"33.59393,-112.30294","33.60931,-112.218453",Urban,4.976855337885565,16
"37.23333,-108.47981","37.259855,-107.063405",Rural,77.9245021233675,129
"38.362869,-94.731773","39.043576,-94.619373",Suburban,47.421243331347746,55
"42.21129,-79.170519","42.096775,-79.300006",Suburban,10.324458147946329,25
"39.36422,-85.83165","40.165071,-84.964199",Suburban,72.00139781652715,113
"40.031611,-75.119019","40.519753,-74.393444",Urban,50.994373659900184,75
"32.84894,-116.55724","33.727983,-116.400738",Suburban,61.40498549025643,142
"46.310484,-92.863863","46.344332,-94.24898",Suburban,66.1265725756961,89
"45.29802,-93.57246","44.097468,-93.510009",Urban,83.00692458953283,101
"33.74613,-117.63699","33.901992,-118.144531",Suburban,31.059218850694577,48
"38.44683,-88.826247","38.727662,-87.699243",Suburban,63.88416938296595,86
"34.97453,-92.01653","34.468609,-93.141375",Urban,72.8178533909805,83
"48.5711,-97.17785","47.930803,-97.113484",Rural,44.33930470058714,43
"38.887405,-77.004663","39.198731,-77.251911",Urban,25.27340682563463,46
"37.144556,-91.357626","36.755453,-90.408412",Rural,58.904936767118535,80
"46.735978,-92.17764","47.397675,-92.959718",Urban,58.69301115737237,80
"44.574484,-75.059713","44.708204,-75.45614",Suburban,21.567956332202204,33
"41.306454,-81.54079","40.992298,-81.489867",Urban,21.867201010678446,30
"41.3975,-96.20808","42.07942,-94.891613",Suburban,82.6220508560492,115
"40.75474,-73.976595","41.31077,-73.866938",Urban,38.84079556935912,65
"34.090728,-118.127527","33.985438,-118.104519",Urban,7.393155604201586,25
"28.570623,-82.572217","28.515655,-81.462276",Suburban,67.47530594626565,102
"47.625048,-99.564274","46.791788,-100.750279",Rural,80.08280307977746,114
"37.17733,-82.27209","36.197225,-81.659271",Suburban,75.75385522176607,153
"48.726868,-101.605847","48.820912,-100.439464",Rural,53.506475311181056,62
"34.23315,-97.4878","33.997828,-96.416729",Rural,63.38885540570703,83
"40.950868,-120.612954","40.408779,-120.636932",Rural,37.47585003271994,76
"46.876069,-100.277434","46.791788,-100.750279",Suburban,23.096487822859658,32
"39.80873,-74.94128","40.287435,-75.26511",Urban,37.246957843639215,73
"33.47677,-95.76885","33.025136,-96.827818",Rural,68.68553412524282,88
"37.609218,-95.416422","37.383101,-94.687586",Suburban,42.89939072632663,62
"32.302397,-87.678612","33.340856,-86.791324",Rural,88.33002513756753,130
"36.06984,-79.198764","35.024656,-79.053477",Urban,72.6757178820787,105
"41.882066,-87.637349","41.585722,-88.026056",Urban,28.65169044397349,39
"39.578512,-80.093007","40.678952,-80.301757",Suburban,76.82868648025696,98
"45.7054,-121.52146","46.119273,-122.930041",Urban,73.50288465442559,99
"29.946603,-92.241595","30.099312,-90.990108",Suburban,75.60689975383401,129
"29.515074,-95.192133","29.679269,-95.561187",Urban,24.905884570559262,39
"42.766519,-72.745723","42.74279,-72.039945",Rural,35.84367758118909,77
"36.149508,-99.301912","35.0158,-99.104057",Rural,79.11676507378213,97
"39.87671,-92.02406","39.935437,-91.333515",Rural,36.82397270051363,64
"40.599427,-85.629225","41.655794,-84.999381",Urban,80.01039226389253,88
"38.945037,-85.191159","40.165071,-84.964199",Suburban,85.158885736092,136
"40.748087,-87.82876","41.695247,-88.068055",Rural,66.61357781867223,90
"43.638343,-86.349283","44.281248,-85.383951",Rural,65.40740263497987,93
"44.5583,-96.54727","43.541182,-96.658448",Rural,70.49268413994231,82
"40.345196,-96.000386","39.803035,-94.815307",Rural,72.99943723039381,88
"44.790267,-122.618719","45.410434,-122.625928",Suburban,42.85090243022736,69
"31.99598,-99.22562","32.478296,-99.698226",Rural,43.28296585851105,53
"36.3033,-109.21566","36.731989,-108.226587",Rural,62.39920380646875,98
"26.83229,-82.26482","27.94029,-82.265105",Urban,76.55551328962456,98
"33.637151,-96.618419","32.668746,-97.132523",Urban,73.22125646371431,83
"39.751516,-81.075921","39.010548,-82.034349",Rural,72.39348873482952,127
"37.570081,-87.636436","38.049248,-87.305686",Suburban,37.710232450674205,58
"38.993805,-94.634038","38.573574,-94.857331",Urban,31.427312016394485,43
"48.422342,-101.33391","48.820912,-100.439464",Suburban,49.26651788076145,68
"40.801131,-75.310958","40.14375,-74.822001",Urban,52.18715992298484,91
"48.334038,-101.307238","48.194732,-101.299693",Urban,9.6313822833607,17
"35.630034,-98.32054","34.770181,-98.49739",Rural,60.24335770216569,86
"34.468787,-109.742654","35.041915,-110.701571",Rural,67.31381973563168,110
"40.20424,-79.6206","41.168132,-80.114631",Urban,71.45130298114707,83
"40.760601,-73.930984","40.883026,-74.705559",Urban,41.373341314285454,67
"37.669865,-76.877464","38.550237,-76.983488",Suburban,61.10037916659942,98
"41.04645,-81.39789","40.992298,-81.489867",Urban,6.081859890051666,18
"38.94043,-104.282512","39.651881,-104.879039",Suburban,58.59785294648246,84
"32.0068,-97.634243","33.055454,-96.768139",Suburban,88.28961906547198,121
"46.815306,-118.338081","47.30394,-119.540802",Rural,65.91260784186191,88
"30.16696,-97.823854","31.12031,-97.871233",Urban,65.93039493334572,88
"41.20156,-78.583502","41.324204,-79.623459",Suburban,54.67252064560305,77
"39.115489,-95.084717","38.989444,-94.698849",Suburban,22.461120425400026,35
"32.228414,-98.819663","32.432248,-97.780223",Rural,62.29758824300419,81
"37.435812,-105.57348","38.221352,-104.643569",Rural,74.30417275845573,100
"40.067609,-106.851718","39.70111,-105.327171",Suburban,84.70115461491763,133
"40.745524,-75.659209","41.666871,-74.67981",Urban,81.51196527354443,146
"40.93761,-76.16761","40.414321,-75.921806",Suburban,38.38155889678827,80
"35.588869,-81.162793","35.51239,-82.524703",Suburban,76.74067985804291,94
"38.334059,-83.994865","39.426595,-84.600149",Rural,82.2076119674841,140
"40.45415,-104.54218","39.825311,-105.056447",Suburban,51.24084018346573,62
"47.952635,-101.464689","46.791788,-100.750279",Suburban,86.89336168027029,104
"44.319199,-111.60171","43.198152,-112.357836",Suburban,86.15798908771842,114
"38.744136,-87.321357","37.693209,-87.905536",Suburban,79.23413912162478,114
"44.363681,-71.610189","43.62225,-70.34298",Suburban,81.18953471865454,137
"37.32005,-92.19849","37.06015,-93.303198",Rural,63.4012904137324,88
"28.072671,-82.559501","28.477174,-81.628863",Urban,63.14988320726396,85
"31.626621,-100.669391","31.10958,-99.331084",Suburban,86.65819765632696,94
"41.379797,-72.772991","41.477011,-72.810644",Urban,6.994351178661894,19
"39.336266,-80.015686","40.276613,-78.845945",Suburban,89.8661477768389,128
"34.782306,-91.569612","35.065765,-91.905425",Rural,27.303621961373576,47
"44.228969,-74.858103","43.787242,-75.480093",Rural,43.43827772022846,72
"33.843837,-116.393413","33.93811,-117.287503",Urban,51.69190406098644,59
"33.865395,-118.073148","33.131136,-117.066033",Urban,77.0765685697431,89
"40.7346,-83.253668","40.772874,-82.532057",Suburban,37.86134452326015,44
"40.68438,-77.11812","39.657593,-77.748595",Suburban,78.36437096086372,115
"29.468413,-98.528889","29.559121,-98.678575",Urban,10.967416134131833,23
"38.3381,-88.64311","38.663131,-87.504319",Suburban,65.5441721437937,99
"47.156558,-120.806926","47.167658,-122.171845",Suburban,64.12553815059103,104
"35.849059,-85.12896","34.996404,-85.245413",Urban,59.276584162518986,95
"42.08712,-72.03479","41.296682,-72.381942",Urban,57.47594806046444,81
"38.486703,-78.150059","37.278977,-78.401414",Suburban,84.56411471016749,134
"34.150818,-118.368159","33.767776,-117.993221",Urban,34.089944635191564,54
"41.79811,-85.64332","41.459703,-84.547006",Suburban,61.25625169748677,83
"31.340783,-94.82617","32.531882,-94.784853",Urban,82.33275327108994,110
"44.75931,-119.64444","45.335262,-118.058403",Rural,87.05000077586752,153
"42.11037,-73.35511","42.466405,-73.195733",Rural,25.913406967548926,51
"34.183418,-96.878673","33.055454,-96.768139",Rural,78.19392916255701,113
"39.04045,-95.679459","39.179857,-95.557262",Urban,11.648859650353794,18
"43.233055,-78.906562","42.080317,-78.468053",Suburban,82.70436152295932,119
"38.497711,-91.787954","39.437961,-92.445983",Suburban,73.95912463775474,93
"46.117122,-119.090676","46.826344,-119.164026",Urban,49.12671903291419,72
"43.343056,-88.791442","43.01455,-88.1041",Suburban,41.406423868854795,54
"45.943108,-93.663152","45.570579,-93.197946",Rural,34.13843820863505,48
"42.335777,-73.528651","42.84688,-73.747812",Rural,37.03164124065033,54
"42.792639,-71.072501","42.49183,-71.729951",Urban,39.351125852922735,48
"37.24151,-80.71673","37.272851,-79.909598",Suburban,44.43947501070658,70
"37.4451,-82.80516","38.483929,-82.660043",Suburban,72.21019948272189,105
"30.503949,-97.8242","29.525455,-98.719473",Urban,86.25270841830066,109
"44.972615,-93.287275","44.296139,-94.707251",Urban,84.01543807160978,110
"40.578034,-85.878104","39.661539,-86.145198",Rural,64.87710046634693,89
"43.403016,-83.994494","42.941046,-83.647059",Urban,36.40502329921425,49
"44.103548,-89.491566","43.489272,-88.811505",Rural,54.328645548073865,84
"34.424316,-98.654352","35.511134,-97.972795",Suburban,84.42674667376735,108
"42.375566,-76.732706","43.291367,-76.127509",Rural,70.31401282808335,107
"40.15004,-92.30213","40.979147,-91.541916",Rural,69.81241483518818,111
"36.688587,-81.361748","35.703314,-81.286688",Rural,68.20440532614056,130
"43.021514,-88.017587","44.076219,-87.696727",Urban,74.62341629714354,77
"32.400038,-97.933708","32.930264,-97.101354",Urban,60.71268915521362,84
"34.7309,-91.75149","33.618399,-91.381728",Rural,79.71941659281237,107
"42.574335,-84.460273","43.43509,-84.030672",Urban,63.30981049965423,91
"30.313385,-98.8936","31.063995,-98.159976",Urban,67.74730955445646,98
"44.642603,-72.735911","44.441644,-73.122148",Rural,23.54917200780733,50
"33.540811,-86.802758","33.528474,-86.720039",Urban,4.839689316501109,12
"35.906241,-80.54609","35.261814,-81.12438",Suburban,55.121805816417954,74
"41.85059,-87.882","41.93444,-89.050635",Urban,60.38455520572934,65
"41.156948,-99.153012","40.885465,-98.336171",Rural,46.52907936176028,57
"43.44536,-71.47785","44.539523,-70.517323",Suburban,89.41284718745659,155
"39.94981,-78.22862","40.832485,-77.807798",Rural,64.8830228785499,95
"48.85897,-97.288585","47.887512,-97.065271",Rural,67.89930634120486,70
"45.51367,-68.35447","44.52479,-68.392958",Rural,68.35095327048833,100
"46.294519,-95.707485","45.549784,-94.201036",Suburban,88.82491819935812,106
"41.372501,-96.049201","40.303524,-96.744541",Urban,82.31782419354323,92
"28.256862,-82.512738","28.863042,-81.955864",Urban,53.816643566483904,81
"44.484482,-111.333103","45.694564,-111.042191",Rural,84.80425269660633,128
"37.033615,-83.096311","36.644153,-82.098235",Suburban,61.40090493779714,137
"39.956056,-79.700745","39.424874,-80.19093",Urban,45.013229313832525,52
"42.799699,-73.630864","42.277931,-73.750041",Urban,36.557707022714375,54
"40.960145,-99.121861","41.120786,-100.757745",Rural,85.96970503485312,118
"38.35501,-98.34951","38.903141,-99.321098",Rural,64.68719616308795,84
"36.118997,-100.027623","36.797403,-98.652174",Rural,89.66156645080126,117
"34.92787,-95.71582","35.835606,-96.303922",Urban,70.93036316998435,95
"39.479227,-84.68575","40.28985,-84.191917",Urban,61.82587598550028,89
"29.391284,-98.618735","30.219703,-97.756462",Urban,77.12737853381921,82
"45.368653,-113.359826","45.96337,-112.508328",Rural,58.12760832713286,166
"33.670261,-96.276105","33.018032,-96.916112",Suburban,58.27025900230447,76
"33.680148,-85.251297","33.356838,-84.120656",Suburban,68.8530826757681,84
"35.089614,-114.560868","36.156735,-115.079734",Urban,79.2806630587487,99
"39.130338,-121.737911","38.498775,-121.433766",Urban,46.60765850531167,57
"39.909207,-100.784803","39.367234,-101.04734",Rural,39.967372246091905,55
"37.71514,-76.69412","38.638887,-76.895544",Suburban,64.75563769882916,103
"39.57789,-75.58882","39.162097,-76.612027",Urban,61.7433908596486,86
"34.412169,-119.292335","34.948148,-120.45297",Urban,75.63123007590154,110
"40.686249,-73.411866","41.31705,-74.147994",Urban,58.07681357090336,98
"37.822307,-83.785309","38.256814,-82.429924",Suburban,79.63080560344137,130
"34.244023,-96.752906","32.981055,-96.912058",Rural,87.74194931026085,115
"32.807206,-79.760516","33.647036,-78.981114",Urban,73.45916777000782,108
"37.581754,-84.846678","38.088768,-85.664492",Urban,56.733582913859244,95
"35.49813,-90.397619","36.0633,-89.392033",Suburban,68.5702926442956,95
"41.58232,-93.5019","41.696638,-93.010725",Urban,26.56389157399076,37
"45.376691,-96.516214","46.283907,-96.629733",Rural,62.92043527062098,81
"37.509541,-98.647923","37.721864,-97.364707",Suburban,71.74615846478181,89
"36.13338,-106.957116","35.079702,-106.529981",Rural,76.65412159787353,98
"48.09598,-119.78062","47.842507,-119.987897",Rural,19.9664149884653,29
"42.125396,-94.775361","41.525257,-96.141449",Suburban,81.64733738228757,115
"43.23302,-93.90912","44.16705,-93.947638",Rural,64.56400200089283,77
"34.222261,-118.205369","34.107199,-117.635303",Urban,33.54610264751944,44
"41.456205,-72.811047","40.726422,-73.512866",Urban,62.27389704568716,116
"37.894281,-89.217138","37.075874,-88.688659",Suburban,63.53737918688735,92
"40.460262,-79.009721","40.026311,-79.899043",Suburban,55.66668067046923,76
"25.909809,-80.388874","26.057011,-81.697009",Urban,81.8813833430447,100
"47.263731,-96.811279","46.291795,-96.124359",Rural,74.60595664479794,77
"46.515315,-108.089742","45.828755,-108.468116",Suburban,50.7738717251774,69
"44.780103,-119.914072","45.850378,-119.289105",Rural,79.93985579088817,134
"39.7473,-79.3392","40.370467,-78.432883",Rural,64.42790683406393,94
"39.36117,-97.83825","38.360716,-98.786542",Rural,85.91255434232276,115
"40.563893,-75.281409","40.453805,-74.297243",Suburban,52.25657826326516,71
"29.741325,-95.560254","29.679269,-95.561187",Urban,4.288026932256099,7
"44.1186,-97.215191","44.887106,-97.069882",Suburban,53.57932661494475,63
"44.399913,-95.937984","44.950727,-95.689617",Suburban,39.96609398699421,61
"39.916149,-77.811826","39.099358,-76.803227",Urban,77.94592986180317,104
"42.10976,-86.48002","41.784192,-85.428237",Urban,58.543789649949325,83
"39.004843,-77.954597","38.697238,-77.789935",Suburban,23.02636411207633,32
"31.504909,-82.703064","31.613558,-81.878315",Suburban,49.133398432810694,68
"34.09953,-90.443027","34.575831,-89.968427",Rural,42.61659796502057,67
"44.29082,-98.42426","43.685351,-98.009872",Rural,46.63064831301953,62
"41.135819,-101.921709","41.120786,-100.757745",Rural,60.585598216327,65
"42.460586,-83.140675","42.331306,-83.209568",Urban,9.599225897876533,21
"43.304572,-100.662079","44.380799,-100.312571",Rural,76.37252216365627,102
"37.731229,-122.066373","37.149518,-121.655492",Urban,46.08140586729237,63
"42.72219,-94.19718","42.012054,-92.909028",Suburban,82.04523680832679,117
"40.969642,-76.948072","41.524269,-75.947435",Urban,64.58023042928494,99
"41.314347,-73.137143","41.623137,-72.870636",Urban,25.408188959497004,43
"39.9108,-105.011","40.422969,-104.753585",Urban,37.90770796822553,53
"37.403455,-105.415437","38.313936,-104.609648",Rural,76.74314849006899,104
"41.24559,-89.92483","42.238718,-88.817365",Urban,89.26332003432523,115
"33.413277,-88.209276","33.405387,-86.811378",Suburban,80.62682081530534,97
"41.438766,-77.06138","42.157069,-76.854158",Suburban,50.76478755391037,84
"44.347365,-88.037736","44.35456,-89.814112",Suburban,87.76459887464462,118
"47.798886,-116.742254","47.713809,-116.907039",Urban,9.651050711442933,23
"45.535762,-90.504465","44.883734,-91.419523",Rural,63.35223377690698,92
"43.24387,-95.9353","42.792042,-96.938688",Rural,59.52974782733384,85
"41.766724,-75.732669","41.666871,-74.67981",Suburban,54.73665301245609,97
"39.84674,-79.89978","39.086144,-78.960497",Suburban,72.60671341843587,130
"47.99239,-108.65884","48.563676,-109.634238",Rural,59.746143981985426,81
"37.59688,-120.86604","37.688028,-122.130538",Urban,69.4671483127918,83
"40.12504,-91.62516","39.119256,-91.892996",Rural,70.93979815387966,96
"40.233577,-74.657602","39.980368,-75.933436",Urban,69.65439671789868,90
"28.468477,-82.595728","28.863042,-81.955864",Suburban,47.41293145644481,83
"38.15093,-81.74262","38.797775,-81.350381",Suburban,49.473145435202014,92
"33.74038,-95.67302","32.991831,-96.574048",Suburban,73.3361414294729,103
"43.052822,-92.445706","42.031878,-91.681999",Rural,80.54368042474617,99
"30.515517,-84.341629","30.556944,-84.592897",Urban,15.224625626737854,22
"39.864689,-86.013632","40.281427,-86.478439",Urban,37.855245184813334,63
"44.870977,-123.473276","45.541639,-122.421014",Rural,69.07252131252795,102
"32.59121,-97.039429","33.097339,-96.798848",Urban,37.65559116588226,48
"37.43708,-76.26827","37.504098,-77.629835",Suburban,74.80703767405492,102
"45.42362,-84.8281","44.941583,-84.673853",Suburban,34.14219312820416,48
"41.682897,-86.238906","40.745127,-86.774935",Urban,70.52927036629148,104
"35.843919,-90.1806","35.689502,-90.521277",Suburban,21.877211890528717,41
"47.97168,-98.99327","47.930803,-97.113484",Rural,87.03303532919168,93
"37.881183,-97.793755","37.661018,-97.554712",Suburban,20.04619613064854,34
"43.883871,-71.257726","44.304641,-71.798585",Rural,39.56659236827318,91
"31.5938,-83.01431","31.851168,-81.579253",Suburban,86.1935354911012,123
"43.646319,-71.282068","44.343201,-69.789987",Rural,88.42241246112825,132
"36.37559,-119.211689","35.370098,-119.147641",Urban,69.56535991070876,86
"28.467101,-81.241651","27.925253,-82.270248",Urban,72.97112610854346,98
"41.711462,-84.945643","42.38439,-85.18038",Rural,48.02940120055442,87
"41.871286,-80.120436","42.080317,-78.468053",Suburban,86.0947751691022,113
"46.121345,-67.833009","45.355887,-68.524582",Suburban,62.52408095943117,74
"35.427817,-92.819567","34.468609,-93.141375",Suburban,68.73506922241816,119
"42.309263,-90.181064","42.033367,-91.553014",Rural,72.7940489790946,102
"45.139317,-98.15339","44.887106,-97.069882",Rural,55.718690841265065,72
"46.730066,-117.014806","46.033767,-118.382439",Urban,81.01561987751536,145
"37.11422,-89.19785","37.785686,-89.028097",Rural,47.31902893839491,53
"43.06308,-83.85107","42.913043,-83.979358",Urban,12.227276681878138,22
"28.727263,-81.414779","28.458394,-82.631277",Urban,76.10301816963438,129
"34.875416,-85.050047","34.877081,-84.325372",Suburban,41.077173922825374,87
"36.76064,-83.58408","36.956146,-82.601513",Suburban,55.97342856666307,96
"38.09732,-81.77984","39.031558,-82.62259",Suburban,78.9900743573452,111
"30.661452,-92.875433","31.273777,-92.497688",Suburban,47.861912051287455,67
"41.820851,-94.319081","41.536904,-93.59368",Rural,42.263406408971115,64
"42.181265,-71.309934","41.955479,-70.718135",Urban,34.12818622459597,57
"34.795717,-98.629094","35.462864,-97.622217",Urban,73.22532759398645,86
"35.033927,-84.379169","34.767226,-84.930344",Rural,36.26396470412555,75
"35.162396,-92.445162","35.225814,-92.389607",Suburban,5.388836050070554,11
"32.661331,-107.123524","31.869475,-106.432342",Rural,68.00027469857866,79
"32.782264,-95.44337","32.275403,-95.310071",Rural,35.871316805318386,52
"35.049197,-84.735366","35.460422,-85.043869",Suburban,33.320632847793114,57
"40.682416,-82.528564","41.459501,-81.808502",Urban,65.49433736944967,73
"44.814175,-70.187221","44.78028,-69.730883",Rural,22.49601061515159,43
"27.532134,-80.418954","26.529269,-80.120404",Urban,71.68613569883748,79
"37.44012,-81.24399","37.117083,-82.794957",Suburban,88.14004216936303,178
"48.880795,-97.797358","47.930803,-97.113484",Rural,72.74745790005628,87
"31.453629,-82.230385","30.279243,-81.628991",Suburban,88.63480636704568,109
"41.505764,-71.62114","41.752657,-71.414249",Suburban,20.128654077578123,35
"48.55386,-96.16891","47.930803,-97.113484",Rural,61.17417948040184,91
"46.011345,-68.273154","46.143148,-67.842563",Rural,22.5577920068827,26
"39.33035,-94.636092","38.949785,-95.704481",Suburban,63.00288989989427,76
"34.690934,-77.361429","35.344812,-77.916919",Urban,55.03727532121578,83
"45.71484,-121.46452","45.928592,-122.761184",Urban,64.1575096948886,87
"37.640727,-82.313128","36.644153,-82.098235",Rural,69.8664367602534,156
"44.847155,-93.153453","45.276567,-93.001533",Urban,30.581888863131645,33
"26.275293,-98.56996","25.951088,-97.484462",Suburban,70.97255257545488,84
"41.781442,-87.770534","41.815731,-88.283145",Urban,26.509921998324323,45
"37.328292,-122.360233","37.688028,-122.130538",Rural,27.861868070804935,55
"39.01278,-97.9756","38.023657,-97.338544",Rural,76.52816060502413,83
"47.545978,-111.875624","47.491168,-111.219167",Suburban,30.864919571433187,46
"36.814669,-92.626445","37.064637,-93.824061",Suburban,68.35476559137182,107
"40.705559,-96.397545","40.657915,-95.856996",Suburban,28.513465746979644,29
"33.507577,-112.070981","33.835424,-111.304081",Urban,49.5754764995841,93
"33.818742,-90.840631","34.305429,-89.919171",Suburban,62.55072492316034,87
"40.039201,-81.452164","41.161889,-81.859899",Suburban,80.46514063626549,109
"38.46596,-78.97225","38.434737,-78.852954",Suburban,6.806089746576335,16
"37.17598,-92.820353","37.635993,-91.53617",Suburban,77.3157762148217,103
"37.08984,-89.95723","36.030201,-90.52322",Suburban,79.66743537984449,116
"44.956023,-93.082613","45.591346,-94.189051",Urban,69.43306397496708,78
"48.774787,-96.942022","47.930803,-97.113484",Rural,58.84273557439914,68
"32.741481,-96.795879","32.007638,-97.09865",Urban,53.69368666492055,57
"37.347483,-82.929809","37.567138,-84.310418",Rural,77.22715904872648,120
"37.72401,-81.12672","36.846544,-81.500803",Urban,64.01967469020637,93
"30.320606,-97.737583","30.17782,-96.915686",Urban,50.037673914707874,61
"36.504292,-101.785231","35.656235,-101.41154",Rural,62.199774349083555,78
"38.74418,-93.84522","38.706692,-93.270954",Urban,31.063029649770545,35
"36.671897,-98.974629","36.387828,-97.945589",Rural,60.40908511805839,83
"44.427157,-92.620355","44.91171,-91.931619",Suburban,47.60431112042879,75
"40.306449,-97.14239","41.211692,-95.992898",Rural,86.78075498977019,103
"44.552247,-88.078803","44.241461,-88.351735",Urban,25.350562762399505,32
"44.432,-74.18099","44.662874,-75.032053",Rural,44.84011422998075,63
"40.193243,-88.545144","40.515203,-88.949145",Suburban,30.778932459726665,44
"32.9096,-81.95289","33.545428,-82.144621",Suburban,45.307555655094504,60
"20.849675,-156.165622","20.877913,-156.455167",Suburban,18.79541480047047,62
"30.442499,-84.29855","31.170317,-83.759114",Urban,59.61208326041199,86
"41.791518,-83.814189","42.64804,-84.077794",Suburban,60.69760824372081,77
"44.24941,-93.39383","43.684931,-92.986364",Suburban,43.951249799041214,55
"40.394413,-84.535296","39.857986,-86.0747",Rural,89.37335716963757,120
"42.12862,-98.02979","40.943969,-98.384746",Rural,83.88477804424059,106
"43.723578,-89.065361","42.947781,-88.01076",Rural,75.3783640974371,99
"41.807647,-83.579334","42.913043,-83.979358",Urban,79.05875863703038,95
"45.753019,-84.691745","45.5939,-84.782548",Rural,11.835872898231962,18
"36.953435,-87.718377","36.720973,-88.629732",Suburban,52.89375449018678,68
"39.96865,-89.16231","39.405626,-88.826648",Rural,42.79981705876021,59
"37.7517,-81.214825","37.305417,-81.34246",Urban,31.61837914733137,67
"42.944333,-82.691559","42.64804,-84.077794",Suburban,73.2006484333918,97
"41.60672,-80.5723","40.391367,-80.549483",Rural,83.98132528424534,108
"26.511382,-80.148217","25.764588,-80.308743",Urban,52.550461652619944,68
"35.344949,-108.101102","34.81687,-106.763023",Rural,83.99512219230145,96
"38.809388,-85.061136","37.966856,-84.501033",Rural,65.64199270555967,110
"35.52891,-108.6548","36.731989,-108.226587",Urban,86.49119311668927,116
"38.240419,-121.587535","38.471218,-121.8205",Suburban,20.337625132097415,57
"38.904817,-104.70124","39.590671,-104.8618",Urban,48.16042990952781,56
"42.250118,-75.125556","42.427575,-76.513991",Suburban,71.96165210438728,109
"47.51207,-97.83707","48.111545,-96.150057",Rural,88.55896981859203,123
"31.19128,-88.0075","30.434857,-88.828826",Suburban,71.46190185534829,86
"30.298806,-81.72124","30.100938,-81.774197",Urban,14.03235934810053,30
"30.73851,-99.11144","31.056527,-97.651262",Rural,89.31544813119015,112
"35.4423,-88.29365","34.493241,-87.274324",Suburban,87.35368626777999,130
"44.327083,-75.80354","43.291367,-76.127509",Rural,73.36148684528786,74
"38.017322,-121.039852","38.482694,-121.369921",Rural,36.80540769403887,59
"42.99813,-74.68292","43.104447,-73.749201",Rural,47.71164527990709,76
"46.62303,-97.60149","46.864166,-96.865751",Rural,38.61427487193792,57
"40.193311,-74.442803","39.47204,-74.71588",Urban,51.898518700889205,82
"33.94815,-86.47276","33.528474,-86.720039",Suburban,32.290543706559994,47
"28.954273,-97.090604","29.326219,-96.121552",Suburban,63.8778671509796,73
"32.906319,-84.716723","33.65621,-84.424113",Rural,54.49944990585054,72
