origin,destination,ruca,great_circle_distance,driving_time,driving_distance
"39.578512,-80.093007","39.645871,-79.998579",Suburban,6.850047030231019,18.0,10.311651744999999
"41.37224,-71.80694","41.354085,-71.767254",Urban,2.4101588108269296,10.0,4.062523598
"41.637826,-111.917588","41.760337,-111.830363",Urban,9.586421127701804,18.0,11.046112267000002
"39.36227,-86.08471","39.5009,-86.067152",Suburban,9.62414352280272,17.0,11.054190089999999
"34.088475,-118.325527","34.18838,-118.325757",Urban,6.902790830917384,26.0,8.381052047999999
"28.581499,-81.685146","28.52993,-81.731253",Urban,4.53047753162623,17.0,7.4564520000000005
"46.46667,-95.23194","46.452898,-95.126816",Rural,5.093154188982849,8.0,5.9980942630000005
"38.195066,-85.69492","38.088768,-85.664492",Urban,7.528318115735687,19.0,11.883099004
"35.372045,-78.052422","35.344812,-77.916919",Urban,7.863885867413863,15.0,10.927430406
"39.850163,-75.070672","39.892072,-75.084177",Urban,2.9828807780512,11.0,3.349811061
"31.659327,-88.704113","31.685793,-88.632497",Suburban,4.591108569841571,10.0,5.758245057
"37.9615,-81.08232","38.059457,-81.103399",Suburban,6.864772322298972,31.0,16.662063365
"42.214896,-86.047077","42.243011,-85.930846",Suburban,6.25577304099504,13.0,8.408392372
"41.561802,-74.709618","41.666871,-74.67981",Suburban,7.421075420909499,21.0,10.111570283
"43.40836,-84.60667","43.406281,-84.666616",Urban,3.012443969677823,5.0,3.146001373
"38.707231,-87.417306","38.663131,-87.504319",Urban,5.595356134132808,13.0,8.684281096000001
"34.113712,-84.033984","34.036465,-84.050592",Urban,5.421231854282398,16.0,8.422062534
"39.695014,-105.034339","39.656102,-104.994921",Urban,3.4091805442743945,14.0,5.295323662
"35.952723,-83.934197","35.92637,-84.062777",Urban,7.419723735338848,15.0,8.829681910000001
"39.95422,-89.54871","39.839252,-89.604636",Urban,8.478697181796617,12.0,11.441925594
"43.081164,-85.679652","43.036361,-85.693564",Urban,3.1742642144782636,7.0,3.878597782
"36.18208,-81.28426","36.148021,-81.193855",Suburban,5.564891631039967,13.0,7.929315331
"38.087663,-78.556765","38.097457,-78.467008",Urban,4.927455034783397,17.0,8.290331882
"48.693122,-122.410041","48.801651,-122.482777",Urban,8.198209291822243,24.0,11.032442105
"41.84371,-72.82843","41.739969,-72.713381",Urban,9.30068122364782,27.0,12.211182892
"40.135834,-79.932907","40.137309,-79.84277",Suburban,4.762362790328811,10.0,6.841916081
"40.862349,-74.075585","40.867222,-74.09982",Urban,1.3103299132698936,7.0,1.746673881
"33.9938,-117.75888","34.08262,-117.671786",Urban,7.907422710723546,25.0,12.547965974
"41.23238,-95.875086","41.227501,-95.845231",Urban,1.587563099219726,8.0,4.803819201
"45.080265,-93.08752","45.089913,-93.006048",Urban,4.030030106581202,11.0,5.415248265
"35.610921,-80.436124","35.655137,-80.466577",Urban,3.5011166142350616,9.0,5.008871631
"41.428088,-72.996191","41.470569,-73.028018",Urban,3.3662947294607513,8.0,4.769022425
"35.711302,-77.266682","35.580712,-77.307063",Suburban,9.3034149786937,22.0,13.591869253999999
"29.708486,-95.720315","29.783998,-95.804007",Urban,7.24068733454862,16.0,11.434469142000001
"36.881197,-76.261511","36.918289,-76.228158",Urban,3.1566019879880174,12.0,4.107883681
"37.122327,-80.752614","37.083952,-80.69453",Urban,4.156324460221561,12.0,6.638106393
"35.390376,-97.759874","35.462864,-97.622217",Urban,9.22774503778639,20.0,12.919545832
"44.809326,-73.081499","44.841722,-73.089697",Suburban,2.2741174509673785,10.0,2.839044099
"26.528233,-80.084764","26.574927,-80.114383",Urban,3.709437005588656,13.0,5.817896673
"32.01305,-106.60481","31.885069,-106.577956",Urban,8.98170459919209,16.0,11.891176827
"37.043237,-100.873809","37.067048,-100.91685",Urban,2.8877629298179723,14.0,9.765466636
"33.988463,-118.187376","33.901992,-118.144531",Urban,6.459602439478597,19.0,10.377517071
"28.535094,-81.220237","28.636073,-81.320984",Urban,9.275785387103944,23.0,15.283862487
"37.859262,-89.000174","37.745824,-88.971994",Urban,7.987374469519271,20.0,14.370447117
"40.219558,-74.733404","40.14375,-74.822001",Urban,7.021932294666965,17.0,9.450431539
"39.313796,-83.796942","39.452908,-83.783598",Suburban,9.638104691331064,14.0,11.548801405999999
"42.01035,-76.52717","41.977035,-76.543201",Urban,2.4446238484900773,7.0,3.207517102
"35.919953,-84.516642","35.879749,-84.657768",Suburban,8.372856415670794,17.0,9.719485182
"30.44575,-86.57912","30.446098,-86.638751",Urban,3.5520601366858258,11.0,4.227808284
"41.312349,-81.856087","41.382942,-81.743944",Urban,7.591129232148657,23.0,9.849973092
"42.85703,-84.759243","42.738161,-84.675563",Suburban,9.244045192416156,15.0,12.312466365
"40.745772,-74.267541","40.687904,-74.298839",Urban,4.321208210461891,17.0,7.20168989
"35.35454,-94.4341","35.365631,-94.377656",Urban,3.2715137001398933,12.0,5.123203895
"35.985967,-88.433709","35.99769,-88.437685",Rural,0.8399263042466014,3.0,1.002271423
"38.532301,-75.949958","38.554031,-76.05261",Suburban,5.746967722731955,11.0,7.412334659
"32.421383,-85.064964","32.423778,-84.945164",Urban,6.989043578264501,17.0,10.571384823
"42.547818,-73.268033","42.466405,-73.195733",Urban,6.723350023961821,16.0,8.107027437000001
"40.96506,-78.99476","40.929304,-78.982898",Suburban,2.5468821201251575,8.0,4.29367361
"40.364305,-84.056464","40.28985,-84.191917",Suburban,8.796071690445668,18.0,10.439654170999999
"41.278621,-83.244604","41.374417,-83.119163",Suburban,9.282899232606834,18.0,13.187978104
"42.121293,-80.088919","42.122688,-80.040282",Urban,2.4944053727699487,11.0,3.5492711519999998
"36.004647,-79.054475","36.055918,-79.085318",Urban,3.9394551502057817,12.0,6.9748894749999995
"42.953909,-87.943306","43.025334,-88.001444",Urban,5.743506111854156,15.0,12.133511517
"34.264331,-84.753929","34.203119,-84.788177",Suburban,4.659899672657728,10.0,5.570591015
"37.52487,-77.557765","37.504098,-77.629835",Urban,4.202455852627409,11.0,4.998308324
"21.97583,-159.35479","21.98224,-159.365088",Urban,0.7946705041804744,4.0,1.6472545209999998
"37.198248,-80.615065","37.083952,-80.69453",Urban,9.028857426560029,20.0,11.733969964
"39.970024,-82.174647","39.975084,-82.012565",Suburban,8.589342653042818,20.0,11.132482836000001
"42.079228,-87.72836","42.056548,-87.835326",Urban,5.705858637188153,16.0,7.534123375
"47.505822,-122.115699","47.608702,-122.139631",Urban,7.19538754609526,23.0,11.561850197
"39.988339,-79.771265","40.026311,-79.899043",Suburban,7.253499273283612,17.0,10.143260204
"26.902989,-82.046244","26.894002,-82.01069",Urban,2.2770710200656676,6.0,2.993765478
"38.60367,-85.77441","38.687743,-85.795417",Suburban,5.918470428893612,12.0,6.9581124580000004
"35.508128,-98.026708","35.511134,-97.972795",Suburban,3.0393487576123523,8.0,4.052581662000001
"37.34787,-83.35629","37.298564,-83.213522",Suburban,8.552202723452755,20.0,12.530567586
"42.048278,-87.890466","42.014977,-87.768773",Urban,6.655747433159118,20.0,7.983374608000001
"40.497049,-79.489055","40.400065,-79.590956",Suburban,8.579610956533847,22.0,15.061411669
"42.105288,-71.184785","42.141998,-71.214722",Urban,2.9643031579167554,11.0,4.862228075
"28.033061,-82.724374","27.987069,-82.773732",Urban,4.377585684419273,15.0,5.827838609
"32.855295,-82.702399","32.95207,-82.811751",Suburban,9.216794518818894,16.0,10.275612227
"33.836682,-85.210444","33.707143,-85.161775",Suburban,9.376635466257904,11.0,10.361982796
"42.21003,-76.836629","42.157069,-76.854158",Urban,3.767701819740976,10.0,4.423540149
"42.038272,-88.3675","42.170468,-88.335097",Urban,9.283680555715696,20.0,11.522082453
"42.992968,-78.601269","42.908748,-78.743013",Urban,9.232861691899664,21.0,11.845816744
"30.537773,-98.333113","30.599505,-98.271873",Suburban,5.6094224404381725,18.0,9.035355711000001
"32.783137,-85.275581","32.834983,-85.178727",Suburban,6.668359213272324,17.0,13.25384343
"44.941415,-93.010714","44.896676,-93.077997",Urban,4.515705687054816,14.0,9.360332744
"36.150393,-79.610426","36.071699,-79.498885",Urban,8.266066483228641,19.0,10.489985222000001
"40.24375,-79.658436","40.308462,-79.58126",Urban,6.045005204468642,20.0,8.83589562
"36.740217,-82.026738","36.644153,-82.098235",Urban,7.729532213521027,15.0,10.959741698000002
"34.90727,-106.68919","35.025724,-106.713767",Urban,8.30185311351661,14.0,9.43862549
"41.4942,-87.52171","41.492631,-87.467437",Urban,2.810891249888875,8.0,3.002464672
"42.982076,-83.734004","42.941046,-83.647059",Urban,5.231013203640967,16.0,9.595210982
"30.4852,-92.59597","30.495093,-92.430878",Suburban,9.853139491317052,12.0,10.290525131
"39.80364,-75.005762","39.892072,-75.084177",Urban,7.391581263586649,18.0,10.647813456
"38.955907,-77.1165","38.958102,-77.002073",Urban,6.149836714161576,29.0,7.675174592
"39.108964,-94.692538","38.965451,-94.668894",Urban,9.996664959875485,18.0,11.875642551999999
"42.776329,-83.274778","42.762337,-83.198905",Urban,3.9679291326267694,13.0,6.436160818
"39.578352,-121.58212","39.490563,-121.57057",Urban,6.096788093290135,12.0,9.101221037
"35.702704,-82.588915","35.703464,-82.579334",Urban,0.540124193769692,2.0,0.820831091
"38.94317,-76.95664","38.958102,-77.002073",Urban,2.650310344287378,11.0,3.229265087
"36.217846,-85.542327","36.145147,-85.497118",Urban,5.620273129906039,18.0,8.223223814
"39.808643,-75.212943","39.921855,-75.262715",Urban,8.255551328545309,34.0,21.517456359
"40.709518,-84.919164","40.810319,-84.937417",Rural,7.029892660180384,12.0,8.149280665000001
"36.82898,-83.7702","36.858282,-83.868509",Suburban,5.800655596331581,11.0,8.235029863
"37.232126,-96.996334","37.227218,-96.993118",Urban,0.38248875771897,3.0,0.653682292
"38.894759,-77.048407","38.958102,-77.002073",Urban,5.035591506448938,26.0,7.808147986000001
"40.066647,-76.187926","40.07395,-76.325381",Urban,7.285304008780216,16.0,9.157765798
"39.87699,-90.37346","39.996786,-90.394535",Rural,8.352078511493925,12.0,9.931994064
"34.07068,-84.589406","34.054128,-84.704404",Urban,6.680971939890118,17.0,11.270427198000002
"28.751078,-81.107884","28.86982,-81.164154",Suburban,8.883443997669636,22.0,15.525575806
"39.313258,-86.756423","39.291063,-86.784412",Suburban,2.142678155612189,9.0,3.884190121
"38.364718,-76.917398","38.351946,-77.057313",Suburban,7.631682077319478,14.0,9.057103696
"37.277121,-121.986133","37.389857,-121.985599",Urban,7.789371238309473,21.0,9.498898477000001
"42.262954,-77.215478","42.155365,-77.106342",Suburban,9.298127002580475,12.0,10.807505803
"41.254823,-73.958727","41.31077,-73.866938",Urban,6.136394309178181,17.0,8.448160116
"37.77081,-97.545886","37.724863,-97.464973",Suburban,5.442364836587307,15.0,8.53763754
"33.976814,-117.038262","34.045263,-117.174131",Urban,9.106147571033572,16.0,10.187377545
"39.47931,-76.62996","39.470546,-76.643368",Urban,0.9370337545242876,8.0,2.6246711040000004
"37.348725,-121.93756","37.322401,-121.973234",Urban,2.673733569792871,14.0,3.685351401
"37.561699,-82.684788","37.506823,-82.539872",Suburban,8.798836465030163,23.0,12.889720024
"36.085904,-83.737262","36.031101,-83.866442",Suburban,8.148703458284091,16.0,11.043626783
"42.70092,-73.10871","42.664403,-73.110318",Urban,2.5244060395992567,7.0,3.0266981410000002
"47.804869,-122.285481","47.914251,-122.213538",Urban,8.260761486170988,15.0,10.15941585
"40.364667,-81.755507","40.295124,-81.850335",Rural,6.930767234073358,15.0,8.553793186
"36.61162,-119.52707","36.543281,-119.402556",Suburban,8.368140298729276,17.0,11.520839711
"39.387544,-87.090363","39.531305,-87.100492",Suburban,9.947625147178696,20.0,12.905254299
"42.647991,-71.165685","42.570522,-71.113041",Urban,5.984721391589715,16.0,7.632299993
"46.880348,-98.687205","46.880626,-98.723014",Urban,1.6912571839330557,5.0,2.182254952
"46.002114,-122.72175","45.928592,-122.761184",Suburban,5.421438544879592,37.0,13.848495477
"41.300236,-79.35779","41.188719,-79.3961",Rural,7.957988381674068,20.0,11.842709889
"40.43343,-76.11216","40.344187,-75.975559",Suburban,9.470965884834696,19.0,11.741426416000001
"41.820599,-71.444302","41.752657,-71.414249",Urban,4.943079976126236,16.0,7.368838689
"35.054355,-106.561576","35.144928,-106.55075",Urban,6.287850839009352,20.0,7.555249989000001
"33.619672,-117.612087","33.640778,-117.601389",Suburban,1.5828369556508315,6.0,2.341325928
"28.23809,-80.6079","28.171293,-80.673983",Urban,6.1229957981613135,14.0,7.900110894
"35.688378,-84.076895","35.771241,-83.991555",Urban,7.462606825282371,18.0,10.043219473
"36.568845,-89.85627","36.570083,-89.970779",Rural,6.3548347460618855,12.0,8.310837125
"35.16976,-107.89089","35.140423,-107.835279",Suburban,3.738675574501229,6.0,3.899724396
"41.570342,-93.799418","41.687183,-93.772041",Urban,8.195821706866885,19.0,9.975490034
"30.78128,-95.59527","30.713987,-95.570234",Urban,4.881396702781159,13.0,7.472607646
"37.488021,-93.439073","37.595452,-93.402768",Suburban,7.684631935231786,17.0,14.792979397
"40.80104,-72.79699","40.924722,-72.712472",Urban,9.619352315425676,17.0,12.247222410000001
"42.318492,-88.997248","42.266192,-88.973371",Urban,3.814086707252113,11.0,4.757216376
"39.023294,-95.208909","38.973376,-95.309752",Urban,6.420079776452901,19.0,9.425576699
"37.84455,-82.05513","37.86008,-82.044512",Suburban,1.2193981238302252,7.0,4.285595787
"35.772992,-81.676229","35.772992,-81.676229",Urban,0.0,1.0,0.0
"33.514565,-83.862612","33.613111,-83.832595",Urban,7.024775352733745,14.0,8.266719784000001
"32.47986,-86.36192","32.462474,-86.416138",Urban,3.3810423724093535,10.0,4.3632671620000005
"38.256973,-122.311685","38.126743,-122.254598",Urban,9.517081149266676,19.0,11.198348161999998
"34.281378,-88.672874","34.254244,-88.71569",Urban,3.0808735493374484,9.0,4.248934898
"39.195161,-89.960661","39.268214,-89.894842",Suburban,6.155138806451134,16.0,9.744961393
"32.777779,-96.62315","32.841865,-96.597568",Urban,4.670484433940469,9.0,5.711642232
"40.846678,-73.146763","40.813853,-73.289567",Urban,7.802616144607753,18.0,10.01028681
"33.494995,-86.808077","33.448237,-86.821089",Urban,3.3165717433165463,9.0,4.979045823
"46.466637,-87.920429","46.512052,-87.961534",Suburban,3.69726147917776,6.0,4.761565973000001
"34.00709,-118.258681","33.924047,-118.128642",Urban,9.404817609380816,32.0,15.585848792999998
"41.603711,-83.47049","41.610196,-83.613043",Urban,7.378241675285887,22.0,9.431790409
"35.841039,-90.675602","35.803091,-90.69873",Urban,2.924642519723713,11.0,4.867820414
"39.00569,-94.252933","38.92284,-94.364344",Urban,8.282061388107792,21.0,11.758203432999998
"41.561716,-86.414045","41.62857,-86.271059",Suburban,8.713459515648161,13.0,11.024364282
"35.754505,-89.66112","35.760709,-89.543171",Suburban,6.627167140513294,12.0,8.352468982
"36.31578,-119.70846","36.32169,-119.676312",Urban,1.8357030642070031,5.0,2.82102434
"40.26323,-79.71382","40.308462,-79.58126",Urban,7.653880963533347,18.0,9.756146071
"42.309661,-71.121097","42.238025,-70.985981",Urban,8.49798813787208,31.0,12.851816393
"36.68367,-93.0499","36.670541,-93.22926",Suburban,9.980349339071108,35.0,20.872473261
"39.56897,-80.73288","39.656638,-80.859573",Suburban,9.064557975999428,22.0,14.021236615000001
"29.83159,-95.379554","29.72298,-95.465213",Urban,9.09408852322305,20.0,13.350155935
"25.761042,-80.141003","25.844178,-80.251316",Urban,8.948864151628563,48.0,11.731484479999999
"35.089483,-86.175941","35.217627,-86.104279",Suburban,9.73552271640358,21.0,11.890555456
"42.812776,-73.943368","42.841719,-73.944233",Urban,2.000251228017211,8.0,2.863898939
"29.911385,-90.055722","30.001921,-90.129053",Urban,7.642045999108087,15.0,10.745368703
"34.106922,-117.297553","34.105579,-117.429072",Urban,7.524681017463211,23.0,7.812497583000001
"38.871527,-82.098592","38.822076,-82.171844",Urban,5.216514990025534,15.0,7.307944331
"27.95504,-80.692096","28.037645,-80.64809",Urban,6.307362231328105,19.0,8.627114964
"43.17562,-76.11937","43.291367,-76.127509",Urban,8.007844328782609,11.0,8.661290369
"41.19481,-75.26851","41.125488,-75.372343",Rural,7.219043245909235,16.0,9.081958536
"37.35391,-81.251807","37.237775,-81.254488",Urban,8.025517539962394,19.0,10.237708596
"38.473824,-82.647933","38.483929,-82.660043",Urban,0.9573479478563112,5.0,1.4111335409999999
"43.115159,-88.040188","43.018775,-87.965474",Urban,7.653215819244727,17.0,12.346020399
"26.267436,-80.209176","26.302947,-80.131759",Urban,5.387106337286775,16.0,8.056075015
"41.623158,-71.307273","41.506346,-71.317611",Urban,8.08861577752942,59.0,16.448311741
"41.800617,-85.866011","41.669946,-85.898023",Suburban,9.178134249494263,17.0,10.704358217000001
"33.146336,-96.856347","33.216691,-96.735629",Urban,8.506536195923456,18.0,12.280776443999999
"35.94831,-78.621619","35.861677,-78.707178",Urban,7.66533471242769,21.0,11.146774369000001
"37.021946,-76.436637","37.061658,-76.465158",Urban,3.1627163801696305,9.0,3.7102062410000003
"30.394045,-91.070972","30.431013,-91.077884",Urban,2.5872379376000603,10.0,3.3603743680000004
"32.998041,-94.952278","33.134364,-94.96521",Suburban,9.448740160958792,12.0,10.270641259
"30.031251,-89.975819","30.043316,-89.961901",Urban,1.1781148943548432,6.0,2.219537212
"41.15395,-80.70147","41.029073,-80.631235",Urban,9.371320495360376,18.0,12.329243382
"38.874775,-77.119515","38.958102,-77.002073",Urban,8.54448171633418,34.0,13.780766038000001
"32.783332,-83.823023","32.809157,-83.718654",Suburban,6.318922693072678,12.0,7.278118523
"37.213652,-82.673426","37.117083,-82.794957",Rural,9.44964576334443,19.0,12.059568368
"41.509602,-83.801789","41.615979,-83.7032",Urban,8.944237269649404,19.0,11.898633279
"37.18287,-83.14823","37.298564,-83.213522",Suburban,8.76340820557811,18.0,12.509440972
"40.601475,-73.76191","40.661102,-73.726731",Urban,4.513951424204594,24.0,6.969918507
"44.786404,-69.805662","44.78028,-69.730883",Rural,3.691553328069008,15.0,9.077608939
"32.769479,-96.750478","32.78893,-96.598908",Urban,8.906858432673184,17.0,11.872535697
"44.035974,-75.793813","44.040758,-75.840357",Urban,2.335328000211805,8.0,3.9401135110000003
"39.96645,-79.87672","40.026311,-79.899043",Suburban,4.301471589232579,11.0,6.032891039
"37.373832,-86.764417","37.405245,-86.875822",Suburban,6.489459088397964,16.0,9.344798469
"37.533664,-85.429061","37.553709,-85.284043",Suburban,8.064397658641305,16.0,11.018771943
"37.971347,-91.636399","37.938696,-91.77748",Suburban,8.010295433105695,19.0,10.032034795
"31.790929,-89.041363","31.709197,-89.148491",Suburban,8.456166364993067,14.0,9.774165830000001
"29.926556,-95.603242","29.897597,-95.683406",Urban,5.201250792937664,16.0,6.920830198
"30.236364,-90.827056","30.323362,-90.921154",Urban,8.225284959945503,19.0,11.393458656
"33.739689,-117.78471","33.679638,-117.67126",Urban,7.728796646668771,18.0,9.457887991
"28.717472,-81.583045","28.670561,-81.457157",Urban,8.289797149003316,20.0,9.262156126
"41.30315,-74.7935","41.350076,-74.733586",Suburban,4.4918202163743555,11.0,6.134174512
"39.328104,-77.0142","39.366962,-77.162412",Suburban,8.361851420913544,11.0,9.116133941
"35.049197,-84.735366","35.125702,-84.868603",Suburban,9.202499576562431,18.0,11.189648968
"37.272289,-121.723862","37.316526,-121.871206",Urban,8.65647738829504,21.0,11.865700616
"36.603501,-79.376228","36.626609,-79.398453",Urban,2.0170243474188574,7.0,2.8514715190000004
"40.897823,-77.773188","40.809754,-77.897126",Suburban,8.887077146591142,17.0,11.688609881
"34.06226,-116.971138","33.924822,-116.951654",Urban,9.561431600521123,46.0,29.008083764
"48.202765,-114.303919","48.231746,-114.326206",Urban,2.2499654885482756,9.0,3.3342767859999998
"35.208992,-80.856343","35.213488,-80.688997",Urban,9.452041494093685,20.0,11.015043717000001
"41.574582,-90.42128","41.491024,-90.406399",Urban,5.824386591619741,17.0,13.125219633
"29.736295,-95.523292","29.735938,-95.512323",Urban,0.6585487209017988,4.0,0.920871822
"39.916748,-80.737134","39.926721,-80.747833",Urban,0.8923158250336768,5.0,1.2887234539999999
"33.942708,-117.952483","33.872491,-118.061825",Urban,7.92783789889512,26.0,10.346448521
"44.020561,-88.185906","44.024156,-88.142649",Suburban,2.163440361226605,6.0,2.790577161
"41.8374,-71.394717","41.78808,-71.49851",Urban,6.338921350713586,19.0,12.359690560999999
"38.663851,-90.281813","38.56298,-90.403032",Urban,9.560477578931666,22.0,12.406293386000002
"42.722414,-84.652032","42.738161,-84.675563",Urban,1.6155655534728883,7.0,2.509717469
"31.272415,-85.705129","31.315788,-85.826504",Urban,7.767499905438733,16.0,11.384759462
"39.172636,-121.80251","39.146025,-121.655642",Suburban,8.080353502318731,22.0,11.719057059999999
"42.077584,-78.48324","42.080317,-78.468053",Suburban,0.801394742835431,4.0,1.181847642
"40.647735,-73.879477","40.661102,-73.726731",Urban,8.059718373515725,20.0,9.46969404
"35.123648,-89.93139","35.232115,-89.893959",Urban,7.786781401989122,20.0,9.837545672000001
"29.685706,-95.434764","29.674425,-95.495469",Urban,3.726465324513911,14.0,4.618650643
"41.615082,-86.14782","41.714445,-86.180682",Urban,7.07176535375711,20.0,9.382080729
"37.224615,-82.722772","37.117083,-82.794957",Rural,8.425898217553257,23.0,12.202483698000002
"42.008558,-87.694735","42.014977,-87.768773",Urban,3.826671247313002,15.0,4.3036155460000005
"37.87232,-82.17486","37.86008,-82.044512",Rural,7.160022881796084,23.0,13.673268855
"35.36152,-81.4287","35.40101,-81.340119",Suburban,5.687282730505486,10.0,5.950248696
"25.909809,-80.388874","25.844178,-80.251316",Urban,9.679324887253172,27.0,12.995353094
"39.245755,-94.292406","39.331404,-94.263305",Urban,6.118980422666793,10.0,6.943820925000001
"45.100098,-93.657256","45.126237,-93.493649",Suburban,8.179329925143485,16.0,11.118191303
"33.82226,-111.9182","33.796565,-111.962499",Urban,3.101549826623561,8.0,4.0563098879999995
"35.71528,-91.173296","35.617969,-91.254602",Suburban,8.126243039417664,17.0,9.977354147
"34.154141,-119.131326","34.21722,-119.074631",Urban,5.430981880864262,13.0,7.885819361
"44.890486,-123.082192","44.878715,-123.025563",Urban,2.8890942045818417,8.0,3.526280425
"45.597122,-94.851494","45.723427,-94.947014",Rural,9.87089527669482,13.0,11.460566724
"47.912402,-122.302114","47.849146,-122.252778",Urban,4.932402433155083,17.0,11.010072749
"40.061872,-75.402461","40.127701,-75.401803",Urban,4.54848382428372,10.0,5.732768846000001
"38.82373,-77.71305","38.697238,-77.789935",Suburban,9.671730942698463,16.0,12.382059917
"40.705729,-89.653624","40.796247,-89.633913",Urban,6.338724436329885,18.0,8.179727844
"41.976612,-91.657578","42.031878,-91.681999",Urban,4.019104988253942,10.0,4.979667193999999
"38.23679,-76.49718","38.292908,-76.50338",Urban,3.8919454510216913,10.0,4.848557913
"41.59593,-82.706816","41.520636,-82.863358",Urban,9.621208342541784,51.0,11.891798198000002
"38.265366,-122.822588","38.36714,-122.715965",Urban,9.102607859107293,21.0,13.121491407
"27.391213,-80.374042","27.262194,-80.405342",Urban,9.11905765701014,17.0,11.984382476999999
"30.156257,-95.74926","30.074407,-95.626649",Urban,9.256526247785848,24.0,13.952885805
"25.817701,-80.131406","25.927556,-80.171367",Urban,7.986471184983646,24.0,15.195006434
"30.674946,-85.212174","30.727714,-85.188508",Suburban,3.907624196078628,16.0,9.128561361000001
"41.087533,-80.472593","41.008981,-80.394406",Suburban,6.786407747740544,13.0,8.036191143
"30.85324,-88.05611","30.801937,-88.100486",Urban,4.4155424416988565,9.0,4.7186913740000005
"33.787292,-117.320674","33.80611,-117.229488",Urban,5.394723503193273,22.0,9.552957754000001
"33.937275,-79.769899","33.892513,-79.751274",Suburban,3.2719460646197542,8.0,4.111611907
"40.13509,-76.85969","40.137868,-76.991343",Suburban,6.956913448180331,15.0,8.420198421
"44.11035,-70.67923","44.172658,-70.513138",Rural,9.29270213479566,24.0,14.934651985
"41.874333,-103.803504","41.879674,-103.678877",Suburban,6.422115001676012,13.0,8.734612147
"41.678895,-71.153648","41.754392,-71.21984",Urban,6.234131211928784,15.0,8.398450436000001
"41.679291,-81.328779","41.586198,-81.225561",Urban,8.353725658102567,18.0,9.793428331
"34.139526,-80.888209","34.022919,-80.954661",Urban,8.909146845623168,18.0,13.356991015999998
"44.802791,-93.167768","44.82848,-93.162416",Urban,1.7942203928915068,4.0,2.0262908310000003
"33.302168,-112.122581","33.376092,-112.029654",Urban,7.406810266974268,26.0,19.632216745
"40.682651,-74.573001","40.637927,-74.424794",Urban,8.360085650558057,22.0,13.366311581
"30.925692,-97.570057","30.825509,-97.605326",Suburban,7.231066261084938,9.0,9.42619807
"37.657031,-77.794731","37.514562,-77.776028",Suburban,9.896792373278982,26.0,21.385104335999998
"47.56025,-122.228083","47.472159,-122.221097",Urban,6.095232688687437,26.0,17.077139193
"40.091217,-76.977835","40.224879,-76.928681",Urban,9.592993090852318,17.0,12.330486124
"38.764073,-121.287515","38.742666,-121.224934",Urban,3.6821384210905954,14.0,4.8696845269999995
"42.479475,-73.24807","42.466405,-73.195733",Urban,2.8159796346650356,9.0,3.460415099
"33.573098,-84.551011","33.586381,-84.470555",Urban,4.721340289446089,14.0,5.875062805
"34.208962,-91.985946","34.17405,-92.003238",Urban,2.606784682196512,9.0,3.803411891
"42.365688,-76.610212","42.427575,-76.513991",Suburban,6.5106907695368506,12.0,7.360139495
"42.275075,-83.58634","42.188802,-83.734904",Urban,9.65907607909611,19.0,13.254464801
"39.416917,-79.222202","39.422238,-79.391094",Rural,9.022241094694298,20.0,14.07405315
"40.837399,-74.586052","40.883026,-74.705559",Urban,6.995552858601912,18.0,9.23978677
"43.54241,-111.877936","43.493181,-112.052548",Urban,9.386678405026547,26.0,12.094365144
"34.304534,-97.134372","34.193489,-97.14535",Suburban,7.698054322853668,11.0,8.541365766
"34.58277,-117.40922","34.508604,-117.397218",Urban,5.169704155123819,12.0,5.539522464999999
"36.062203,-95.873067","36.00364,-95.978029",Urban,7.125114939365676,15.0,10.821797336
"29.561554,-95.279739","29.551809,-95.159271",Urban,7.271627188215996,20.0,9.508840413000001
"26.125463,-80.264371","26.119165,-80.174874",Urban,5.569058499275329,16.0,6.124232576
"32.234775,-90.07263","32.286044,-90.046306",Urban,3.8618433538394674,11.0,5.535172868
"40.842337,-81.386175","40.766124,-81.522503",Urban,8.863697361531434,17.0,12.894690992
"40.738801,-96.707514","40.72941,-96.684676",Urban,1.3603999699733225,6.0,2.1431085789999997
"34.084747,-117.886844","34.001192,-117.810618",Urban,7.236988887580965,20.0,8.510918586999999
"30.335834,-93.204847","30.212961,-93.21866",Urban,8.529632510212178,18.0,11.120676786999999
"39.68956,-75.758391","39.653639,-75.621507",Urban,7.691257816844542,23.0,9.410663795
"41.110445,-74.293271","40.992528,-74.312083",Urban,8.206040283219426,22.0,11.394701398
"42.203618,-88.320768","42.245496,-88.286814",Urban,3.374959015908343,11.0,5.2530704340000005
"39.020331,-94.705787","39.07377,-94.655409",Urban,4.576099028713736,11.0,6.570376954
"28.06835,-80.56033","28.037645,-80.64809",Urban,5.75643847660143,22.0,10.953527988
"35.963643,-83.92061","35.92637,-84.062777",Urban,8.358958222689449,12.0,9.37027468
"37.436454,-121.861989","37.511467,-121.942868",Urban,6.821395495935932,15.0,7.980889124
"42.32537,-73.6179","42.277931,-73.750041",Rural,7.506166424249605,18.0,10.201669078
"42.64258,-73.7429","42.745696,-73.638746",Urban,8.873338241166284,20.0,11.640764314000002
"41.661775,-79.720068","41.633331,-79.698935",Suburban,2.247857285982341,4.0,2.480513032
"28.850606,-82.667285","28.762824,-82.549955",Urban,9.340567111845363,27.0,15.847445984
