origin,destination,ruca,great_circle_distance,driving_time,driving_distance
"28.905906,-82.061193","28.929816,-82.030877",Suburban,2.467949050470685,10.0,4.385015147000001
"40.918698,-74.194989","40.860923,-74.064203",Urban,7.91211038801138,16.0,10.901332824
"40.004048,-76.249829","40.029575,-76.241186",Urban,1.8220797975275251,8.0,3.953783673
"33.962029,-85.922221","34.011817,-85.987229",Urban,5.06992722307626,12.0,6.876091486000001
"42.554215,-76.292723","42.568973,-76.218076",Suburban,3.93331632181473,8.0,5.064795021
"35.77703,-96.26611","35.835606,-96.303922",Suburban,4.568282746212118,9.0,7.18304876
"40.932498,-74.156971","40.867222,-74.09982",Urban,5.408303504075786,19.0,7.4030140939999995
"39.223187,-84.245103","39.149069,-84.40261",Urban,9.867981228521916,25.0,17.901077139
"30.275711,-81.968614","30.264836,-82.107765",Suburban,8.3374888266046,27.0,16.936709347
"39.232673,-93.004028","39.23157,-92.838756",Rural,8.845531801111903,14.0,10.092929153
"42.441146,-79.172343","42.453861,-79.313252",Suburban,7.237586869599825,17.0,10.343963037
"35.473286,-80.872585","35.577719,-80.791487",Urban,8.535914107276744,22.0,10.695037652
"35.035273,-85.245455","34.936517,-85.216221",Urban,7.021199959206605,19.0,10.102249718
"42.40309,-86.27364","42.385414,-86.254341",Suburban,1.568864994744203,5.0,2.236314229
"34.090776,-118.095091","34.046129,-117.948894",Urban,8.918080165637681,22.0,10.298602954000001
"29.690514,-98.401812","29.801632,-98.422201",Urban,7.774340927790591,22.0,13.306038594
"39.458365,-89.217453","39.567799,-89.312281",Suburban,9.09513659554316,19.0,12.529324844000001
"44.974215,-93.258474","45.021565,-93.184193",Urban,4.886159752341367,9.0,6.462879771
"45.51894,-122.599104","45.636723,-122.641013",Urban,8.386616374264525,21.0,14.882456821
"40.14595,-74.0268","40.070761,-74.123669",Urban,7.293341694927866,20.0,8.578648026
"33.784615,-117.844775","33.857579,-117.918736",Urban,6.59082704146453,20.0,9.265884352
"28.050324,-82.677379","28.049655,-82.518269",Urban,9.702246791659718,23.0,11.611559877000001
"40.737431,-124.108897","40.780687,-124.190529",Urban,5.21388285156413,35.0,15.269570954
"35.268498,-106.783682","35.243414,-106.698962",Urban,5.084444113592667,13.0,6.603309617000001
"41.526373,-86.270086","41.62857,-86.271059",Suburban,7.06131950742293,13.0,9.949392452
"40.286511,-91.372569","40.417697,-91.4106",Suburban,9.282659398535849,21.0,12.386409514
"34.880706,-87.742362","34.817375,-87.660442",Suburban,6.381511842084147,15.0,8.692358919
"30.156591,-81.560415","30.283523,-81.562717",Urban,8.771243035714997,22.0,14.391573731000001
"36.924048,-76.288625","36.918289,-76.228158",Urban,3.3636714697699333,10.0,3.742517533
"35.146285,-89.981523","35.176525,-89.839084",Urban,8.31269589875455,13.0,9.547986786
"38.944827,-86.010789","38.955473,-85.86451",Urban,7.8944227896841985,20.0,9.430547666999999
"38.683349,-90.149108","38.766006,-90.283647",Urban,9.23094621005282,25.0,14.085859199
"38.620834,-86.589851","38.56525,-86.467533",Rural,7.640859745307544,20.0,12.642414366
"39.868737,-80.600655","39.926721,-80.747833",Suburban,8.77013374065109,25.0,13.430312794
"30.220302,-81.747414","30.100938,-81.774197",Urban,8.401037469967784,22.0,10.133318268
"43.016577,-89.986458","42.974373,-90.118133",Suburban,7.2651404472612,12.0,9.60639566
"44.822826,-92.989204","44.738907,-92.891615",Urban,7.518375445420218,19.0,12.361554673999999
"41.447109,-75.855544","41.395756,-75.689515",Suburban,9.305104066471822,30.0,16.691889173
"26.39341,-80.222751","26.48909,-80.121323",Urban,9.114709350563906,25.0,12.882263572
"40.677626,-89.909859","40.592511,-90.035369",Suburban,8.82568925374532,15.0,11.403400592
"39.631349,-106.510843","39.627675,-106.500457",Urban,0.6081968158916072,3.0,1.391249669
"40.7566,-74.216839","40.659995,-74.106691",Urban,8.822393529008425,27.0,16.419728675
"46.913344,-98.699553","46.880626,-98.723014",Urban,2.517378273171919,9.0,3.319985253
"30.86853,-92.79293","30.763462,-92.689691",Suburban,9.498895127364218,25.0,22.17673099
"38.47895,-85.47496","38.394671,-85.372531",Suburban,8.039852238184471,17.0,9.422469844
"33.470724,-111.718829","33.451774,-111.814576",Urban,5.6722135590704434,12.0,6.925179795
"37.93681,-81.156453","37.805492,-81.176898",Urban,9.141477179040027,18.0,10.926187664
"37.763133,-86.353952","37.767971,-86.443094",Suburban,4.880393896814773,13.0,7.912538314
"34.709544,-77.222926","34.70099,-77.148666",Suburban,4.259257106051333,12.0,6.040968862
"33.009335,-97.22672","33.015553,-97.071945",Urban,8.977707551595314,22.0,13.326543837
"29.724893,-95.363752","29.716163,-95.313405",Urban,3.0806721995483355,10.0,4.732361536
"38.271962,-85.799332","38.128807,-85.78002",Urban,9.9464957746674,24.0,17.249880331
"32.775409,-97.435599","32.783981,-97.381927",Urban,3.173609145908806,11.0,4.934928482
"43.841799,-71.665223","43.77083,-71.749001",Rural,6.4417002199644635,14.0,9.59396824
"26.556626,-81.901095","26.573714,-81.877926",Urban,1.8558252505561563,5.0,2.66568159
"33.893201,-84.253871","33.824681,-84.125795",Urban,8.741490857189211,19.0,16.076110512
"34.08598,-81.18315","34.127187,-81.223494",Urban,3.66513641003284,10.0,4.052581662000001
"30.409367,-87.223506","30.531238,-87.232132",Urban,8.436138469465119,20.0,11.599132457000001
"44.343261,-84.944639","44.329828,-84.78069",Rural,8.155160183298568,10.0,8.81725449
"37.280047,-78.346836","37.278977,-78.401414",Suburban,3.0014427458098663,7.0,4.352703855
"34.200787,-84.847108","34.203119,-84.788177",Urban,3.371435088148116,10.0,4.2097885250000004
"27.908479,-82.756823","27.845254,-82.68559",Urban,6.165289633931366,13.0,7.963490736000001
"38.441619,-104.621526","38.313936,-104.609648",Urban,8.84548377844466,13.0,9.360954115
"32.822391,-79.965464","32.72053,-79.96767",Urban,7.039091832450219,20.0,9.122347651
"33.813317,-118.261154","33.901992,-118.144531",Urban,9.072707768811124,20.0,11.535752615000002
"41.66281,-88.53702","41.720652,-88.372349",Urban,9.389130846735055,19.0,12.470294598999999
"45.691419,-122.580457","45.771933,-122.549416",Urban,5.760905111870581,15.0,7.378159254000001
"44.921678,-74.706763","44.922458,-74.877231",Rural,8.339950412773137,16.0,10.980246940999999
"40.624618,-81.937501","40.533981,-81.919436",Rural,6.333766983735538,14.0,8.038676627
"44.996329,-83.667641","45.033143,-83.495091",Suburban,8.80347717633138,12.0,11.433847771
"33.340712,-94.244427","33.420247,-94.101091",Suburban,9.929197156593212,15.0,11.523946566
"41.631653,-74.154472","41.536851,-74.071867",Urban,7.8185674799873155,15.0,10.173086012
"30.462646,-87.216523","30.36533,-87.168472",Urban,7.308101531889234,16.0,8.082172597
"41.521038,-90.574849","41.491024,-90.406399",Urban,8.959425931083352,20.0,13.639093449999999
"41.72971,-93.60577","41.705254,-93.585005",Urban,2.0005348995569383,6.0,2.778149741
"40.332266,-80.081026","40.342403,-79.94663",Urban,7.112699241490425,25.0,10.452081591
"34.263182,-77.86638","34.209727,-78.023162",Urban,9.687268344635424,20.0,12.663540979999999
"36.151355,-115.10869","36.196232,-115.029191",Urban,5.410613829015782,19.0,8.489170602
"42.248979,-84.421104","42.247247,-84.434429",Urban,0.6919437406797432,3.0,0.917143596
"28.377455,-82.524063","28.476861,-82.485769",Suburban,7.251738054735817,22.0,11.829661098
"40.691917,-73.85666","40.714269,-74.005973",Urban,7.971986476384125,41.0,13.613617239
"32.907394,-97.425681","32.783981,-97.381927",Urban,8.897239375793458,26.0,14.538838658
"39.98119,-79.99339","39.894087,-80.126966",Suburban,9.28952834859684,41.0,28.851498272
"37.37095,-81.36649","37.305417,-81.34246",Suburban,4.716401606338105,15.0,9.373381535
"40.272089,-76.801693","40.26186,-76.769803",Urban,1.823785899233593,9.0,3.202546134
"42.768195,-74.759734","42.768195,-74.759734",Rural,0.0,1.0,0.0
"41.463118,-75.629099","41.395756,-75.689515",Urban,5.608736139014985,19.0,6.290138633
"35.315285,-93.599117","35.293357,-93.716188",Suburban,6.772885044831334,12.0,8.35743995
"40.69686,-122.368263","40.584108,-122.343651",Urban,7.89656533052575,17.0,10.670182812
"28.246439,-81.231589","28.222838,-81.293792",Suburban,4.1226600749373485,10.0,5.6445341639999995
"33.980323,-83.590148","33.91983,-83.445546",Suburban,9.282108179527125,19.0,12.768552678999999
"40.07589,-76.583396","39.978086,-76.671624",Urban,8.213098668423399,23.0,15.782202029
"37.153075,-82.954758","37.117083,-82.794957",Rural,9.14674660498635,25.0,17.560565830999998
"33.555775,-101.989408","33.516738,-101.955456",Urban,3.3314138074589796,12.0,4.626107095
"42.126575,-71.755193","42.170677,-71.878857",Urban,7.029616018871376,19.0,10.508004981000001
"45.24428,-123.11483","45.229927,-123.174587",Urban,3.071885261718792,5.0,3.3504324320000003
"33.319863,-83.981112","33.356838,-84.120656",Suburban,8.450377696184121,14.0,9.534937995
"40.645183,-90.158064","40.592511,-90.035369",Suburban,7.392674244415101,14.0,10.904439679
"33.944461,-84.210969","33.922447,-84.085584",Urban,7.346975302741902,23.0,9.673503728
"42.59981,-71.36728","42.727699,-71.422502",Urban,9.271022513926871,18.0,12.822611956
"40.739024,-73.983542","40.792981,-74.042519",Urban,4.839796408408971,26.0,7.387479818999999
"39.115007,-84.534356","39.224551,-84.591206",Urban,8.158423905797392,18.0,9.098735553000001
"40.32427,-75.47796","40.286233,-75.393251",Urban,5.1796814044150485,10.0,6.0850862029999995
"41.695803,-72.087045","41.745546,-72.16826",Suburban,5.417996846333184,11.0,8.023142352
"42.982513,-77.606771","43.01799,-77.436918",Suburban,8.926095576837245,17.0,10.45146022
"41.867567,-87.617228","41.909824,-87.7424",Urban,7.06944486349396,26.0,9.390779923
"42.940019,-83.536923","43.019913,-83.61",Suburban,6.642064752957446,14.0,9.445460571
"40.693823,-74.229889","40.61576,-74.253511",Urban,5.53394176603038,23.0,7.255749166999999
"26.213579,-80.270272","26.228397,-80.154708",Urban,7.2358563088279375,20.0,8.714728275
"39.339957,-76.488035","39.337429,-76.487945",Urban,0.1747343696401564,3.0,0.731353667
"38.566653,-90.535646","38.506277,-90.656748",Urban,7.761421471088646,21.0,14.132462024
"38.68208,-120.82209","38.704255,-120.829527",Suburban,1.583768606316448,7.0,2.531465454
"30.27353,-91.89928","30.17812,-92.006096",Suburban,9.171816306554671,23.0,12.401322418
"30.280143,-81.416506","30.219222,-81.559468",Urban,9.514502319856872,24.0,14.459924541000001
"41.931731,-88.88516","41.951803,-88.726057",Suburban,8.293614591270632,15.0,8.907353285000001
"39.044858,-76.886795","38.942956,-76.907977",Urban,7.1320495180161085,19.0,9.860536399
"39.55228,-84.23327","39.429284,-84.173507",Urban,9.076028834957004,21.0,12.006130462
"30.391835,-87.348931","30.532854,-87.314314",Urban,9.95921145193781,20.0,11.491013902999999
"37.278563,-121.955101","37.322401,-121.973234",Urban,3.1886659606260666,11.0,4.319771192
"41.503759,-82.87084","41.520636,-82.863358",Urban,1.2286640641648088,6.0,3.047824755
"33.678399,-117.911715","33.774854,-117.991138",Urban,8.077412242238992,18.0,13.640336192000001
"40.78062,-74.432741","40.687904,-74.298839",Urban,9.49653414338188,23.0,15.238502404
"42.178584,-89.595377","42.264874,-89.628926",Rural,6.204274982825101,9.0,7.753467338
"42.52722,-96.48309","42.531713,-96.374643",Urban,5.530515146329761,18.0,7.206039487
"40.092344,-80.099457","40.183073,-80.221616",Suburban,8.996345298451073,22.0,13.046926887
"40.75141,-99.129054","40.726386,-99.081635",Urban,3.0252280226467594,12.0,5.509696657000001
"38.69317,-78.67891","38.630245,-78.775434",Rural,6.78393193601975,16.0,9.347283953
"37.4716,-121.12966","37.462647,-121.142481",Urban,0.9364858389248524,4.0,1.255790791
"43.53424,-72.3562","43.623467,-72.324645",Rural,6.3641018331613,11.0,7.171864082
"38.061732,-87.554802","37.979931,-87.472525",Urban,7.211119600221749,18.0,10.725484831
"41.846175,-80.647299","41.882818,-80.748183",Suburban,5.775546462177898,14.0,9.159629911
"39.86537,-77.61249","39.91196,-77.56599",Urban,4.054568114336971,9.0,5.737118443
"33.816452,-84.285772","33.94254,-84.269557",Urban,8.761363525102377,22.0,11.657541331
"35.19356,-93.930763","35.139837,-93.90295",Suburban,4.03064755888949,10.0,5.811061592000001
"40.799549,-74.116517","40.860923,-74.064203",Urban,5.04600214213482,15.0,6.247885405
"37.324334,-83.120829","37.298564,-83.213522",Rural,5.39604188895612,14.0,8.971354498
"40.438632,-86.876921","40.457135,-86.932595",Urban,3.19431675522865,11.0,4.719934116
"38.899901,-94.831991","38.886305,-94.837962",Urban,0.9927572974285732,4.0,1.5826319370000002
"39.739492,-84.085195","39.711367,-84.201848",Urban,6.496485248765075,13.0,10.260699323
"36.478322,-94.498596","36.573955,-94.377022",Suburban,9.445855375451403,22.0,13.913118060999999
"39.123187,-84.135023","39.091861,-84.270019",Suburban,7.554376801039235,16.0,9.260292013
"32.48653,-91.85929","32.472022,-91.759412",Suburban,5.907183298935465,8.0,6.296973714
"39.351552,-77.265818","39.396384,-77.410677",Suburban,8.334064332061349,17.0,12.112384902999999
"40.820799,-74.456198","40.809127,-74.457814",Urban,0.8108735859036009,3.0,1.1029335249999999
"36.11423,-96.69919","35.985766,-96.735868",Rural,9.109431403580404,16.0,11.168522354
"41.1112,-75.3863","41.125488,-75.372343",Urban,1.225707612267109,4.0,1.7448097679999999
"39.481685,-76.471736","39.378836,-76.507215",Suburban,7.354114667075039,23.0,10.819311852
"41.559742,-90.959154","41.45772,-91.025262",Urban,7.835102583948383,13.0,9.036598453
"36.316152,-80.234934","36.265864,-80.364617",Suburban,8.01448681164232,19.0,9.92950858
"36.22396,-91.60848","36.272442,-91.682709",Rural,5.3224707950865895,8.0,6.487113239999999
"29.35663,-100.78353","29.395611,-100.901307",Urban,7.585519081450637,20.0,10.727970315
"33.082192,-117.267169","33.069273,-117.2659",Urban,0.8956365010484657,3.0,1.291830309
"34.485476,-92.585282","34.54333,-92.635443",Urban,4.91263790051735,30.0,13.139511166
"33.62724,-112.048414","33.655832,-112.15039",Urban,6.189555776109939,17.0,7.791992339999999
"33.581046,-117.14719","33.480547,-117.094713",Urban,7.573095237036834,21.0,10.51981103
"40.71675,-76.62996","40.787899,-76.505024",Suburban,8.180973205941767,27.0,15.42242822
"34.663978,-98.437482","34.770181,-98.49739",Urban,8.088338250980339,22.0,13.47753699
"40.677372,-80.600629","40.663598,-80.589448",Urban,1.1176086574518669,4.0,1.41672588
"41.91894,-85.44887","41.784192,-85.428237",Rural,9.370563363281269,16.0,11.985003848
"28.244625,-81.290847","28.341865,-81.328587",Suburban,7.1001477406310105,21.0,9.804613009
"40.338017,-75.978006","40.344187,-75.975559",Urban,0.4453581486962777,3.0,0.9979218260000001
"39.72726,-87.33057","39.65736,-87.431082",Suburban,7.202925461460924,16.0,9.493927509
"41.73542,-122.63447","41.698636,-122.645262",Suburban,2.6017642441119553,7.0,2.8098396620000003
"43.658784,-70.262393","43.720321,-70.235108",Urban,4.464985188191211,10.0,5.223865997
"41.487552,-71.327084","41.506346,-71.317611",Urban,1.387997559994304,8.0,1.950483569
"32.776671,-97.009389","32.764121,-97.16895",Urban,9.310474410687624,15.0,12.143453453
"44.53891,-89.523076","44.492584,-89.509779",Urban,3.267174817297653,13.0,5.867606353
"35.510638,-91.864757","35.507288,-92.032086",Rural,9.414055162342862,19.0,11.640764314000002
"39.206816,-81.65769","39.306253,-81.553411",Urban,8.850305109079335,21.0,10.844788063
"45.77576,-111.17718","45.694564,-111.042191",Urban,8.593737481412445,12.0,9.321807742
"41.552893,-72.992749","41.563347,-73.00491",Urban,0.957620323051002,4.0,1.560883952
"41.578971,-73.298344","41.551275,-73.42005",Rural,6.5762691708923375,21.0,10.980246940999999
"41.029937,-93.775845","41.024776,-93.801302",Suburban,1.3739954222777595,4.0,1.539135967
"37.875396,-79.298708","37.805918,-79.409812",Rural,7.7328099756608895,11.0,8.386023016000001
"37.79398,-79.86887","37.767561,-79.991081",Suburban,6.9189181796760835,16.0,10.466373124
"32.93712,-80.54094","32.93458,-80.689646",Suburban,8.625054871998733,16.0,10.655891279
"41.764324,-88.54574","41.720652,-88.372349",Suburban,9.434495229768546,18.0,12.238523216
"33.021793,-96.615482","32.9197,-96.512248",Urban,9.250245129513042,23.0,14.809135043
"34.336606,-89.010873","34.285707,-89.025272",Rural,3.6115187456133686,11.0,6.8922471320000005
"27.09639,-82.433818","27.193054,-82.486113",Urban,7.412484701114957,14.0,8.437596809
"40.755273,-73.974315","40.659995,-74.106691",Urban,9.560758693791064,39.0,13.114034955000001
"32.594798,-93.976775","32.596058,-93.838328",Suburban,8.059592587856086,19.0,10.374410216000001
"40.21092,-76.79108","40.149631,-76.813297",Urban,4.394072535687892,18.0,13.398001502000001
"34.01372,-95.37162","34.009748,-95.495402",Suburban,7.094691949346771,8.0,7.746632257000001
"32.656159,-116.966139","32.674872,-117.099468",Urban,7.862164771816024,19.0,13.812455959
"41.649434,-87.633572","41.705114,-87.798236",Urban,9.327936791066874,24.0,15.287590713000002
"34.901591,-80.527201","35.014587,-80.564969",Urban,8.094912538150966,21.0,9.953120678000001
"36.56458,-79.66975","36.488402,-79.734227",Suburban,6.365460335655066,14.0,8.278525833
"36.809172,-89.815472","36.803532,-89.977537",Rural,8.974010028056044,15.0,12.247222410000001
"37.460336,-86.324894","37.484803,-86.266599",Suburban,3.61612292371871,11.0,4.8442083160000005
"42.968903,-77.233194","43.066465,-77.357832",Suburban,9.224085157145767,18.0,12.045276835000001
"32.436064,-90.13731","32.553769,-90.138906",Urban,8.133173033600889,15.0,9.894090433
"43.078789,-85.102387","42.942159,-85.078392",Suburban,9.51775687591981,15.0,10.903818307999998
"34.031343,-93.111452","34.119798,-93.096064",Urban,6.174781394649864,12.0,8.013200416
"36.403558,-81.414753","36.389792,-81.481043",Suburban,3.807450467702746,13.0,6.406956381
"36.613815,-82.176238","36.544963,-82.234642",Urban,5.756038963146207,16.0,6.95314149
"36.45267,-119.48238","36.543281,-119.402556",Suburban,7.67154159179059,16.0,10.50738361
"38.95823,-122.62637","38.931208,-122.616521",Urban,1.9406095297968384,6.0,2.6700311869999998
"37.474268,-89.163042","37.463212,-89.223274",Suburban,3.3902119145972405,7.0,4.161321587
"39.125563,-76.785436","39.146278,-76.647064",Urban,7.552541781822295,17.0,11.809777226
"31.831782,-106.390656","31.811364,-106.557683",Urban,9.90682806448603,22.0,16.628509331
"41.838351,-89.193176","41.93444,-89.050635",Suburban,9.89122726394934,22.0,14.637636646999999
"41.250055,-89.24284","41.316807,-89.119702",Suburban,7.883349980168787,13.0,10.843545321
"42.204027,-72.199439","42.237643,-72.278985",Suburban,4.686275777494505,19.0,9.903410998
"30.893109,-83.327812","30.826641,-83.319241",Urban,4.620551807141804,14.0,8.99745208
"34.4104,-100.236376","34.435016,-100.234369",Suburban,1.7046459163805754,8.0,3.1720989550000005
"34.031415,-117.93647","33.913168,-117.865456",Urban,9.127309833638137,29.0,14.180928962
"39.26524,-119.638802","39.187631,-119.757575",Urban,8.316676698095959,20.0,11.433226399999999
"47.47202,-122.2219","47.36075,-122.108878",Urban,9.328865873870766,27.0,14.402758408999999
"34.577224,-91.463319","34.477074,-91.549104",Rural,8.469208565052265,14.0,9.781000911
"38.49031,-122.776963","38.36714,-122.715965",Urban,9.128239151486248,16.0,12.119219984
"40.807499,-74.205039","40.792981,-74.042519",Urban,8.559294860481701,22.0,14.146753557
"27.97836,-81.75647","27.976857,-81.646455",Urban,6.7137579179526305,16.0,8.333206481
"41.13874,-80.76593","41.14815,-80.661722",Urban,5.460973190078716,12.0,7.870285086
"40.137029,-84.046873","40.150715,-84.208781",Suburban,8.603607959787006,11.0,8.944014174
"42.577188,-70.949245","42.448752,-70.96091",Urban,8.893947529942189,28.0,14.093315651000001
"34.207295,-118.400022","34.222047,-118.448921",Urban,2.974005755822813,11.0,3.981123997
"35.218791,-80.789601","35.096682,-80.782374",Urban,8.446799848354345,24.0,10.895740485000001
"35.170416,-85.632114","35.040192,-85.682061",Suburban,9.430163135301736,22.0,12.117977242
"41.78399,-72.0548","41.745546,-72.16826",Suburban,6.422295937082201,9.0,7.232137068999999
"40.403315,-104.792917","40.386186,-104.718982",Urban,4.066589515789967,11.0,5.4295397979999995
"42.786308,-78.826444","42.908748,-78.743013",Urban,9.456758593294609,16.0,11.589811892
"40.293469,-80.594036","40.391367,-80.549483",Suburban,7.1594758854905365,19.0,12.376467578
"41.19479,-77.37637","41.116647,-77.480486",Urban,7.647720402714743,15.0,11.395322769
"39.065454,-94.533731","39.045122,-94.442904",Urban,5.071646281896198,8.0,6.177670482
"40.074573,-88.169093","40.147191,-88.254698",Urban,6.755546989072153,17.0,11.141803401
"38.928308,-78.174537","38.960109,-78.187619",Urban,2.306961784554192,11.0,4.73484702
"36.205266,-115.223617","36.194854,-115.22543",Urban,0.7264678502109757,3.0,0.797218993
"33.72595,-90.55148","33.755281,-90.715568",Suburban,9.643091368860324,13.0,10.406721508
"35.603076,-80.997147","35.589524,-80.854958",Suburban,8.04322320296128,19.0,10.355769086
"35.763369,-78.788169","35.714728,-78.843201",Urban,4.562906694853565,12.0,7.042618914
"40.680593,-73.963928","40.659995,-74.106691",Urban,7.615718635594397,38.0,18.793987266
"30.485236,-90.487941","30.443561,-90.454272",Urban,3.5088389623566383,9.0,4.1780986040000005
"40.011814,-82.970532","40.111048,-82.923903",Urban,7.286326325076593,19.0,7.609309266
"46.856398,-114.014338","46.883912,-114.04202",Urban,2.3073193441592617,10.0,3.6897009979999997
"29.837562,-95.733756","29.759124,-95.733575",Urban,5.419560680459197,18.0,6.0322696680000005
"38.975479,-80.240664","38.998413,-80.235574",Suburban,1.6079947989435894,9.0,2.8912392629999997
"44.95636,-92.76576","44.959212,-92.727098",Suburban,1.9005216723973248,7.0,3.664224787
"42.28865,-85.41806","42.329186,-85.510613",Urban,5.496266088861534,13.0,7.842944762
"29.414183,-98.391741","29.400456,-98.386175",Urban,1.0058769548579232,5.0,1.605622664
"32.118121,-91.705926","32.180845,-91.726477",Suburban,4.4974732975107345,6.0,4.768401054
"35.299584,-94.373858","35.220854,-94.297057",Urban,6.954478005898214,15.0,8.32015769
"40.33968,-75.63016","40.411034,-75.510042",Suburban,8.017543776609745,19.0,11.356797767000002
"45.611697,-122.315559","45.493068,-122.407866",Urban,9.334258714858438,42.0,29.923984618000002
"40.75426,-75.5988","40.645233,-75.488167",Urban,9.50427515986015,20.0,12.675968399999999
"39.152228,-85.726135","39.191447,-85.891338",Suburban,9.254699812037416,16.0,10.716785637
"37.56297,-97.090019","37.532754,-97.242867",Suburban,8.629415530829855,16.0,10.558957402999999
"27.266027,-82.516651","27.366714,-82.550299",Urban,7.256990113748337,19.0,8.963898046
"39.65521,-85.71264","39.526847,-85.74237",Suburban,9.009194596254789,16.0,9.989160196
"30.60908,-91.37428","30.688639,-91.464629",Suburban,7.684997581072375,17.0,12.290718380000001
"43.049756,-76.348012","43.036638,-76.270243",Urban,4.030276557580713,10.0,5.156757928999999
"40.20137,-78.958371","40.276613,-78.845945",Suburban,7.885969420729739,11.0,9.915838418
"40.283176,-75.064112","40.158903,-75.138841",Urban,9.44828672235319,25.0,10.905682421
"41.759998,-83.618485","41.675036,-83.681262",Urban,6.703949179136512,17.0,11.001994926
"41.685324,-92.630258","41.721038,-92.730323",Suburban,5.721365688519097,10.0,7.663989914
"37.959505,-85.704609","37.999541,-85.706687",Urban,2.768538279980656,9.0,3.905316735
"40.745527,-73.978449","40.659995,-74.106691",Urban,8.94688242102238,37.0,12.691502675
"42.231183,-87.962973","42.153256,-87.952415",Urban,5.411301730533617,15.0,6.703350348
"40.762711,-82.51189","40.691931,-82.508941",Urban,4.892869490385995,12.0,5.6445341639999995
"38.054424,-90.627911","38.150142,-90.574537",Suburban,7.2221569855846175,21.0,14.367961633
"37.625414,-81.27493","37.754372,-81.222356",Suburban,9.362352741005797,30.0,15.286969342
"36.66726,-81.964801","36.644153,-82.098235",Suburban,7.566509867413722,13.0,10.998888071
"41.9059,-78.65169","41.978535,-78.608892",Urban,5.479437167516099,11.0,6.638106393
"33.705546,-84.975668","33.738009,-84.939148",Urban,3.0717467932116107,9.0,4.406141761
"42.20794,-70.95514","42.098154,-71.056785",Urban,9.20041544693687,22.0,17.825269877
"42.93648,-71.05339","42.895511,-70.870815",Urban,9.662371272390672,19.0,10.429090863999999
"30.11327,-94.64298","30.075561,-94.775341",Suburban,8.330419522092454,18.0,11.581734069
"27.8603,-82.19787","27.924845,-82.325289",Urban,8.96844209740415,23.0,10.755932009999999
"41.80982,-72.83065","41.810932,-72.853215",Urban,1.1646153806632735,3.0,1.317927891
"40.12517,-122.204141","40.161166,-122.235794",Urban,2.996768737020062,7.0,3.642476802
"32.907328,-85.077535","33.040641,-85.012085",Urban,9.96171644213664,21.0,13.094151083
"37.472432,-95.370691","37.372249,-95.256403",Rural,9.340375044063242,15.0,12.779115985999999
"36.739193,-119.753932","36.807139,-119.680933",Urban,6.193698937235002,20.0,8.712242791000001
"32.39686,-80.576218","32.407564,-80.633156",Suburban,3.402880686394242,6.0,4.124039327
"21.313269,-157.861917","21.397783,-157.974338",Urban,9.2968861245425,21.0,10.875856613
"40.906311,-74.363231","40.907089,-74.403981",Urban,2.1286117276319816,8.0,3.176448552
"44.866501,-89.576968","44.918766,-89.653311",Urban,5.196577552069139,11.0,7.531637891
"38.240005,-82.565378","38.103402,-82.625156",Suburban,9.981291711318152,24.0,15.949350828
"39.773979,-92.451742","39.752274,-92.464244",Suburban,1.6400972594312222,5.0,2.394142463
"34.028332,-118.354338","33.90152,-118.361409",Urban,8.771239451509478,22.0,10.177435609000002
"42.76509,-72.00912","42.74279,-72.039945",Rural,2.1953778889777213,7.0,3.7077207569999997
"43.086244,-87.976988","43.087992,-87.906065",Urban,3.5808134773958047,10.0,3.9109090739999997
"39.96706,-74.94267","39.996779,-74.99267",Urban,3.350180302580616,9.0,4.107883681
"32.60708,-84.93715","32.541621,-84.948138",Suburban,4.567811679246927,12.0,5.600416823
"37.463059,-81.01501","37.359538,-81.043884",Urban,7.326049146260784,19.0,13.407943438
"42.156282,-71.427663","42.116244,-71.465315",Urban,3.3725924941203944,9.0,3.92085101
"39.00065,-80.38259","38.998413,-80.235574",Suburban,7.895687530636035,12.0,9.714514214000001
"41.612647,-74.002802","41.536851,-74.071867",Urban,6.337979350088379,19.0,10.782029592
"33.599739,-112.178276","33.711506,-112.112901",Urban,8.589031712918416,19.0,12.1167345
"40.211787,-84.758818","40.125772,-84.61816",Suburban,9.511649676030627,17.0,12.128540548999998
"32.644564,-92.699642","32.543567,-92.624049",Suburban,8.249800110996544,14.0,9.453538394
"39.990302,-75.893598","39.958472,-75.840008",Urban,3.5900040704008416,10.0,5.450045041000001
"40.40993,-85.571035","40.531112,-85.67384",Suburban,9.965164153407777,19.0,13.768959988999999
"41.68749,-93.79245","41.687183,-93.772041",Urban,1.0532760529530716,5.0,1.5546702419999998
"37.95591,-78.276599","37.977403,-78.209143",Suburban,3.963147045603688,12.0,5.503482946999999
"30.983551,-97.521848","31.080808,-97.457755",Urban,7.717186263109045,17.0,10.685717087
"39.78969,-76.977984","39.760742,-76.961936",Urban,2.1740953097087963,7.0,2.978852574
"47.629341,-117.406269","47.741678,-117.402747",Urban,7.763476345237177,25.0,9.260292013
"42.207374,-87.814666","42.238666,-87.951217",Urban,7.313659232706898,20.0,9.159629911
"44.96721,-72.068265","44.950484,-72.171959",Rural,5.199804016994089,14.0,6.690922928000001
"41.20032,-85.70554","41.27155,-85.85658",Suburban,9.263325285826026,16.0,10.036384392
"39.899562,-75.307731","39.926935,-75.144921",Urban,8.833099450029469,21.0,14.445011637
