zip,15_min,30_min,45_min,60_min,ruca,population,median_household_income
66856,0,1,3,11,Rural,"1,814","$70,729"
66857,0,1,3,4,Rural,911,"$54,183"
66858,0,0,3,8,Rural,347,"$49,375"
66859,0,0,3,8,Rural,238,"$63,750"
66860,0,1,3,6,Suburban,"1,263","$52,563"
66861,0,0,3,19,Rural,"2,778","$53,681"
66862,0,2,4,16,Suburban,82,
66863,0,0,4,7,Suburban,48,"$105,833"
66864,1,1,4,12,Suburban,437,"$54,107"
66865,1,1,1,9,Suburban,"1,142","$76,250"
66866,0,2,16,19,Suburban,"1,836","$50,687"
66868,1,1,8,15,Suburban,779,"$76,150"
66869,0,1,2,10,Suburban,669,"$48,485"
66870,0,0,3,8,Suburban,154,"$41,875"
66871,0,0,3,14,Rural,"1,267","$67,813"
66872,0,2,5,8,Suburban,954,"$36,528"
66873,0,3,4,12,Suburban,215,"$52,969"
66901,1,1,1,6,Suburban,"6,220","$56,033"
66930,0,1,2,3,Rural,137,"$46,875"
66932,0,0,0,0,Rural,58,"$48,750"
66933,0,1,3,7,Rural,319,"$43,448"
66935,0,1,2,3,Rural,"2,451","$49,313"
66936,0,0,0,2,Rural,327,"$34,333"
66937,0,1,1,6,Rural,"1,002","$53,056"
66938,0,1,1,6,Rural,"1,289","$46,477"
66939,0,1,1,2,Rural,432,"$52,361"
66940,0,1,2,4,Rural,306,"$35,227"
66941,0,0,0,1,Rural,83,"$31,563"
66942,0,0,1,2,Rural,272,"$27,083"
66943,0,1,3,7,Rural,494,"$45,625"
66944,0,0,3,4,Rural,383,"$84,375"
66945,0,1,3,5,Rural,913,"$51,944"
66946,0,2,3,5,Rural,146,
66948,0,1,1,1,Rural,426,"$56,932"
66949,0,0,1,1,Rural,551,"$48,542"
66951,0,0,0,0,Rural,847,"$47,137"
66952,0,0,0,1,Rural,396,"$45,150"
66953,0,0,3,7,Rural,646,"$56,542"
66955,0,1,2,5,Rural,70,"$42,321"
66956,0,0,1,1,Rural,"1,169","$58,958"
66958,0,1,4,4,Rural,235,"$68,333"
66959,0,0,2,4,Rural,200,"$39,833"
66960,0,1,2,4,Rural,111,"$44,750"
66961,0,1,2,2,Rural,15,
66962,0,0,2,7,Rural,247,"$63,676"
66963,0,1,1,1,Rural,263,"$29,000"
66964,0,0,2,2,Rural,159,"$63,199"
66966,0,1,1,2,Rural,666,"$48,750"
66967,0,0,0,0,Rural,"1,957","$48,790"
66968,0,0,3,5,Rural,"1,339","$48,162"
66970,0,0,1,3,Rural,55,
67001,5,14,18,21,Suburban,"2,235","$63,333"
67002,13,17,19,22,Urban,"16,585","$102,922"
67003,0,0,0,13,Rural,"2,455","$47,292"
67004,0,2,16,23,Suburban,820,"$60,577"
67005,2,7,17,25,Urban,"15,332","$49,438"
67008,0,7,16,21,Suburban,514,"$45,489"
67009,0,0,0,5,Rural,931,"$37,813"
67010,3,13,18,20,Suburban,"13,937","$64,124"
67012,0,1,3,18,Rural,12,
67013,3,16,19,21,Suburban,"3,087","$64,554"
67016,5,14,18,19,Suburban,462,"$50,000"
67017,4,15,17,20,Suburban,"1,820","$82,950"
67018,0,0,2,17,Rural,100,
67019,0,4,15,21,Suburban,914,"$64,375"
67020,1,9,17,19,Suburban,"1,394","$61,702"
67021,0,1,2,3,Suburban,22,"$43,750"
67022,0,1,8,19,Rural,"1,396","$48,917"
67023,0,2,11,21,Suburban,160,"$55,469"
67024,0,0,2,11,Rural,"1,088","$30,000"
67025,1,12,16,21,Suburban,"3,694","$71,964"
67026,9,14,19,21,Suburban,"4,738","$95,778"
67028,1,1,1,3,Suburban,187,"$66,250"
67029,0,0,0,3,Rural,"1,010","$44,232"
67030,8,14,18,20,Suburban,"2,802","$96,563"
67031,0,10,17,21,Suburban,"2,386","$66,542"
67035,0,1,1,6,Rural,889,"$55,714"
67036,0,0,9,18,Rural,126,"$53,304"
67037,14,18,20,22,Urban,"29,180","$75,654"
67038,0,2,10,21,Suburban,813,"$48,607"
67039,2,15,18,20,Suburban,"3,025","$69,769"
67041,0,4,16,17,Rural,293,"$68,125"
67042,4,14,18,21,Urban,"17,132","$51,770"
67045,0,0,5,11,Suburban,"3,182","$42,788"
67047,0,0,3,9,Suburban,739,"$46,518"
67049,0,0,2,19,Rural,95,"$72,917"
67050,4,13,17,21,Suburban,"2,302","$92,344"
67051,2,6,16,19,Suburban,370,"$47,250"
67052,12,16,20,22,Urban,"8,738","$98,214"
67053,0,2,16,19,Suburban,576,"$54,931"
67054,0,0,1,2,Rural,"1,207","$61,667"
67055,15,16,20,21,Urban,75,
67056,1,13,17,19,Suburban,"3,226","$51,685"
67057,0,1,1,2,Rural,250,"$43,304"
67058,0,0,2,15,Rural,"1,829","$62,917"
67059,0,0,1,2,Rural,947,"$60,938"
67060,13,18,20,22,Urban,"14,518","$64,596"
67061,0,0,1,2,Rural,172,"$55,592"
67062,2,13,18,19,Urban,"4,032","$57,005"
67063,0,2,8,21,Suburban,"3,576","$58,292"
67065,0,1,1,2,Rural,242,"$90,855"
67066,1,1,2,3,Suburban,308,"$49,271"
67067,15,16,20,20,Urban,"2,313","$103,803"
67068,0,0,10,17,Suburban,"4,113","$51,578"
67070,0,0,2,2,Rural,886,"$54,750"
67071,0,1,1,2,Rural,219,
67072,0,1,8,18,Rural,363,
67073,0,2,7,21,Suburban,388,"$61,250"
67074,0,2,12,18,Rural,"1,217","$61,771"
67101,13,17,19,20,Urban,"5,897","$54,844"
67102,1,3,15,19,Suburban,142,"$56,250"
67103,1,8,17,21,Suburban,180,"$73,750"
67104,0,0,2,2,Rural,"1,824","$51,875"
67105,0,1,16,23,Suburban,181,"$55,313"
67106,0,10,16,21,Suburban,531,"$51,953"
67107,0,3,9,18,Rural,"2,663","$53,899"
67108,4,14,18,20,Suburban,"1,553","$75,833"
67109,0,0,1,2,Rural,343,"$63,750"
67110,14,17,20,22,Urban,"8,455","$63,580"
67111,0,3,16,20,Suburban,227,"$54,583"
67112,0,1,1,5,Rural,238,"$78,214"
67114,3,17,17,21,Urban,"20,674","$59,837"
67117,2,16,18,21,Urban,"1,959","$79,545"
67118,0,6,14,21,Suburban,738,"$52,986"
67119,3,8,19,20,Suburban,"1,298","$45,774"
67120,7,15,18,21,Suburban,763,"$115,185"
67122,0,0,4,19,Suburban,259,"$93,036"
67123,1,13,16,21,Suburban,857,"$47,875"
67124,1,1,1,4,Suburban,"7,896","$58,387"
67127,0,0,0,2,Rural,707,"$61,875"
67131,2,13,18,20,Suburban,265,"$68,333"
67132,0,2,4,17,Rural,332,"$97,292"
67133,6,16,18,21,Suburban,"6,574","$88,403"
67134,1,1,1,4,Suburban,422,"$55,625"
67135,4,16,18,19,Suburban,"3,531","$73,494"
67137,0,0,4,14,Suburban,376,"$52,250"
67138,0,0,2,2,Rural,470,"$49,590"
67140,0,4,11,19,Rural,"1,056","$42,361"
67142,0,0,2,13,Rural,352,"$66,750"
67143,0,0,1,2,Rural,158,
67144,4,14,17,20,Suburban,"2,665","$70,441"
67146,2,13,19,20,Suburban,"2,068","$72,212"
67147,14,16,19,21,Urban,"10,864","$73,484"
67149,1,13,18,21,Suburban,"1,252","$96,961"
67150,0,0,1,6,Rural,11,
67151,1,15,18,23,Urban,503,"$45,729"
67152,1,11,18,20,Suburban,"8,937","$51,667"
67154,1,12,17,20,Suburban,"2,290","$51,833"
67155,0,0,1,2,Rural,100,"$83,636"
67156,3,11,19,20,Urban,"14,476","$51,890"
67159,0,0,1,8,Rural,141,"$66,458"
67202,13,17,20,22,Urban,"1,926","$44,309"
67203,13,16,20,21,Urban,"30,771","$44,779"
67204,13,17,20,20,Urban,"22,188","$61,029"
67205,13,17,20,21,Urban,"20,642","$105,649"
67206,14,17,20,22,Urban,"17,598","$79,837"
67207,14,17,19,22,Urban,"26,836","$60,921"
67208,13,17,20,21,Urban,"17,640","$56,270"
67209,12,16,20,22,Urban,"13,756","$77,852"
67210,13,17,19,22,Urban,"9,233","$51,953"
67211,13,17,20,22,Urban,"19,854","$38,708"
67212,12,17,20,21,Urban,"44,128","$60,578"
67213,13,17,20,22,Urban,"21,881","$40,889"
67214,14,16,20,21,Urban,"16,726","$29,632"
67215,12,17,20,22,Urban,"5,771","$91,914"
67216,13,17,19,22,Urban,"21,498","$41,660"
67217,12,17,20,22,Urban,"31,016","$50,000"
67218,13,17,20,22,Urban,"22,922","$42,953"
67219,14,16,20,21,Urban,"12,133","$61,590"
67220,15,16,20,21,Urban,"13,682","$69,894"
67221,13,17,20,22,Urban,351,
67223,13,17,20,22,Urban,595,"$111,786"
67226,15,16,20,21,Urban,"21,603","$78,349"
67227,12,16,20,23,Urban,226,"$105,750"
67228,14,16,20,21,Urban,"2,718","$163,068"
67230,14,17,19,22,Urban,"11,422","$132,664"
67232,14,17,19,22,Urban,625,"$2,499"
67235,12,17,20,22,Urban,"14,967","$106,401"
67260,14,16,20,21,Urban,0,
67301,2,2,5,10,Suburban,"12,793","$50,031"
67330,1,3,13,21,Suburban,"1,556","$64,648"
67332,0,3,7,18,Rural,167,"$48,750"
67333,0,3,3,10,Rural,"2,361","$57,813"
67334,0,0,3,8,Rural,79,
67335,0,3,4,10,Rural,"3,523","$47,750"
67336,0,1,15,20,Rural,"1,397","$28,646"
67337,2,4,10,31,Urban,"11,266","$43,523"
67340,2,3,6,13,Suburban,390,"$58,468"
67341,1,4,8,18,Suburban,436,"$78,882"
67342,0,2,5,17,Rural,720,"$49,256"
67344,1,2,5,7,Suburban,787,"$46,528"
67345,0,0,1,9,Rural,103,"$66,250"
67346,0,0,3,11,Rural,364,"$63,472"
67347,1,3,4,13,Suburban,515,"$75,313"
67349,0,0,1,8,Rural,809,"$56,250"
67351,2,3,7,17,Suburban,298,"$77,778"
67352,0,0,2,8,Rural,634,"$41,319"
67353,0,0,2,10,Rural,457,"$43,750"
67354,2,3,9,19,Suburban,641,"$52,344"
67355,0,2,3,8,Rural,208,"$64,375"
67356,0,2,14,20,Rural,"2,896","$51,053"
67357,1,7,17,23,Urban,"12,046","$51,152"
67360,0,2,3,8,Rural,431,"$47,321"
67361,0,0,3,5,Rural,"1,601","$43,452"
67363,1,4,5,10,Suburban,149,"$126,500"
67364,2,3,4,13,Suburban,193,
67401,1,2,5,8,Urban,"50,827","$54,387"
67410,0,3,5,6,Suburban,"10,570","$58,750"
67416,1,2,2,7,Suburban,888,"$69,375"
67417,0,1,1,5,Rural,130,"$73,500"
67418,0,0,2,2,Rural,151,"$52,857"
67420,0,1,1,2,Suburban,"3,993","$49,911"
67422,0,1,4,6,Suburban,"1,221","$79,954"
67423,0,0,1,3,Rural,283,"$47,292"
67425,1,1,2,8,Suburban,669,"$69,875"
67427,0,1,2,4,Rural,387,"$31,838"
67428,1,3,5,19,Suburban,"1,360","$65,000"
67430,0,0,1,1,Suburban,584,"$43,906"
67431,2,3,4,7,Suburban,"1,824","$61,016"
67432,0,3,4,7,Suburban,"5,496","$52,679"
67436,0,1,2,4,Rural,528,"$51,800"
67437,0,0,0,1,Rural,826,"$61,250"
67438,0,1,3,8,Rural,238,"$43,533"
67439,0,0,3,4,Suburban,"3,346","$55,655"
67441,0,3,4,7,Suburban,987,"$53,906"
67442,1,2,3,8,Suburban,364,"$42,404"
67443,1,4,5,19,Suburban,"1,945","$85,183"
67444,0,0,4,4,Rural,494,"$43,250"
67445,0,1,1,2,Rural,589,"$39,720"
67446,0,0,1,1,Suburban,703,"$61,429"
67447,0,0,5,6,Rural,288,
67448,1,2,4,7,Suburban,973,"$73,333"
67449,0,0,3,7,Rural,"2,809","$58,750"
67450,0,1,1,5,Suburban,528,"$64,688"
67451,0,3,5,7,Suburban,"1,051","$47,292"
67452,0,0,1,3,Suburban,364,"$79,688"
67454,0,1,3,4,Suburban,756,"$48,462"
67455,0,0,0,2,Rural,"1,710","$48,929"
67456,1,2,4,13,Suburban,"4,419","$58,628"
67457,0,1,3,5,Rural,661,"$51,705"
67458,0,0,5,5,Rural,471,"$53,657"
67459,0,0,4,4,Suburban,378,"$64,250"
67460,1,4,11,21,Urban,"16,097","$63,389"
67464,0,2,3,5,Rural,"1,057","$57,778"
67466,0,1,1,5,Rural,795,"$57,159"
67467,0,0,2,4,Rural,"2,583","$54,703"
67468,0,0,3,7,Rural,328,"$51,364"
67470,1,1,4,6,Suburban,486,"$71,250"
67473,0,0,0,1,Rural,"1,847","$57,500"
67474,0,0,0,0,Rural,254,"$56,161"
67475,0,0,4,7,Rural,118,"$68,000"
67476,1,3,5,15,Suburban,14,
67478,0,1,2,2,Suburban,82,"$55,486"
67480,0,1,3,6,Rural,"1,707","$71,750"
67481,0,0,0,3,Rural,712,"$43,393"
67482,0,3,5,6,Suburban,114,
67483,0,0,5,8,Rural,619,"$62,292"
67484,0,1,1,3,Rural,"1,010","$50,268"
67485,0,0,0,3,Suburban,322,"$41,250"
67487,0,2,3,6,Rural,"1,227","$49,896"
67490,0,0,1,4,Suburban,"1,080","$59,531"
67491,0,2,3,7,Rural,286,"$53,056"
67492,0,2,4,7,Suburban,197,"$64,444"
67501,1,11,16,21,Urban,"24,904","$43,069"
67502,1,7,16,21,Urban,"23,567","$69,085"
67505,1,7,17,21,Urban,"2,811","$37,000"
67510,0,1,1,13,Rural,239,"$46,250"
67511,1,1,2,3,Suburban,208,"$41,875"
67512,0,0,2,4,Rural,276,"$76,250"
67513,0,0,1,2,Rural,108,
67514,0,0,3,14,Rural,783,"$55,000"
67515,0,0,0,1,Rural,43,"$82,679"
67516,0,0,1,3,Rural,468,"$54,327"
67518,0,0,0,3,Rural,36,"$52,188"
67519,0,0,2,3,Rural,136,"$100,111"
67520,0,0,2,2,Rural,272,"$58,438"
67521,0,0,1,1,Rural,142,"$96,607"
67522,1,3,13,19,Suburban,"1,939","$56,920"
67523,0,0,2,4,Suburban,423,"$45,625"
67524,0,0,2,5,Rural,528,"$52,188"
67525,0,1,1,3,Rural,971,"$57,500"
67526,0,1,1,4,Rural,"2,703","$47,597"
67529,0,0,2,4,Suburban,397,"$54,479"
67530,1,1,3,5,Urban,"17,951","$51,064"
67543,1,10,15,19,Suburban,"2,363","$58,553"
67544,1,1,2,4,Suburban,"3,059","$50,116"
67545,0,1,2,3,Rural,197,"$58,750"
67546,0,2,3,14,Rural,"2,900","$66,371"
67547,0,0,1,3,Rural,"1,727","$50,078"
67548,0,0,2,2,Rural,"1,433","$45,379"
67550,0,1,2,4,Suburban,"5,314","$50,128"
67552,0,0,1,3,Rural,777,"$42,163"
67553,0,1,2,2,Rural,100,
67554,0,1,4,7,Suburban,"4,069","$60,536"
67556,0,0,1,2,Rural,156,"$39,167"
67557,0,0,2,2,Rural,700,"$49,634"
67559,0,0,2,2,Rural,30,"$61,063"
67560,0,0,0,2,Rural,"1,565","$73,676"
67561,1,1,7,17,Suburban,"1,353","$46,691"
67563,0,0,1,3,Rural,344,"$55,625"
67564,1,1,2,2,Suburban,199,"$50,625"
67565,0,1,2,2,Rural,492,"$54,219"
67566,1,1,10,17,Suburban,823,"$26,799"
67567,1,1,1,3,Suburban,671,"$51,875"
67568,0,0,3,10,Rural,235,"$51,250"
67570,0,3,15,19,Suburban,"1,298","$64,750"
67572,0,0,1,1,Rural,366,"$59,688"
67573,0,1,2,4,Rural,195,"$68,125"
67574,0,0,1,4,Suburban,127,"$71,250"
67575,0,0,2,2,Rural,420,"$68,194"
67576,0,1,2,3,Rural,"2,025","$60,950"
67578,0,1,2,3,Rural,"1,041","$49,226"
67579,0,1,3,8,Rural,"3,029","$52,412"
67581,0,0,3,5,Rural,334,"$61,667"
67583,0,1,2,7,Rural,906,"$49,417"
67584,0,0,0,1,Rural,120,"$43,125"
67601,1,1,2,2,Urban,"24,182","$52,323"
67621,0,0,0,0,Suburban,290,"$42,031"
67622,0,0,0,2,Suburban,658,"$51,250"
67623,0,0,0,1,Rural,205,"$43,750"
67625,0,0,1,1,Rural,203,"$31,863"
67626,0,0,2,2,Rural,185,"$53,310"
67627,1,1,1,2,Suburban,110,"$120,568"
67628,0,0,0,1,Rural,154,"$134,250"
67629,0,0,1,2,Suburban,106,"$64,792"
67631,0,0,0,1,Rural,118,"$46,875"
67632,0,0,1,1,Rural,249,"$37,422"
67634,0,0,1,3,Rural,212,"$71,719"
67635,0,0,1,2,Rural,152,
67637,1,1,1,2,Suburban,"2,780","$75,242"
67638,0,0,0,0,Rural,159,"$31,250"
67639,0,0,0,1,Suburban,216,"$52,500"
67640,0,1,2,2,Rural,422,"$58,750"
67642,0,0,0,1,Rural,"1,852","$43,029"
67643,0,0,0,2,Rural,192,"$84,205"
67644,0,0,0,1,Suburban,249,"$50,208"
67645,0,0,0,2,Suburban,535,"$29,635"
67646,0,0,0,0,Rural,878,"$51,607"
67647,0,0,0,0,Rural,204,"$52,917"
67648,0,0,0,3,Rural,507,"$44,306"
67649,0,0,1,2,Rural,243,"$57,750"
67650,0,0,0,2,Rural,233,"$46,947"
67651,0,0,1,1,Rural,532,"$65,313"
67653,0,0,1,1,Rural,277,"$50,625"
67654,0,0,0,1,Suburban,"4,182","$58,529"
67656,0,1,1,1,Rural,149,"$68,750"
67657,0,0,1,1,Rural,260,"$54,083"
67658,0,0,1,2,Rural,113,"$55,625"
67659,0,0,0,1,Rural,37,"$48,594"
67660,0,1,2,2,Suburban,34,"$31,667"
67661,0,0,0,0,Suburban,"2,836","$54,079"
67663,0,0,1,1,Rural,"2,560","$66,480"
67664,0,0,0,0,Rural,278,"$110,500"
67665,0,1,2,2,Suburban,"5,039","$50,439"
67667,1,1,2,2,Suburban,185,"$59,318"
67669,0,0,1,1,Rural,"1,826","$52,848"
67671,1,1,2,2,Suburban,"1,553","$77,672"
67672,0,0,1,1,Rural,"2,369","$80,253"
67673,0,0,1,2,Rural,69,"$33,750"
67674,1,1,2,2,Suburban,86,
67675,0,0,0,1,Rural,192,"$43,935"
67701,1,1,2,3,Suburban,"6,225","$68,457"
67730,0,0,2,3,Rural,"1,815","$58,226"
67731,0,0,2,2,Rural,823,"$43,182"
67732,0,2,2,2,Rural,637,"$61,544"
67733,0,1,2,2,Rural,145,
67734,0,1,1,3,Rural,328,"$79,844"
67735,1,1,2,2,Suburban,"5,156","$58,845"
67736,0,0,0,1,Rural,152,"$68,125"
67737,0,0,1,1,Rural,447,"$45,909"
67738,0,0,1,1,Rural,502,"$65,333"
67739,0,1,1,2,Rural,205,"$51,750"
67740,0,0,1,1,Rural,"1,676","$72,604"
67741,0,1,1,2,Rural,556,"$58,000"
67743,0,1,2,2,Rural,134,"$55,893"
67744,0,0,2,2,Rural,100,"$95,000"
67745,0,0,2,3,Rural,392,"$68,375"
67747,0,1,1,2,Rural,215,"$55,893"
67748,0,0,1,2,Rural,"2,400","$63,125"
67749,0,0,1,2,Rural,"2,109","$45,770"
67751,0,0,0,1,Rural,207,"$55,625"
67752,0,0,0,2,Rural,"1,642","$54,875"
67753,0,1,1,2,Rural,484,"$67,361"
67756,0,0,1,2,Rural,"1,796","$46,207"
67757,0,0,1,2,Rural,413,"$46,042"
67758,0,0,1,2,Rural,"1,160","$55,909"
67761,0,0,1,2,Rural,229,"$91,250"
67762,0,0,1,1,Rural,207,"$36,719"
67764,0,0,1,2,Rural,389,"$63,750"
67801,1,1,1,4,Urban,"31,044","$59,335"
67831,0,0,0,1,Rural,"1,026","$58,750"
67834,0,0,1,2,Rural,"1,004","$57,917"
67835,0,1,3,3,Rural,"2,508","$76,607"
67836,0,0,1,1,Rural,131,
67837,0,0,4,4,Rural,"1,096","$59,554"
67838,0,2,2,2,Rural,"1,161","$65,521"
67839,0,0,0,2,Rural,"1,020","$42,917"
67840,0,0,0,2,Rural,87,
67841,0,1,1,4,Rural,308,"$45,500"
67842,0,1,1,1,Rural,444,"$82,083"
67843,1,1,1,2,Rural,122,"$36,131"
67844,0,0,1,2,Rural,747,"$44,875"
67846,2,2,3,4,Urban,"34,694","$60,807"
67849,0,0,1,3,Suburban,404,"$71,250"
67850,0,0,0,2,Rural,497,"$47,500"
67851,2,2,2,3,Suburban,"3,165","$77,000"
67853,0,0,3,3,Rural,928,"$64,911"
67854,0,1,1,3,Suburban,"1,122","$63,661"
67855,0,0,0,0,Rural,"1,797","$60,979"
67857,0,0,1,2,Rural,153,"$45,909"
67859,0,1,1,5,Suburban,638,"$65,481"
67860,0,1,2,2,Rural,"2,691","$49,848"
67861,0,0,0,2,Rural,"1,965","$63,056"
67862,0,0,0,0,Rural,303,"$55,481"
67863,0,0,0,2,Rural,298,"$79,000"
67864,0,0,1,2,Rural,"1,823","$78,750"
67865,0,1,1,1,Rural,973,"$55,625"
67867,0,0,3,4,Rural,"1,598","$57,467"
67868,2,2,3,4,Suburban,237,
67869,0,1,1,4,Rural,"1,544","$64,583"
67870,0,0,1,3,Rural,"1,383","$62,792"
67871,0,0,2,2,Suburban,"5,211","$46,833"
67876,0,1,1,2,Suburban,"1,568","$63,750"
67877,0,0,3,4,Rural,"2,161","$56,439"
67878,0,0,0,3,Rural,"2,348","$52,500"
67879,0,0,0,0,Rural,"1,257","$57,281"
67880,0,0,3,3,Suburban,"7,583","$61,863"
67882,1,1,1,3,Suburban,217,"$28,271"
67901,1,1,2,4,Urban,"21,334","$50,817"
67950,0,0,1,1,Rural,"1,761","$44,722"
67951,0,1,2,4,Suburban,"4,733","$60,841"
67952,0,1,1,4,Suburban,555,"$65,000"
67953,0,0,0,2,Rural,85,"$36,538"
67954,0,0,2,2,Rural,925,"$61,250"
68001,0,2,13,29,Suburban,48,"$67,500"
68002,2,17,20,26,Suburban,"2,393","$72,788"
68003,2,22,27,30,Suburban,"4,825","$78,768"
68004,0,0,2,7,Rural,989,"$54,792"
68005,18,21,27,30,Urban,"22,266","$56,924"
68007,20,20,25,31,Urban,"14,932","$122,121"
68008,1,19,20,25,Suburban,"12,521","$81,875"
68010,20,20,26,31,Urban,818,"$64,792"
68014,0,3,15,29,Suburban,392,"$97,083"
68015,1,9,26,27,Suburban,"1,220","$84,091"
68016,10,20,26,28,Suburban,399,"$103,750"
68017,0,11,27,30,Suburban,"1,986","$76,339"
68018,1,11,26,28,Suburban,560,"$100,446"
68019,0,1,5,23,Rural,397,"$47,250"
68020,0,0,4,16,Rural,654,"$52,917"
68022,20,21,25,30,Urban,"31,127","$123,210"
68023,9,20,20,27,Suburban,"2,665","$88,676"
68025,3,18,25,30,Urban,"31,260","$60,313"
68028,16,25,28,30,Urban,"17,434","$127,760"
68029,1,9,20,26,Suburban,708,"$65,577"
68030,3,3,5,9,Suburban,668,"$78,375"
68031,0,2,11,22,Rural,"1,820","$76,917"
68033,0,17,26,30,Suburban,308,"$56,607"
68034,7,20,20,27,Suburban,672,"$124,453"
68036,0,2,9,29,Suburban,511,"$48,036"
68037,5,20,26,29,Suburban,"2,827","$96,484"
68038,0,0,4,12,Rural,"1,220","$44,012"
68039,0,1,3,7,Rural,"1,286","$34,688"
68040,0,6,26,28,Suburban,348,"$88,125"
68041,0,20,25,28,Suburban,"1,003","$64,375"
68042,2,21,27,30,Suburban,66,
68044,1,3,18,23,Rural,679,"$70,156"
68045,0,0,2,21,Rural,"2,091","$71,750"
68046,18,23,26,30,Urban,"31,695","$103,337"
68047,0,0,4,7,Rural,"1,873","$69,286"
68048,5,19,26,28,Suburban,"13,518","$71,540"
68050,0,2,21,29,Suburban,567,"$49,375"
68055,0,0,3,7,Rural,286,"$65,625"
68056,18,24,26,30,Urban,15,
68057,0,1,4,21,Rural,"1,429","$67,386"
68058,2,22,26,29,Suburban,258,"$81,250"
68059,10,20,25,28,Suburban,"3,221","$87,670"
68061,0,1,7,24,Rural,"2,399","$59,919"
68062,0,3,5,9,Suburban,293,"$79,688"
68063,0,1,5,24,Rural,229,"$50,000"
68064,7,20,23,28,Suburban,"3,679","$65,395"
68065,0,5,21,30,Suburban,"1,210","$87,589"
68066,0,9,27,29,Suburban,"5,474","$69,794"
68067,0,2,3,8,Rural,"1,172","$55,125"
68068,11,20,22,27,Suburban,163,"$75,625"
68069,18,22,26,29,Urban,"3,043","$100,650"
68070,0,5,25,28,Suburban,"1,023","$74,583"
68071,1,3,5,10,Suburban,"1,969","$55,938"
68072,0,2,15,23,Rural,111,"$61,071"
68073,7,21,25,28,Suburban,"2,475","$86,932"
68102,19,20,26,29,Urban,"8,839","$68,114"
68104,19,20,25,30,Urban,"37,274","$51,769"
68105,19,20,27,30,Urban,"22,974","$45,141"
68106,19,20,26,30,Urban,"21,627","$65,635"
68107,18,20,27,30,Urban,"29,601","$51,866"
68108,18,20,26,30,Urban,"14,829","$50,015"
68110,19,20,25,28,Urban,"9,372","$32,010"
68111,19,20,26,29,Urban,"23,591","$32,239"
68112,19,20,25,28,Urban,"12,047","$57,841"
68113,18,22,27,29,Urban,780,"$51,071"
68114,19,20,26,31,Urban,"17,787","$66,888"
68116,20,20,25,31,Urban,"33,641","$105,516"
68117,18,20,26,30,Urban,"8,941","$62,528"
68118,20,21,25,31,Urban,"9,486","$129,358"
68122,20,20,23,30,Urban,"12,568","$91,576"
68123,18,21,26,29,Urban,"32,945","$83,608"
68124,19,20,26,31,Urban,"15,352","$83,900"
68127,18,20,26,31,Urban,"20,681","$56,454"
68128,18,20,26,30,Urban,"18,972","$72,679"
68130,20,22,25,30,Urban,"20,879","$116,849"
68131,19,20,26,30,Urban,"13,497","$43,975"
68132,19,20,26,30,Urban,"14,341","$73,072"
68133,18,22,26,29,Urban,"13,470","$117,772"
68134,19,20,26,31,Urban,"30,212","$59,523"
68135,20,22,26,30,Urban,"29,860","$123,477"
68136,18,23,27,31,Urban,"19,482","$110,821"
68137,19,21,26,30,Urban,"24,733","$76,064"
68138,18,22,26,31,Urban,"11,552","$83,093"
68142,20,20,24,31,Urban,"4,779","$96,333"
68144,19,21,26,31,Urban,"25,923","$75,995"
68147,18,21,26,30,Urban,"11,807","$70,790"
68152,19,20,25,29,Urban,"7,215","$79,329"
68154,20,20,26,31,Urban,"23,015","$75,372"
68157,18,21,26,30,Urban,"5,473","$83,155"
68164,20,20,25,31,Urban,"29,642","$81,219"
68178,19,20,26,30,Urban,"2,561","$12,788"
68182,20,20,25,31,Urban,871,
68183,20,20,25,31,Urban,0,
68301,0,6,10,19,Suburban,"1,596","$100,735"
68303,0,1,3,8,Rural,268,"$59,375"
68304,1,12,27,29,Suburban,318,"$75,313"
68305,0,1,4,25,Suburban,"4,292","$50,602"
68307,0,12,25,29,Suburban,430,"$65,556"
68309,1,2,3,12,Suburban,127,"$56,042"
68310,1,7,10,13,Urban,"14,235","$50,701"
68313,1,5,9,11,Suburban,720,"$78,684"
68314,0,2,8,17,Rural,384,"$81,875"
68315,0,1,1,7,Rural,78,"$60,625"
68316,1,2,6,11,Suburban,477,"$63,750"
68317,3,6,15,31,Suburban,"1,948","$84,750"
68318,1,3,6,10,Suburban,438,"$65,000"
68319,1,1,6,9,Suburban,610,"$64,261"
68320,0,1,3,19,Rural,338,"$54,464"
68321,0,1,2,5,Rural,322,"$96,667"
68322,0,0,2,6,Rural,499,"$70,417"
68323,0,0,2,10,Rural,245,"$52,375"
68324,0,6,9,29,Suburban,76,
68325,0,0,2,2,Rural,129,"$73,125"
68326,0,0,2,8,Rural,363,"$73,077"
68327,0,0,2,3,Rural,358,
68328,2,7,9,12,Suburban,407,"$74,219"
68329,0,2,10,30,Suburban,624,"$68,750"
68330,0,3,9,13,Suburban,40,"$37,500"
68331,2,6,8,18,Suburban,"1,045","$63,958"
68332,0,2,9,13,Suburban,91,"$73,750"
68333,1,7,9,14,Suburban,"8,704","$54,528"
68335,0,0,3,7,Rural,567,"$55,893"
68336,2,9,23,30,Suburban,765,"$124,875"
68337,0,0,2,7,Rural,330,"$50,096"
68338,0,2,4,10,Rural,223,"$51,875"
68339,4,7,9,26,Suburban,"1,112","$96,417"
68340,0,0,1,5,Rural,994,"$57,500"
