origin,destination,distance_in_time
"31.285984,-94.526589","32.707756,-97.021581",3 hour 19 mins
"31.285984,-94.526589","32.648837,-96.944319",3 hour 16 mins
"31.285984,-94.526589","26.188966,-98.209983",7 hour 18 mins
"31.285984,-94.526589","32.768159,-97.09591",3 hour 24 mins
"31.285984,-94.526589","33.540516,-97.837432",4 hour 28 mins
"29.72449,-95.640002","32.029424,-102.145934",7 hour 35 mins
"29.72449,-95.640002","32.297789,-95.259976",3 hour 38 mins
"29.72449,-95.640002","33.420247,-94.101091",5 hour 7 mins
"29.72449,-95.640002","40.750422,-73.996328",1 day 0 hour 21 mins
"29.72449,-95.640002","30.16313,-97.786956",2 hour 24 mins
"29.72449,-95.640002","29.733062,-95.591005",13 mins
"29.72449,-95.640002","29.547421,-95.233735",46 mins
"29.72449,-95.640002","32.981055,-96.912058",4 hour 6 mins
"29.72449,-95.640002","31.72607,-99.958787",5 hour 31 mins
"29.72449,-95.640002","31.802233,-94.19145",3 hour 13 mins
"29.72449,-95.640002","29.801632,-98.422201",3 hour 4 mins
"29.72449,-95.640002","27.612109,-99.463484",4 hour 55 mins
"29.72449,-95.640002","33.023308,-96.511928",4 hour 15 mins
"29.72449,-95.640002","34.132252,-101.749861",8 hour 39 mins
"29.72449,-95.640002","30.12196,-94.164136",1 hour 47 mins
"29.72449,-95.640002","32.691018,-100.91789",6 hour 53 mins
"29.72449,-95.640002","31.861599,-106.558131",10 hour 44 mins
"29.72449,-95.640002","29.99566,-95.176363",57 mins
"29.72449,-95.640002","31.728527,-106.34541",10 hour 26 mins
"29.72449,-95.640002","28.897878,-99.093475",3 hour 32 mins
"29.72449,-95.640002","32.664537,-97.405063",4 hour 2 mins
"29.72449,-95.640002","30.533714,-97.612",2 hour 36 mins
"29.72449,-95.640002","32.841865,-96.597568",3 hour 54 mins
"29.72449,-95.640002","29.679269,-95.561187",16 mins
"29.72449,-95.640002","29.132282,-98.894109",3 hour 13 mins
"29.72449,-95.640002","28.54259,-99.848372",4 hour 28 mins
"29.72449,-95.640002","32.88389,-97.386483",4 hour 15 mins
"29.72449,-95.640002","32.311231,-95.278313",3 hour 38 mins
"29.72449,-95.640002","34.998062,-101.922275",9 hour 11 mins
"29.72449,-95.640002","33.673156,-96.612124",4 hour 46 mins
"29.72449,-95.640002","26.074522,-97.491179",5 hour 7 mins
"29.72449,-95.640002","30.062365,-99.167332",3 hour 48 mins
"29.72449,-95.640002","33.232687,-97.168331",4 hour 28 mins
"29.72449,-95.640002","29.525455,-98.719473",3 hour 7 mins
"29.72449,-95.640002","29.769118,-97.178877",1 hour 36 mins
"29.72449,-95.640002","33.22847,-97.597167",4 hour 36 mins
"29.72449,-95.640002","29.557873,-95.38265",33 mins
"29.72449,-95.640002","32.673669,-97.035726",3 hour 55 mins
"29.72449,-95.640002","32.707756,-97.021581",3 hour 56 mins
"29.72449,-95.640002","32.648837,-96.944319",3 hour 53 mins
"29.72449,-95.640002","26.188966,-98.209983",5 hour 10 mins
"29.72449,-95.640002","32.768159,-97.09591",4 hour 4 mins
"29.72449,-95.640002","33.540516,-97.837432",4 hour 57 mins
"29.2283,-95.34494","32.029424,-102.145934",8 hour 20 mins
"29.2283,-95.34494","32.297789,-95.259976",4 hour 5 mins
"29.2283,-95.34494","33.420247,-94.101091",5 hour 24 mins
"29.2283,-95.34494","40.750422,-73.996328",1 day 0 hour 37 mins
"29.2283,-95.34494","30.16313,-97.786956",3 hour 9 mins
"29.2283,-95.34494","29.733062,-95.591005",56 mins
"29.2283,-95.34494","29.547421,-95.233735",35 mins
"29.2283,-95.34494","32.981055,-96.912058",4 hour 31 mins
"29.2283,-95.34494","31.72607,-99.958787",6 hour 16 mins
"29.2283,-95.34494","31.802233,-94.19145",3 hour 31 mins
"29.2283,-95.34494","29.801632,-98.422201",3 hour 49 mins
"29.2283,-95.34494","27.612109,-99.463484",5 hour 8 mins
"29.2283,-95.34494","33.023308,-96.511928",4 hour 40 mins
"29.2283,-95.34494","34.132252,-101.749861",9 hour 18 mins
"29.2283,-95.34494","30.12196,-94.164136",2 hour 3 mins
"29.2283,-95.34494","32.691018,-100.91789",7 hour 32 mins
"29.2283,-95.34494","31.861599,-106.558131",11 hour 29 mins
"29.2283,-95.34494","29.99566,-95.176363",1 hour 13 mins
"29.2283,-95.34494","31.728527,-106.34541",11 hour 11 mins
"29.2283,-95.34494","28.897878,-99.093475",4 hour 17 mins
"29.2283,-95.34494","32.664537,-97.405063",4 hour 38 mins
"29.2283,-95.34494","30.533714,-97.612",3 hour 21 mins
"29.2283,-95.34494","32.841865,-96.597568",4 hour 19 mins
"29.2283,-95.34494","29.679269,-95.561187",48 mins
"29.2283,-95.34494","29.132282,-98.894109",3 hour 58 mins
"29.2283,-95.34494","28.54259,-99.848372",5 hour 13 mins
"29.2283,-95.34494","32.88389,-97.386483",4 hour 49 mins
"29.2283,-95.34494","32.311231,-95.278313",4 hour 3 mins
"29.2283,-95.34494","34.998062,-101.922275",9 hour 44 mins
"29.2283,-95.34494","33.673156,-96.612124",5 hour 11 mins
"29.2283,-95.34494","26.074522,-97.491179",5 hour 21 mins
"29.2283,-95.34494","30.062365,-99.167332",4 hour 33 mins
"29.2283,-95.34494","33.232687,-97.168331",4 hour 53 mins
"29.2283,-95.34494","29.525455,-98.719473",3 hour 52 mins
"29.2283,-95.34494","29.769118,-97.178877",2 hour 21 mins
"29.2283,-95.34494","33.22847,-97.597167",5 hour 10 mins
"29.2283,-95.34494","29.557873,-95.38265",38 mins
"29.2283,-95.34494","32.673669,-97.035726",4 hour 20 mins
"29.2283,-95.34494","32.707756,-97.021581",4 hour 21 mins
"29.2283,-95.34494","32.648837,-96.944319",4 hour 18 mins
"29.2283,-95.34494","26.188966,-98.209983",5 hour 24 mins
"29.2283,-95.34494","32.768159,-97.09591",4 hour 29 mins
"29.2283,-95.34494","33.540516,-97.837432",5 hour 30 mins
"31.71251,-106.328464","32.029424,-102.145934",4 hour 23 mins
"31.71251,-106.328464","32.297789,-95.259976",10 hour 38 mins
"31.71251,-106.328464","33.420247,-94.101091",11 hour 34 mins
"31.71251,-106.328464","40.750422,-73.996328",1 day 7 hour 46 mins
"31.71251,-106.328464","30.16313,-97.786956",8 hour 34 mins
"31.71251,-106.328464","29.733062,-95.591005",10 hour 28 mins
"31.71251,-106.328464","29.547421,-95.233735",10 hour 57 mins
"31.71251,-106.328464","32.981055,-96.912058",9 hour 2 mins
"31.71251,-106.328464","31.72607,-99.958787",6 hour 21 mins
"31.71251,-106.328464","31.802233,-94.19145",11 hour 47 mins
"31.71251,-106.328464","29.801632,-98.422201",7 hour 46 mins
"31.71251,-106.328464","27.612109,-99.463484",9 hour 11 mins
"31.71251,-106.328464","33.023308,-96.511928",9 hour 35 mins
"31.71251,-106.328464","34.132252,-101.749861",6 hour 0 mins
"31.71251,-106.328464","30.12196,-94.164136",11 hour 52 mins
"31.71251,-106.328464","32.691018,-100.91789",5 hour 34 mins
"31.71251,-106.328464","31.861599,-106.558131",31 mins
"31.71251,-106.328464","29.99566,-95.176363",11 hour 0 mins
"31.71251,-106.328464","31.728527,-106.34541",6 mins
"31.71251,-106.328464","28.897878,-99.093475",8 hour 11 mins
"31.71251,-106.328464","32.664537,-97.405063",8 hour 31 mins
"31.71251,-106.328464","30.533714,-97.612",8 hour 43 mins
"31.71251,-106.328464","32.841865,-96.597568",9 hour 13 mins
"31.71251,-106.328464","29.679269,-95.561187",10 hour 27 mins
"31.71251,-106.328464","29.132282,-98.894109",8 hour 10 mins
"31.71251,-106.328464","28.54259,-99.848372",7 hour 55 mins
"31.71251,-106.328464","32.88389,-97.386483",8 hour 41 mins
"31.71251,-106.328464","32.311231,-95.278313",10 hour 35 mins
"31.71251,-106.328464","34.998062,-101.922275",6 hour 37 mins
"31.71251,-106.328464","33.673156,-96.612124",9 hour 52 mins
"31.71251,-106.328464","26.074522,-97.491179",11 hour 34 mins
"31.71251,-106.328464","30.062365,-99.167332",6 hour 50 mins
"31.71251,-106.328464","33.232687,-97.168331",9 hour 3 mins
"31.71251,-106.328464","29.525455,-98.719473",7 hour 41 mins
"31.71251,-106.328464","29.769118,-97.178877",9 hour 5 mins
"31.71251,-106.328464","33.22847,-97.597167",8 hour 53 mins
"31.71251,-106.328464","29.557873,-95.38265",10 hour 44 mins
"31.71251,-106.328464","32.673669,-97.035726",8 hour 48 mins
"31.71251,-106.328464","32.707756,-97.021581",8 hour 51 mins
"31.71251,-106.328464","32.648837,-96.944319",8 hour 55 mins
"31.71251,-106.328464","26.188966,-98.209983",11 hour 10 mins
"31.71251,-106.328464","32.768159,-97.09591",8 hour 45 mins
"31.71251,-106.328464","33.540516,-97.837432",9 hour 0 mins
"29.65235,-98.656213","32.029424,-102.145934",4 hour 58 mins
"29.65235,-98.656213","32.297789,-95.259976",5 hour 22 mins
"29.65235,-98.656213","33.420247,-94.101091",6 hour 53 mins
"29.65235,-98.656213","40.750422,-73.996328",1 day 3 hour 6 mins
"29.65235,-98.656213","30.16313,-97.786956",1 hour 20 mins
"29.65235,-98.656213","29.733062,-95.591005",3 hour 14 mins
"29.65235,-98.656213","29.547421,-95.233735",3 hour 43 mins
"29.65235,-98.656213","32.981055,-96.912058",4 hour 35 mins
"29.65235,-98.656213","31.72607,-99.958787",2 hour 52 mins
"29.65235,-98.656213","31.802233,-94.19145",5 hour 47 mins
"29.65235,-98.656213","29.801632,-98.422201",44 mins
"29.65235,-98.656213","27.612109,-99.463484",2 hour 39 mins
"29.65235,-98.656213","33.023308,-96.511928",4 hour 54 mins
"29.65235,-98.656213","34.132252,-101.749861",6 hour 13 mins
"29.65235,-98.656213","30.12196,-94.164136",4 hour 38 mins
"29.65235,-98.656213","32.691018,-100.91789",4 hour 27 mins
"29.65235,-98.656213","31.861599,-106.558131",7 hour 54 mins
"29.65235,-98.656213","29.99566,-95.176363",3 hour 46 mins
"29.65235,-98.656213","31.728527,-106.34541",7 hour 36 mins
"29.65235,-98.656213","28.897878,-99.093475",1 hour 14 mins
"29.65235,-98.656213","32.664537,-97.405063",4 hour 15 mins
"29.65235,-98.656213","30.533714,-97.612",1 hour 56 mins
"29.65235,-98.656213","32.841865,-96.597568",4 hour 33 mins
"29.65235,-98.656213","29.679269,-95.561187",3 hour 13 mins
"29.65235,-98.656213","29.132282,-98.894109",55 mins
"29.65235,-98.656213","28.54259,-99.848372",2 hour 10 mins
"29.65235,-98.656213","32.88389,-97.386483",4 hour 28 mins
"29.65235,-98.656213","32.311231,-95.278313",5 hour 16 mins
"29.65235,-98.656213","34.998062,-101.922275",7 hour 6 mins
"29.65235,-98.656213","33.673156,-96.612124",5 hour 23 mins
"29.65235,-98.656213","26.074522,-97.491179",4 hour 20 mins
"29.65235,-98.656213","30.062365,-99.167332",58 mins
"29.65235,-98.656213","33.232687,-97.168331",4 hour 46 mins
"29.65235,-98.656213","29.525455,-98.719473",24 mins
"29.65235,-98.656213","29.769118,-97.178877",1 hour 51 mins
"29.65235,-98.656213","33.22847,-97.597167",4 hour 49 mins
"29.65235,-98.656213","29.557873,-95.38265",3 hour 30 mins
"29.65235,-98.656213","32.673669,-97.035726",4 hour 24 mins
"29.65235,-98.656213","32.707756,-97.021581",4 hour 24 mins
"29.65235,-98.656213","32.648837,-96.944319",4 hour 22 mins
"29.65235,-98.656213","26.188966,-98.209983",3 hour 56 mins
"29.65235,-98.656213","32.768159,-97.09591",4 hour 25 mins
"29.65235,-98.656213","33.540516,-97.837432",5 hour 12 mins
"30.236455,-97.669953","32.029424,-102.145934",5 hour 26 mins
"30.236455,-97.669953","32.297789,-95.259976",3 hour 57 mins
"30.236455,-97.669953","33.420247,-94.101091",5 hour 27 mins
"30.236455,-97.669953","40.750422,-73.996328",1 day 1 hour 41 mins
"30.236455,-97.669953","30.16313,-97.786956",15 mins
"30.236455,-97.669953","29.733062,-95.591005",2 hour 20 mins
"30.236455,-97.669953","29.547421,-95.233735",2 hour 48 mins
"30.236455,-97.669953","32.981055,-96.912058",3 hour 12 mins
"30.236455,-97.669953","31.72607,-99.958787",3 hour 22 mins
"30.236455,-97.669953","31.802233,-94.19145",4 hour 25 mins
"30.236455,-97.669953","29.801632,-98.422201",1 hour 19 mins
"30.236455,-97.669953","27.612109,-99.463484",3 hour 30 mins
"30.236455,-97.669953","33.023308,-96.511928",3 hour 28 mins
"30.236455,-97.669953","34.132252,-101.749861",6 hour 32 mins
"30.236455,-97.669953","30.12196,-94.164136",3 hour 44 mins
"30.236455,-97.669953","32.691018,-100.91789",4 hour 46 mins
"30.236455,-97.669953","31.861599,-106.558131",8 hour 54 mins
"30.236455,-97.669953","29.99566,-95.176363",2 hour 51 mins
"30.236455,-97.669953","31.728527,-106.34541",8 hour 35 mins
"30.236455,-97.669953","28.897878,-99.093475",2 hour 5 mins
"30.236455,-97.669953","32.664537,-97.405063",2 hour 51 mins
"30.236455,-97.669953","30.533714,-97.612",35 mins
"30.236455,-97.669953","32.841865,-96.597568",3 hour 7 mins
"30.236455,-97.669953","29.679269,-95.561187",2 hour 19 mins
"30.236455,-97.669953","29.132282,-98.894109",1 hour 46 mins
"30.236455,-97.669953","28.54259,-99.848372",3 hour 1 mins
"30.236455,-97.669953","32.88389,-97.386483",3 hour 5 mins
"30.236455,-97.669953","32.311231,-95.278313",3 hour 52 mins
"30.236455,-97.669953","34.998062,-101.922275",7 hour 25 mins
"30.236455,-97.669953","33.673156,-96.612124",3 hour 57 mins
"30.236455,-97.669953","26.074522,-97.491179",5 hour 3 mins
"30.236455,-97.669953","30.062365,-99.167332",2 hour 3 mins
"30.236455,-97.669953","33.232687,-97.168331",3 hour 21 mins
"30.236455,-97.669953","29.525455,-98.719473",1 hour 30 mins
"30.236455,-97.669953","29.769118,-97.178877",58 mins
"30.236455,-97.669953","33.22847,-97.597167",3 hour 26 mins
"30.236455,-97.669953","29.557873,-95.38265",2 hour 35 mins
"30.236455,-97.669953","32.673669,-97.035726",2 hour 58 mins
"30.236455,-97.669953","32.707756,-97.021581",2 hour 59 mins
"30.236455,-97.669953","32.648837,-96.944319",2 hour 56 mins
"30.236455,-97.669953","26.188966,-98.209983",4 hour 39 mins
"30.236455,-97.669953","32.768159,-97.09591",3 hour 2 mins
"30.236455,-97.669953","33.540516,-97.837432",3 hour 46 mins
"33.056756,-96.730831","32.029424,-102.145934",5 hour 12 mins
"33.056756,-96.730831","32.297789,-95.259976",2 hour 6 mins
"33.056756,-96.730831","33.420247,-94.101091",2 hour 45 mins
"33.056756,-96.730831","40.750422,-73.996328",22 hour 58 mins
"33.056756,-96.730831","30.16313,-97.786956",3 hour 29 mins
"33.056756,-96.730831","29.733062,-95.591005",4 hour 5 mins
"33.056756,-96.730831","29.547421,-95.233735",4 hour 17 mins
"33.056756,-96.730831","32.981055,-96.912058",21 mins
"33.056756,-96.730831","31.72607,-99.958787",3 hour 41 mins
"33.056756,-96.730831","31.802233,-94.19145",3 hour 15 mins
"33.056756,-96.730831","29.801632,-98.422201",4 hour 34 mins
"33.056756,-96.730831","27.612109,-99.463484",6 hour 43 mins
"33.056756,-96.730831","33.023308,-96.511928",34 mins
"33.056756,-96.730831","34.132252,-101.749861",5 hour 27 mins
"33.056756,-96.730831","30.12196,-94.164136",4 hour 48 mins
"33.056756,-96.730831","32.691018,-100.91789",4 hour 10 mins
"33.056756,-96.730831","31.861599,-106.558131",9 hour 39 mins
"33.056756,-96.730831","29.99566,-95.176363",4 hour 0 mins
"33.056756,-96.730831","31.728527,-106.34541",9 hour 20 mins
"33.056756,-96.730831","28.897878,-99.093475",5 hour 18 mins
"33.056756,-96.730831","32.664537,-97.405063",1 hour 3 mins
"33.056756,-96.730831","30.533714,-97.612",3 hour 3 mins
"33.056756,-96.730831","32.841865,-96.597568",30 mins
"33.056756,-96.730831","29.679269,-95.561187",4 hour 2 mins
"33.056756,-96.730831","29.132282,-98.894109",4 hour 59 mins
"33.056756,-96.730831","28.54259,-99.848372",6 hour 15 mins
"33.056756,-96.730831","32.88389,-97.386483",58 mins
"33.056756,-96.730831","32.311231,-95.278313",2 hour 4 mins
"33.056756,-96.730831","34.998062,-101.922275",5 hour 44 mins
"33.056756,-96.730831","33.673156,-96.612124",51 mins
"33.056756,-96.730831","26.074522,-97.491179",8 hour 16 mins
"33.056756,-96.730831","30.062365,-99.167332",5 hour 8 mins
"33.056756,-96.730831","33.232687,-97.168331",45 mins
"33.056756,-96.730831","29.525455,-98.719473",4 hour 43 mins
"33.056756,-96.730831","29.769118,-97.178877",4 hour 8 mins
"33.056756,-96.730831","33.22847,-97.597167",1 hour 10 mins
"33.056756,-96.730831","29.557873,-95.38265",4 hour 9 mins
"33.056756,-96.730831","32.673669,-97.035726",44 mins
"33.056756,-96.730831","32.707756,-97.021581",41 mins
"33.056756,-96.730831","32.648837,-96.944319",45 mins
"33.056756,-96.730831","26.188966,-98.209983",7 hour 52 mins
"33.056756,-96.730831","32.768159,-97.09591",44 mins
"33.056756,-96.730831","33.540516,-97.837432",1 hour 31 mins
"32.008395,-102.185691","32.029424,-102.145934",7 mins
"32.008395,-102.185691","32.297789,-95.259976",6 hour 34 mins
"32.008395,-102.185691","33.420247,-94.101091",7 hour 30 mins
"32.008395,-102.185691","40.750422,-73.996328",1 day 3 hour 44 mins
"32.008395,-102.185691","30.16313,-97.786956",5 hour 26 mins
"32.008395,-102.185691","29.733062,-95.591005",7 hour 37 mins
"32.008395,-102.185691","29.547421,-95.233735",8 hour 5 mins
"32.008395,-102.185691","32.981055,-96.912058",4 hour 58 mins
"32.008395,-102.185691","31.72607,-99.958787",2 hour 24 mins
"32.008395,-102.185691","31.802233,-94.19145",7 hour 44 mins
"32.008395,-102.185691","29.801632,-98.422201",5 hour 10 mins
"32.008395,-102.185691","27.612109,-99.463484",6 hour 51 mins
"32.008395,-102.185691","33.023308,-96.511928",5 hour 31 mins
"32.008395,-102.185691","34.132252,-101.749861",2 hour 28 mins
"32.008395,-102.185691","30.12196,-94.164136",9 hour 1 mins
"32.008395,-102.185691","32.691018,-100.91789",1 hour 31 mins
"32.008395,-102.185691","31.861599,-106.558131",4 hour 38 mins
"32.008395,-102.185691","29.99566,-95.176363",8 hour 1 mins
"32.008395,-102.185691","31.728527,-106.34541",4 hour 19 mins
"32.008395,-102.185691","28.897878,-99.093475",5 hour 36 mins
"32.008395,-102.185691","32.664537,-97.405063",4 hour 28 mins
"32.008395,-102.185691","30.533714,-97.612",5 hour 19 mins
"32.008395,-102.185691","32.841865,-96.597568",5 hour 10 mins
"32.008395,-102.185691","29.679269,-95.561187",7 hour 36 mins
"32.008395,-102.185691","29.132282,-98.894109",5 hour 33 mins
"32.008395,-102.185691","28.54259,-99.848372",5 hour 33 mins
"32.008395,-102.185691","32.88389,-97.386483",4 hour 37 mins
"32.008395,-102.185691","32.311231,-95.278313",6 hour 32 mins
"32.008395,-102.185691","34.998062,-101.922275",3 hour 21 mins
"32.008395,-102.185691","33.673156,-96.612124",5 hour 49 mins
"32.008395,-102.185691","26.074522,-97.491179",8 hour 58 mins
"32.008395,-102.185691","30.062365,-99.167332",4 hour 14 mins
"32.008395,-102.185691","33.232687,-97.168331",4 hour 59 mins
"32.008395,-102.185691","29.525455,-98.719473",5 hour 5 mins
"32.008395,-102.185691","29.769118,-97.178877",6 hour 15 mins
"32.008395,-102.185691","33.22847,-97.597167",4 hour 50 mins
"32.008395,-102.185691","29.557873,-95.38265",7 hour 52 mins
"32.008395,-102.185691","32.673669,-97.035726",4 hour 45 mins
"32.008395,-102.185691","32.707756,-97.021581",4 hour 47 mins
"32.008395,-102.185691","32.648837,-96.944319",4 hour 51 mins
"32.008395,-102.185691","26.188966,-98.209983",8 hour 34 mins
"32.008395,-102.185691","32.768159,-97.09591",4 hour 42 mins
"32.008395,-102.185691","33.540516,-97.837432",4 hour 57 mins
"26.1948,-98.18362","32.029424,-102.145934",8 hour 32 mins
"26.1948,-98.18362","32.297789,-95.259976",8 hour 21 mins
"26.1948,-98.18362","33.420247,-94.101091",9 hour 49 mins
"26.1948,-98.18362","40.750422,-73.996328",1 day 5 hour 28 mins
"26.1948,-98.18362","30.16313,-97.786956",4 hour 25 mins
"26.1948,-98.18362","29.733062,-95.591005",5 hour 5 mins
"26.1948,-98.18362","29.547421,-95.233735",5 hour 22 mins
"26.1948,-98.18362","32.981055,-96.912058",7 hour 42 mins
"26.1948,-98.18362","31.72607,-99.958787",6 hour 26 mins
"26.1948,-98.18362","31.802233,-94.19145",7 hour 56 mins
"26.1948,-98.18362","29.801632,-98.422201",3 hour 55 mins
"26.1948,-98.18362","27.612109,-99.463484",2 hour 45 mins
"26.1948,-98.18362","33.023308,-96.511928",7 hour 56 mins
"26.1948,-98.18362","34.132252,-101.749861",9 hour 47 mins
"26.1948,-98.18362","30.12196,-94.164136",6 hour 29 mins
"26.1948,-98.18362","32.691018,-100.91789",8 hour 1 mins
"26.1948,-98.18362","31.861599,-106.558131",11 hour 28 mins
"26.1948,-98.18362","29.99566,-95.176363",5 hour 38 mins
"26.1948,-98.18362","31.728527,-106.34541",11 hour 10 mins
"26.1948,-98.18362","28.897878,-99.093475",3 hour 39 mins
"26.1948,-98.18362","32.664537,-97.405063",7 hour 19 mins
"26.1948,-98.18362","30.533714,-97.612",5 hour 2 mins
