zip,ruca,city,state_name,population,county,median_household_income
52231,Rural,Harper,Iowa,373,Keokuk,"$64,375"
52232,Rural,Hartwick,Iowa,323,Poweshiek,"$74,167"
52233,Urban,Hiawatha,Iowa,"7,024",Linn,"$57,889"
52235,Suburban,Hills,Iowa,821,Johnson,"$70,469"
52236,Suburban,Homestead,Iowa,457,Iowa,"$71,842"
52237,Rural,Hopkinton,Iowa,"1,570",Delaware,"$76,434"
52240,Urban,Iowa City,Iowa,"36,370",Johnson,"$52,256"
52241,Urban,Coralville,Iowa,"22,226",Johnson,"$67,474"
52242,Urban,Iowa City,Iowa,"3,836",Johnson,
52245,Urban,Iowa City,Iowa,"22,179",Johnson,"$69,381"
52246,Urban,Iowa City,Iowa,"22,411",Johnson,"$48,507"
52247,Suburban,Kalona,Iowa,"4,806",Johnson,"$66,515"
52248,Rural,Keota,Iowa,"1,499",Washington,"$69,542"
52249,Suburban,Keystone,Iowa,906,Benton,"$77,292"
52251,Rural,Ladora,Iowa,721,Iowa,"$77,321"
52252,Rural,Langworthy,Iowa,117,Jones,"$100,357"
52253,Suburban,Lisbon,Iowa,"2,816",Cedar,"$81,500"
52254,Rural,Lost Nation,Iowa,926,Clinton,"$45,515"
52255,Rural,Lowden,Iowa,"1,276",Cedar,"$62,054"
52257,Suburban,Luzerne,Iowa,210,Benton,"$92,656"
52301,Rural,Marengo,Iowa,"3,856",Iowa,"$62,188"
52302,Urban,Marion,Iowa,"42,386",Linn,"$76,325"
52305,Suburban,Martelle,Iowa,842,Jones,"$81,314"
52306,Suburban,Mechanicsville,Iowa,"1,334",Cedar,"$67,708"
52307,Suburban,Middle Amana,Iowa,119,Iowa,"$38,906"
52308,Rural,Millersburg,Iowa,162,Iowa,"$69,167"
52309,Suburban,Monmouth,Iowa,542,Jackson,"$75,938"
52310,Suburban,Monticello,Iowa,"6,184",Jones,"$61,494"
52312,Suburban,Morley,Iowa,60,Jones,"$32,292"
52313,Suburban,Mount Auburn,Iowa,344,Benton,"$73,281"
52314,Suburban,Mount Vernon,Iowa,"5,995",Linn,"$90,417"
52315,Suburban,Newhall,Iowa,"1,331",Benton,"$68,036"
52316,Rural,North English,Iowa,"1,519",Iowa,"$58,750"
52317,Urban,North Liberty,Iowa,"21,848",Johnson,"$99,727"
52318,Suburban,Norway,Iowa,"1,015",Benton,"$75,750"
52320,Suburban,Olin,Iowa,"1,279",Jones,"$59,808"
52321,Rural,Onslow,Iowa,488,Jones,"$55,893"
52322,Urban,Oxford,Iowa,"1,966",Johnson,"$65,919"
52323,Rural,Oxford Junction,Iowa,"1,121",Jones,"$51,477"
52324,Urban,Palo,Iowa,"2,030",Linn,"$108,571"
52325,Suburban,Parnell,Iowa,529,Iowa,"$48,125"
52326,Suburban,Quasqueton,Iowa,781,Buchanan,"$66,083"
52327,Suburban,Riverside,Iowa,"3,498",Washington,"$72,378"
52328,Urban,Robins,Iowa,"2,816",Linn,"$132,083"
52329,Suburban,Rowley,Iowa,733,Buchanan,"$72,697"
52330,Rural,Ryan,Iowa,892,Delaware,"$93,859"
52332,Suburban,Shellsburg,Iowa,"1,695",Benton,"$73,750"
52333,Suburban,Solon,Iowa,"7,249",Johnson,"$105,160"
52334,Suburban,South Amana,Iowa,211,Iowa,"$92,917"
52335,Rural,South English,Iowa,697,Keokuk,"$44,053"
52336,Suburban,Springville,Iowa,"2,576",Linn,"$80,790"
52337,Suburban,Stanwood,Iowa,862,Cedar,"$56,607"
52338,Suburban,Swisher,Iowa,"3,877",Johnson,"$106,366"
52339,Suburban,Tama,Iowa,"4,189",Tama,"$53,240"
52340,Urban,Tiffin,Iowa,"4,695",Johnson,"$86,473"
52341,Urban,Toddville,Iowa,"1,180",Linn,"$95,904"
52342,Suburban,Toledo,Iowa,"2,915",Tama,"$52,147"
52344,Suburban,Troy Mills,Iowa,42,Linn,
52345,Suburban,Urbana,Iowa,"1,489",Benton,"$97,981"
52346,Suburban,Van Horne,Iowa,"1,018",Benton,"$79,750"
52347,Rural,Victor,Iowa,"1,352",Iowa,"$67,554"
52348,Suburban,Vining,Iowa,78,Tama,"$78,438"
52349,Suburban,Vinton,Iowa,"7,754",Benton,"$61,745"
52351,Suburban,Walford,Iowa,"1,498",Benton,"$112,188"
52352,Suburban,Walker,Iowa,"1,933",Linn,"$77,212"
52353,Suburban,Washington,Iowa,"9,208",Washington,"$57,474"
52354,Suburban,Watkins,Iowa,268,Benton,"$58,750"
52355,Rural,Webster,Iowa,238,Keokuk,"$64,063"
52356,Rural,Wellman,Iowa,"2,807",Washington,"$51,750"
52358,Suburban,West Branch,Iowa,"3,926",Cedar,"$70,268"
52359,Rural,West Chester,Iowa,294,Washington,"$64,583"
52361,Suburban,Williamsburg,Iowa,"4,686",Iowa,"$59,772"
52362,Rural,Wyoming,Iowa,896,Jones,"$58,929"
52401,Urban,Cedar Rapids,Iowa,"2,130",Linn,"$40,896"
52402,Urban,Cedar Rapids,Iowa,"42,649",Linn,"$65,787"
52403,Urban,Cedar Rapids,Iowa,"24,789",Linn,"$68,765"
52404,Urban,Cedar Rapids,Iowa,"40,474",Linn,"$59,041"
52405,Urban,Cedar Rapids,Iowa,"26,307",Linn,"$62,799"
52411,Urban,Cedar Rapids,Iowa,"8,298",Linn,"$149,612"
52501,Urban,Ottumwa,Iowa,"30,470",Wapello,"$50,507"
52530,Suburban,Agency,Iowa,"1,025",Wapello,"$67,813"
52531,Suburban,Albia,Iowa,"5,754",Monroe,"$68,125"
52533,Suburban,Batavia,Iowa,"1,075",Jefferson,"$49,539"
52534,Suburban,Beacon,Iowa,503,Mahaska,"$48,542"
52535,Rural,Birmingham,Iowa,802,Van Buren,"$55,714"
52536,Suburban,Blakesburg,Iowa,817,Wapello,"$52,857"
52537,Suburban,Bloomfield,Iowa,"6,642",Davis,"$80,971"
52540,Rural,Brighton,Iowa,"1,185",Jefferson,"$59,500"
52542,Rural,Cantril,Iowa,401,Van Buren,"$45,893"
52543,Suburban,Cedar,Iowa,397,Mahaska,"$100,074"
52544,Suburban,Centerville,Iowa,"7,685",Appanoose,"$41,455"
52548,Suburban,Chillicothe,Iowa,103,Wapello,"$55,278"
52549,Suburban,Cincinnati,Iowa,691,Appanoose,"$46,719"
52550,Rural,Delta,Iowa,699,Keokuk,"$45,909"
52551,Rural,Douds,Iowa,597,Van Buren,"$73,393"
52552,Suburban,Drakesville,Iowa,"1,105",Davis,"$53,625"
52553,Suburban,Eddyville,Iowa,"1,678",Wapello,"$54,844"
52554,Suburban,Eldon,Iowa,"1,092",Wapello,"$46,389"
52555,Suburban,Exline,Iowa,190,Appanoose,"$30,500"
52556,Urban,Fairfield,Iowa,"11,862",Jefferson,"$46,747"
52557,Urban,Fairfield,Iowa,432,Jefferson,
52560,Rural,Floris,Iowa,164,Davis,"$80,417"
52561,Suburban,Fremont,Iowa,965,Mahaska,"$46,176"
52562,Suburban,Hayesville,Iowa,62,Keokuk,"$41,250"
52563,Suburban,Hedrick,Iowa,"1,636",Keokuk,"$74,609"
52565,Rural,Keosauqua,Iowa,"1,870",Van Buren,"$51,056"
52566,Suburban,Kirkville,Iowa,250,Wapello,"$70,781"
52567,Suburban,Libertyville,Iowa,505,Jefferson,"$64,250"
52568,Suburban,Martinsburg,Iowa,83,Keokuk,"$27,500"
52569,Suburban,Melrose,Iowa,652,Monroe,"$62,750"
52570,Rural,Milton,Iowa,"1,028",Van Buren,"$54,620"
52571,Suburban,Moravia,Iowa,"1,313",Appanoose,"$70,375"
52572,Suburban,Moulton,Iowa,"1,223",Appanoose,"$52,500"
52573,Rural,Mount Sterling,Iowa,259,Van Buren,"$63,150"
52574,Suburban,Mystic,Iowa,539,Appanoose,"$52,895"
52576,Suburban,Ollie,Iowa,466,Keokuk,"$71,354"
52577,Urban,Oskaloosa,Iowa,"14,551",Mahaska,"$61,034"
52580,Suburban,Packwood,Iowa,799,Jefferson,"$45,362"
52581,Suburban,Plano,Iowa,281,Appanoose,"$53,438"
52583,Rural,Promise City,Iowa,364,Wayne,"$53,971"
52584,Rural,Pulaski,Iowa,900,Davis,"$68,188"
52585,Suburban,Richland,Iowa,813,Keokuk,"$61,875"
52586,Suburban,Rose Hill,Iowa,564,Mahaska,"$39,970"
52588,Rural,Selma,Iowa,26,Van Buren,
52590,Rural,Seymour,Iowa,"1,325",Wayne,"$44,403"
52591,Rural,Sigourney,Iowa,"2,753",Keokuk,"$53,250"
52593,Suburban,Udell,Iowa,177,Appanoose,"$79,583"
52594,Suburban,Unionville,Iowa,579,Appanoose,"$76,193"
52595,Urban,University Park,Iowa,492,Mahaska,"$53,125"
52601,Urban,Burlington,Iowa,"27,804",Des Moines,"$51,246"
52619,Suburban,Argyle,Iowa,660,Lee,"$68,291"
52620,Rural,Bonaparte,Iowa,895,Van Buren,"$58,929"
52621,Suburban,Crawfordsville,Iowa,835,Washington,"$94,844"
52623,Suburban,Danville,Iowa,"2,011",Des Moines,"$76,400"
52624,Suburban,Denmark,Iowa,601,Lee,"$135,245"
52625,Suburban,Donnellson,Iowa,"2,355",Lee,"$57,206"
52626,Rural,Farmington,Iowa,"1,239",Lee,"$52,411"
52627,Urban,Fort Madison,Iowa,"12,471",Lee,"$51,861"
52630,Rural,Hillsboro,Iowa,302,Lee,"$44,156"
52631,Rural,Houghton,Iowa,63,Lee,"$101,667"
52632,Urban,Keokuk,Iowa,"12,162",Lee,"$47,315"
52635,Suburban,Lockridge,Iowa,827,Jefferson,"$51,708"
52637,Suburban,Mediapolis,Iowa,"2,900",Des Moines,"$65,430"
52638,Suburban,Middletown,Iowa,528,Des Moines,"$64,318"
52639,Suburban,Montrose,Iowa,"1,732",Lee,"$66,567"
52640,Rural,Morning Sun,Iowa,"1,466",Louisa,"$69,821"
52641,Suburban,Mount Pleasant,Iowa,"12,388",Henry,"$60,241"
52644,Suburban,Mount Union,Iowa,373,Henry,"$68,011"
52645,Suburban,New London,Iowa,"3,926",Henry,"$58,458"
52646,Rural,Oakville,Iowa,320,Des Moines,"$77,703"
52647,Suburban,Olds,Iowa,167,Henry,"$61,250"
52649,Suburban,Salem,Iowa,903,Henry,"$56,810"
52650,Suburban,Sperry,Iowa,683,Des Moines,"$88,214"
52651,Rural,Stockport,Iowa,515,Van Buren,"$49,000"
52652,Suburban,Swedesburg,Iowa,75,Henry,
52653,Rural,Wapello,Iowa,"3,202",Louisa,"$71,500"
52654,Suburban,Wayland,Iowa,"1,805",Henry,"$74,038"
52655,Urban,West Burlington,Iowa,"4,279",Des Moines,"$51,080"
52656,Rural,West Point,Iowa,"2,252",Lee,"$67,232"
52657,Rural,Saint Paul,Iowa,57,Lee,"$71,250"
52658,Suburban,Wever,Iowa,"1,015",Lee,"$66,071"
52659,Suburban,Winfield,Iowa,"1,311",Henry,"$44,750"
52660,Suburban,Yarmouth,Iowa,301,Des Moines,"$86,477"
52701,Suburban,Andover,Iowa,122,Clinton,
52720,Urban,Atalissa,Iowa,868,Muscatine,"$73,688"
52721,Rural,Bennett,Iowa,972,Cedar,"$76,250"
52722,Urban,Bettendorf,Iowa,"40,097",Scott,"$90,810"
52726,Suburban,Blue Grass,Iowa,"5,189",Scott,"$94,006"
52727,Suburban,Bryant,Iowa,287,Clinton,"$53,750"
52728,Suburban,Buffalo,Iowa,862,Scott,"$69,342"
52729,Rural,Calamus,Iowa,901,Clinton,"$66,458"
52730,Urban,Camanche,Iowa,"5,152",Clinton,"$56,029"
52731,Suburban,Charlotte,Iowa,697,Clinton,"$72,500"
52732,Urban,Clinton,Iowa,"26,077",Clinton,"$51,297"
52737,Rural,Columbus City,Iowa,251,Louisa,"$66,250"
52738,Rural,Columbus Junction,Iowa,"3,482",Louisa,"$60,902"
52739,Urban,Conesville,Iowa,760,Louisa,"$63,750"
52742,Suburban,De Witt,Iowa,"7,621",Clinton,"$80,208"
52745,Suburban,Dixon,Iowa,389,Scott,"$92,875"
52746,Suburban,Donahue,Iowa,"1,138",Scott,"$89,583"
52747,Rural,Durant,Iowa,"1,941",Muscatine,"$73,929"
52748,Urban,Eldridge,Iowa,"9,567",Scott,"$86,729"
52749,Urban,Fruitland,Iowa,"1,232",Muscatine,"$90,313"
52750,Suburban,Goose Lake,Iowa,477,Clinton,"$74,688"
52751,Rural,Grand Mound,Iowa,"1,022",Clinton,"$61,985"
52752,Suburban,Grandview,Iowa,394,Louisa,"$55,156"
52753,Urban,Le Claire,Iowa,"6,019",Scott,"$81,731"
52754,Suburban,Letts,Iowa,"1,400",Muscatine,"$78,553"
52755,Urban,Lone Tree,Iowa,"2,167",Johnson,"$79,167"
52756,Suburban,Long Grove,Iowa,"2,000",Scott,"$114,306"
52757,Suburban,Low Moor,Iowa,229,Clinton,"$56,667"
52758,Suburban,McCausland,Iowa,322,Scott,"$72,500"
52759,Suburban,Montpelier,Iowa,92,Muscatine,"$57,450"
52760,Urban,Moscow,Iowa,467,Muscatine,"$44,283"
52761,Urban,Muscatine,Iowa,"30,515",Muscatine,"$59,041"
52765,Suburban,New Liberty,Iowa,324,Scott,"$89,375"
52766,Suburban,Nichols,Iowa,753,Muscatine,"$59,766"
52767,Urban,Pleasant Valley,Iowa,305,Scott,"$250,001"
52768,Suburban,Princeton,Iowa,"1,418",Scott,"$77,212"
52769,Suburban,Stockton,Iowa,580,Scott,"$90,833"
52771,Suburban,Teeds Grove,Iowa,55,Clinton,"$59,306"
52772,Suburban,Tipton,Iowa,"5,453",Cedar,"$80,025"
52773,Suburban,Walcott,Iowa,"2,895",Scott,"$77,396"
52774,Rural,Welton,Iowa,141,Clinton,"$66,607"
52776,Suburban,West Liberty,Iowa,"5,038",Muscatine,"$67,571"
52777,Rural,Wheatland,Iowa,"1,337",Clinton,"$41,538"
52778,Urban,Wilton,Iowa,"3,799",Cedar,"$61,691"
52801,Urban,Davenport,Iowa,"1,381",Scott,"$26,034"
52802,Urban,Davenport,Iowa,"10,130",Scott,"$46,356"
52803,Urban,Davenport,Iowa,"21,877",Scott,"$56,157"
52804,Urban,Davenport,Iowa,"27,497",Scott,"$55,423"
52806,Urban,Davenport,Iowa,"27,814",Scott,"$62,579"
52807,Urban,Davenport,Iowa,"15,329",Scott,"$64,466"
53001,Suburban,Adell,Wisconsin,"1,904",Sheboygan,"$78,683"
53002,Suburban,Allenton,Wisconsin,"2,247",Washington,"$74,125"
53003,Suburban,Ashippun,Wisconsin,138,Dodge,"$55,972"
53004,Suburban,Belgium,Wisconsin,"3,611",Ozaukee,"$76,000"
53005,Urban,Brookfield,Wisconsin,"21,585",Waukesha,"$109,573"
53006,Rural,Brownsville,Wisconsin,"1,844",Dodge,"$71,696"
53007,Urban,Butler,Wisconsin,"1,808",Waukesha,"$47,996"
53010,Suburban,Campbellsport,Wisconsin,"7,571",Fond du Lac,"$87,628"
53011,Suburban,Cascade,Wisconsin,"2,134",Sheboygan,"$82,604"
53012,Urban,Cedarburg,Wisconsin,"18,929",Ozaukee,"$89,380"
53013,Suburban,Cedar Grove,Wisconsin,"3,499",Sheboygan,"$81,336"
53014,Suburban,Chilton,Wisconsin,"8,030",Calumet,"$64,672"
53015,Suburban,Cleveland,Wisconsin,"3,041",Manitowoc,"$73,382"
53016,Suburban,Clyman,Wisconsin,378,Dodge,"$63,295"
53017,Urban,Colgate,Wisconsin,"5,041",Washington,"$125,417"
53018,Urban,Delafield,Wisconsin,"7,624",Waukesha,"$107,679"
53019,Suburban,Eden,Wisconsin,"1,692",Fond du Lac,"$78,333"
53020,Suburban,Elkhart Lake,Wisconsin,"3,811",Sheboygan,"$80,515"
53021,Suburban,Fredonia,Wisconsin,"4,399",Ozaukee,"$84,185"
53022,Urban,Germantown,Wisconsin,"19,949",Washington,"$94,563"
53023,Suburban,Glenbeulah,Wisconsin,"1,267",Sheboygan,"$76,250"
53024,Urban,Grafton,Wisconsin,"18,619",Ozaukee,"$82,798"
53027,Suburban,Hartford,Wisconsin,"23,423",Washington,"$73,333"
53029,Urban,Hartland,Wisconsin,"21,126",Waukesha,"$105,673"
53031,Urban,Hingham,Wisconsin,85,Sheboygan,"$103,661"
53032,Suburban,Horicon,Wisconsin,"4,983",Dodge,"$51,417"
53033,Urban,Hubertus,Wisconsin,"5,973",Washington,"$110,862"
53034,Suburban,Hustisford,Wisconsin,"1,681",Dodge,"$70,583"
53035,Suburban,Iron Ridge,Wisconsin,"2,429",Dodge,"$84,464"
53036,Urban,Ixonia,Wisconsin,"3,301",Jefferson,"$98,464"
53037,Suburban,Jackson,Wisconsin,"9,487",Washington,"$91,920"
53038,Suburban,Johnson Creek,Wisconsin,"4,189",Jefferson,"$85,884"
53039,Suburban,Juneau,Wisconsin,"4,991",Dodge,"$76,081"
53040,Suburban,Kewaskum,Wisconsin,"8,155",Washington,"$85,350"
53042,Suburban,Kiel,Wisconsin,"6,615",Manitowoc,"$71,786"
53044,Urban,Kohler,Wisconsin,"2,218",Sheboygan,"$110,000"
53045,Urban,Brookfield,Wisconsin,"22,892",Waukesha,"$106,092"
53046,Urban,Lannon,Wisconsin,"1,292",Waukesha,"$70,859"
53047,Suburban,Lebanon,Wisconsin,142,Dodge,"$69,355"
53048,Rural,Lomira,Wisconsin,"3,435",Dodge,"$68,656"
53049,Suburban,Malone,Wisconsin,"2,437",Fond du Lac,"$81,484"
53050,Suburban,Mayville,Wisconsin,"7,129",Dodge,"$64,190"
53051,Urban,Menomonee Falls,Wisconsin,"38,250",Waukesha,"$90,722"
53057,Suburban,Mount Calvary,Wisconsin,"1,843",Fond du Lac,"$93,750"
53058,Urban,Nashotah,Wisconsin,"3,312",Waukesha,"$84,091"
53059,Suburban,Neosho,Wisconsin,"1,906",Dodge,"$78,352"
53061,Suburban,New Holstein,Wisconsin,"4,969",Calumet,"$59,722"
53063,Suburban,Newton,Wisconsin,"1,693",Manitowoc,"$72,375"
53065,Suburban,Oakfield,Wisconsin,"2,335",Fond du Lac,"$97,955"
53066,Urban,Oconomowoc,Wisconsin,"36,416",Waukesha,"$102,030"
53069,Urban,Okauchee,Wisconsin,689,Waukesha,"$113,471"
53070,Suburban,Oostburg,Wisconsin,"4,901",Sheboygan,"$75,735"
53072,Urban,Pewaukee,Wisconsin,"26,384",Waukesha,"$93,936"
53073,Suburban,Plymouth,Wisconsin,"16,090",Sheboygan,"$69,315"
53074,Urban,Port Washington,Wisconsin,"13,098",Ozaukee,"$69,479"
53075,Suburban,Random Lake,Wisconsin,"3,281",Sheboygan,"$75,188"
53076,Urban,Richfield,Wisconsin,"3,620",Washington,"$112,778"
53078,Suburban,Rubicon,Wisconsin,"1,691",Dodge,"$84,853"
53079,Suburban,Saint Cloud,Wisconsin,"1,355",Fond du Lac,"$69,427"
53080,Urban,Saukville,Wisconsin,"5,052",Ozaukee,"$68,093"
53081,Urban,Sheboygan,Wisconsin,"43,704",Sheboygan,"$54,830"
53083,Urban,Sheboygan,Wisconsin,"21,370",Sheboygan,"$72,970"
53085,Urban,Sheboygan Falls,Wisconsin,"11,378",Sheboygan,"$65,117"
53086,Suburban,Slinger,Wisconsin,"8,904",Washington,"$87,949"
53088,Suburban,Stockbridge,Wisconsin,283,Calumet,"$54,881"
53089,Urban,Sussex,Wisconsin,"19,621",Waukesha,"$97,736"
53090,Suburban,West Bend,Wisconsin,"21,956",Washington,"$81,563"
53091,Rural,Theresa,Wisconsin,"2,088",Dodge,"$71,719"
53092,Urban,Mequon,Wisconsin,"20,844",Ozaukee,"$112,370"
53093,Suburban,Waldo,Wisconsin,"1,988",Sheboygan,"$86,157"
53094,Urban,Watertown,Wisconsin,"18,341",Jefferson,"$64,027"
53095,Suburban,West Bend,Wisconsin,"27,608",Washington,"$73,634"
53097,Urban,Mequon,Wisconsin,"7,254",Ozaukee,"$139,750"
53098,Urban,Watertown,Wisconsin,"11,649",Dodge,"$63,795"
53099,Suburban,Woodland,Wisconsin,11,Dodge,
53103,Urban,Big Bend,Wisconsin,"3,695",Waukesha,"$121,544"
