zip,ruca,city,state_name,population,county,median_household_income
13431,Suburban,Poland,New York,"1,769",Herkimer,"$78,370"
13433,Suburban,Port Leyden,New York,"1,557",Lewis,"$50,417"
13435,Suburban,Prospect,New York,354,Oneida,"$54,500"
13436,Rural,Raquette Lake,New York,63,Hamilton,"$76,875"
13437,Suburban,Redfield,New York,297,Oswego,"$56,528"
13438,Suburban,Remsen,New York,"2,951",Oneida,"$64,583"
13439,Suburban,Richfield Springs,New York,"3,777",Otsego,"$50,833"
13440,Urban,Rome,New York,"41,215",Oneida,"$59,486"
13441,Urban,Rome,New York,160,Oneida,
13450,Rural,Roseboom,New York,286,Otsego,"$53,333"
13452,Rural,Saint Johnsville,New York,"4,881",Fulton,"$56,307"
13454,Suburban,Salisbury Center,New York,820,Herkimer,"$78,250"
13455,Suburban,Sangerfield,New York,55,Oneida,
13456,Urban,Sauquoit,New York,"3,904",Oneida,"$79,625"
13457,Suburban,Schuyler Lake,New York,36,Otsego,
13459,Suburban,Sharon Springs,New York,"2,022",Schoharie,"$59,349"
13460,Rural,Sherburne,New York,"4,256",Chenango,"$55,422"
13461,Urban,Sherrill,New York,"3,194",Oneida,"$80,179"
13464,Rural,Smyrna,New York,"1,324",Chenango,"$50,377"
13468,Rural,Springfield Center,New York,358,Otsego,"$50,521"
13469,Urban,Stittville,New York,"1,234",Oneida,"$97,361"
13470,Suburban,Stratford,New York,712,Fulton,"$50,625"
13471,Suburban,Taberg,New York,"2,607",Oneida,"$57,035"
13472,Suburban,Thendara,New York,169,Herkimer,
13473,Rural,Turin,New York,"1,183",Lewis,"$87,727"
13475,Suburban,Van Hornesville,New York,42,Herkimer,"$73,542"
13476,Urban,Vernon,New York,"3,271",Oneida,"$64,899"
13477,Urban,Vernon Center,New York,"1,218",Oneida,"$59,922"
13478,Suburban,Verona,New York,"3,220",Oneida,"$66,139"
13480,Suburban,Waterville,New York,"3,169",Oneida,"$61,964"
13482,Rural,West Burlington,New York,56,Otsego,"$39,792"
13483,Suburban,Westdale,New York,525,Oneida,"$86,976"
13484,Rural,West Eaton,New York,0,Madison,
13485,Suburban,West Edmeston,New York,"1,488",Madison,"$61,076"
13486,Suburban,Westernville,New York,668,Oneida,"$54,514"
13488,Rural,Westford,New York,106,Otsego,"$44,375"
13489,Rural,West Leyden,New York,495,Lewis,"$53,333"
13490,Suburban,Westmoreland,New York,"1,049",Oneida,"$79,700"
13491,Suburban,West Winfield,New York,"3,584",Otsego,"$57,156"
13492,Urban,Whitesboro,New York,"11,155",Oneida,"$77,143"
13493,Suburban,Williamstown,New York,"2,278",Oswego,"$63,333"
13494,Suburban,Woodgate,New York,226,Oneida,"$66,389"
13495,Urban,Yorkville,New York,"2,123",Oneida,"$57,581"
13501,Urban,Utica,New York,"40,307",Oneida,"$44,904"
13502,Urban,Utica,New York,"33,986",Oneida,"$50,220"
13601,Urban,Watertown,New York,"38,695",Jefferson,"$53,813"
13602,Urban,Fort Drum,New York,"3,765",Jefferson,
13603,Urban,Watertown,New York,"12,753",Jefferson,"$53,392"
13605,Suburban,Adams,New York,"5,161",Jefferson,"$67,162"
13606,Suburban,Adams Center,New York,"2,618",Jefferson,"$70,833"
13607,Rural,Alexandria Bay,New York,"1,594",Jefferson,"$49,427"
13608,Suburban,Antwerp,New York,"1,726",Jefferson,"$68,450"
13611,Suburban,Belleville,New York,348,Jefferson,"$49,522"
13612,Urban,Black River,New York,"2,510",Jefferson,"$59,063"
13613,Rural,Brasher Falls,New York,"2,595",St. Lawrence,"$52,098"
13614,Rural,Brier Hill,New York,336,St. Lawrence,
13615,Urban,Brownville,New York,693,Jefferson,"$90,978"
13616,Suburban,Calcium,New York,"2,265",Jefferson,"$44,348"
13617,Suburban,Canton,New York,"11,912",St. Lawrence,"$62,692"
13618,Suburban,Cape Vincent,New York,"1,467",Jefferson,"$58,750"
13619,Urban,Carthage,New York,"10,650",Jefferson,"$57,343"
13620,Suburban,Castorland,New York,"2,154",Lewis,"$53,484"
13621,Suburban,Chase Mills,New York,501,St. Lawrence,"$42,031"
13622,Suburban,Chaumont,New York,"1,895",Jefferson,"$68,664"
13623,Rural,Chippewa Bay,New York,45,St. Lawrence,"$28,750"
13624,Rural,Clayton,New York,"5,330",Jefferson,"$74,450"
13625,Suburban,Colton,New York,"1,669",St. Lawrence,"$65,781"
13626,Suburban,Copenhagen,New York,"2,320",Lewis,"$70,134"
13628,Urban,Deferiet,New York,224,Jefferson,"$36,458"
13630,Rural,De Kalb Junction,New York,"1,470",St. Lawrence,"$47,955"
13632,Suburban,Depauville,New York,148,Jefferson,
13633,Rural,De Peyster,New York,262,St. Lawrence,"$53,333"
13634,Suburban,Dexter,New York,"3,913",Jefferson,"$66,753"
13635,Suburban,Edwards,New York,"1,082",St. Lawrence,"$57,292"
13636,Suburban,Ellisburg,New York,177,Jefferson,"$56,250"
13637,Suburban,Evans Mills,New York,"4,342",Jefferson,"$57,899"
13638,Urban,Felts Mills,New York,415,Jefferson,
13639,Rural,Fine,New York,53,St. Lawrence,
13640,Rural,Wellesley Island,New York,233,Jefferson,"$70,139"
13641,Rural,Fishers Landing,New York,50,Jefferson,"$66,250"
13642,Suburban,Gouverneur,New York,"9,566",St. Lawrence,"$41,835"
13643,Urban,Great Bend,New York,55,Jefferson,
13645,Suburban,Hailesboro,New York,0,St. Lawrence,
13646,Rural,Hammond,New York,"2,145",St. Lawrence,"$55,441"
13647,Suburban,Hannawa Falls,New York,160,St. Lawrence,
13648,Suburban,Harrisville,New York,"2,031",Lewis,"$51,339"
13649,Rural,Helena,New York,9,St. Lawrence,
13650,Suburban,Henderson,New York,"1,479",Jefferson,"$77,554"
13651,Suburban,Henderson Harbor,New York,150,Jefferson,"$105,694"
13652,Rural,Hermon,New York,"1,778",St. Lawrence,"$57,936"
13654,Suburban,Heuvelton,New York,"2,646",St. Lawrence,"$54,583"
13655,Rural,Hogansburg,New York,"3,512",Franklin,
13656,Suburban,La Fargeville,New York,"3,307",Jefferson,"$55,000"
13658,Suburban,Lisbon,New York,"2,696",St. Lawrence,"$69,228"
13659,Suburban,Lorraine,New York,360,Jefferson,"$56,094"
13660,Rural,Madrid,New York,"1,835",St. Lawrence,"$65,000"
13661,Suburban,Mannsville,New York,"1,809",Jefferson,"$73,690"
13662,Urban,Massena,New York,"16,383",St. Lawrence,"$57,844"
13664,Rural,Morristown,New York,438,St. Lawrence,"$67,000"
13665,Urban,Natural Bridge,New York,835,Lewis,"$57,963"
13666,Rural,Newton Falls,New York,227,St. Lawrence,"$31,833"
13667,Suburban,Norfolk,New York,"3,101",St. Lawrence,"$42,457"
13668,Suburban,Norwood,New York,"3,267",St. Lawrence,"$77,986"
13669,Urban,Ogdensburg,New York,"15,210",St. Lawrence,"$56,869"
13670,Rural,Oswegatchie,New York,420,St. Lawrence,"$42,250"
13672,Suburban,Parishville,New York,479,St. Lawrence,"$62,738"
13673,Suburban,Philadelphia,New York,"2,255",Jefferson,"$48,250"
13674,Suburban,Pierrepont Manor,New York,51,Jefferson,
13675,Rural,Plessis,New York,41,Jefferson,
13676,Suburban,Potsdam,New York,"14,038",St. Lawrence,"$54,597"
13678,Suburban,Raymondville,New York,97,St. Lawrence,"$23,639"
13679,Rural,Redwood,New York,"1,245",Jefferson,"$71,196"
13680,Suburban,Rensselaer Falls,New York,"1,324",St. Lawrence,"$56,442"
13681,Rural,Richville,New York,"1,111",St. Lawrence,"$44,315"
13682,Suburban,Rodman,New York,792,Jefferson,"$85,089"
13683,Rural,Rooseveltown,New York,0,St. Lawrence,
13684,Suburban,Russell,New York,"1,034",St. Lawrence,"$58,125"
13685,Suburban,Sackets Harbor,New York,"2,165",Jefferson,"$73,875"
13687,Suburban,South Colton,New York,540,St. Lawrence,"$46,094"
13690,Rural,Star Lake,New York,726,St. Lawrence,"$43,106"
13691,Suburban,Theresa,New York,"3,103",Jefferson,"$68,208"
13692,Rural,Thousand Island Park,New York,212,Jefferson,"$128,333"
13693,Suburban,Three Mile Bay,New York,337,Jefferson,"$57,614"
13694,Rural,Waddington,New York,"1,357",St. Lawrence,"$66,406"
13695,Rural,Wanakena,New York,189,St. Lawrence,"$106,094"
13696,Rural,West Stockholm,New York,213,St. Lawrence,"$50,804"
13697,Rural,Winthrop,New York,"1,727",St. Lawrence,"$46,852"
13699,Suburban,Potsdam,New York,"2,043",St. Lawrence,
13730,Suburban,Afton,New York,"2,872",Chenango,"$62,730"
13731,Suburban,Andes,New York,977,Delaware,"$65,417"
13732,Urban,Apalachin,New York,"7,591",Tioga,"$81,765"
13733,Rural,Bainbridge,New York,"4,973",Chenango,"$53,625"
13734,Suburban,Barton,New York,"2,317",Tioga,"$70,479"
13736,Suburban,Berkshire,New York,"1,966",Tioga,"$63,050"
13738,Urban,Blodgett Mills,New York,44,Cortland,
13739,Rural,Bloomville,New York,721,Delaware,"$53,542"
13740,Rural,Bovina Center,New York,495,Delaware,"$65,938"
13743,Suburban,Candor,New York,"3,645",Tioga,"$54,250"
13744,Urban,Castle Creek,New York,"1,393",Broome,"$66,985"
13746,Suburban,Chenango Forks,New York,"1,919",Broome,"$53,525"
13747,Suburban,Colliersville,New York,22,Otsego,
13748,Urban,Conklin,New York,"3,511",Broome,"$59,107"
13750,Suburban,Davenport,New York,807,Delaware,"$55,500"
13751,Suburban,Davenport Center,New York,101,Delaware,
13752,Suburban,Delancey,New York,953,Delaware,"$55,598"
13753,Suburban,Delhi,New York,"5,848",Delaware,"$61,875"
13754,Suburban,Deposit,New York,"2,777",Broome,"$47,159"
13755,Suburban,Downsville,New York,876,Delaware,"$63,355"
13756,Rural,East Branch,New York,431,Delaware,"$74,792"
13757,Rural,East Meredith,New York,"1,526",Delaware,"$68,125"
13760,Urban,Endicott,New York,"43,779",Broome,"$58,202"
13774,Rural,Fishs Eddy,New York,280,Delaware,"$58,688"
13775,Rural,Franklin,New York,"1,731",Delaware,"$69,643"
13776,Rural,Gilbertsville,New York,457,Otsego,"$84,286"
13777,Suburban,Glen Aubrey,New York,398,Broome,"$77,857"
13778,Suburban,Greene,New York,"5,492",Chenango,"$60,139"
13780,Rural,Guilford,New York,889,Chenango,"$70,529"
13782,Suburban,Hamden,New York,716,Delaware,"$60,500"
13783,Rural,Hancock,New York,"2,513",Delaware,"$43,702"
13784,Suburban,Harford,New York,240,Cortland,"$66,436"
13786,Suburban,Harpersfield,New York,382,Delaware,"$43,850"
13787,Suburban,Harpursville,New York,"3,294",Broome,"$59,504"
13788,Rural,Hobart,New York,"1,002",Delaware,"$65,833"
13790,Urban,Johnson City,New York,"18,663",Broome,"$49,959"
13795,Urban,Kirkwood,New York,"3,106",Broome,"$49,393"
13796,Suburban,Laurens,New York,"1,023",Otsego,"$48,412"
13797,Suburban,Lisle,New York,"2,058",Broome,"$57,027"
13801,Suburban,McDonough,New York,"1,362",Chenango,"$59,964"
13802,Suburban,Maine,New York,"1,038",Broome,
13803,Suburban,Marathon,New York,"4,379",Cortland,"$63,500"
13804,Suburban,Masonville,New York,237,Delaware,"$60,568"
13806,Rural,Meridale,New York,197,Delaware,"$96,000"
13807,Suburban,Milford,New York,"1,155",Otsego,"$71,131"
13808,Rural,Morris,New York,"1,316",Otsego,"$50,917"
13809,Rural,Mount Upton,New York,"1,903",Otsego,"$50,139"
13810,Rural,Mount Vision,New York,"1,377",Otsego,"$81,042"
13811,Suburban,Newark Valley,New York,"3,955",Tioga,"$69,519"
13812,Suburban,Nichols,New York,"2,329",Tioga,"$67,361"
13813,Suburban,Nineveh,New York,"1,038",Broome,"$95,208"
13814,Suburban,North Norwich,New York,10,Chenango,
13815,Suburban,Norwich,New York,"13,074",Chenango,"$54,018"
13820,Urban,Oneonta,New York,"21,242",Otsego,"$59,604"
13825,Suburban,Otego,New York,"2,754",Otsego,"$54,139"
13826,Suburban,Ouaquaga,New York,238,Broome,"$86,703"
13827,Urban,Owego,New York,"11,462",Tioga,"$63,392"
13830,Rural,Oxford,New York,"5,005",Chenango,"$53,554"
13832,Rural,Plymouth,New York,401,Chenango,"$47,841"
13833,Suburban,Port Crane,New York,"4,334",Broome,"$53,529"
13834,Suburban,Portlandville,New York,232,Otsego,"$49,878"
13835,Suburban,Richford,New York,"1,249",Tioga,"$61,923"
13838,Suburban,Sidney,New York,"3,933",Delaware,"$44,727"
13839,Suburban,Sidney Center,New York,"1,342",Delaware,"$57,000"
13841,Suburban,Smithville Flats,New York,559,Chenango,"$50,125"
13842,Rural,South Kortright,New York,641,Delaware,"$64,000"
13843,Rural,South New Berlin,New York,"2,067",Otsego,"$64,931"
13844,Rural,South Plymouth,New York,637,Chenango,"$58,466"
13846,Rural,Treadwell,New York,481,Delaware,"$28,971"
13847,Suburban,Trout Creek,New York,16,Delaware,
13849,Suburban,Unadilla,New York,"4,603",Otsego,"$51,493"
13850,Urban,Vestal,New York,"22,847",Broome,"$70,760"
13856,Suburban,Walton,New York,"5,993",Delaware,"$45,262"
13859,Suburban,Wells Bridge,New York,115,Otsego,"$90,208"
13860,Suburban,West Davenport,New York,140,Delaware,
13861,Urban,West Oneonta,New York,492,Otsego,"$49,712"
13862,Suburban,Whitney Point,New York,"3,805",Broome,"$51,972"
13863,Suburban,Willet,New York,495,Cortland,"$58,750"
13864,Suburban,Willseyville,New York,"1,089",Tioga,"$49,041"
13865,Suburban,Windsor,New York,"5,792",Broome,"$58,813"
13901,Urban,Binghamton,New York,"19,983",Broome,"$45,070"
13902,Urban,Binghamton,New York,"6,349",Broome,
13903,Urban,Binghamton,New York,"19,225",Broome,"$53,804"
13904,Urban,Binghamton,New York,"9,448",Broome,"$52,678"
13905,Urban,Binghamton,New York,"27,362",Broome,"$46,999"
14001,Suburban,Akron,New York,"9,722",Erie,"$67,832"
14004,Urban,Alden,New York,"11,946",Erie,"$75,568"
14005,Suburban,Alexander,New York,"2,154",Genesee,"$84,297"
14006,Urban,Angola,New York,"9,345",Erie,"$56,949"
14008,Suburban,Appleton,New York,"1,680",Niagara,"$61,691"
14009,Suburban,Arcade,New York,"5,668",Wyoming,"$56,160"
14011,Suburban,Attica,New York,"7,844",Wyoming,"$70,233"
14012,Rural,Barker,New York,"2,756",Niagara,"$60,250"
14013,Suburban,Basom,New York,"1,702",Genesee,"$62,634"
14020,Urban,Batavia,New York,"22,286",Genesee,"$54,581"
14024,Rural,Bliss,New York,"1,592",Wyoming,"$61,466"
14025,Urban,Boston,New York,"3,901",Erie,"$93,200"
14026,Urban,Bowmansville,New York,498,Erie,"$61,058"
14027,Suburban,Brant,New York,70,Erie,"$53,214"
14028,Suburban,Burt,New York,"1,380",Niagara,"$62,849"
14029,Rural,Centerville,New York,84,Allegany,
14030,Suburban,Chaffee,New York,"1,868",Erie,"$76,406"
14031,Urban,Clarence,New York,"9,626",Erie,"$81,339"
14032,Urban,Clarence Center,New York,"10,734",Erie,"$134,256"
14033,Suburban,Colden,New York,"1,539",Erie,"$73,750"
14034,Suburban,Collins,New York,"2,768",Erie,"$70,296"
14035,Suburban,Collins Center,New York,90,Erie,"$90,500"
14036,Suburban,Corfu,New York,"5,441",Genesee,"$79,268"
14037,Suburban,Cowlesville,New York,"1,022",Wyoming,"$62,054"
14039,Rural,Dale,New York,66,Wyoming,"$35,833"
14040,Suburban,Darien Center,New York,"1,800",Genesee,"$70,865"
14041,Suburban,Dayton,New York,174,Cattaraugus,
14042,Suburban,Delevan,New York,"4,424",Cattaraugus,"$49,483"
14043,Urban,Depew,New York,"25,644",Erie,"$65,289"
14047,Urban,Derby,New York,"6,260",Erie,"$66,882"
14048,Urban,Dunkirk,New York,"14,928",Chautauqua,"$39,604"
14051,Urban,East Amherst,New York,"19,498",Erie,"$108,065"
14052,Suburban,East Aurora,New York,"18,053",Erie,"$96,802"
14054,Rural,East Bethany,New York,"1,383",Genesee,"$66,563"
14055,Suburban,East Concord,New York,"1,319",Erie,"$45,347"
14056,Urban,East Pembroke,New York,216,Genesee,
14057,Urban,Eden,New York,"7,873",Erie,"$80,319"
14058,Suburban,Elba,New York,"2,214",Genesee,"$72,857"
14059,Urban,Elma,New York,"9,553",Erie,"$70,596"
14060,Rural,Farmersville Station,New York,358,Allegany,"$50,000"
14061,Suburban,Farnham,New York,69,Erie,"$103,571"
14062,Suburban,Forestville,New York,"3,460",Chautauqua,"$59,375"
14063,Urban,Fredonia,New York,"13,453",Chautauqua,"$64,157"
14065,Suburban,Freedom,New York,"1,674",Cattaraugus,"$64,395"
14066,Suburban,Gainesville,New York,"1,186",Wyoming,"$58,558"
14067,Suburban,Gasport,New York,"4,387",Niagara,"$63,701"
14068,Urban,Getzville,New York,"7,528",Erie,"$105,698"
14069,Suburban,Glenwood,New York,604,Erie,"$73,693"
14070,Suburban,Gowanda,New York,"6,090",Cattaraugus,"$51,988"
14072,Urban,Grand Island,New York,"21,340",Erie,"$97,128"
14075,Urban,Hamburg,New York,"44,452",Erie,"$69,876"
14080,Suburban,Holland,New York,"4,107",Erie,"$64,511"
14081,Rural,Irving,New York,"2,961",Erie,"$41,719"
14082,Suburban,Java Center,New York,657,Wyoming,"$62,375"
14083,Suburban,Java Village,New York,14,Wyoming,
14085,Urban,Lake View,New York,"7,607",Erie,"$99,728"
14086,Urban,Lancaster,New York,"34,961",Erie,"$88,615"
14091,Suburban,Lawtons,New York,"1,526",Erie,"$72,031"
14092,Urban,Lewiston,New York,"10,744",Niagara,"$64,370"
14094,Suburban,Lockport,New York,"50,403",Niagara,"$65,812"
14098,Rural,Lyndonville,New York,"3,092",Orleans,"$58,955"
14101,Suburban,Machias,New York,"1,807",Cattaraugus,"$56,094"
14102,Suburban,Marilla,New York,"1,421",Erie,"$112,424"
14103,Suburban,Medina,New York,"10,641",Orleans,"$54,387"
14105,Suburban,Middleport,New York,"4,740",Niagara,"$73,125"
14108,Suburban,Newfane,New York,"5,665",Niagara,"$61,159"
14109,Urban,Niagara University,New York,"1,109",Niagara,
14111,Suburban,North Collins,New York,"3,191",Erie,"$68,519"
14112,Urban,North Evans,New York,75,Erie,
14113,Suburban,North Java,New York,694,Wyoming,"$66,563"
14120,Urban,North Tonawanda,New York,"44,079",Niagara,"$70,248"
14125,Suburban,Oakfield,New York,"3,593",Genesee,"$60,536"
14126,Suburban,Olcott,New York,614,Niagara,"$74,205"
14127,Urban,Orchard Park,New York,"30,416",Erie,"$94,558"
14129,Suburban,Perrysburg,New York,"1,235",Cattaraugus,"$62,857"
14130,Rural,Pike,New York,117,Wyoming,"$60,114"
14131,Suburban,Ransomville,New York,"4,988",Niagara,"$84,085"
14132,Suburban,Sanborn,New York,"6,930",Niagara,"$79,725"
14134,Suburban,Sardinia,New York,73,Erie,
14135,Suburban,Sheridan,New York,122,Chautauqua,
14136,Suburban,Silver Creek,New York,"4,916",Chautauqua,"$62,500"
14138,Rural,South Dayton,New York,"1,932",Cattaraugus,"$50,000"
14139,Suburban,South Wales,New York,"1,839",Erie,"$73,393"
14141,Suburban,Springville,New York,"7,705",Erie,"$59,439"
14143,Suburban,Stafford,New York,"1,056",Genesee,"$79,000"
14145,Suburban,Strykersville,New York,"1,268",Wyoming,"$85,714"
14150,Urban,Tonawanda,New York,"41,956",Erie,"$62,852"
14166,Suburban,Van Buren Point,New York,247,Chautauqua,"$85,974"
14167,Suburban,Varysburg,New York,"1,815",Wyoming,"$67,961"
14168,Suburban,Versailles,New York,113,Cattaraugus,
14169,Suburban,Wales Center,New York,80,Erie,"$51,589"
14170,Suburban,West Falls,New York,"2,416",Erie,"$85,755"
14171,Suburban,West Valley,New York,"1,840",Cattaraugus,"$67,604"
14172,Suburban,Wilson,New York,"2,836",Niagara,"$56,625"
14173,Suburban,Yorkshire,New York,205,Cattaraugus,"$85,547"
14174,Urban,Youngstown,New York,"5,798",Niagara,"$77,601"
14201,Urban,Buffalo,New York,"12,403",Erie,"$31,942"
14202,Urban,Buffalo,New York,"3,909",Erie,"$50,526"
14203,Urban,Buffalo,New York,"2,046",Erie,"$42,067"
14204,Urban,Buffalo,New York,"8,043",Erie,"$24,518"
14206,Urban,Buffalo,New York,"21,479",Erie,"$41,741"
14207,Urban,Buffalo,New York,"25,661",Erie,"$32,186"
14208,Urban,Buffalo,New York,"11,029",Erie,"$41,084"
14209,Urban,Buffalo,New York,"9,009",Erie,"$43,891"
14210,Urban,Buffalo,New York,"15,342",Erie,"$41,678"
14211,Urban,Buffalo,New York,"23,458",Erie,"$30,003"
14212,Urban,Buffalo,New York,"12,127",Erie,"$31,376"
14213,Urban,Buffalo,New York,"24,047",Erie,"$43,650"
14214,Urban,Buffalo,New York,"21,505",Erie,"$52,144"
14215,Urban,Buffalo,New York,"42,600",Erie,"$37,974"
14216,Urban,Buffalo,New York,"24,445",Erie,"$62,243"
14217,Urban,Buffalo,New York,"22,839",Erie,"$61,885"
14218,Urban,Buffalo,New York,"20,620",Erie,"$45,236"
14219,Urban,Buffalo,New York,"11,009",Erie,"$66,763"
14220,Urban,Buffalo,New York,"24,667",Erie,"$62,643"
14221,Urban,Buffalo,New York,"54,836",Erie,"$89,001"
14222,Urban,Buffalo,New York,"16,081",Erie,"$69,739"
14223,Urban,Buffalo,New York,"22,264",Erie,"$72,939"
14224,Urban,Buffalo,New York,"40,968",Erie,"$71,537"
14225,Urban,Buffalo,New York,"34,471",Erie,"$56,632"
14226,Urban,Buffalo,New York,"29,818",Erie,"$75,690"
14227,Urban,Buffalo,New York,"20,990",Erie,"$61,510"
14228,Urban,Buffalo,New York,"24,435",Erie,"$63,670"
14260,Urban,Buffalo,New York,814,Erie,
14261,Urban,Buffalo,New York,"4,748",Erie,
14301,Urban,Niagara Falls,New York,"12,033",Niagara,"$31,406"
14302,Urban,Niagara Falls,New York,229,Niagara,"$2,499"
14303,Urban,Niagara Falls,New York,"6,466",Niagara,"$36,808"
14304,Urban,Niagara Falls,New York,"28,625",Niagara,"$59,431"
14305,Urban,Niagara Falls,New York,"16,873",Niagara,"$42,754"
14411,Rural,Albion,New York,"13,194",Orleans,"$46,929"
14413,Suburban,Alton,New York,80,Wayne,
14414,Suburban,Avon,New York,"6,774",Livingston,"$62,589"
14415,Suburban,Bellona,New York,142,Yates,"$38,750"
14416,Suburban,Bergen,New York,"3,975",Genesee,"$73,516"
14418,Suburban,Branchport,New York,"1,118",Yates,"$42,432"
14420,Suburban,Brockport,New York,"19,951",Monroe,"$61,554"
14422,Suburban,Byron,New York,"1,921",Genesee,"$73,966"
14423,Suburban,Caledonia,New York,"4,742",Livingston,"$67,614"
14424,Urban,Canandaigua,New York,"28,458",Ontario,"$69,879"
14425,Urban,Farmington,New York,"12,919",Ontario,"$73,750"
14427,Rural,Castile,New York,"1,766",Wyoming,"$59,145"
14428,Suburban,Churchville,New York,"7,195",Monroe,"$78,322"
14432,Suburban,Clifton Springs,New York,"5,156",Ontario,"$71,589"
14433,Rural,Clyde,New York,"3,948",Wayne,"$54,859"
14435,Suburban,Conesus,New York,"2,220",Livingston,"$73,125"
14437,Suburban,Dansville,New York,"9,014",Livingston,"$60,044"
14441,Rural,Dresden,New York,302,Yates,"$49,750"
14445,Urban,East Rochester,New York,"7,654",Monroe,"$61,380"
14450,Urban,Fairport,New York,"43,264",Monroe,"$97,268"
14453,Urban,Fishers,New York,0,Ontario,
14454,Suburban,Geneseo,New York,"11,349",Livingston,"$53,288"
14456,Urban,Geneva,New York,"19,210",Ontario,"$62,789"
14462,Suburban,Groveland,New York,845,Livingston,"$76,600"
14463,Suburban,Hall,New York,287,Ontario,"$56,250"
14464,Suburban,Hamlin,New York,"7,087",Monroe,"$61,422"
14466,Suburban,Hemlock,New York,"1,476",Ontario,"$92,590"
14467,Urban,Henrietta,New York,"10,589",Monroe,"$77,944"
14468,Urban,Hilton,New York,"18,154",Monroe,"$83,543"
14469,Suburban,Bloomfield,New York,"5,915",Ontario,"$64,500"
14470,Suburban,Holley,New York,"7,554",Orleans,"$60,313"
14471,Suburban,Honeoye,New York,"2,778",Ontario,"$65,682"
14472,Suburban,Honeoye Falls,New York,"9,407",Monroe,"$112,958"
14475,Suburban,Ionia,New York,320,Ontario,"$105,469"
14476,Suburban,Kendall,New York,"2,403",Orleans,"$79,196"
14477,Suburban,Kent,New York,"1,682",Orleans,"$72,778"
14478,Suburban,Keuka Park,New York,"1,527",Yates,"$84,485"
14479,Suburban,Knowlesville,New York,136,Orleans,"$70,872"
14480,Suburban,Lakeville,New York,730,Livingston,"$80,013"
14481,Suburban,Leicester,New York,"1,774",Livingston,"$70,250"
14482,Suburban,Le Roy,New York,"8,397",Genesee,"$67,159"
14485,Suburban,Lima,New York,"4,017",Livingston,"$64,229"
14486,Suburban,Linwood,New York,342,Livingston,"$101,250"
14487,Suburban,Livonia,New York,"5,934",Livingston,"$81,875"
14489,Urban,Lyons,New York,"7,414",Wayne,"$57,925"
14502,Urban,Macedon,New York,"10,115",Wayne,"$79,578"
14504,Suburban,Manchester,New York,"1,507",Ontario,"$56,833"
14505,Suburban,Marion,New York,"4,989",Wayne,"$65,172"
14506,Suburban,Mendon,New York,775,Monroe,"$64,688"
14507,Suburban,Middlesex,New York,"1,010",Yates,"$61,429"
14510,Suburban,Mount Morris,New York,"4,860",Livingston,"$56,753"
14511,Urban,Mumford,New York,454,Monroe,"$60,541"
14512,Rural,Naples,New York,"4,668",Ontario,"$61,723"
14513,Urban,Newark,New York,"13,986",Wayne,"$54,072"
14514,Urban,North Chili,New York,"6,027",Monroe,"$70,804"
14515,Urban,North Greece,New York,155,Monroe,"$50,250"
14516,Rural,North Rose,New York,"2,277",Wayne,"$65,238"
14517,Rural,Nunda,New York,"2,684",Livingston,"$55,302"
14519,Urban,Ontario,New York,"12,502",Wayne,"$80,125"
14521,Rural,Ovid,New York,"3,245",Seneca,"$55,801"
14522,Suburban,Palmyra,New York,"9,636",Wayne,"$66,943"
14525,Rural,Pavilion,New York,"2,493",Genesee,"$73,730"
14526,Urban,Penfield,New York,"19,931",Monroe,"$92,273"
14527,Suburban,Penn Yan,New York,"12,878",Yates,"$55,109"
14529,Rural,Perkinsville,New York,38,Steuben,
14530,Suburban,Perry,New York,"6,463",Wyoming,"$56,142"
14532,Suburban,Phelps,New York,"4,124",Ontario,"$77,105"
14533,Suburban,Piffard,New York,"1,915",Livingston,"$64,896"
14534,Urban,Pittsford,New York,"33,041",Monroe,"$124,152"
14536,Rural,Portageville,New York,622,Wyoming,"$49,167"
14537,Suburban,Port Gibson,New York,79,Ontario,
14539,Suburban,Retsof,New York,65,Livingston,
14541,Suburban,Romulus,New York,"4,211",Seneca,"$72,463"
14542,Urban,Rose,New York,0,Wayne,
14543,Suburban,Rush,New York,"3,242",Monroe,"$105,575"
14544,Suburban,Rushville,New York,"2,062",Yates,"$59,615"
14545,Suburban,Scottsburg,New York,113,Livingston,"$95,938"
14546,Urban,Scottsville,New York,"4,949",Monroe,"$75,641"
14548,Suburban,Shortsville,New York,"4,285",Ontario,"$68,399"
14549,Rural,Silver Lake,New York,343,Wyoming,
14550,Suburban,Silver Springs,New York,"1,446",Wyoming,"$54,107"
14551,Suburban,Sodus,New York,"5,586",Wayne,"$54,782"
14555,Suburban,Sodus Point,New York,"1,084",Wayne,"$65,875"
14556,Rural,Sonyea,New York,"1,733",Livingston,
14557,Suburban,South Byron,New York,145,Genesee,"$44,271"
14559,Urban,Spencerport,New York,"18,939",Monroe,"$87,077"
14560,Suburban,Springwater,New York,"2,222",Ontario,"$63,730"
14561,Suburban,Stanley,New York,"2,643",Ontario,"$81,065"
14564,Urban,Victor,New York,"16,144",Ontario,"$101,125"
14568,Suburban,Walworth,New York,"6,423",Wayne,"$91,726"
14569,Suburban,Warsaw,New York,"6,251",Wyoming,"$55,059"
14571,Suburban,Waterport,New York,"1,143",Orleans,"$68,250"
14572,Rural,Wayland,New York,"4,686",Steuben,"$55,565"
